rep,run,shelf,plate,line,trt,read time,start,end,start count,end count,germinated,notes
1,1,2,41,81-2,10,,437.63,Inf,9,10,1,
1,1,3,97,81-2,15,1/24/16 8:56,101.98,150.43,6,7,1,
1,1,3,97,81-2,15,1/26/16 8:43,150.43,198.22,7,8,1,
1,1,5,145,81-2,0,1/28/16 8:41,198.38,246.18,9,10,1,
1,1,2,66,84-1,15,1/22/16 8:27,54,101.95,0,1,1,
1,1,2,66,84-1,15,1/26/16 8:40,150.4,198.17,9,10,1,
1,1,3,102,84-1,0,1/24/16 8:56,101.98,150.43,8,9,1,
1,1,3,102,84-1,0,,437.9,Inf,9,10,1,
1,1,9,310,84-1,20,1/24/16 9:14,102.32,150.73,0,1,1,
1,1,9,310,84-1,20,1/26/16 9:07,150.73,198.62,1,2,1,
1,1,9,310,84-1,20,,440.62,Inf,9,10,1,
1,1,1,27,92-1,10,1/26/16 8:37,150.33,198.12,1,2,1,
1,1,1,27,92-1,10,2/5/16 8:08,389.88,437.63,9,10,1,
1,1,3,100,92-1,20,2/1/16 8:41,295.05,342.18,6,7,1,
1,1,7,240,92-1,0,2/1/16 8:59,295.38,342.48,7,8,1,
1,1,7,240,92-1,0,2/3/16 8:42,342.48,390.2,8,9,1,
1,1,7,240,92-1,0,2/5/16 10:44,390.2,440.23,9,10,1,
1,1,2,39,93-1,20,1/26/16 8:40,150.4,198.17,0,1,1,
1,1,2,59,93-1,0,1/22/16 8:27,54,101.95,0,1,1,
1,1,2,59,93-1,0,1/28/16 8:28,198.17,245.97,6,7,1,
1,1,2,59,93-1,0,1/30/16 9:29,245.97,294.98,7,8,1,
1,1,8,270,93-1,15,1/26/16 9:03,150.67,198.55,3,4,1,
1,1,8,270,93-1,15,1/28/16 8:50,198.55,246.33,4,5,1,
1,1,9,289,93-1,10,1/26/16 9:07,150.73,198.62,7,8,1,
1,1,9,289,93-1,10,1/30/16 9:56,246.33,295.43,8,9,1,
1,1,9,289,93-1,10,,440.62,Inf,9,10,1,
1,1,2,62,98-1,15,1/24/16 8:54,101.95,150.4,9,10,1,
1,1,5,161,98-1,0,1/26/16 8:53,150.53,198.38,8,9,1,
1,1,5,161,98-1,0,,438.45,Inf,9,10,1,
1,1,6,208,98-1,20,,439.78,Inf,9,10,1,
1,2,4,131,98-2,15,2/11/16 8:41,0,59.93,,1,1,
1,1,1,30,Johnny's,10,2/1/16 8:32,294.92,342.03,8,9,1,
1,1,1,30,Johnny's,10,2/3/16 8:23,342.03,389.88,9,10,1,
1,2,2,46,Johnny's,0,2/11/16 8:37,0,60.37,,1,1,
1,2,2,46,Johnny's,0,2/13/16 8:29,60.37,108.23,0,1,1,
1,2,2,59,Johnny's,10,2/11/16 8:37,0,60.37,,1,1,
1,1,2,63,Johnny's,15,1/30/16 9:29,245.97,294.98,4,5,1,
1,1,2,63,Johnny's,15,2/1/16 8:38,294.98,342.13,5,6,1,
1,1,2,63,Johnny's,15,2/5/16 8:08,389.88,437.63,6,7,1,
1,1,2,69,Johnny's,20,1/28/16 8:28,198.17,245.97,0,1,1,
1,1,2,69,Johnny's,20,1/30/16 9:29,245.97,294.98,1,2,1,
1,1,2,69,Johnny's,20,2/3/16 8:23,342.13,389.88,4,5,1,
1,1,4,124,Johnny's,15,1/26/16 8:49,150.48,198.32,0,1,1,
1,1,4,124,Johnny's,15,,437.9,Inf,9,10,1,
1,1,4,135,Johnny's,0,2/5/16 8:24,390.03,437.9,5,6,1,
1,1,4,136,Johnny's,20,1/26/16 8:49,150.48,198.32,0,1,1,
1,1,4,136,Johnny's,20,2/3/16 8:32,342.27,390.03,1,2,1,
1,1,4,136,Johnny's,20,2/5/16 8:24,390.03,437.9,2,3,1,
1,1,5,177,Johnny's,15,1/24/16 9:02,102.07,150.53,0,1,1,
1,1,5,177,Johnny's,15,1/28/16 8:41,198.38,246.18,1,2,1,
1,1,5,177,Johnny's,15,2/3/16 8:42,342.35,390.2,6,7,1,
1,1,6,192,Johnny's,20,1/26/16 8:56,150.57,198.43,0,1,1,
1,1,6,192,Johnny's,20,1/28/16 8:45,198.43,246.25,1,2,1,
1,1,6,192,Johnny's,20,2/1/16 8:56,295.3,342.43,2,3,1,
1,1,6,192,Johnny's,20,2/5/16 10:17,390.2,439.78,3,4,1,
1,1,6,197,Johnny's,10,1/28/16 8:45,198.43,246.25,2,3,1,
1,1,6,198,Johnny's,0,1/26/16 8:56,150.57,198.43,0,1,1,
1,1,6,214,Johnny's,20,1/28/16 8:45,198.43,246.25,0,1,1,
1,1,6,214,Johnny's,20,2/1/16 8:56,295.3,342.43,1,2,1,
1,1,8,268,Johnny's,0,1/24/16 9:10,102.28,150.67,0,1,1,
1,1,8,268,Johnny's,0,1/28/16 8:50,198.55,246.33,1,2,1,
1,1,8,275,Johnny's,10,1/28/16 8:50,198.55,246.33,3,4,1,
1,1,8,275,Johnny's,10,2/5/16 10:54,390.38,440.4,6,7,1,
1,1,8,277,Johnny's,0,1/26/16 9:03,150.67,198.55,0,1,1,
1,1,9,324,Johnny's,10,1/26/16 9:07,150.73,198.62,0,1,1,
1,1,9,324,Johnny's,10,1/30/16 9:56,246.33,295.43,4,5,1,
1,1,5,167,001-1,20,1/20/16 8:30,0,54,0,0,0,
1,1,5,167,001-1,20,1/22/16 8:34,54,102.07,0,0,0,
1,1,5,167,001-1,20,1/24/16 9:02,102.07,150.53,0,0,0,
1,1,5,167,001-1,20,1/30/16 9:39,246.18,295.15,4,4,0,
1,1,5,167,001-1,20,2/1/16 8:51,295.15,342.35,4,4,0,
1,1,5,167,001-1,20,2/3/16 8:42,342.35,390.2,4,4,0,
1,1,5,167,001-1,20,2/5/16 8:57,390.2,438.45,4,4,0,
1,1,6,209,001-1,15,1/20/16 8:34,0,54.07,0,0,0,
1,1,6,209,001-1,15,1/22/16 8:34,54.07,102.07,0,0,0,
1,1,6,209,001-1,15,1/28/16 8:45,198.43,246.25,3,3,0,
1,1,6,209,001-1,15,2/1/16 8:56,295.3,342.43,4,4,0,
1,1,6,209,001-1,15,2/3/16 8:42,342.43,390.2,4,4,0,
1,1,6,209,001-1,15,2/5/16 10:17,390.2,439.78,4,4,0,
1,1,7,227,001-1,10,1/20/16 8:38,0,54.13,0,0,0,
1,1,7,227,001-1,10,1/26/16 8:59,150.62,198.48,3,3,0,
1,1,7,227,001-1,10,1/28/16 8:47,198.48,246.28,3,3,0,
1,1,7,227,001-1,10,1/30/16 9:53,246.28,295.38,3,3,0,
1,1,7,227,001-1,10,2/1/16 8:59,295.38,342.48,3,3,0,
1,1,7,227,001-1,10,2/3/16 8:42,342.48,390.2,3,3,0,
1,1,7,227,001-1,10,2/5/16 10:44,390.2,440.23,3,3,0,
1,1,8,266,001-1,0,1/20/16 8:38,0,54.13,0,0,0,
1,1,8,266,001-1,0,1/26/16 9:03,150.67,198.55,2,2,0,
1,1,8,266,001-1,0,1/28/16 8:50,198.55,246.33,2,2,0,
1,1,8,266,001-1,0,1/30/16 9:56,246.33,295.43,2,2,0,
1,1,8,266,001-1,0,2/1/16 8:59,295.43,342.48,2,2,0,
1,1,8,266,001-1,0,2/3/16 8:53,342.48,390.38,2,2,0,
1,1,8,266,001-1,0,2/5/16 10:54,390.38,440.4,2,2,0,
1,1,1,2,100-1,10,1/20/16 8:30,0,54,0,0,0,
1,1,1,2,100-1,10,1/22/16 8:24,54,101.9,0,0,0,
1,1,1,2,100-1,10,1/24/16 8:50,101.9,150.33,0,0,0,
1,1,1,2,100-1,10,1/26/16 8:37,150.33,198.12,0,0,0,
1,1,1,2,100-1,10,,437.63,Inf,10,10,0,
1,1,1,11,100-1,10,1/20/16 8:30,0,54,0,0,0,
1,1,1,11,100-1,10,1/22/16 8:24,54,101.9,0,0,0,
1,1,1,11,100-1,10,1/26/16 8:37,150.33,198.12,1,1,0,
1,1,1,11,100-1,10,1/30/16 9:25,245.97,294.92,8,8,0,
1,1,1,11,100-1,10,2/3/16 8:23,342.03,389.88,9,9,0,
1,1,1,11,100-1,10,2/5/16 8:08,389.88,437.63,9,9,0,
1,1,1,35,100-1,15,1/20/16 8:30,0,54,0,0,0,
1,1,1,35,100-1,15,1/22/16 8:24,54,101.9,0,0,0,
1,1,1,35,100-1,15,1/24/16 8:50,101.9,150.33,0,0,0,
1,1,1,35,100-1,15,1/28/16 8:28,198.12,245.97,2,2,0,
1,1,1,35,100-1,15,1/30/16 9:25,245.97,294.92,2,2,0,
1,1,1,35,100-1,15,2/1/16 8:32,294.92,342.03,2,2,0,
1,1,2,38,100-1,15,1/20/16 8:30,0,54,0,0,0,
1,1,2,38,100-1,15,1/22/16 8:27,54,101.95,0,0,0,
1,1,2,38,100-1,15,1/24/16 8:54,101.95,150.4,0,0,0,
1,1,2,38,100-1,15,1/26/16 8:40,150.4,198.17,0,0,0,
1,1,2,38,100-1,15,1/28/16 8:28,198.17,245.97,0,0,0,
1,1,2,38,100-1,15,2/1/16 8:38,294.98,342.13,1,1,0,
1,1,2,38,100-1,15,2/5/16 8:08,389.88,437.63,2,2,0,
1,1,2,43,100-1,20,1/20/16 8:30,0,54,0,0,0,
1,1,2,43,100-1,20,1/22/16 8:27,54,101.95,0,0,0,
1,1,2,43,100-1,20,1/24/16 8:54,101.95,150.4,0,0,0,
1,1,2,43,100-1,20,1/26/16 8:40,150.4,198.17,0,0,0,
1,1,2,43,100-1,20,1/28/16 8:28,198.17,245.97,0,0,0,
1,1,2,43,100-1,20,1/30/16 9:29,245.97,294.98,0,0,0,
1,1,2,43,100-1,20,2/1/16 8:38,294.98,342.13,0,0,0,
1,1,2,43,100-1,20,2/3/16 8:23,342.13,389.88,0,0,0,
1,1,2,43,100-1,20,2/5/16 8:08,389.88,437.63,0,0,0,
1,1,2,43,100-1,20,,437.63,Inf,0,10,0,
1,2,2,44,100-1,0,2/11/16 8:37,0,60.37,,0,0,
1,2,2,57,100-1,15,2/11/16 8:37,0,60.37,,0,0,
1,2,2,57,100-1,15,2/13/16 8:29,60.37,108.23,0,0,0,
1,1,2,67,100-1,15,1/20/16 8:30,0,54,0,0,0,
1,1,2,67,100-1,15,1/22/16 8:27,54,101.95,0,0,0,
1,1,2,67,100-1,15,1/24/16 8:54,101.95,150.4,0,0,0,
1,1,2,67,100-1,15,1/28/16 8:28,198.17,245.97,1,1,0,
1,1,2,67,100-1,15,2/1/16 8:38,294.98,342.13,3,3,0,
1,1,2,67,100-1,15,2/3/16 8:23,342.13,389.88,3,3,0,
1,1,3,90,100-1,15,1/20/16 8:30,0,54,0,0,0,
1,1,3,90,100-1,15,1/22/16 8:29,54,101.98,0,0,0,
1,1,3,90,100-1,15,1/24/16 8:56,101.98,150.43,0,0,0,
1,1,3,90,100-1,15,1/26/16 8:43,150.43,198.22,0,0,0,
1,1,3,91,100-1,0,1/20/16 8:30,0,54,0,0,0,
1,1,3,91,100-1,0,1/22/16 8:29,54,101.98,0,0,0,
1,1,3,91,100-1,0,1/24/16 8:56,101.98,150.43,0,0,0,
1,1,3,91,100-1,0,1/26/16 8:43,150.43,198.22,0,0,0,
1,1,3,91,100-1,0,2/5/16 8:24,390.03,437.9,10,10,0,
1,1,3,91,100-1,0,,437.9,Inf,10,10,0,
1,2,3,99,100-1,0,2/11/16 8:39,0,60.15,,0,0,
1,2,3,99,100-1,0,2/13/16 8:31,60.15,108.02,0,0,0,
1,1,4,114,100-1,0,1/20/16 8:30,0,54,0,0,0,
1,1,4,114,100-1,0,1/22/16 8:29,54,101.98,0,0,0,
1,1,4,114,100-1,0,2/3/16 8:32,342.27,390.03,9,9,0,
1,1,4,114,100-1,0,,437.9,Inf,10,10,0,
1,2,4,122,100-1,10,2/11/16 8:41,0,59.93,,0,0,
1,2,4,122,100-1,10,2/13/16 8:33,59.93,107.8,1,1,0,
1,2,4,125,100-1,15,2/11/16 8:41,0,59.93,,0,0,
1,2,4,132,100-1,0,2/11/16 8:41,0,59.93,,0,0,
1,2,4,132,100-1,0,2/13/16 8:33,59.93,107.8,0,0,0,
1,1,6,187,100-1,20,1/20/16 8:34,0,54.07,0,0,0,
1,1,6,187,100-1,20,1/22/16 8:34,54.07,102.07,0,0,0,
1,1,6,187,100-1,20,1/24/16 9:04,102.07,150.57,0,0,0,
1,1,6,187,100-1,20,1/26/16 8:56,150.57,198.43,0,0,0,
1,1,6,187,100-1,20,1/28/16 8:45,198.43,246.25,0,0,0,
1,1,6,187,100-1,20,1/30/16 9:48,246.25,295.3,0,0,0,
1,1,6,187,100-1,20,2/1/16 8:56,295.3,342.43,0,0,0,
1,1,6,187,100-1,20,2/3/16 8:42,342.43,390.2,0,0,0,
1,1,6,187,100-1,20,2/5/16 10:17,390.2,439.78,0,0,0,
1,1,6,187,100-1,20,,439.78,Inf,0,10,0,
1,2,6,215,100-1,20,2/11/16 8:45,0,59.58,,0,0,
1,2,6,215,100-1,20,2/13/16 8:39,59.58,107.48,0,0,0,
1,1,7,223,100-1,10,1/20/16 8:38,0,54.13,0,0,0,
1,1,7,223,100-1,10,1/22/16 8:41,54.13,102.18,0,0,0,
1,1,7,223,100-1,10,2/5/16 10:44,390.2,440.23,9,9,0,
1,1,7,225,100-1,0,1/20/16 8:38,0,54.13,0,0,0,
1,1,7,225,100-1,0,1/22/16 8:41,54.13,102.18,0,0,0,
1,1,7,225,100-1,0,1/24/16 9:07,102.18,150.62,0,0,0,
1,1,7,225,100-1,0,2/3/16 8:42,342.48,390.2,10,10,0,
1,1,7,225,100-1,0,2/5/16 10:44,390.2,440.23,10,10,0,
1,1,7,225,100-1,0,,440.23,Inf,10,10,0,
1,2,7,228,100-1,10,2/11/16 8:47,0,59.45,,0,0,
1,2,7,228,100-1,10,2/13/16 8:42,59.45,107.37,0,0,0,
1,2,7,229,100-1,20,2/11/16 8:47,0,59.45,,0,0,
1,2,7,229,100-1,20,2/13/16 8:42,59.45,107.37,0,0,0,
1,2,7,239,100-1,10,2/11/16 8:47,0,59.45,,0,0,
1,2,7,239,100-1,10,2/13/16 8:42,59.45,107.37,0,0,0,
1,2,7,243,100-1,20,2/11/16 8:47,0,59.45,,0,0,
1,2,7,243,100-1,20,2/13/16 8:42,59.45,107.37,0,0,0,
1,1,7,244,100-1,20,1/20/16 8:38,0,54.13,0,0,0,
1,1,7,244,100-1,20,1/22/16 8:41,54.13,102.18,0,0,0,
1,1,7,244,100-1,20,1/24/16 9:07,102.18,150.62,0,0,0,
1,1,7,244,100-1,20,1/26/16 8:59,150.62,198.48,0,0,0,
1,1,7,244,100-1,20,1/28/16 8:47,198.48,246.28,0,0,0,
1,1,7,244,100-1,20,1/30/16 9:53,246.28,295.38,0,0,0,
1,1,7,244,100-1,20,2/3/16 8:42,342.48,390.2,1,1,0,
1,1,7,244,100-1,20,2/5/16 10:44,390.2,440.23,1,1,0,
1,2,7,251,100-1,0,2/11/16 8:47,0,59.45,,0,0,
1,2,7,251,100-1,0,2/13/16 8:42,59.45,107.37,0,0,0,
1,2,8,254,100-1,10,2/11/16 8:49,0,59.32,,0,0,
1,1,8,255,100-1,0,1/20/16 8:38,0,54.13,0,0,0,
1,1,8,255,100-1,0,1/22/16 8:47,54.13,102.28,0,0,0,
1,1,8,255,100-1,0,1/26/16 9:03,150.67,198.55,1,1,0,
1,1,8,255,100-1,0,2/1/16 8:59,295.43,342.48,6,6,0,
1,1,8,259,100-1,10,1/20/16 8:38,0,54.13,0,0,0,
1,1,8,259,100-1,10,1/22/16 8:47,54.13,102.28,0,0,0,
1,1,8,259,100-1,10,1/24/16 9:10,102.28,150.67,0,0,0,
1,1,8,259,100-1,10,1/28/16 8:50,198.55,246.33,2,2,0,
1,1,8,259,100-1,10,2/3/16 8:53,342.48,390.38,8,8,0,
1,1,8,271,100-1,20,1/20/16 8:38,0,54.13,0,0,0,
1,1,8,271,100-1,20,1/22/16 8:47,54.13,102.28,0,0,0,
1,1,8,271,100-1,20,1/24/16 9:10,102.28,150.67,0,0,0,
1,1,8,271,100-1,20,1/26/16 9:03,150.67,198.55,0,0,0,
1,1,8,271,100-1,20,1/28/16 8:50,198.55,246.33,0,0,0,
1,1,8,271,100-1,20,1/30/16 9:56,246.33,295.43,0,0,0,
1,1,8,271,100-1,20,2/1/16 8:59,295.43,342.48,0,0,0,
1,1,8,271,100-1,20,2/3/16 8:53,342.48,390.38,0,0,0,
1,1,8,271,100-1,20,2/5/16 10:54,390.38,440.4,0,0,0,
1,1,8,271,100-1,20,,440.4,Inf,0,10,0,
1,2,9,312,100-1,15,2/11/16 8:51,0,59.1,0,0,0,
1,2,9,312,100-1,15,2/13/16 8:46,59.1,107.02,0,0,0,
1,2,9,322,100-1,15,2/11/16 8:51,0,59.1,0,0,0,
1,2,9,322,100-1,15,2/13/16 8:46,59.1,107.02,0,0,0,
1,2,9,324,100-1,20,2/11/16 8:51,0,59.1,0,0,0,
1,2,9,324,100-1,20,2/13/16 8:46,59.1,107.02,0,0,0,
1,1,1,25,100-2,10,1/20/16 8:30,0,54,0,0,0,
1,1,1,25,100-2,10,1/22/16 8:24,54,101.9,0,0,0,
1,1,1,25,100-2,10,1/24/16 8:50,101.9,150.33,0,0,0,
1,1,1,25,100-2,10,1/26/16 8:37,150.33,198.12,0,0,0,
1,1,1,25,100-2,10,1/30/16 9:25,245.97,294.92,2,2,0,
1,1,4,131,100-2,20,1/20/16 8:30,0,54,0,0,0,
1,1,4,131,100-2,20,1/22/16 8:29,54,101.98,0,0,0,
1,1,4,131,100-2,20,1/24/16 8:59,101.98,150.48,0,0,0,
1,1,4,131,100-2,20,1/26/16 8:49,150.48,198.32,0,0,0,
1,1,4,131,100-2,20,1/28/16 8:36,198.32,246.1,0,0,0,
1,1,4,131,100-2,20,1/30/16 9:39,246.1,295.15,0,0,0,
1,1,4,131,100-2,20,2/1/16 8:46,295.15,342.27,0,0,0,
1,1,4,131,100-2,20,2/3/16 8:32,342.27,390.03,0,0,0,
1,1,5,160,100-2,15,1/20/16 8:30,0,54,0,0,0,
1,1,5,160,100-2,15,1/22/16 8:34,54,102.07,0,0,0,
1,1,5,160,100-2,15,1/24/16 9:02,102.07,150.53,0,0,0,
1,1,5,160,100-2,15,1/26/16 8:53,150.53,198.38,0,0,0,
1,1,5,160,100-2,15,1/28/16 8:41,198.38,246.18,0,0,0,
1,1,5,160,100-2,15,1/30/16 9:39,246.18,295.15,0,0,0,
1,1,5,174,100-2,0,1/20/16 8:30,0,54,0,0,0,
1,1,5,174,100-2,0,1/22/16 8:34,54,102.07,0,0,0,
1,1,5,174,100-2,0,1/24/16 9:02,102.07,150.53,0,0,0,
1,1,5,174,100-2,0,1/26/16 8:53,150.53,198.38,0,0,0,
1,1,5,174,100-2,0,2/3/16 8:42,342.35,390.2,6,6,0,
1,2,6,183,102-1,10,2/11/16 8:45,0,59.58,,0,0,
1,2,6,183,102-1,10,2/13/16 8:39,59.58,107.48,0,0,0,
1,2,6,188,102-1,20,2/11/16 8:45,0,59.58,,0,0,
1,2,6,188,102-1,20,2/13/16 8:39,59.58,107.48,0,0,0,
1,2,9,297,102-1,0,2/11/16 8:51,0,59.1,,0,0,
1,2,9,297,102-1,0,2/13/16 8:46,59.1,107.02,0,0,0,
1,2,9,306,102-1,15,2/11/16 8:51,0,59.1,,0,0,
1,2,6,184,104-1,0,2/11/16 8:45,0,59.58,,0,0,
1,2,6,184,104-1,0,2/13/16 8:39,59.58,107.48,0,0,0,
1,2,7,230,104-1,20,2/11/16 8:47,0,59.45,,0,0,
1,2,7,230,104-1,20,2/13/16 8:42,59.45,107.37,0,0,0,
1,2,8,267,104-1,15,2/11/16 8:49,0,59.32,,0,0,
1,2,8,267,104-1,15,2/13/16 8:44,59.32,107.23,0,0,0,
1,2,9,300,104-1,10,2/11/16 8:51,0,59.1,,0,0,
1,2,9,300,104-1,10,2/13/16 8:46,59.1,107.02,0,0,0,
1,1,3,80,104-2,10,1/20/16 8:30,0,54,0,0,0,
1,1,3,80,104-2,10,1/22/16 8:29,54,101.98,0,0,0,
1,1,3,80,104-2,10,1/24/16 8:56,101.98,150.43,0,0,0,
1,1,3,80,104-2,10,1/26/16 8:43,150.43,198.22,0,0,0,
1,1,3,80,104-2,10,2/3/16 8:32,342.18,390.03,6,6,0,
1,1,4,138,104-2,0,1/20/16 8:30,0,54,0,0,0,
1,1,4,138,104-2,0,1/22/16 8:29,54,101.98,0,0,0,
1,1,4,138,104-2,0,1/24/16 8:59,101.98,150.48,0,0,0,
1,1,4,138,104-2,0,2/3/16 8:32,342.27,390.03,9,9,0,
1,1,4,138,104-2,0,2/5/16 8:24,390.03,437.9,9,9,0,
1,1,6,210,104-2,20,1/20/16 8:34,0,54.07,0,0,0,
1,1,6,210,104-2,20,1/22/16 8:34,54.07,102.07,0,0,0,
1,1,6,210,104-2,20,1/24/16 9:04,102.07,150.57,0,0,0,
1,1,6,210,104-2,20,1/26/16 8:56,150.57,198.43,0,0,0,
1,1,6,210,104-2,20,1/28/16 8:45,198.43,246.25,0,0,0,
1,1,6,210,104-2,20,1/30/16 9:48,246.25,295.3,0,0,0,
1,1,6,210,104-2,20,2/1/16 8:56,295.3,342.43,0,0,0,
1,1,6,210,104-2,20,2/3/16 8:42,342.43,390.2,0,0,0,
1,1,6,210,104-2,20,2/5/16 10:17,390.2,439.78,0,0,0,
1,1,6,210,104-2,20,,439.78,Inf,0,10,0,
1,1,8,253,104-2,15,1/20/16 8:38,0,54.13,0,0,0,
1,1,8,253,104-2,15,1/22/16 8:47,54.13,102.28,0,0,0,
1,1,8,253,104-2,15,1/24/16 9:10,102.28,150.67,0,0,0,
1,1,8,253,104-2,15,1/26/16 9:03,150.67,198.55,0,0,0,
1,1,8,253,104-2,15,1/28/16 8:50,198.55,246.33,0,0,0,
1,1,8,253,104-2,15,2/3/16 8:53,342.48,390.38,2,2,0,
1,2,2,70,105-1,15,2/11/16 8:37,0,60.37,,0,0,
1,2,2,70,105-1,15,2/13/16 8:29,60.37,108.23,0,0,0,
1,2,3,105,105-1,0,2/11/16 8:39,0,60.15,,0,0,
1,2,3,105,105-1,0,2/13/16 8:31,60.15,108.02,0,0,0,
1,2,7,236,105-1,20,2/11/16 8:47,0,59.45,,0,0,
1,2,7,236,105-1,20,2/13/16 8:42,59.45,107.37,0,0,0,
1,2,9,317,105-1,10,2/11/16 8:51,0,59.1,,0,0,
1,2,9,317,105-1,10,2/13/16 8:46,59.1,107.02,0,0,0,
1,2,4,137,106-1,0,2/11/16 8:41,0,59.93,,0,0,
1,2,4,137,106-1,0,2/13/16 8:33,59.93,107.8,0,0,0,
1,2,5,149,106-1,20,2/11/16 8:43,0,59.72,,0,0,
1,2,5,149,106-1,20,2/13/16 8:36,59.72,107.6,0,0,0,
1,2,9,291,106-1,15,2/11/16 8:51,0,59.1,,0,0,
1,2,9,291,106-1,15,2/13/16 8:46,59.1,107.02,0,0,0,
1,2,9,308,106-1,10,2/11/16 8:51,0,59.1,,0,0,
1,2,9,308,106-1,10,2/13/16 8:46,59.1,107.02,0,0,0,
1,2,1,26,107-1,20,2/11/16 8:35,0,60.58,,0,0,
1,2,1,26,107-1,20,2/13/16 8:26,60.58,108.43,0,0,0,
1,2,5,162,107-1,15,2/11/16 8:43,0,59.72,,0,0,
1,2,5,162,107-1,15,2/13/16 8:36,59.72,107.6,0,0,0,
1,2,9,295,107-1,0,2/11/16 8:51,0,59.1,,0,0,
1,2,9,295,107-1,0,2/13/16 8:46,59.1,107.02,0,0,0,
1,2,9,318,107-1,10,2/11/16 8:51,0,59.1,,0,0,
1,2,9,318,107-1,10,2/13/16 8:46,59.1,107.02,0,0,0,
1,2,4,129,107-2,10,2/11/16 8:41,0,59.93,,0,0,
1,2,4,129,107-2,10,2/13/16 8:33,59.93,107.8,0,0,0,
1,2,5,171,107-2,20,2/11/16 8:43,0,59.72,,0,0,
1,2,5,171,107-2,20,2/13/16 8:36,59.72,107.6,0,0,0,
1,2,6,187,107-2,15,2/11/16 8:45,0,59.58,,0,0,
1,2,6,187,107-2,15,2/13/16 8:39,59.58,107.48,0,0,0,
1,2,7,249,107-2,0,2/11/16 8:47,0,59.45,,0,0,
1,2,7,249,107-2,0,2/13/16 8:42,59.45,107.37,0,0,0,
1,2,6,186,109-1,20,2/11/16 8:45,0,59.58,,0,0,
1,2,6,186,109-1,20,2/13/16 8:39,59.58,107.48,0,0,0,
1,2,8,253,109-1,15,2/11/16 8:49,0,59.32,,0,0,
1,2,8,253,109-1,15,2/13/16 8:44,59.32,107.23,0,0,0,
1,2,8,263,109-1,0,2/11/16 8:49,0,59.32,,0,0,
1,2,8,263,109-1,0,2/13/16 8:44,59.32,107.23,0,0,0,
1,2,8,277,109-1,10,2/11/16 8:49,0,59.32,,0,0,
1,2,8,277,109-1,10,2/13/16 8:44,59.32,107.23,0,0,0,
1,2,1,24,109-2,15,2/11/16 8:35,0,60.58,,0,0,
1,2,3,104,109-2,0,2/11/16 8:39,0,60.15,,0,0,
1,2,3,104,109-2,0,2/13/16 8:31,60.15,108.02,0,0,0,
1,2,8,271,109-2,10,2/11/16 8:49,0,59.32,,0,0,
1,2,8,271,109-2,10,2/13/16 8:44,59.32,107.23,0,0,0,
1,2,9,313,109-2,20,2/11/16 8:51,0,59.1,,0,0,
1,2,9,313,109-2,20,2/13/16 8:46,59.1,107.02,0,0,0,
1,2,2,48,118-1,15,2/11/16 8:37,0,60.37,,0,0,
1,2,4,128,118-1,10,2/11/16 8:41,0,59.93,,0,0,
1,2,4,141,118-1,0,2/11/16 8:41,0,59.93,,0,0,
1,2,8,283,118-1,20,2/11/16 8:49,0,59.32,,0,0,
1,2,8,283,118-1,20,2/13/16 8:44,59.32,107.23,0,0,0,
1,1,1,31,118-2,15,1/20/16 8:30,0,54,0,0,0,
1,1,1,31,118-2,15,1/22/16 8:24,54,101.9,0,0,0,
1,1,1,31,118-2,15,1/24/16 8:50,101.9,150.33,0,0,0,
1,1,1,31,118-2,15,1/26/16 8:37,150.33,198.12,0,0,0,
1,1,2,57,118-2,20,1/20/16 8:30,0,54,0,0,0,
1,1,2,57,118-2,20,1/22/16 8:27,54,101.95,0,0,0,
1,1,2,57,118-2,20,1/24/16 8:54,101.95,150.4,0,0,0,
1,1,2,57,118-2,20,1/26/16 8:40,150.4,198.17,0,0,0,
1,1,2,57,118-2,20,1/28/16 8:28,198.17,245.97,0,0,0,
1,1,2,57,118-2,20,1/30/16 9:29,245.97,294.98,0,0,0,
1,1,2,57,118-2,20,2/1/16 8:38,294.98,342.13,0,0,0,
1,1,2,57,118-2,20,2/3/16 8:23,342.13,389.88,0,0,0,
1,1,8,260,118-2,0,1/20/16 8:38,0,54.13,0,0,0,
1,1,8,260,118-2,0,1/22/16 8:47,54.13,102.28,0,0,0,
1,1,8,260,118-2,0,1/28/16 8:50,198.55,246.33,3,3,0,
1,1,8,260,118-2,0,2/3/16 8:53,342.48,390.38,10,10,0,
1,1,8,260,118-2,0,2/5/16 10:54,390.38,440.4,10,10,0,
1,1,8,260,118-2,0,,440.4,Inf,10,10,0,
1,1,8,269,118-2,10,1/20/16 8:38,0,54.13,0,0,0,
1,1,8,269,118-2,10,1/22/16 8:47,54.13,102.28,0,0,0,
1,1,8,269,118-2,10,1/24/16 9:10,102.28,150.67,0,0,0,
1,1,8,269,118-2,10,1/26/16 9:03,150.67,198.55,0,0,0,
1,1,8,269,118-2,10,1/28/16 8:50,198.55,246.33,0,0,0,
1,1,8,269,118-2,10,2/1/16 8:59,295.43,342.48,1,1,0,
1,1,8,269,118-2,10,2/3/16 8:53,342.48,390.38,1,1,0,
1,2,1,15,119-2,10,2/11/16 8:35,0,60.58,,0,0,
1,2,1,15,119-2,10,2/13/16 8:26,60.58,108.43,0,0,0,
1,2,3,88,119-2,20,2/11/16 8:39,0,60.15,,0,0,
