rep,run,shelf,plate,line,trt,type,end,status,germinated,notes
2,4,2,60,190-2,15,E3,160.32,1,3,
2,4,2,69,92-1,10,E3,160.32,1,3,
2,4,2,70,105-1,20,E3,160.32,1,3,
2,4,2,63,88-1,15,E3,160.32,1,4,
2,4,1,35,88-1,10,E3,160.28,1,3,
2,4,4,114,149-1,10,E3,160.23,1,1,
2,4,4,115,190-2,20,E3,160.23,1,1,
2,4,4,118,132-2,10,E3,160.23,1,1,
2,4,4,120,79-2,0,E3,160.23,1,1,
2,4,4,136,149-2,20,E3,160.23,1,1,
2,4,4,138,118-2,15,E3,160.23,1,1,
2,4,4,139,142-2,0,E3,160.23,1,1,
2,4,4,113,179-1,20,E3,160.23,1,2,
2,4,4,125,217-2,20,E3,160.23,1,2,
2,4,4,140,146-1,15,E3,160.23,1,2,
2,4,4,119,181-1,20,E3,160.23,1,4,
2,4,4,129,151-1,20,E3,160.23,1,4,
2,4,4,135,204-1,10,E3,160.23,1,4,
2,4,4,109,79-1,10,E3,160.23,1,5,
2,4,5,145,104-1,0,E3,160.18,1,1,
2,4,5,147,134-2,15,E3,160.18,1,1,
2,4,5,151,190-1,0,E3,160.18,1,1,
2,4,5,157,168-2,20,E3,160.18,1,1,
2,4,5,159,91-1,10,E3,160.18,1,1,
2,4,5,164,204-1,15,E3,160.18,1,1,
2,4,5,169,79-1,15,E3,160.18,1,1,
2,4,5,177,152-1,15,E3,160.18,1,1,
2,4,5,179,163-2,15,E3,160.18,1,1,
2,4,5,154,163-2,10,E3,160.18,1,2,
2,4,5,160,163-2,20,E3,160.18,1,2,
2,4,5,171,148-2,0,E3,160.18,1,2,
2,4,5,163,100-1,10,C2,160.18,1,3,
2,4,5,170,100-1,10,C2,160.18,1,3,
2,4,5,150,213-2,20,E3,160.18,1,4,
2,4,5,156,98-2,0,E3,160.18,1,4,
2,4,5,176,164-1,20,E3,160.18,1,4,
2,4,5,172,143-1,20,E3,160.18,1,6,
2,4,5,165,174-1,20,E3,160.18,1,8,
2,4,6,190,79-2,10,E3,160.15,1,1,
2,4,6,196,148-2,20,E3,160.15,1,1,
2,4,6,205,135-1,15,E3,160.15,1,1,
2,4,6,206,Johnny's,20,C1,160.15,1,1,
2,4,6,210,164-1,15,E3,160.15,1,1,
2,4,8,254,174-2,0,E3,160.15,1,1,
2,4,8,261,170-1,10,E3,160.15,1,1,
2,4,8,271,202-1,0,E3,160.15,1,1,
2,4,8,276,188-1,20,E3,160.15,1,1,
2,4,6,188,217-2,0,E3,160.15,1,2,
2,4,6,193,128-1,15,E3,160.15,1,2,
2,4,6,198,185-1,20,E3,160.15,1,2,
2,4,6,202,143-1,0,E3,160.15,1,2,
2,4,6,213,218-2,0,E3,160.15,1,2,
2,4,6,214,98-2,15,E3,160.15,1,2,
2,4,8,267,143-1,15,E3,160.15,1,2,
2,4,6,194,168-2,10,E3,160.15,1,3,
2,4,6,212,153-2,20,E3,160.15,1,3,
2,4,6,215,149-1,20,E3,160.15,1,3,
2,4,8,257,132-1,15,E3,160.15,1,3,
2,4,8,266,134-2,10,E3,160.15,1,3,
2,4,8,268,186-1,20,E3,160.15,1,3,
2,4,6,182,104-1,10,E3,160.15,1,4,
2,4,8,269,147-2,0,E3,160.15,1,4,
2,4,8,270,168-2,0,E3,160.15,1,7,
2,4,9,290,134-1,15,E3,160.08,1,1,
2,4,9,294,182-1,10,E3,160.08,1,1,
2,4,9,300,153-2,10,E3,160.08,1,1,
2,4,9,303,174-1,15,E3,160.08,1,1,
2,4,9,309,79-1,0,E3,160.08,1,1,
2,4,9,313,79-2,15,E3,160.08,1,1,
2,4,9,318,170-1,15,E3,160.08,1,1,
2,4,9,319,218-2,10,E3,160.08,1,1,
2,4,9,321,129-1,20,E3,160.08,1,1,
2,4,9,322,138-2,20,E3,160.08,1,1,
2,4,9,289,88-1,0,E3,160.08,1,2,
2,4,9,293,118-2,10,E3,160.08,1,2,
2,4,9,299,132-2,15,E3,160.08,1,2,
2,4,9,320,174-2,20,E3,160.08,1,2,
2,4,9,306,132-2,20,E3,160.08,1,4,
2,4,9,324,79-1,20,E3,160.08,1,4,
2,4,9,311,168-2,15,E3,160.08,1,5,
2,4,9,315,185-1,0,E3,160.08,1,5,
2,4,9,317,164-1,0,E3,160.08,1,5,
2,3,4,111,215-2,20,E3,158.2,1,1,
2,3,4,112,Johnny's,0,C1,158.2,1,1,
2,3,4,128,139-2,0,E3,158.2,1,1,
2,3,4,117,153-1,15,E3,158.2,1,2,
2,3,4,125,167-1,0,E3,158.2,1,2,
2,3,4,138,191-2,0,E3,158.2,1,2,
2,3,4,114,131-1,20,E3,158.2,1,3,
2,3,4,121,215-2,15,E3,158.2,1,3,
2,3,4,123,216-1,10,E3,158.2,1,3,
2,3,4,133,118-1,10,E3,158.2,1,3,
2,3,4,136,151-2,15,E3,158.2,1,3,
2,3,4,118,189-1,20,E3,158.2,1,4,
2,3,4,127,131-2,15,E3,158.2,1,4,
2,3,4,137,215-2,10,E3,158.2,1,4,
2,3,4,109,189-1,10,E3,158.2,1,5,
2,3,4,132,215-2,0,E3,158.2,1,5,
2,3,4,116,189-1,15,E3,158.2,1,6,
2,3,4,122,168-1,10,E3,158.2,1,6,
2,3,4,126,169-1,15,E3,158.2,1,6,
2,3,4,141,167-1,15,E3,158.2,1,6,
2,3,4,142,148-1,15,E3,158.2,1,6,
2,3,4,115,163-1,20,E3,158.2,1,7,
2,3,4,129,168-1,20,E3,158.2,1,9,
2,3,4,130,185-2,0,E3,158.2,1,9,
2,3,4,120,77-2,20,E3,158.2,1,10,
2,3,1,6,167-1,20,E3,157.9666667,1,1,
2,3,1,12,183-1,0,E3,157.9666667,1,1,
2,3,1,25,107-1,20,E3,157.9666667,1,1,
2,3,1,26,125-2,10,E3,157.9666667,1,1,
2,3,1,27,141-1,10,E3,157.9666667,1,1,
2,3,1,31,75-1,20,E3,157.9666667,1,1,
2,3,1,32,133-1,20,E3,157.9666667,1,1,
2,3,1,33,141-1,0,E3,157.9666667,1,1,
2,3,1,36,208-1,15,E3,157.9666667,1,1,
2,3,1,1,120-1,15,E3,157.9666667,1,2,
2,3,1,15,187-2,10,E3,157.9666667,1,2,
2,3,1,16,173-2,0,E3,157.9666667,1,3,
2,3,1,21,185-2,15,E3,157.9666667,1,3,
2,3,1,35,136-2,10,E3,157.9666667,1,3,
2,3,1,10,140-1,15,E3,157.9666667,1,4,
2,3,1,28,144-1,15,E3,157.9666667,1,4,
2,3,1,18,153-1,0,E3,157.9666667,1,5,
2,3,1,20,169-2,20,E3,157.9666667,1,5,
2,3,1,8,75-1,15,E3,157.9666667,1,6,
2,3,1,5,75-2,10,E3,157.9666667,1,7,
2,3,1,19,163-1,10,E3,157.9666667,1,7,
2,3,1,24,80-1,0,E3,157.9666667,1,7,
2,3,1,34,165-1,10,E3,157.9666667,1,7,
2,3,1,22,80-1,15,E3,157.9666667,1,8,
2,3,1,2,76-1,20,E3,157.9666667,1,9,
2,3,1,14,218-1,10,E3,157.9666667,1,9,
2,3,3,100,140-1,20,E3,157.8666667,1,1,
2,3,3,103,80-1,20,E3,157.8666667,1,1,
2,3,3,76,187-1,0,E3,157.8666667,1,2,
2,3,3,86,133-1,10,E3,157.8666667,1,2,
2,3,3,99,118-1,20,E3,157.8666667,1,2,
2,3,3,104,136-2,15,E3,157.8666667,1,2,
2,3,3,105,140-1,10,E3,157.8666667,1,2,
2,3,3,107,208-1,0,E3,157.8666667,1,2,
2,3,3,78,215-1,20,E3,157.8666667,1,3,
2,3,3,93,145-1,10,E3,157.8666667,1,3,
2,3,3,101,150-1,0,E3,157.8666667,1,3,
2,3,3,106,188-2,0,E3,157.8666667,1,3,
2,3,3,102,141-1,20,E3,157.8666667,1,4,
2,3,3,91,177-2,20,E3,157.8666667,1,5,
2,3,3,89,184-1,20,E3,157.8666667,1,6,
2,3,3,90,183-1,15,E3,157.8666667,1,6,
2,3,3,88,84-1,20,E3,157.8666667,1,8,
2,3,3,92,179-2,15,E3,157.8666667,1,8,
2,3,3,96,185-2,10,E3,157.8666667,1,8,
2,3,3,75,77-1,10,E3,157.8666667,1,9,
2,3,3,108,77-1,20,E3,157.8666667,1,9,
2,3,3,77,84-1,0,E3,157.8666667,1,10,
2,3,2,37,183-1,20,E3,157.7833333,1,1,
2,3,2,42,Johnny's,10,C1,157.7833333,1,1,
2,3,2,51,100-1,10,C2,157.7833333,1,1,
2,3,2,55,140-2,0,E3,157.7833333,1,1,
2,3,2,60,164-2,10,E3,157.7833333,1,1,
2,3,2,63,130-2,0,E3,157.7833333,1,1,
2,3,2,65,135-2,20,E3,157.7833333,1,1,
2,3,2,66,144-1,0,E3,157.7833333,1,1,
2,3,2,70,185-2,20,E3,157.7833333,1,1,
2,3,2,43,189-1,0,E3,157.7833333,1,2,
2,3,2,48,140-1,0,E3,157.7833333,1,2,
2,3,2,50,140-2,15,E3,157.7833333,1,2,
2,3,2,38,188-2,10,E3,157.7833333,1,3,
2,3,2,46,119-2,15,E3,157.7833333,1,3,
2,3,2,52,75-2,20,E3,157.7833333,1,3,
2,3,2,57,100-1,15,C2,157.7833333,1,3,
2,3,2,59,144-2,15,E3,157.7833333,1,3,
2,3,2,56,183-1,10,E3,157.7833333,1,4,
2,3,2,68,107-1,10,E3,157.7833333,1,4,
2,3,2,71,147-1,0,E3,157.7833333,1,4,
2,3,2,62,165-1,15,E3,157.7833333,1,5,
2,3,2,41,120-1,0,E3,157.7833333,1,6,
2,3,2,58,120-1,20,E3,157.7833333,1,7,
2,3,2,47,77-1,0,E3,157.7833333,1,8,
2,3,2,67,77-2,10,E3,157.7833333,1,8,
2,3,2,72,179-2,0,E3,157.7833333,1,8,
2,3,2,49,177-1,0,E3,157.7833333,1,9,
2,3,7,221,219-1,15,E3,157.6166667,1,1,
2,3,7,227,164-2,15,E3,157.6166667,1,1,
2,3,7,231,133-1,15,E3,157.6166667,1,1,
2,3,7,232,104-2,15,E3,157.6166667,1,1,
2,3,7,240,187-1,15,E3,157.6166667,1,1,
2,3,7,228,204-2,0,E3,157.6166667,1,2,
2,3,7,234,144-2,10,E3,157.6166667,1,2,
2,3,7,235,104-2,10,E3,157.6166667,1,2,
2,3,7,236,100-1,10,C2,157.6166667,1,2,
2,3,7,218,131-1,0,E3,157.6166667,1,3,
2,3,7,220,167-1,10,E3,157.6166667,1,3,
2,3,7,245,208-1,10,E3,157.6166667,1,3,
2,3,7,252,75-2,0,E3,157.6166667,1,4,
2,3,7,222,139-2,10,E3,157.6166667,1,5,
2,3,7,241,216-1,20,E3,157.6166667,1,5,
2,3,7,239,120-1,10,E3,157.6166667,1,6,
2,3,7,243,136-1,15,E3,157.6166667,1,6,
2,3,7,250,163-1,0,E3,157.6166667,1,7,
2,3,7,251,150-1,10,E3,157.6166667,1,7,
2,3,7,225,169-1,20,E3,157.6166667,1,8,
2,3,7,238,76-1,0,E3,157.6166667,1,8,
2,3,7,246,184-1,10,E3,157.6166667,1,8,
2,3,7,226,169-1,0,E3,157.6166667,1,9,
2,3,7,233,81-2,20,E3,157.6166667,1,9,
2,3,7,217,81-2,10,E3,157.6166667,1,10,
2,3,5,146,177-1,15,E3,157.5,1,1,
2,3,5,160,100-1,20,C2,157.5,1,1,
2,3,5,164,145-1,20,E3,157.5,1,1,
2,3,5,176,145-1,15,E3,157.5,1,1,
2,3,5,149,144-2,20,E3,157.5,1,2,
2,3,5,157,133-1,0,E3,157.5,1,2,
2,3,5,161,177-2,10,E3,157.5,1,2,
2,3,5,162,148-1,20,E3,157.5,1,2,
2,3,5,178,138-1,15,E3,157.5,1,2,
2,3,5,145,147-1,20,E3,157.5,1,3,
2,3,5,148,173-2,10,E3,157.5,1,3,
2,3,5,158,122-1,10,E3,157.5,1,3,
2,3,5,147,100-1,10,C2,157.5,1,4,
2,3,5,151,136-1,0,E3,157.5,1,4,
2,3,5,152,131-1,15,E3,157.5,1,4,
2,3,5,168,151-2,20,E3,157.5,1,4,
2,3,5,174,184-1,0,E3,157.5,1,4,
2,3,5,155,147-1,15,E3,157.5,1,5,
2,3,5,156,144-1,20,E3,157.5,1,5,
2,3,5,172,136-1,10,E3,157.5,1,5,
2,3,5,159,177-2,15,E3,157.5,1,6,
2,3,5,170,215-1,10,E3,157.5,1,6,
2,3,5,166,98-1,15,E3,157.5,1,7,
2,3,5,153,81-2,15,E3,157.5,1,10,
2,3,5,163,191-2,15,E3,157.5,1,10,
2,3,8,257,136-2,0,E3,157.05,1,1,
2,3,8,266,139-1,10,E3,157.05,1,1,
2,3,8,261,138-1,10,E3,157.05,1,2,
2,3,8,262,131-1,10,E3,157.05,1,2,
2,3,8,271,138-1,0,E3,157.05,1,2,
2,3,8,274,139-1,15,E3,157.05,1,2,
2,3,8,277,Johnny's,10,C1,157.05,1,2,
2,3,8,280,147-1,10,E3,157.05,1,2,
2,3,8,285,100-1,15,C2,157.05,1,2,
2,3,8,254,153-1,10,E3,157.05,1,3,
2,3,8,265,100-1,0,C2,157.05,1,3,
2,3,8,276,177-2,0,E3,157.05,1,3,
2,3,8,282,177-1,20,E3,157.05,1,3,
2,3,8,269,215-1,0,E3,157.05,1,4,
2,3,8,260,141-1,15,E3,157.05,1,5,
2,3,8,267,150-1,20,E3,157.05,1,5,
2,3,8,275,131-2,0,E3,157.05,1,5,
2,3,8,283,191-2,10,E3,157.05,1,5,
2,3,8,258,148-1,10,E3,157.05,1,6,
2,3,8,263,148-1,0,E3,157.05,1,7,
2,3,8,256,84-1,10,E3,157.05,1,8,
2,3,8,278,169-2,10,E3,157.05,1,8,
2,3,8,279,84-1,15,E3,157.05,1,8,
2,3,8,268,76-1,10,E3,157.05,1,9,
2,3,8,270,76-1,15,E3,157.05,1,9,
2,3,8,273,131-2,10,E3,157.05,1,9,
2,3,8,281,218-1,0,E3,157.05,1,10,
2,3,8,288,77-2,15,E3,157.05,1,10,
2,3,6,201,219-2,0,E3,156.75,1,1,
2,3,6,207,135-2,10,E3,156.75,1,1,
2,3,6,209,139-2,20,E3,156.75,1,1,
2,3,6,202,136-1,20,E3,156.75,1,2,
2,3,6,204,151-2,10,E3,156.75,1,2,
2,3,6,208,100-1,0,C2,156.75,1,2,
2,3,6,210,130-2,10,E3,156.75,1,2,
2,3,6,192,100-1,15,C2,156.75,1,3,
2,3,6,183,75-2,15,E3,156.75,1,4,
2,3,6,189,177-1,10,E3,156.75,1,4,
2,3,6,190,131-2,20,E3,156.75,1,4,
2,3,6,197,139-2,15,E3,156.75,1,4,
2,3,6,211,188-2,15,E3,156.75,1,4,
2,3,6,213,140-2,10,E3,156.75,1,4,
2,3,6,214,173-2,15,E3,156.75,1,4,
2,3,6,184,75-1,10,E3,156.75,1,5,
2,3,6,193,107-1,15,E3,156.75,1,5,
2,3,6,195,169-1,10,E3,156.75,1,5,
2,3,6,215,165-1,0,E3,156.75,1,6,
2,3,6,185,169-2,15,E3,156.75,1,7,
2,3,6,186,144-1,10,E3,156.75,1,7,
2,3,6,198,169-2,0,E3,156.75,1,7,
2,3,6,206,81-2,0,E3,156.75,1,7,
2,3,6,182,77-2,0,E3,156.75,1,8,
2,3,6,205,98-1,0,E3,156.75,1,8,
2,3,6,188,163-1,15,E3,156.75,1,9,
2,3,6,187,98-1,10,E3,156.75,1,10,
2,3,9,299,100-1,10,C2,156.7,1,1,
2,3,9,304,130-2,20,E3,156.7,1,1,
2,3,9,292,135-2,15,E3,156.7,1,2,
2,3,9,303,135-2,0,E3,156.7,1,2,
2,3,9,311,119-2,0,E3,156.7,1,2,
2,3,9,320,119-2,10,E3,156.7,1,2,
2,3,9,300,118-1,15,E3,156.7,1,3,
2,3,9,309,139-1,0,E3,156.7,1,4,
2,3,9,312,216-1,15,E3,156.7,1,4,
2,3,9,321,150-1,15,E3,156.7,1,4,
2,3,9,302,144-2,0,E3,156.7,1,5,
2,3,9,322,215-1,15,E3,156.7,1,6,
2,3,9,305,218-1,15,E3,156.7,1,7,
2,3,9,315,168-1,15,E3,156.7,1,7,
2,3,9,317,179-2,10,E3,156.7,1,7,
2,3,9,319,184-1,15,E3,156.7,1,8,
2,3,9,323,165-1,20,E3,156.7,1,8,
2,3,9,295,77-1,15,E3,156.7,1,10,
2,3,9,297,80-1,10,E3,156.7,1,10,
2,3,9,306,168-1,0,E3,156.7,1,10,
2,3,9,318,98-1,20,E3,156.7,1,10,
2,4,8,253,132-2,0,E3,114.87,1,2,
2,4,7,217,100-1,0,C2,114.85,1,1,
2,4,7,221,100-1,0,C2,114.85,1,1,
2,4,7,222,174-2,15,E3,114.85,1,1,
2,4,7,244,124-1,10,E3,114.85,1,1,
2,4,7,225,137-1,0,E3,114.85,1,2,
2,4,7,234,173-1,10,E3,114.85,1,2,
2,4,7,249,146-1,10,E3,114.85,1,2,
2,4,7,251,218-2,15,E3,114.85,1,2,
2,4,7,246,217-2,15,E3,114.85,1,3,
2,4,7,218,153-2,0,E3,114.85,1,4,
2,4,7,220,142-2,15,E3,114.85,1,4,
2,4,7,242,217-2,10,E3,114.85,1,4,
2,4,7,252,137-2,15,E3,114.85,1,4,
2,4,7,233,213-2,15,E3,114.85,1,5,
2,4,7,229,143-1,10,E3,114.85,1,7,
2,4,1,3,001-1,10,C2,114.67,1,1,
2,4,1,7,182-1,15,E3,114.67,1,1,
2,4,1,14,100-1,0,C2,114.67,1,1,
2,4,1,19,128-2,0,E3,114.67,1,1,
2,4,1,24,100-1,15,C2,114.67,1,1,
2,4,1,31,130-1,15,E3,114.67,1,1,
2,4,1,34,001-1,0,C2,114.67,1,1,
2,4,1,4,148-2,10,E3,114.67,1,2,
2,4,1,15,152-1,20,E3,114.67,1,2,
2,4,1,6,137-1,10,E3,114.67,1,3,
2,4,1,21,185-1,10,E3,114.67,1,3,
2,4,1,27,107-2,10,E3,114.67,1,3,
2,4,1,2,213-2,0,E3,114.67,1,5,
2,4,1,16,79-2,20,E3,114.67,1,5,
2,4,3,94,217-1,10,E3,114.48,1,1,
2,4,3,101,188-1,10,E3,114.48,1,1,
2,4,3,104,135-1,10,E3,114.48,1,1,
2,4,3,105,190-2,10,E3,114.48,1,1,
2,4,3,106,135-1,20,E3,114.48,1,1,
2,4,3,107,145-2,20,E3,114.48,1,1,
2,4,3,76,134-2,0,E3,114.48,1,2,
2,4,3,83,147-2,15,E3,114.48,1,2,
2,4,3,84,181-1,0,E3,114.48,1,2,
2,4,3,89,100-1,10,C2,114.48,1,2,
2,4,3,90,109-1,15,E3,114.48,1,2,
2,4,3,74,153-2,15,E3,114.48,1,3,
2,4,3,87,93-1,10,E3,114.48,1,3,
2,4,3,97,149-1,15,E3,114.48,1,3,
2,4,3,73,217-1,0,E3,114.48,1,4,
2,4,3,93,173-1,15,E3,114.48,1,4,
2,4,3,98,148-2,15,E3,114.48,1,4,
2,4,3,81,213-2,10,E3,114.48,1,6,
2,4,2,42,138-2,0,E3,114.45,1,1,
2,4,2,45,141-2,0,E3,114.45,1,1,
2,4,2,56,132-1,0,E3,114.45,1,1,
2,4,2,60,190-2,15,E3,114.45,1,1,
2,4,2,63,88-1,15,E3,114.45,1,1,
2,4,2,67,001-1,20,C2,114.45,1,1,
2,4,2,59,174-1,10,E3,114.45,1,2,
2,4,2,64,190-1,10,E3,114.45,1,2,
2,4,2,54,135-1,0,E3,114.45,1,3,
2,4,2,55,98-2,20,E3,114.45,1,3,
2,4,2,71,151-1,0,E3,114.45,1,3,
2,4,2,51,137-1,15,E3,114.45,1,4,
2,4,2,38,145-2,15,E3,114.45,1,5,
2,4,2,61,130-1,0,E3,114.45,1,5,
2,4,2,68,132-1,10,E3,114.45,1,5,
2,4,2,46,181-1,10,E3,114.45,1,6,
2,4,4,117,128-2,10,E3,114.33,1,1,
2,4,4,125,217-2,20,E3,114.33,1,1,
2,4,4,130,186-1,15,E3,114.33,1,1,
2,4,4,139,142-2,0,E3,114.33,1,1,
2,4,4,109,79-1,10,E3,114.33,1,2,
2,4,4,138,118-2,15,E3,114.33,1,2,
2,4,4,129,151-1,20,E3,114.33,1,3,
2,4,4,112,130-1,10,E3,114.33,1,4,
2,4,4,114,149-1,10,E3,114.33,1,5,
2,4,4,120,79-2,0,E3,114.33,1,5,
2,4,4,118,132-2,10,E3,114.33,1,6,
2,4,4,123,137-2,10,E3,114.33,1,7,
2,4,4,131,179-1,15,E3,114.33,1,7,
2,4,4,133,98-2,10,E3,114.33,1,7,
2,4,5,154,163-2,10,E3,114.27,1,1,
2,4,5,160,163-2,20,E3,114.27,1,1,
2,4,5,161,152-1,0,E3,114.27,1,1,
2,4,5,171,148-2,0,E3,114.27,1,1,
2,4,5,149,186-1,0,E3,114.27,1,2,
2,4,5,156,98-2,0,E3,114.27,1,2,
2,4,5,169,79-1,15,E3,114.27,1,2,
2,4,5,177,152-1,15,E3,114.27,1,2,
2,4,5,147,134-2,15,E3,114.27,1,3,
2,4,5,148,151-1,10,E3,114.27,1,3,
2,4,5,152,93-1,0,E3,114.27,1,3,
2,4,5,158,217-1,15,E3,114.27,1,3,
2,4,5,168,179-1,0,E3,114.27,1,3,
2,4,5,172,143-1,20,E3,114.27,1,3,
2,4,5,179,163-2,15,E3,114.27,1,4,
2,4,5,146,93-1,15,E3,114.27,1,5,
2,4,5,174,128-1,0,E3,114.27,1,6,
2,4,6,184,100-2,15,E3,114.23,1,1,
2,4,6,194,168-2,10,E3,114.23,1,1,
2,4,6,216,92-1,0,E3,114.23,1,1,
2,4,6,193,128-1,15,E3,114.23,1,2,
2,4,6,205,135-1,15,E3,114.23,1,3,
2,4,6,210,164-1,15,E3,114.23,1,3,
2,4,6,212,153-2,20,E3,114.23,1,3,
2,4,6,181,181-1,15,E3,114.23,1,4,
2,4,6,214,98-2,15,E3,114.23,1,4,
2,4,6,200,152-1,10,E3,114.23,1,5,
2,4,6,188,217-2,0,E3,114.23,1,6,
2,4,6,202,143-1,0,E3,114.23,1,6,
2,4,6,213,218-2,0,E3,114.23,1,6,
2,4,6,190,79-2,10,E3,114.23,1,8,
2,4,8,258,150-2,10,E3,114.2,1,1,
2,4,8,264,106-1,0,E3,114.2,1,1,
2,4,8,268,186-1,20,E3,114.2,1,1,
2,4,8,269,147-2,0,E3,114.2,1,1,
2,4,8,282,150-2,15,E3,114.2,1,1,
2,4,8,267,143-1,15,E3,114.2,1,2,
2,4,8,283,188-1,15,E3,114.2,1,2,
2,4,8,286,91-1,0,E3,114.2,1,2,
2,4,8,273,174-2,10,E3,114.2,1,3,
2,4,8,275,137-2,0,E3,114.2,1,3,
2,4,8,260,170-1,0,E3,114.2,1,4,
2,4,8,261,170-1,10,E3,114.2,1,4,
2,4,8,284,151-1,15,E3,114.2,1,4,
2,4,8,285,179-1,10,E3,114.2,1,4,
2,4,8,254,174-2,0,E3,114.2,1,5,
2,4,8,266,134-2,10,E3,114.2,1,6,
2,4,9,293,118-2,10,E3,114.13,1,1,
2,4,9,307,134-1,0,E3,114.13,1,1,
2,4,9,311,168-2,15,E3,114.13,1,1,
2,4,9,315,185-1,0,E3,114.13,1,1,
2,4,9,316,202-1,15,E3,114.13,1,1,
2,4,9,317,164-1,0,E3,114.13,1,1,
2,4,9,320,174-2,20,E3,114.13,1,1,
2,4,9,291,163-2,0,E3,114.13,1,2,
2,4,9,300,153-2,10,E3,114.13,1,2,
2,4,9,302,001-1,15,C2,114.13,1,2,
2,4,9,310,138-2,10,E3,114.13,1,2,
2,4,9,309,79-1,0,E3,114.13,1,3,
2,4,9,318,170-1,15,E3,114.13,1,3,
2,4,9,299,132-2,15,E3,114.13,1,4,
2,4,9,303,174-1,15,E3,114.13,1,6,
2,4,9,313,79-2,15,E3,114.13,1,8,
2,4,9,319,218-2,10,E3,114.13,1,9,
2,4,7,218,153-2,0,E3,67.18,1,1,
2,4,7,225,137-1,0,E3,67.18,1,1,
2,4,7,242,217-2,10,E3,67.18,1,1,
2,4,1,2,213-2,0,E3,67.07,1,2,
2,4,3,94,217-1,10,E3,66.87,1,1,
2,4,3,81,213-2,10,E3,66.87,1,3,
2,4,3,104,135-1,10,E3,66.87,1,4,
2,4,3,84,181-1,0,E3,66.87,1,5,
2,4,2,51,137-1,15,E3,66.85,1,1,
2,4,2,59,174-1,10,E3,66.85,1,1,
2,4,2,71,151-1,0,E3,66.85,1,2,
2,4,2,54,135-1,0,E3,66.85,1,4,
2,4,4,114,149-1,10,E3,66.72,1,1,
2,4,4,119,181-1,20,E3,66.72,1,1,
2,4,4,133,98-2,10,E3,66.72,1,1,
2,4,4,134,186-1,10,E3,66.72,1,1,
2,4,4,120,79-2,0,E3,66.72,1,4,
2,4,5,154,163-2,10,E3,66.65,1,1,
2,4,5,179,163-2,15,E3,66.65,1,1,
2,4,5,161,152-1,0,E3,66.65,1,2,
2,4,5,148,151-1,10,E3,66.65,1,3,
2,4,6,188,217-2,0,E3,66.58,1,1,
2,4,6,190,79-2,10,E3,66.58,1,1,
2,4,6,181,181-1,15,E3,66.58,1,2,
2,4,6,205,135-1,15,E3,66.58,1,2,
2,4,6,213,218-2,0,E3,66.58,1,2,
2,4,8,255,128-1,10,E3,66.53,1,1,
2,4,8,260,170-1,0,E3,66.53,1,1,
2,4,8,261,170-1,10,E3,66.53,1,1,
2,4,8,279,141-2,10,E3,66.53,1,1,
2,4,8,284,151-1,15,E3,66.53,1,1,
2,4,8,273,174-2,10,E3,66.53,1,2,
2,4,8,275,137-2,0,E3,66.53,1,3,
2,4,9,313,79-2,15,E3,66.45,1,1,
2,3,4,122,168-1,10,E3,61.3,1,1,
2,3,4,126,169-1,15,E3,61.3,1,1,
2,3,4,137,215-2,10,E3,61.3,1,1,
2,3,1,1,120-1,15,E3,61.03333333,1,1,
2,3,1,24,80-1,0,E3,61.03333333,1,1,
2,3,1,34,165-1,10,E3,61.03333333,1,1,
2,3,1,35,136-2,10,E3,61.03333333,1,1,
2,3,3,75,77-1,10,E3,60.86666667,1,1,
2,3,3,101,150-1,0,E3,60.86666667,1,4,
2,3,7,226,169-1,0,E3,60.83333333,1,1,
2,3,7,251,150-1,10,E3,60.83333333,1,1,
2,3,7,239,120-1,10,E3,60.83333333,1,2,
2,3,7,238,76-1,0,E3,60.83333333,1,4,
2,3,7,217,81-2,10,E3,60.83333333,1,7,
2,3,2,47,77-1,0,E3,60.73333333,1,1,
2,3,5,148,173-2,10,E3,60.45,1,1,
2,3,5,170,215-1,10,E3,60.45,1,2,
2,3,8,265,100-1,0,C2,60.03333333,1,1,
2,3,8,270,76-1,15,E3,60.03333333,1,1,
2,3,8,280,147-1,10,E3,60.03333333,1,1,
2,3,8,268,76-1,10,E3,60.03333333,1,6,
2,3,6,182,77-2,0,E3,59.86666667,1,1,
2,3,6,195,169-1,10,E3,59.86666667,1,1,
2,3,6,205,98-1,0,E3,59.86666667,1,1,
2,3,6,206,81-2,0,E3,59.86666667,1,1,
