Rep,Run,Shelf,Plate,Line,Trt,Type,end,germ,disease,drop
3,6,4,115,189-1,10,,312.03,2,4,
3,6,4,115,189-1,10,,360.06,3,5,
3,6,4,115,189-1,10,,408.1,3,5,
3,6,4,115,189-1,10,,456.02,3,5,
3,6,4,115,189-1,10,,527.81,3,7,
3,6,4,115,189-1,10,,Inf,3,7,
3,6,4,116,128-2,10,,71.95,0,0,
3,6,4,116,128-2,10,,120.03,0,0,
3,6,4,116,128-2,10,,167.99,1,3,
3,6,4,116,128-2,10,,215.66,1,4,
3,6,4,116,128-2,10,,264.06,1,6,
3,6,4,116,128-2,10,,312.03,1,9,
3,6,4,116,128-2,10,,360.06,1,9,
3,6,4,116,128-2,10,,408.1,1,9,
3,6,4,116,128-2,10,,456.02,1,9,
3,6,4,116,128-2,10,,527.81,1,9,
3,6,4,116,128-2,10,,Inf,1,9,
3,6,4,117,141-2,20,,71.95,0,0,
3,6,4,117,141-2,20,,120.03,0,0,
3,6,4,117,141-2,20,,167.99,0,0,
3,6,4,117,141-2,20,,215.66,1,0,
3,6,4,117,141-2,20,,264.06,2,4,
3,6,4,117,141-2,20,,312.03,2,6,
3,6,4,117,141-2,20,,360.06,2,6,
3,6,4,117,141-2,20,,408.1,2,6,
3,6,4,117,141-2,20,,456.02,2,6,
3,6,4,117,141-2,20,,527.81,2,8,
3,6,4,117,141-2,20,,Inf,2,8,
3,6,4,118,163-2,10,,71.95,1,0,
3,6,4,118,163-2,10,,120.03,6,0,
3,6,4,118,163-2,10,,167.99,9,0,
3,6,4,118,163-2,10,,215.66,9,0,
3,6,4,118,163-2,10,,264.06,9,0,
3,6,4,118,163-2,10,,312.03,9,0,
3,6,4,118,163-2,10,,360.06,9,1,
3,6,4,118,163-2,10,,408.1,9,1,
3,6,4,118,163-2,10,,456.02,9,1,
3,6,4,118,163-2,10,,527.81,9,1,
3,6,4,118,163-2,10,,Inf,9,1,
3,6,4,119,188-2,20,,71.95,0,0,
3,6,4,119,188-2,20,,120.03,0,0,
3,6,4,119,188-2,20,,167.99,0,0,
3,6,4,119,188-2,20,,215.66,1,0,
3,6,4,119,188-2,20,,264.06,2,0,
3,6,4,119,188-2,20,,312.03,2,0,
3,6,4,119,188-2,20,,360.06,2,0,
3,6,4,119,188-2,20,,408.1,2,0,
3,6,4,119,188-2,20,,456.02,2,1,
3,6,4,119,188-2,20,,527.81,2,1,
3,6,4,119,188-2,20,,Inf,6,4,
3,6,4,120,100-1,15,,71.95,0,0,
3,6,4,120,100-1,15,,120.03,0,0,
3,6,4,120,100-1,15,,167.99,4,0,
3,6,4,120,100-1,15,,215.66,4,0,
3,6,4,120,100-1,15,,264.06,5,0,
3,6,4,120,100-1,15,,312.03,5,0,
3,6,4,120,100-1,15,,360.06,5,1,
3,6,4,120,100-1,15,,408.1,5,1,
3,6,4,120,100-1,15,,456.02,6,2,
3,6,4,120,100-1,15,,527.81,6,2,
3,6,4,120,100-1,15,,Inf,7,3,
3,6,4,121,145-1,20,,71.95,0,0,
3,6,4,121,145-1,20,,120.03,0,1,
3,6,4,121,145-1,20,,167.99,0,2,
3,6,4,121,145-1,20,,215.66,1,5,
3,6,4,121,145-1,20,,264.06,2,6,
3,6,4,121,145-1,20,,312.03,2,6,
3,6,4,121,145-1,20,,360.06,2,7,
3,6,4,121,145-1,20,,408.1,2,7,
3,6,4,121,145-1,20,,456.02,2,7,
3,6,4,121,145-1,20,,527.81,2,7,
3,6,4,121,145-1,20,,Inf,3,7,
3,6,4,122,216-1,15,,71.95,0,0,
3,6,4,122,216-1,15,,120.03,3,1,
3,6,4,122,216-1,15,,167.99,3,3,
3,6,4,122,216-1,15,,215.66,3,3,
3,6,4,122,216-1,15,,264.06,4,5,
3,6,4,122,216-1,15,,312.03,4,5,
3,6,4,122,216-1,15,,360.06,4,5,
3,6,4,122,216-1,15,,408.1,4,5,
3,6,4,122,216-1,15,,456.02,4,5,
3,6,4,122,216-1,15,,527.81,5,5,
3,6,4,122,216-1,15,,Inf,5,5,
3,6,4,123,156-1,0,,71.95,0,0,
3,6,4,123,156-1,0,,120.03,0,0,
3,6,4,123,156-1,0,,167.99,0,0,
3,6,4,123,156-1,0,,215.66,1,0,
3,6,4,123,156-1,0,,264.06,3,0,
3,6,4,123,156-1,0,,312.03,4,0,
3,6,4,123,156-1,0,,360.06,5,0,
3,6,4,123,156-1,0,,408.1,7,0,
3,6,4,123,156-1,0,,456.02,7,0,
3,6,4,123,156-1,0,,527.81,8,0,
3,6,4,123,156-1,0,,Inf,9,1,
3,6,4,124,122-1,0,,71.95,0,0,
3,6,4,124,122-1,0,,120.03,0,0,
3,6,4,124,122-1,0,,167.99,1,0,
3,6,4,124,122-1,0,,215.66,4,0,
3,6,4,124,122-1,0,,264.06,5,0,
3,6,4,124,122-1,0,,312.03,5,0,
3,6,4,124,122-1,0,,360.06,5,1,
3,6,4,124,122-1,0,,408.1,5,1,
3,6,4,124,122-1,0,,456.02,5,1,
3,6,4,124,122-1,0,,527.81,5,1,
3,6,4,124,122-1,0,,Inf,5,5,
3,6,4,125,150-2,20,,71.95,NA,NA,
3,6,4,125,150-2,20,,120.03,NA,NA,
3,6,4,125,150-2,20,,167.99,NA,NA,
3,6,4,125,150-2,20,,215.66,NA,NA,
3,6,4,125,150-2,20,,264.06,NA,NA,
3,6,4,125,150-2,20,,312.03,NA,NA,
3,6,4,125,150-2,20,,360.06,NA,NA,
3,6,4,125,150-2,20,,408.1,NA,NA,
3,6,4,125,150-2,20,,456.02,NA,NA,
3,6,4,125,150-2,20,,527.81,NA,NA,
3,6,4,125,150-2,20,,Inf,NA,NA,
3,6,4,126,131-1,15,,71.95,0,0,
3,6,4,126,131-1,15,,120.03,4,0,
3,6,4,126,131-1,15,,167.99,5,0,
3,6,4,126,131-1,15,,215.66,5,4,
3,6,4,126,131-1,15,,264.06,5,4,
3,6,4,126,131-1,15,,312.03,4,4,
3,6,4,126,131-1,15,,360.06,5,4,
3,6,4,126,131-1,15,,408.1,5,4,
3,6,4,126,131-1,15,,456.02,5,4,
3,6,4,126,131-1,15,,527.81,5,5,
3,6,4,126,131-1,15,,Inf,5,5,
3,6,4,127,Johnny's,0,,71.95,0,0,
3,6,4,127,Johnny's,0,,120.03,0,0,
3,6,4,127,Johnny's,0,,167.99,0,0,
3,6,4,127,Johnny's,0,,215.66,0,0,
3,6,4,127,Johnny's,0,,264.06,1,0,
3,6,4,127,Johnny's,0,,312.03,4,1,
3,6,4,127,Johnny's,0,,360.06,4,1,
3,6,4,127,Johnny's,0,,408.1,4,1,
3,6,4,127,Johnny's,0,,456.02,6,1,
3,6,4,127,Johnny's,0,,527.81,7,1,
3,6,4,127,Johnny's,0,,Inf,8,2,
3,6,4,128,137-2,0,,71.95,2,0,
3,6,4,128,137-2,0,,120.03,4,2,
3,6,4,128,137-2,0,,167.99,4,2,
3,6,4,128,137-2,0,,215.66,4,3,
3,6,4,128,137-2,0,,264.06,4,4,
3,6,4,128,137-2,0,,312.03,4,4,
3,6,4,128,137-2,0,,360.06,4,6,
3,6,4,128,137-2,0,,408.1,4,6,
3,6,4,128,137-2,0,,456.02,4,6,
3,6,4,128,137-2,0,,527.81,4,6,
3,6,4,128,137-2,0,,Inf,4,6,
3,6,4,129,92-1,0,,71.95,0,0,
3,6,4,129,92-1,0,,120.03,0,0,
3,6,4,129,92-1,0,,167.99,0,0,
3,6,4,129,92-1,0,,215.66,2,0,
3,6,4,129,92-1,0,,264.06,7,0,
3,6,4,129,92-1,0,,312.03,7,2,
3,6,4,129,92-1,0,,360.06,8,2,
3,6,4,129,92-1,0,,408.1,8,2,
3,6,4,129,92-1,0,,456.02,8,2,
3,6,4,129,92-1,0,,527.81,8,2,
3,6,4,129,92-1,0,,Inf,8,2,
3,6,4,130,122-2,20,,71.95,0,0,
3,6,4,130,122-2,20,,120.03,0,0,
3,6,4,130,122-2,20,,167.99,0,1,
3,6,4,130,122-2,20,,215.66,0,1,
3,6,4,130,122-2,20,,264.06,0,1,
3,6,4,130,122-2,20,,312.03,0,1,
3,6,4,130,122-2,20,,360.06,0,1,
3,6,4,130,122-2,20,,408.1,1,1,
3,6,4,130,122-2,20,,456.02,1,1,
3,6,4,130,122-2,20,,527.81,1,1,
3,6,4,130,122-2,20,,Inf,8,2,
3,6,4,131,145-2,10,,71.95,1,0,
3,6,4,131,145-2,10,,120.03,3,0,
3,6,4,131,145-2,10,,167.99,4,1,
3,6,4,131,145-2,10,,215.66,4,2,
3,6,4,131,145-2,10,,264.06,4,2,
3,6,4,131,145-2,10,,312.03,4,2,
3,6,4,131,145-2,10,,360.06,4,2,
3,6,4,131,145-2,10,,408.1,4,2,
3,6,4,131,145-2,10,,456.02,4,3,
3,6,4,131,145-2,10,,527.81,4,5,
3,6,4,131,145-2,10,,Inf,4,6,
3,6,4,132,109-1,10,,71.95,0,0,
3,6,4,132,109-1,10,,120.03,1,1,
3,6,4,132,109-1,10,,167.99,2,1,
3,6,4,132,109-1,10,,215.66,2,1,
3,6,4,132,109-1,10,,264.06,2,1,
3,6,4,132,109-1,10,,312.03,2,1,
3,6,4,132,109-1,10,,360.06,2,4,
3,6,4,132,109-1,10,,408.1,3,4,
3,6,4,132,109-1,10,,456.02,3,4,
3,6,4,132,109-1,10,,527.81,3,4,
3,6,4,132,109-1,10,,Inf,5,5,
3,6,4,133,163-1,10,,71.95,0,0,
3,6,4,133,163-1,10,,120.03,4,1,
3,6,4,133,163-1,10,,167.99,6,1,
3,6,4,133,163-1,10,,215.66,6,3,
3,6,4,133,163-1,10,,264.06,6,4,
3,6,4,133,163-1,10,,312.03,6,4,
3,6,4,133,163-1,10,,360.06,6,4,
3,6,4,133,163-1,10,,408.1,6,4,
3,6,4,133,163-1,10,,456.02,6,4,
3,6,4,133,163-1,10,,527.81,6,4,
3,6,4,133,163-1,10,,Inf,6,4,
3,6,4,134,145-2,0,,71.95,0,0,
3,6,4,134,145-2,0,,120.03,1,0,
3,6,4,134,145-2,0,,167.99,5,0,
3,6,4,134,145-2,0,,215.66,5,0,
3,6,4,134,145-2,0,,264.06,5,0,
3,6,4,134,145-2,0,,312.03,5,3,
3,6,4,134,145-2,0,,360.06,5,4,
3,6,4,134,145-2,0,,408.1,5,4,
3,6,4,134,145-2,0,,456.02,5,4,
3,6,4,134,145-2,0,,527.81,5,5,
3,6,4,134,145-2,0,,Inf,5,5,
3,6,4,135,100-1,10,,71.95,0,0,
3,6,4,135,100-1,10,,120.03,0,0,
3,6,4,135,100-1,10,,167.99,3,0,
3,6,4,135,100-1,10,,215.66,3,0,
3,6,4,135,100-1,10,,264.06,8,0,
3,6,4,135,100-1,10,,312.03,9,0,
3,6,4,135,100-1,10,,360.06,10,0,
3,6,4,135,100-1,10,,408.1,10,0,
3,6,4,135,100-1,10,,456.02,10,0,
3,6,4,135,100-1,10,,527.81,10,0,
3,6,4,135,100-1,10,,Inf,10,0,
3,6,4,136,136-1,0,,71.95,1,0,
3,6,4,136,136-1,0,,120.03,7,0,
3,6,4,136,136-1,0,,167.99,8,0,
3,6,4,136,136-1,0,,215.66,8,0,
3,6,4,136,136-1,0,,264.06,8,0,
3,6,4,136,136-1,0,,312.03,8,0,
3,6,4,136,136-1,0,,360.06,8,0,
3,6,4,136,136-1,0,,408.1,8,0,
3,6,4,136,136-1,0,,456.02,8,2,
3,6,4,136,136-1,0,,527.81,8,2,
3,6,4,136,136-1,0,,Inf,8,2,
3,6,4,137,79-1,0,,71.95,0,0,
3,6,4,137,79-1,0,,120.03,2,0,
3,6,4,137,79-1,0,,167.99,6,0,
3,6,4,137,79-1,0,,215.66,8,1,
3,6,4,137,79-1,0,,264.06,8,1,
3,6,4,137,79-1,0,,312.03,8,2,
3,6,4,137,79-1,0,,360.06,8,2,
3,6,4,137,79-1,0,,408.1,8,2,
3,6,4,137,79-1,0,,456.02,8,2,
3,6,4,137,79-1,0,,527.81,8,2,
3,6,4,137,79-1,0,,Inf,8,2,
3,6,4,138,169-1,0,,71.95,0,0,
3,6,4,138,169-1,0,,120.03,2,0,
3,6,4,138,169-1,0,,167.99,7,0,
3,6,4,138,169-1,0,,215.66,9,1,
3,6,4,138,169-1,0,,264.06,9,1,
3,6,4,138,169-1,0,,312.03,9,1,
3,6,4,138,169-1,0,,360.06,9,1,
3,6,4,138,169-1,0,,408.1,9,1,
3,6,4,138,169-1,0,,456.02,9,1,
3,6,4,138,169-1,0,,527.81,9,1,
3,6,4,138,169-1,0,,Inf,9,1,
3,6,4,139,190-1,15,,71.95,0,0,
3,6,4,139,190-1,15,,120.03,0,0,
3,6,4,139,190-1,15,,167.99,0,0,
3,6,4,139,190-1,15,,215.66,0,0,
3,6,4,139,190-1,15,,264.06,0,0,
3,6,4,139,190-1,15,,312.03,3,0,
3,6,4,139,190-1,15,,360.06,4,0,
3,6,4,139,190-1,15,,408.1,5,1,
3,6,4,139,190-1,15,,456.02,5,1,
3,6,4,139,190-1,15,,527.81,5,1,
3,6,4,139,190-1,15,,Inf,6,4,
3,6,4,141,Johnny's,0,,71.95,1,0,
3,6,4,141,Johnny's,0,,120.03,1,0,
3,6,4,141,Johnny's,0,,167.99,1,1,
3,6,4,141,Johnny's,0,,215.66,1,1,
3,6,4,141,Johnny's,0,,264.06,1,1,
3,6,4,141,Johnny's,0,,312.03,1,2,
3,6,4,141,Johnny's,0,,360.06,1,2,
3,6,4,141,Johnny's,0,,408.1,2,2,
3,6,4,141,Johnny's,0,,456.02,3,2,
3,6,4,141,Johnny's,0,,527.81,7,2,
3,6,4,141,Johnny's,0,,Inf,8,2,
3,6,4,142,131-2,15,,71.95,0,0,
3,6,4,142,131-2,15,,120.03,4,0,
3,6,4,142,131-2,15,,167.99,4,0,
3,6,4,142,131-2,15,,215.66,5,0,
3,6,4,142,131-2,15,,264.06,5,2,
3,6,4,142,131-2,15,,312.03,5,3,
3,6,4,142,131-2,15,,360.06,5,3,
3,6,4,142,131-2,15,,408.1,5,3,
3,6,4,142,131-2,15,,456.02,5,3,
3,6,4,142,131-2,15,,527.81,5,3,
3,6,4,142,131-2,15,,Inf,7,3,
3,6,4,143,102-1,0,,71.95,0,0,
3,6,4,143,102-1,0,,120.03,0,0,
3,6,4,143,102-1,0,,167.99,1,0,
3,6,4,143,102-1,0,,215.66,6,0,
3,6,4,143,102-1,0,,264.06,10,0,
3,6,4,143,102-1,0,,312.03,10,0,
3,6,4,143,102-1,0,,360.06,10,0,
3,6,4,143,102-1,0,,408.1,10,0,
3,6,4,143,102-1,0,,456.02,10,0,
3,6,4,143,102-1,0,,527.81,10,0,
3,6,4,143,102-1,0,,Inf,10,0,
3,6,4,144,Johnny's,15,,71.95,0,0,
3,6,4,144,Johnny's,15,,120.03,0,0,
3,6,4,144,Johnny's,15,,167.99,0,0,
3,6,4,144,Johnny's,15,,215.66,0,3,
3,6,4,144,Johnny's,15,,264.06,1,3,
3,6,4,144,Johnny's,15,,312.03,3,4,
3,6,4,144,Johnny's,15,,360.06,4,4,
3,6,4,144,Johnny's,15,,408.1,5,4,
3,6,4,144,Johnny's,15,,456.02,5,4,
3,6,4,144,Johnny's,15,,527.81,5,4,
3,6,4,144,Johnny's,15,,Inf,6,4,
3,6,5,145,104-2,10,,71.95,0,0,
3,6,5,145,104-2,10,,120.03,2,0,
3,6,5,145,104-2,10,,167.99,5,0,
3,6,5,145,104-2,10,,215.66,5,0,
3,6,5,145,104-2,10,,264.06,7,0,
3,6,5,145,104-2,10,,312.03,8,0,
3,6,5,145,104-2,10,,360.06,9,0,
3,6,5,145,104-2,10,,408.1,9,0,
3,6,5,145,104-2,10,,456.02,9,0,
3,6,5,145,104-2,10,,527.81,9,1,
3,6,5,145,104-2,10,,Inf,9,1,
3,6,5,146,217-1,10,,71.95,1,0,
3,6,5,146,217-1,10,,120.03,8,0,
3,6,5,146,217-1,10,,167.99,8,0,
3,6,5,146,217-1,10,,215.66,9,0,
3,6,5,146,217-1,10,,264.06,10,0,
3,6,5,146,217-1,10,,312.03,10,0,
3,6,5,146,217-1,10,,360.06,10,0,
3,6,5,146,217-1,10,,408.1,10,0,
3,6,5,146,217-1,10,,456.02,10,0,
3,6,5,146,217-1,10,,527.81,10,0,
3,6,5,146,217-1,10,,Inf,10,0,
3,6,5,147,128-2,20,,71.95,NA,NA,
3,6,5,147,128-2,20,,120.03,NA,NA,
3,6,5,147,128-2,20,,167.99,NA,NA,
3,6,5,147,128-2,20,,215.66,NA,NA,
3,6,5,147,128-2,20,,264.06,NA,NA,
3,6,5,147,128-2,20,,312.03,NA,NA,
3,6,5,147,128-2,20,,360.06,NA,NA,
3,6,5,147,128-2,20,,408.1,NA,NA,
3,6,5,147,128-2,20,,456.02,NA,NA,
3,6,5,147,128-2,20,,527.81,NA,NA,
3,6,5,147,128-2,20,,Inf,NA,NA,
3,6,5,148,144-1,0,,71.95,0,0,
3,6,5,148,144-1,0,,120.03,0,0,
3,6,5,148,144-1,0,,167.99,0,0,
3,6,5,148,144-1,0,,215.66,0,0,
3,6,5,148,144-1,0,,264.06,2,2,
3,6,5,148,144-1,0,,312.03,2,5,
3,6,5,148,144-1,0,,360.06,2,5,
3,6,5,148,144-1,0,,408.1,2,5,
3,6,5,148,144-1,0,,456.02,2,6,
3,6,5,148,144-1,0,,527.81,2,6,
3,6,5,148,144-1,0,,Inf,2,8,
3,6,5,149,151-1,15,,71.95,0,0,
3,6,5,149,151-1,15,,120.03,3,1,
3,6,5,149,151-1,15,,167.99,4,5,
3,6,5,149,151-1,15,,215.66,4,6,
3,6,5,149,151-1,15,,264.06,4,6,
3,6,5,149,151-1,15,,312.03,4,6,
3,6,5,149,151-1,15,,360.06,4,6,
3,6,5,149,151-1,15,,408.1,4,6,
3,6,5,149,151-1,15,,456.02,4,6,
3,6,5,149,151-1,15,,527.81,4,6,
3,6,5,149,151-1,15,,Inf,4,6,
3,6,5,150,185-1,15,,71.95,0,0,
3,6,5,150,185-1,15,,120.03,3,0,
3,6,5,150,185-1,15,,167.99,4,0,
3,6,5,150,185-1,15,,215.66,5,0,
3,6,5,150,185-1,15,,264.06,5,0,
3,6,5,150,185-1,15,,312.03,5,4,
3,6,5,150,185-1,15,,360.06,5,4,
3,6,5,150,185-1,15,,408.1,5,4,
3,6,5,150,185-1,15,,456.02,5,4,
3,6,5,150,185-1,15,,527.81,5,5,
3,6,5,150,185-1,15,,Inf,5,5,
3,6,5,151,105-1,0,,71.95,0,0,
3,6,5,151,105-1,0,,120.03,0,0,
3,6,5,151,105-1,0,,167.99,1,0,
3,6,5,151,105-1,0,,215.66,3,0,
3,6,5,151,105-1,0,,264.06,9,1,
3,6,5,151,105-1,0,,312.03,9,1,
3,6,5,151,105-1,0,,360.06,9,1,
3,6,5,151,105-1,0,,408.1,9,1,
3,6,5,151,105-1,0,,456.02,9,1,
3,6,5,151,105-1,0,,527.81,9,1,
3,6,5,151,105-1,0,,Inf,9,1,
3,6,5,152,184-1,10,,71.95,0,0,
3,6,5,152,184-1,10,,120.03,5,0,
3,6,5,152,184-1,10,,167.99,8,0,
3,6,5,152,184-1,10,,215.66,8,0,
3,6,5,152,184-1,10,,264.06,8,0,
3,6,5,152,184-1,10,,312.03,8,0,
3,6,5,152,184-1,10,,360.06,8,1,
3,6,5,152,184-1,10,,408.1,8,1,
3,6,5,152,184-1,10,,456.02,8,2,
3,6,5,152,184-1,10,,527.81,8,2,
3,6,5,152,184-1,10,,Inf,8,2,
3,6,5,153,109-1,0,,71.95,0,0,
3,6,5,153,109-1,0,,120.03,0,0,
3,6,5,153,109-1,0,,167.99,1,0,
3,6,5,153,109-1,0,,215.66,3,0,
3,6,5,153,109-1,0,,264.06,5,0,
3,6,5,153,109-1,0,,312.03,7,2,
3,6,5,153,109-1,0,,360.06,7,2,
3,6,5,153,109-1,0,,408.1,7,2,
3,6,5,153,109-1,0,,456.02,8,2,
3,6,5,153,109-1,0,,527.81,8,2,
3,6,5,153,109-1,0,,Inf,8,2,
3,6,5,154,77-1,0,,71.95,1,0,
3,6,5,154,77-1,0,,120.03,4,0,
3,6,5,154,77-1,0,,167.99,7,0,
3,6,5,154,77-1,0,,215.66,8,0,
3,6,5,154,77-1,0,,264.06,9,1,
3,6,5,154,77-1,0,,312.03,9,1,
3,6,5,154,77-1,0,,360.06,9,1,
3,6,5,154,77-1,0,,408.1,9,1,
3,6,5,154,77-1,0,,456.02,9,1,
3,6,5,154,77-1,0,,527.81,9,1,
3,6,5,154,77-1,0,,Inf,9,1,
3,6,5,155,168-1,15,,71.95,0,0,
3,6,5,155,168-1,15,,120.03,9,0,
3,6,5,155,168-1,15,,167.99,10,0,
3,6,5,155,168-1,15,,215.66,10,0,
3,6,5,155,168-1,15,,264.06,10,0,
3,6,5,155,168-1,15,,312.03,10,0,
3,6,5,155,168-1,15,,360.06,10,0,
3,6,5,155,168-1,15,,408.1,10,0,
3,6,5,155,168-1,15,,456.02,10,0,
3,6,5,155,168-1,15,,527.81,10,0,
3,6,5,155,168-1,15,,Inf,10,0,
3,6,5,156,104-2,0,,71.95,0,0,
3,6,5,156,104-2,0,,120.03,1,0,
3,6,5,156,104-2,0,,167.99,1,0,
3,6,5,156,104-2,0,,215.66,7,0,
3,6,5,156,104-2,0,,264.06,8,0,
3,6,5,156,104-2,0,,312.03,9,1,
3,6,5,156,104-2,0,,360.06,9,1,
3,6,5,156,104-2,0,,408.1,9,1,
3,6,5,156,104-2,0,,456.02,9,1,
3,6,5,156,104-2,0,,527.81,9,1,
3,6,5,156,104-2,0,,Inf,9,1,
3,6,5,157,152-1,10,,71.95,0,1,
3,6,5,157,152-1,10,,120.03,6,1,
3,6,5,157,152-1,10,,167.99,6,1,
3,6,5,157,152-1,10,,215.66,7,2,
3,6,5,157,152-1,10,,264.06,7,2,
3,6,5,157,152-1,10,,312.03,7,2,
3,6,5,157,152-1,10,,360.06,7,3,
3,6,5,157,152-1,10,,408.1,7,3,
3,6,5,157,152-1,10,,456.02,7,3,
3,6,5,157,152-1,10,,527.81,7,3,
3,6,5,157,152-1,10,,Inf,7,3,
3,6,5,158,136-1,10,,71.95,1,0,
3,6,5,158,136-1,10,,120.03,5,0,
3,6,5,158,136-1,10,,167.99,6,0,
3,6,5,158,136-1,10,,215.66,6,0,
3,6,5,158,136-1,10,,264.06,6,1,
3,6,5,158,136-1,10,,312.03,6,1,
3,6,5,158,136-1,10,,360.06,6,1,
3,6,5,158,136-1,10,,408.1,6,1,
3,6,5,158,136-1,10,,456.02,6,3,
3,6,5,158,136-1,10,,527.81,6,4,
3,6,5,158,136-1,10,,Inf,6,4,
3,6,5,159,170-1,15,,71.95,0,0,
3,6,5,159,170-1,15,,120.03,7,0,
3,6,5,159,170-1,15,,167.99,8,0,
3,6,5,159,170-1,15,,215.66,8,0,
3,6,5,159,170-1,15,,264.06,8,1,
3,6,5,159,170-1,15,,312.03,8,2,
3,6,5,159,170-1,15,,360.06,8,2,
3,6,5,159,170-1,15,,408.1,8,2,
3,6,5,159,170-1,15,,456.02,8,2,
3,6,5,159,170-1,15,,527.81,8,2,
3,6,5,159,170-1,15,,Inf,8,2,
3,6,5,160,Johnny's,20,,71.95,0,0,
3,6,5,160,Johnny's,20,,120.03,0,0,
3,6,5,160,Johnny's,20,,167.99,0,0,
3,6,5,160,Johnny's,20,,215.66,1,0,
3,6,5,160,Johnny's,20,,264.06,1,0,
3,6,5,160,Johnny's,20,,312.03,3,0,
3,6,5,160,Johnny's,20,,360.06,3,0,
3,6,5,160,Johnny's,20,,408.1,3,0,
3,6,5,160,Johnny's,20,,456.02,3,0,
3,6,5,160,Johnny's,20,,527.81,3,1,
3,6,5,160,Johnny's,20,,Inf,8,2,
3,6,5,161,147-2,20,,71.95,0,0,
3,6,5,161,147-2,20,,120.03,0,0,
3,6,5,161,147-2,20,,167.99,2,0,
3,6,5,161,147-2,20,,215.66,4,1,
3,6,5,161,147-2,20,,264.06,4,2,
3,6,5,161,147-2,20,,312.03,4,4,
3,6,5,161,147-2,20,,360.06,4,4,
3,6,5,161,147-2,20,,408.1,4,4,
3,6,5,161,147-2,20,,456.02,5,4,
3,6,5,161,147-2,20,,527.81,5,4,
3,6,5,161,147-2,20,,Inf,6,4,
3,6,5,162,100-2,15,,71.95,0,0,
3,6,5,162,100-2,15,,120.03,2,0,
3,6,5,162,100-2,15,,167.99,4,0,
3,6,5,162,100-2,15,,215.66,4,0,
3,6,5,162,100-2,15,,264.06,6,0,
3,6,5,162,100-2,15,,312.03,7,0,
3,6,5,162,100-2,15,,360.06,7,0,
3,6,5,162,100-2,15,,408.1,7,0,
3,6,5,162,100-2,15,,456.02,7,0,
3,6,5,162,100-2,15,,527.81,7,0,
3,6,5,162,100-2,15,,Inf,7,3,
3,6,5,163,219-1,15,,71.95,0,0,
3,6,5,163,219-1,15,,120.03,0,0,
3,6,5,163,219-1,15,,167.99,0,0,
3,6,5,163,219-1,15,,215.66,0,0,
3,6,5,163,219-1,15,,264.06,0,0,
3,6,5,163,219-1,15,,312.03,2,0,
3,6,5,163,219-1,15,,360.06,3,4,
3,6,5,163,219-1,15,,408.1,2,4,
3,6,5,163,219-1,15,,456.02,3,4,
3,6,5,163,219-1,15,,527.81,4,6,
3,6,5,163,219-1,15,,Inf,4,6,
3,6,5,164,217-2,0,,71.95,1,0,
3,6,5,164,217-2,0,,120.03,2,0,
3,6,5,164,217-2,0,,167.99,4,0,
3,6,5,164,217-2,0,,215.66,4,3,
3,6,5,164,217-2,0,,264.06,5,3,
3,6,5,164,217-2,0,,312.03,5,3,
3,6,5,164,217-2,0,,360.06,5,4,
3,6,5,164,217-2,0,,408.1,5,4,
3,6,5,164,217-2,0,,456.02,5,4,
3,6,5,164,217-2,0,,527.81,5,5,
3,6,5,164,217-2,0,,Inf,5,5,
3,6,5,165,137-2,15,,71.95,0,0,
3,6,5,165,137-2,15,,120.03,4,0,
3,6,5,165,137-2,15,,167.99,4,1,
3,6,5,165,137-2,15,,215.66,4,2,
3,6,5,165,137-2,15,,264.06,4,4,
3,6,5,165,137-2,15,,312.03,4,4,
3,6,5,165,137-2,15,,360.06,4,6,
3,6,5,165,137-2,15,,408.1,4,6,
3,6,5,165,137-2,15,,456.02,4,6,
3,6,5,165,137-2,15,,527.81,4,6,
3,6,5,165,137-2,15,,Inf,4,6,
3,6,5,166,144-1,15,,71.95,0,0,
3,6,5,166,144-1,15,,120.03,5,0,
3,6,5,166,144-1,15,,167.99,6,0,
3,6,5,166,144-1,15,,215.66,6,1,
3,6,5,166,144-1,15,,264.06,6,4,
3,6,5,166,144-1,15,,312.03,6,4,
3,6,5,166,144-1,15,,360.06,6,4,
3,6,5,166,144-1,15,,408.1,6,4,
3,6,5,166,144-1,15,,456.02,6,4,
3,6,5,166,144-1,15,,527.81,6,4,
3,6,5,166,144-1,15,,Inf,6,4,
3,6,5,167,170-1,20,,71.95,0,0,
3,6,5,167,170-1,20,,120.03,0,1,
3,6,5,167,170-1,20,,167.99,7,1,
3,6,5,167,170-1,20,,215.66,9,1,
3,6,5,167,170-1,20,,264.06,9,1,
3,6,5,167,170-1,20,,312.03,9,1,
3,6,5,167,170-1,20,,360.06,9,1,
3,6,5,167,170-1,20,,408.1,9,1,
3,6,5,167,170-1,20,,456.02,9,1,
3,6,5,167,170-1,20,,527.81,9,1,
3,6,5,167,170-1,20,,Inf,9,1,
3,6,5,168,140-2,20,,71.95,0,0,
3,6,5,168,140-2,20,,120.03,1,0,
3,6,5,168,140-2,20,,167.99,2,0,
3,6,5,168,140-2,20,,215.66,2,0,
3,6,5,168,140-2,20,,264.06,2,8,
3,6,5,168,140-2,20,,312.03,2,8,
3,6,5,168,140-2,20,,360.06,2,8,
3,6,5,168,140-2,20,,408.1,2,8,
3,6,5,168,140-2,20,,456.02,2,8,
