rep,run,shelf,plate,line,trt,type,end,status,germinated,,
4,7,9,324,151-1,10,,153.75,0,0,,
4,7,9,324,151-1,10,,203.6666667,0,0,,
4,7,9,324,151-1,10,,253,0,1,,
4,7,9,324,151-1,10,,298.75,0,0,,
4,7,9,324,151-1,10,,344.75,0,0,,
4,7,9,324,151-1,10,,396,0,0,,
4,7,9,324,151-1,10,,445,0,1,,
4,7,9,324,151-1,10,,501,0,2,,
4,7,9,324,151-1,10,,Inf,0,0,,
4,8,1,1,141-1,20,,65.75,0,0,,
4,8,1,1,141-1,20,,114.25,0,0,,
4,8,1,1,141-1,20,,163.25,0,0,,
4,8,1,1,141-1,20,,211,0,0,,
4,8,1,1,141-1,20,,257,0,0,,
4,8,1,1,141-1,20,,308.1666667,0,0,,
4,8,1,1,141-1,20,,356.5833333,0,0,,
4,8,1,1,141-1,20,,404,0,2,,
4,8,1,1,141-1,20,,453,0,0,,
4,8,1,1,141-1,20,,500,0,2,,
4,8,1,1,141-1,20,,Inf,0,1,,
4,8,1,2,184-1,15,,65.75,0,0,,
4,8,1,2,184-1,15,,114.25,0,0,,
4,8,1,2,184-1,15,,163.25,0,0,,
4,8,1,2,184-1,15,,211,0,0,,
4,8,1,2,184-1,15,,257,0,0,,
4,8,1,2,184-1,15,,308.1666667,0,0,,
4,8,1,2,184-1,15,,356.5833333,0,1,,
4,8,1,2,184-1,15,,404,0,1,,
4,8,1,2,184-1,15,,453,0,0,,
4,8,1,2,184-1,15,,500,0,0,,
4,8,1,2,184-1,15,,Inf,0,0,,
4,8,1,3,Johnny's,0,,65.75,0,0,,
4,8,1,3,Johnny's,0,,114.25,0,0,,
4,8,1,3,Johnny's,0,,163.25,0,0,,
4,8,1,3,Johnny's,0,,211,0,0,,
4,8,1,3,Johnny's,0,,257,0,0,,
4,8,1,3,Johnny's,0,,308.1666667,0,0,,
4,8,1,3,Johnny's,0,,356.5833333,0,0,,
4,8,1,3,Johnny's,0,,404,0,0,,
4,8,1,3,Johnny's,0,,453,0,0,,
4,8,1,3,Johnny's,0,,500,0,0,,
4,8,1,3,Johnny's,0,,Inf,0,1,,
4,8,1,4,216-1,15,,65.75,0,NA,,
4,8,1,4,216-1,15,,114.25,0,NA,,
4,8,1,4,216-1,15,,163.25,0,NA,,
4,8,1,4,216-1,15,,211,0,NA,,
4,8,1,4,216-1,15,,257,0,NA,,
4,8,1,4,216-1,15,,308.1666667,0,NA,,
4,8,1,4,216-1,15,,356.5833333,0,NA,,
4,8,1,4,216-1,15,,404,0,NA,,
4,8,1,4,216-1,15,,453,0,NA,,
4,8,1,4,216-1,15,,500,0,NA,,
4,8,1,4,216-1,15,,Inf,0,NA,,
4,8,1,5,149-1,10,,65.75,0,0,,
4,8,1,5,149-1,10,,114.25,0,0,,
4,8,1,5,149-1,10,,163.25,0,0,,
4,8,1,5,149-1,10,,211,0,0,,
4,8,1,5,149-1,10,,257,0,0,,
4,8,1,5,149-1,10,,308.1666667,0,0,,
4,8,1,5,149-1,10,,356.5833333,0,0,,
4,8,1,5,149-1,10,,404,0,0,,
4,8,1,5,149-1,10,,453,0,0,,
4,8,1,5,149-1,10,,500,0,0,,
4,8,1,5,149-1,10,,Inf,0,0,,
4,8,1,6,144.1-2,10,,65.75,0,NA,,
4,8,1,6,142-2,10,,114.25,0,NA,,
4,8,1,6,142-2,10,,163.25,0,NA,,
4,8,1,6,142-2,10,,211,0,NA,,
4,8,1,6,142-2,10,,257,0,NA,,
4,8,1,6,142-2,10,,308.1666667,0,NA,,
4,8,1,6,142-2,10,,356.5833333,0,NA,,
4,8,1,6,144.1-2,10,,404,0,NA,,
4,8,1,6,144.1-2,10,,453,0,NA,,
4,8,1,6,144.1-2,10,,500,0,NA,,
4,8,1,6,144.1-2,10,,Inf,0,NA,,
4,8,1,7,131-2,0,,65.75,0,0,,
4,8,1,7,131-2,0,,114.25,0,0,,
4,8,1,7,131-2,0,,163.25,0,0,,
4,8,1,7,131-2,0,,211,0,0,,
4,8,1,7,131-2,0,,257,0,0,,
4,8,1,7,131-2,0,,308.1666667,0,0,,
4,8,1,7,131-2,0,,356.5833333,0,0,,
4,8,1,7,131-2,0,,404,0,0,,
4,8,1,7,131-2,0,,453,0,2,,
4,8,1,7,131-2,0,,500,0,0,,
4,8,1,7,131-2,0,,Inf,0,0,,
4,8,1,9,145-1,15,,65.75,0,0,,
4,8,1,9,145-1,15,,114.25,0,0,,
4,8,1,9,145-1,15,,163.25,0,0,,
4,8,1,9,145-1,15,,211,0,1,,
4,8,1,9,145-1,15,,257,0,0,,
4,8,1,9,145-1,15,,308.1666667,0,2,,
4,8,1,9,145-1,15,,356.5833333,0,0,,
4,8,1,9,145-1,15,,404,0,0,,
4,8,1,9,145-1,15,,453,0,0,,
4,8,1,9,145-1,15,,500,0,6,,
4,8,1,9,145-1,15,,Inf,0,0,,
4,8,1,10,215-2,20,,65.75,0,0,,
4,8,1,10,215-2,20,,114.25,0,1,,
4,8,1,10,215-2,20,,163.25,0,0,,
4,8,1,10,215-2,20,,211,0,0,,
4,8,1,10,215-2,20,,257,0,0,,
4,8,1,10,215-2,20,,308.1666667,0,0,,
4,8,1,10,215-2,20,,356.5833333,0,0,,
4,8,1,10,215-2,20,,404,0,1,,
4,8,1,10,215-2,20,,453,0,0,,
4,8,1,10,215-2,20,,500,0,0,,
4,8,1,10,215-2,20,,Inf,0,0,,
4,8,1,11,136-2,15,,65.75,0,0,,
4,8,1,11,136-2,15,,114.25,0,2,,
4,8,1,11,136-2,15,,163.25,0,0,,
4,8,1,11,136-2,15,,211,0,0,,
4,8,1,11,136-2,15,,257,0,0,,
4,8,1,11,136-2,15,,308.1666667,0,0,,
4,8,1,11,136-2,15,,356.5833333,0,0,,
4,8,1,11,136-2,15,,404,0,0,,
4,8,1,11,136-2,15,,453,0,1,,
4,8,1,11,136-2,15,,500,0,5,,
4,8,1,11,136-2,15,,Inf,0,0,,
4,8,1,12,147-2,20,,65.75,0,0,,
4,8,1,12,147-2,20,,114.25,0,0,,
4,8,1,12,147-2,20,,163.25,0,0,,
4,8,1,12,147-2,20,,211,0,0,,
4,8,1,12,147-2,20,,257,0,0,,
4,8,1,12,147-2,20,,308.1666667,0,0,,
4,8,1,12,147-2,20,,356.5833333,0,0,,
4,8,1,12,147-2,20,,404,0,1,,
4,8,1,12,147-2,20,,453,0,0,,
4,8,1,12,147-2,20,,500,0,0,,
4,8,1,12,147-2,20,,Inf,0,3,,
4,8,1,13,145-1,0,,65.75,0,0,,
4,8,1,13,145-1,0,,114.25,0,0,,
4,8,1,13,145-1,0,,163.25,0,0,,
4,8,1,13,145-1,0,,211,0,0,,
4,8,1,13,145-1,0,,257,0,0,,
4,8,1,13,145-1,0,,308.1666667,0,0,,
4,8,1,13,145-1,0,,356.5833333,0,0,,
4,8,1,13,145-1,0,,404,0,0,,
4,8,1,13,145-1,0,,453,0,0,,
4,8,1,13,145-1,0,,500,0,0,,
4,8,1,13,145-1,0,,Inf,0,7,,
4,8,1,14,174-1,10,,65.75,0,0,,
4,8,1,14,174-1,10,,114.25,0,0,,
4,8,1,14,174-1,10,,163.25,0,0,,
4,8,1,14,174-1,10,,211,0,0,,
4,8,1,14,174-1,10,,257,0,0,,
4,8,1,14,174-1,10,,308.1666667,0,0,,
4,8,1,14,174-1,10,,356.5833333,0,0,,
4,8,1,14,174-1,10,,404,0,0,,
4,8,1,14,174-1,10,,453,0,0,,
4,8,1,14,174-1,10,,500,0,0,,
4,8,1,14,174-1,10,,Inf,0,5,,
4,8,1,15,104-2,10,,65.75,0,0,,
4,8,1,15,104-2,10,,114.25,0,0,,
4,8,1,15,104-2,10,,163.25,0,0,,
4,8,1,15,104-2,10,,211,0,0,,
4,8,1,15,104-2,10,,257,0,0,,
4,8,1,15,104-2,10,,308.1666667,0,0,,
4,8,1,15,104-2,10,,356.5833333,0,0,,
4,8,1,15,104-2,10,,404,0,0,,
4,8,1,15,104-2,10,,453,0,0,,
4,8,1,15,104-2,10,,500,0,0,,
4,8,1,15,104-2,10,,Inf,0,0,,
4,8,1,16,216-1,20,,65.75,0,0,,
4,8,1,16,216-1,20,,114.25,0,0,,
4,8,1,16,216-1,20,,163.25,0,0,,
4,8,1,16,216-1,20,,211,0,1,,
4,8,1,16,216-1,20,,257,0,0,,
4,8,1,16,216-1,20,,308.1666667,0,0,,
4,8,1,16,216-1,20,,356.5833333,0,2,,
4,8,1,16,216-1,20,,404,0,0,,
4,8,1,16,216-1,20,,453,0,0,,
4,8,1,16,216-1,20,,500,0,1,,
4,8,1,16,216-1,20,,Inf,0,0,,
4,8,1,17,183-1,15,,65.75,0,0,,
4,8,1,17,183-1,15,,114.25,0,0,,
4,8,1,17,183-1,15,,163.25,0,0,,
4,8,1,17,183-1,15,,211,0,0,,
4,8,1,17,183-1,15,,257,0,0,,
4,8,1,17,183-1,15,,308.1666667,0,0,,
4,8,1,17,183-1,15,,356.5833333,0,0,,
4,8,1,17,183-1,15,,404,0,0,,
4,8,1,17,183-1,15,,453,0,0,,
4,8,1,17,183-1,15,,500,0,1,,
4,8,1,17,183-1,15,,Inf,0,1,,
4,8,1,18,190-2,15,,65.75,0,0,,
4,8,1,18,190-2,15,,114.25,0,0,,
4,8,1,18,190-2,15,,163.25,0,0,,
4,8,1,18,190-2,15,,211,0,0,,
4,8,1,18,190-2,15,,257,0,0,,
4,8,1,18,190-2,15,,308.1666667,0,0,,
4,8,1,18,190-2,15,,356.5833333,0,0,,
4,8,1,18,190-2,15,,404,0,0,,
4,8,1,18,190-2,15,,453,0,0,,
4,8,1,18,190-2,15,,500,0,0,,
4,8,1,18,190-2,15,,Inf,0,0,,
4,8,1,19,147-2,10,,65.75,0,0,,
4,8,1,19,147-2,10,,114.25,0,0,,
4,8,1,19,147-2,10,,163.25,0,0,,
4,8,1,19,147-2,10,,211,0,0,,
4,8,1,19,147-2,10,,257,0,0,,
4,8,1,19,147-2,10,,308.1666667,0,0,,
4,8,1,19,147-2,10,,356.5833333,0,0,,
4,8,1,19,147-2,10,,404,0,0,,
4,8,1,19,147-2,10,,453,0,0,,
4,8,1,19,147-2,10,,500,0,0,,
4,8,1,19,147-2,10,,Inf,0,5,,
4,8,1,21,173-2,10,,65.75,0,1,,
4,8,1,21,173-2,10,,114.25,0,0,,
4,8,1,21,173-2,10,,163.25,0,0,,
4,8,1,21,173-2,10,,211,0,0,,
4,8,1,21,173-2,10,,257,0,0,,
4,8,1,21,173-2,10,,308.1666667,0,0,,
4,8,1,21,173-2,10,,356.5833333,0,0,,
4,8,1,21,173-2,10,,404,0,5,,
4,8,1,21,173-2,10,,453,0,0,,
4,8,1,21,173-2,10,,500,0,2,,
4,8,1,21,173-2,10,,Inf,0,0,,
4,8,1,22,185-2,20,,65.75,0,0,,
4,8,1,22,185-2,20,,114.25,0,0,,
4,8,1,22,185-2,20,,163.25,0,0,,
4,8,1,22,185-2,20,,211,0,1,,
4,8,1,22,185-2,20,,257,0,0,,
4,8,1,22,185-2,20,,308.1666667,0,0,,
4,8,1,22,185-2,20,,356.5833333,0,0,,
4,8,1,22,185-2,20,,404,0,0,,
4,8,1,22,185-2,20,,453,0,0,,
4,8,1,22,185-2,20,,500,0,0,,
4,8,1,22,185-2,20,,Inf,0,0,,
4,8,1,24,130-2,20,,65.75,0,NA,,
4,8,1,24,130-2,20,,114.25,0,NA,,
4,8,1,24,130-2,20,,163.25,0,NA,,
4,8,1,24,130-2,20,,211,0,NA,,
4,8,1,24,130-2,20,,257,0,NA,,
4,8,1,24,130-2,20,,308.1666667,0,NA,,
4,8,1,24,130-2,20,,356.5833333,0,NA,,
4,8,1,24,130-2,20,,404,0,NA,,
4,8,1,24,130-2,20,,453,0,NA,,
4,8,1,24,130-2,20,,500,0,NA,,
4,8,1,24,130-2,20,,Inf,0,NA,,
4,8,1,25,137-1,10,,65.75,0,0,,
4,8,1,25,137-1,10,,114.25,0,0,,
4,8,1,25,137-1,10,,163.25,0,0,,
4,8,1,25,137-1,10,,211,0,0,,
4,8,1,25,137-1,10,,257,0,0,,
4,8,1,25,137-1,10,,308.1666667,0,0,,
4,8,1,25,137-1,10,,356.5833333,0,0,,
4,8,1,25,137-1,10,,404,0,0,,
4,8,1,25,137-1,10,,453,0,0,,
4,8,1,25,137-1,10,,500,0,0,,
4,8,1,25,137-1,10,,Inf,0,5,,
4,8,1,26,128-1,20,,65.75,0,0,,
4,8,1,26,128-1,20,,114.25,0,0,,
4,8,1,26,128-1,20,,163.25,0,0,,
4,8,1,26,128-1,20,,211,0,0,,
4,8,1,26,128-1,20,,257,0,0,,
4,8,1,26,128-1,20,,308.1666667,0,0,,
4,8,1,26,128-1,20,,356.5833333,0,0,,
4,8,1,26,128-1,20,,404,0,0,,
4,8,1,26,128-1,20,,453,0,0,,
4,8,1,26,128-1,20,,500,0,0,,
4,8,1,26,128-1,20,,Inf,0,0,,
4,8,1,27,104-2,0,,65.75,0,0,,
4,8,1,27,104-2,0,,114.25,0,0,,
4,8,1,27,104-2,0,,163.25,0,0,,
4,8,1,27,104-2,0,,211,0,0,,
4,8,1,27,104-2,0,,257,0,0,,
4,8,1,27,104-2,0,,308.1666667,0,0,,
4,8,1,27,104-2,0,,356.5833333,0,0,,
4,8,1,27,104-2,0,,404,0,0,,
4,8,1,27,104-2,0,,453,0,0,,
4,8,1,27,104-2,0,,500,0,0,,
4,8,1,27,104-2,0,,Inf,0,0,,
4,8,1,28,Johnny's,10,,65.75,0,0,,
4,8,1,28,Johnny's,10,,114.25,0,0,,
4,8,1,28,Johnny's,10,,163.25,0,0,,
4,8,1,28,Johnny's,10,,211,0,0,,
4,8,1,28,Johnny's,10,,257,0,0,,
4,8,1,28,Johnny's,10,,308.1666667,0,0,,
4,8,1,28,Johnny's,10,,356.5833333,0,0,,
4,8,1,28,Johnny's,10,,404,0,0,,
4,8,1,28,Johnny's,10,,453,0,0,,
4,8,1,28,Johnny's,10,,500,0,0,,
4,8,1,28,Johnny's,10,,Inf,0,6,,
4,8,1,29,164-2,20,,65.75,0,0,,
4,8,1,29,164-2,20,,114.25,0,0,,
4,8,1,29,164-2,20,,163.25,0,1,,
4,8,1,29,164-2,20,,211,0,5,,
4,8,1,29,164-2,20,,257,0,0,,
4,8,1,29,164-2,20,,308.1666667,0,0,,
4,8,1,29,164-2,20,,356.5833333,0,0,,
4,8,1,29,164-2,20,,404,0,1,,
4,8,1,29,164-2,20,,453,0,0,,
4,8,1,29,164-2,20,,500,0,0,,
4,8,1,29,164-2,20,,Inf,0,0,,
4,8,1,30,140-2,20,,65.75,0,0,,
4,8,1,30,140-2,20,,114.25,0,1,,
4,8,1,30,140-2,20,,163.25,0,0,,
4,8,1,30,140-2,20,,211,0,0,,
4,8,1,30,140-2,20,,257,0,0,,
4,8,1,30,140-2,20,,308.1666667,0,0,,
4,8,1,30,140-2,20,,356.5833333,0,0,,
4,8,1,30,140-2,20,,404,0,0,,
4,8,1,30,140-2,20,,453,0,0,,
4,8,1,30,140-2,20,,500,0,0,,
4,8,1,30,140-2,20,,Inf,0,1,,
4,8,1,31,218-2,15,,65.75,0,0,,
4,8,1,31,218-2,15,,114.25,0,0,,
4,8,1,31,218-2,15,,163.25,0,0,,
4,8,1,31,218-2,15,,211,0,0,,
4,8,1,31,218-2,15,,257,0,0,,
4,8,1,31,218-2,15,,308.1666667,0,0,,
4,8,1,31,218-2,15,,356.5833333,0,0,,
4,8,1,31,218-2,15,,404,0,0,,
4,8,1,31,218-2,15,,453,0,0,,
4,8,1,31,218-2,15,,500,0,0,,
4,8,1,31,218-2,15,,Inf,0,0,,
4,8,1,32,153-1,10,,65.75,0,0,,
4,8,1,32,153-1,10,,114.25,0,4,,
4,8,1,32,153-1,10,,163.25,0,0,,
4,8,1,32,153-1,10,,211,0,0,,
4,8,1,32,153-1,10,,257,0,0,,
4,8,1,32,153-1,10,,308.1666667,0,0,,
4,8,1,32,153-1,10,,356.5833333,0,0,,
4,8,1,32,153-1,10,,404,0,0,,
4,8,1,32,153-1,10,,453,0,0,,
4,8,1,32,153-1,10,,500,0,0,,
4,8,1,32,153-1,10,,Inf,0,3,,
4,8,1,33,79-1,0,,65.75,0,0,,
4,8,1,33,79-1,0,,114.25,0,0,,
4,8,1,33,79-1,0,,163.25,0,0,,
4,8,1,33,79-1,0,,211,0,0,,
4,8,1,33,79-1,0,,257,0,0,,
4,8,1,33,79-1,0,,308.1666667,0,0,,
4,8,1,33,79-1,0,,356.5833333,0,0,,
4,8,1,33,79-1,0,,404,0,0,,
4,8,1,33,79-1,0,,453,0,0,,
4,8,1,33,79-1,0,,500,0,0,,
4,8,1,33,79-1,0,,Inf,0,3,,
4,8,1,34,100-2,15,,65.75,0,0,,
4,8,1,34,100-2,15,,114.25,0,0,,
4,8,1,34,100-2,15,,163.25,0,0,,
4,8,1,34,100-2,15,,211,0,0,,
4,8,1,34,100-2,15,,257,0,0,,
4,8,1,34,100-2,15,,308.1666667,0,0,,
4,8,1,34,100-2,15,,356.5833333,0,0,,
4,8,1,34,100-2,15,,404,0,0,,
4,8,1,34,100-2,15,,453,0,0,,
4,8,1,34,100-2,15,,500,0,0,,
4,8,1,34,100-2,15,,Inf,0,2,,
4,8,1,35,202-1,10,,65.75,0,0,,
4,8,1,35,202-1,10,,114.25,0,0,,
4,8,1,35,202-1,10,,163.25,0,0,,
4,8,1,35,202-1,10,,211,0,0,,
4,8,1,35,202-1,10,,257,0,0,,
4,8,1,35,202-1,10,,308.1666667,0,0,,
4,8,1,35,202-1,10,,356.5833333,0,0,,
4,8,1,35,202-1,10,,404,0,0,,
4,8,1,35,202-1,10,,453,0,0,,
4,8,1,35,202-1,10,,500,0,0,,
4,8,1,35,202-1,10,,Inf,0,0,,
4,8,1,36,135-2,0,,65.75,0,0,,
4,8,1,36,135-2,0,,114.25,0,0,,
4,8,1,36,135-2,0,,163.25,0,2,,
4,8,1,36,135-2,0,,211,0,0,,
4,8,1,36,135-2,0,,257,0,2,,
4,8,1,36,135-2,0,,308.1666667,0,1,,
4,8,1,36,135-2,0,,356.5833333,0,0,,
4,8,1,36,135-2,0,,404,0,0,,
4,8,1,36,135-2,0,,453,0,0,,
4,8,1,36,135-2,0,,500,0,3,,
4,8,1,36,135-2,0,,Inf,0,0,,
4,8,2,37,213-2,20,,65.75,0,0,,
4,8,2,37,213-2,20,,114.25,0,0,,
4,8,2,37,213-2,20,,163.5,0,0,,
4,8,2,37,213-2,20,,211,0,0,,
4,8,2,37,213-2,20,,257,0,0,,
4,8,2,37,213-2,20,,308.1666667,0,0,,
4,8,2,37,213-2,20,,356.5833333,0,0,,
4,8,2,37,213-2,20,,404,0,0,,
4,8,2,37,213-2,20,,453,0,0,,
4,8,2,37,213-2,20,,500,0,1,,
4,8,2,37,213-2,20,,Inf,0,0,,
4,8,2,39,79-1,10,,65.75,0,0,,
4,8,2,39,79-1,10,,114.25,0,0,,
4,8,2,39,79-1,10,,163.5,0,0,,
4,8,2,39,79-1,10,,211,0,0,,
4,8,2,39,79-1,10,,257,0,0,,
4,8,2,39,79-1,10,,308.1666667,0,0,,
4,8,2,39,79-1,10,,356.5833333,0,0,,
4,8,2,39,79-1,10,,404,0,0,,
4,8,2,39,79-1,10,,453,0,0,,
4,8,2,39,79-1,10,,500,0,0,,
4,8,2,39,79-1,10,,Inf,0,4,,
4,8,2,40,179-1,15,,65.75,0,0,,
4,8,2,40,179-1,15,,114.25,0,0,,
4,8,2,40,179-1,15,,163.5,0,0,,
4,8,2,40,179-1,15,,211,0,0,,
4,8,2,40,179-1,15,,257,0,0,,
4,8,2,40,179-1,15,,308.1666667,0,0,,
4,8,2,40,179-1,15,,356.5833333,0,0,,
4,8,2,40,179-1,15,,404,0,0,,
4,8,2,40,179-1,15,,453,0,0,,
4,8,2,40,179-1,15,,500,0,0,,
4,8,2,40,179-1,15,,Inf,0,0,,
4,8,2,41,134-2,10,,65.75,0,0,,
4,8,2,41,134-2,10,,114.25,0,0,,
4,8,2,41,134-2,10,,163.5,0,0,,
4,8,2,41,134-2,10,,211,0,0,,
4,8,2,41,134-2,10,,257,0,0,,
4,8,2,41,134-2,10,,308.1666667,0,0,,
4,8,2,41,134-2,10,,356.5833333,0,0,,
4,8,2,41,134-2,10,,404,0,0,,
4,8,2,41,134-2,10,,453,0,0,,
4,8,2,41,134-2,10,,500,0,0,,
4,8,2,41,134-2,10,,Inf,0,1,,
4,8,2,42,167-1,15,,65.75,0,0,,
4,8,2,42,167-1,15,,114.25,0,0,,
4,8,2,42,167-1,15,,163.5,0,0,,
4,8,2,42,167-1,15,,211,0,0,,
4,8,2,42,167-1,15,,257,0,0,,
4,8,2,42,167-1,15,,308.1666667,0,0,,
4,8,2,42,167-1,15,,356.5833333,0,2,,
4,8,2,42,167-1,15,,404,0,0,,
4,8,2,42,167-1,15,,453,0,0,,
4,8,2,42,167-1,15,,500,0,3,,
4,8,2,42,167-1,15,,Inf,0,2,,
4,8,2,43,119-2,15,,65.75,0,0,,
4,8,2,43,119-2,15,,114.25,0,0,,
4,8,2,43,119-2,15,,163.5,0,0,,
4,8,2,43,119-2,15,,211,0,0,,
4,8,2,43,119-2,15,,257,0,0,,
4,8,2,43,119-2,15,,308.1666667,0,0,,
4,8,2,43,119-2,15,,356.5833333,0,0,,
4,8,2,43,119-2,15,,404,0,0,,
4,8,2,43,119-2,15,,453,0,0,,
4,8,2,43,119-2,15,,500,0,0,,
4,8,2,43,119-2,15,,Inf,0,1,,
4,8,2,44,181-1,15,,65.75,0,0,,
4,8,2,44,181-1,15,,114.25,0,0,,
4,8,2,44,181-1,15,,163.5,0,0,,
4,8,2,44,181-1,15,,211,0,0,,
4,8,2,44,181-1,15,,257,0,0,,
4,8,2,44,181-1,15,,308.1666667,0,0,,
4,8,2,44,181-1,15,,356.5833333,0,0,,
4,8,2,44,181-1,15,,404,0,0,,
4,8,2,44,181-1,15,,453,0,0,,
4,8,2,44,181-1,15,,500,0,0,,
4,8,2,44,181-1,15,,Inf,0,0,,
4,8,2,45,80-1,10,,65.75,0,0,,
4,8,2,45,80-1,10,,114.25,0,0,,
4,8,2,45,80-1,10,,163.5,0,0,,
4,8,2,45,80-1,10,,211,0,0,,
4,8,2,45,80-1,10,,257,0,0,,
4,8,2,45,80-1,10,,308.1666667,0,0,,
4,8,2,45,80-1,10,,356.5833333,0,0,,
4,8,2,45,80-1,10,,404,0,0,,
4,8,2,45,80-1,10,,453,0,0,,
4,8,2,45,80-1,10,,500,0,0,,
4,8,2,45,80-1,10,,Inf,0,3,,
4,8,2,46,130-1,10,,65.75,0,0,,
4,8,2,46,130-1,10,,114.25,0,0,,
4,8,2,46,130-1,10,,163.5,0,0,,
4,8,2,46,130-1,10,,211,0,0,,
4,8,2,46,130-1,10,,257,0,0,,
4,8,2,46,130-1,10,,308.1666667,0,0,,
4,8,2,46,130-1,10,,356.5833333,0,0,,
4,8,2,46,130-1,10,,404,0,0,,
4,8,2,46,130-1,10,,453,0,0,,
4,8,2,46,130-1,10,,500,0,0,,
4,8,2,46,130-1,10,,Inf,0,3,,
4,8,2,47,80-1,0,,65.75,0,0,,
4,8,2,47,80-1,0,,114.25,0,0,,
4,8,2,47,80-1,0,,163.5,0,0,,
4,8,2,47,80-1,0,,211,0,0,,
4,8,2,47,80-1,0,,257,0,0,,
4,8,2,47,80-1,0,,308.1666667,0,0,,
4,8,2,47,80-1,0,,356.5833333,0,0,,
4,8,2,47,80-1,0,,404,0,0,,
4,8,2,47,80-1,0,,453,0,0,,
4,8,2,47,80-1,0,,500,0,0,,
4,8,2,47,80-1,0,,Inf,0,1,,
4,8,2,49,76-1,15,,65.75,0,0,,
4,8,2,49,76-1,15,,114.25,0,0,,
4,8,2,49,76-1,15,,163.5,0,0,,
4,8,2,49,76-1,15,,211,0,0,,
4,8,2,49,76-1,15,,257,0,0,,
4,8,2,49,76-1,15,,308.1666667,0,0,,
4,8,2,49,76-1,15,,356.5833333,0,0,,
4,8,2,49,76-1,15,,404,0,0,,
4,8,2,49,76-1,15,,453,0,0,,
4,8,2,49,76-1,15,,500,0,0,,
4,8,2,49,76-1,15,,Inf,0,1,,
4,8,2,50,144.1-2,15,,65.75,0,0,,
4,8,2,50,142-2,15,,114.25,0,0,,
4,8,2,50,142-2,15,,163.5,0,0,,
4,8,2,50,142-2,15,,211,0,0,,
4,8,2,50,142-2,15,,257,0,0,,
4,8,2,50,142-2,15,,308.1666667,0,0,,
4,8,2,50,142-2,15,,356.5833333,0,0,,
4,8,2,50,144.1-2,15,,404,0,0,,
4,8,2,50,144.1-2,15,,453,0,0,,
4,8,2,50,144.1-2,15,,500,0,0,,
4,8,2,50,144.1-2,15,,Inf,0,6,,
4,8,2,51,107-1,15,,65.75,0,0,,
4,8,2,51,107-1,15,,114.25,0,0,,
4,8,2,51,107-1,15,,163.5,0,0,,
4,8,2,51,107-1,15,,211,0,0,,
4,8,2,51,107-1,15,,257,0,0,,
4,8,2,51,107-1,15,,308.1666667,0,0,,
4,8,2,51,107-1,15,,356.5833333,0,0,,
4,8,2,51,107-1,15,,404,0,0,,
4,8,2,51,107-1,15,,453,0,0,,
4,8,2,51,107-1,15,,500,0,0,,
4,8,2,51,107-1,15,,Inf,0,0,,
4,8,2,52,109-1,10,,65.75,0,0,,
4,8,2,52,109-1,10,,114.25,0,0,,
4,8,2,52,109-1,10,,163.5,0,0,,
4,8,2,52,109-1,10,,211,0,0,,
4,8,2,52,109-1,10,,257,0,0,,
4,8,2,52,109-1,10,,308.1666667,0,0,,
4,8,2,52,109-1,10,,356.5833333,0,0,,
4,8,2,52,109-1,10,,404,0,0,,
4,8,2,52,109-1,10,,453,0,0,,
4,8,2,52,109-1,10,,500,0,0,,
4,8,2,52,109-1,10,,Inf,0,0,,
4,8,2,53,109-1,20,,65.75,0,0,,
4,8,2,53,109-1,20,,114.25,0,0,,
4,8,2,53,109-1,20,,163.5,0,0,,
4,8,2,53,109-1,20,,211,0,0,,
4,8,2,53,109-1,20,,257,0,0,,
4,8,2,53,109-1,20,,308.1666667,0,0,,
4,8,2,53,109-1,20,,356.5833333,0,0,,
4,8,2,53,109-1,20,,404,0,0,,
4,8,2,53,109-1,20,,453,0,0,,
4,8,2,53,109-1,20,,500,0,0,,
4,8,2,53,109-1,20,,Inf,0,0,,
4,8,2,54,184-1,0,,65.75,0,0,,
4,8,2,54,184-1,0,,114.25,0,0,,
4,8,2,54,184-1,0,,163.5,0,0,,
4,8,2,54,184-1,0,,211,0,0,,
4,8,2,54,184-1,0,,257,0,0,,
4,8,2,54,184-1,0,,308.1666667,0,0,,
4,8,2,54,184-1,0,,356.5833333,0,0,,
4,8,2,54,184-1,0,,404,0,0,,
4,8,2,54,184-1,0,,453,0,0,,
4,8,2,54,184-1,0,,500,0,0,,
4,8,2,54,184-1,0,,Inf,0,1,,
4,8,2,55,100-1,15,,65.75,0,0,,
4,8,2,55,100-1,15,,114.25,0,0,,
4,8,2,55,100-1,15,,163.5,0,0,,
4,8,2,55,100-1,15,,211,0,0,,
4,8,2,55,100-1,15,,257,0,0,,
4,8,2,55,100-1,15,,308.1666667,0,0,,
4,8,2,55,100-1,15,,356.5833333,0,0,,
4,8,2,55,100-1,15,,404,0,0,,
4,8,2,55,100-1,15,,453,0,0,,
4,8,2,55,100-1,15,,500,0,0,,
4,8,2,55,100-1,15,,Inf,0,0,,
4,8,2,56,215-1,20,,65.75,0,0,,
4,8,2,56,215-1,20,,114.25,0,0,,
4,8,2,56,215-1,20,,163.5,0,0,,
4,8,2,56,215-1,20,,211,0,0,,
4,8,2,56,215-1,20,,257,0,0,,
4,8,2,56,215-1,20,,308.1666667,0,0,,
4,8,2,56,215-1,20,,356.5833333,0,0,,
4,8,2,56,215-1,20,,404,0,0,,
