,rep,run,shelf,plate,line,trt,end,status,number
4058.5,2,4,8,282,150-2,15,497.5,0,9
4058.6,2,4,8,282,150-2,15,497.5,0,9
4058.7,2,4,8,282,150-2,15,497.5,0,9
4058.8,2,4,8,282,150-2,15,497.5,0,9
4059,2,4,8,283,188-1,15,114.2,1,2
4059.1,2,4,8,283,188-1,15,114.2,1,2
4060,2,4,8,283,188-1,15,497.5,0,7
4060.1,2,4,8,283,188-1,15,497.5,0,7
4060.2,2,4,8,283,188-1,15,497.5,0,7
4060.3,2,4,8,283,188-1,15,497.5,0,7
4060.4,2,4,8,283,188-1,15,497.5,0,7
4060.5,2,4,8,283,188-1,15,497.5,0,7
4060.6,2,4,8,283,188-1,15,497.5,0,7
4061,2,4,8,284,151-1,15,114.2,1,4
4061.1,2,4,8,284,151-1,15,114.2,1,4
4061.2,2,4,8,284,151-1,15,114.2,1,4
4061.3,2,4,8,284,151-1,15,114.2,1,4
4062,2,4,8,284,151-1,15,66.53,1,1
4063,2,4,8,284,151-1,15,497.5,0,5
4063.1,2,4,8,284,151-1,15,497.5,0,5
4063.2,2,4,8,284,151-1,15,497.5,0,5
4063.3,2,4,8,284,151-1,15,497.5,0,5
4063.4,2,4,8,284,151-1,15,497.5,0,5
4064,2,4,8,285,179-1,10,114.2,1,4
4064.1,2,4,8,285,179-1,10,114.2,1,4
4064.2,2,4,8,285,179-1,10,114.2,1,4
4064.3,2,4,8,285,179-1,10,114.2,1,4
4065,2,4,8,285,179-1,10,497.5,0,6
4065.1,2,4,8,285,179-1,10,497.5,0,6
4065.2,2,4,8,285,179-1,10,497.5,0,6
4065.3,2,4,8,285,179-1,10,497.5,0,6
4065.4,2,4,8,285,179-1,10,497.5,0,6
4065.5,2,4,8,285,179-1,10,497.5,0,6
4066,2,4,8,286,91-1,0,303.7,1,1
4067,2,4,8,286,91-1,0,114.2,1,2
4067.1,2,4,8,286,91-1,0,114.2,1,2
4068,2,4,8,286,91-1,0,497.5,0,6
4068.1,2,4,8,286,91-1,0,497.5,0,6
4068.2,2,4,8,286,91-1,0,497.5,0,6
4068.3,2,4,8,286,91-1,0,497.5,0,6
4068.4,2,4,8,286,91-1,0,497.5,0,6
4068.5,2,4,8,286,91-1,0,497.5,0,6
4069,2,4,8,287,93-1,20,256.25,1,1
4070,2,4,8,287,93-1,20,208.17,1,1
4071,2,4,8,287,93-1,20,497.5,0,7
4071.1,2,4,8,287,93-1,20,497.5,0,7
4071.2,2,4,8,287,93-1,20,497.5,0,7
4071.3,2,4,8,287,93-1,20,497.5,0,7
4071.4,2,4,8,287,93-1,20,497.5,0,7
4071.5,2,4,8,287,93-1,20,497.5,0,7
4071.6,2,4,8,287,93-1,20,497.5,0,7
4072,2,4,9,289,88-1,0,401.57,1,1
4073,2,4,9,289,88-1,0,256.18,1,1
4074,2,4,9,289,88-1,0,160.08,1,2
4074.1,2,4,9,289,88-1,0,160.08,1,2
4075,2,4,9,289,88-1,0,497.5,0,6
4075.1,2,4,9,289,88-1,0,497.5,0,6
4075.2,2,4,9,289,88-1,0,497.5,0,6
4075.3,2,4,9,289,88-1,0,497.5,0,6
4075.4,2,4,9,289,88-1,0,497.5,0,6
4075.5,2,4,9,289,88-1,0,497.5,0,6
4076,2,4,9,290,134-1,15,256.18,1,1
4077,2,4,9,290,134-1,15,160.08,1,1
4078,2,4,9,290,134-1,15,497.5,0,8
4078.1,2,4,9,290,134-1,15,497.5,0,8
4078.2,2,4,9,290,134-1,15,497.5,0,8
4078.3,2,4,9,290,134-1,15,497.5,0,8
4078.4,2,4,9,290,134-1,15,497.5,0,8
4078.5,2,4,9,290,134-1,15,497.5,0,8
4078.6,2,4,9,290,134-1,15,497.5,0,8
4078.7,2,4,9,290,134-1,15,497.5,0,8
4079,2,4,9,291,163-2,0,256.18,1,1
4080,2,4,9,291,163-2,0,114.13,1,2
4080.1,2,4,9,291,163-2,0,114.13,1,2
4081,2,4,9,291,163-2,0,497.5,0,6
4081.1,2,4,9,291,163-2,0,497.5,0,6
4081.2,2,4,9,291,163-2,0,497.5,0,6
4081.3,2,4,9,291,163-2,0,497.5,0,6
4081.4,2,4,9,291,163-2,0,497.5,0,6
4081.5,2,4,9,291,163-2,0,497.5,0,6
4082,2,4,9,292,190-2,0,256.18,1,1
4083,2,4,9,292,190-2,0,497.5,0,9
4083.1,2,4,9,292,190-2,0,497.5,0,9
4083.2,2,4,9,292,190-2,0,497.5,0,9
4083.3,2,4,9,292,190-2,0,497.5,0,9
4083.4,2,4,9,292,190-2,0,497.5,0,9
4083.5,2,4,9,292,190-2,0,497.5,0,9
4083.6,2,4,9,292,190-2,0,497.5,0,9
4083.7,2,4,9,292,190-2,0,497.5,0,9
4083.8,2,4,9,292,190-2,0,497.5,0,9
4084,2,4,9,293,118-2,10,353.67,1,1
4085,2,4,9,293,118-2,10,256.18,1,3
4085.1,2,4,9,293,118-2,10,256.18,1,3
4085.2,2,4,9,293,118-2,10,256.18,1,3
4086,2,4,9,293,118-2,10,160.08,1,2
4086.1,2,4,9,293,118-2,10,160.08,1,2
4087,2,4,9,293,118-2,10,114.13,1,1
4088,2,4,9,293,118-2,10,497.5,0,3
4088.1,2,4,9,293,118-2,10,497.5,0,3
4088.2,2,4,9,293,118-2,10,497.5,0,3
4089,2,4,9,294,182-1,10,208.15,1,1
4090,2,4,9,294,182-1,10,160.08,1,1
4091,2,4,9,294,182-1,10,497.5,0,8
4091.1,2,4,9,294,182-1,10,497.5,0,8
4091.2,2,4,9,294,182-1,10,497.5,0,8
4091.3,2,4,9,294,182-1,10,497.5,0,8
4091.4,2,4,9,294,182-1,10,497.5,0,8
4091.5,2,4,9,294,182-1,10,497.5,0,8
4091.6,2,4,9,294,182-1,10,497.5,0,8
4091.7,2,4,9,294,182-1,10,497.5,0,8
4092,2,4,9,295,102-1,0,353.67,1,1
4093,2,4,9,295,102-1,0,303.62,1,1
4094,2,4,9,295,102-1,0,256.18,1,2
4094.1,2,4,9,295,102-1,0,256.18,1,2
4095,2,4,9,295,102-1,0,208.15,1,2
4095.1,2,4,9,295,102-1,0,208.15,1,2
4096,2,4,9,295,102-1,0,497.5,0,3
4096.1,2,4,9,295,102-1,0,497.5,0,3
4096.2,2,4,9,295,102-1,0,497.5,0,3
4097,2,4,9,296,100-2,20,303.62,1,2
4097.1,2,4,9,296,100-2,20,303.62,1,2
4098,2,4,9,296,100-2,20,497.5,0,8
4098.1,2,4,9,296,100-2,20,497.5,0,8
4098.2,2,4,9,296,100-2,20,497.5,0,8
4098.3,2,4,9,296,100-2,20,497.5,0,8
4098.4,2,4,9,296,100-2,20,497.5,0,8
4098.5,2,4,9,296,100-2,20,497.5,0,8
4098.6,2,4,9,296,100-2,20,497.5,0,8
4098.7,2,4,9,296,100-2,20,497.5,0,8
4099,2,4,9,297,107-2,0,401.57,1,1
4100,2,4,9,297,107-2,0,256.18,1,1
4101,2,4,9,297,107-2,0,208.15,1,4
4101.1,2,4,9,297,107-2,0,208.15,1,4
4101.2,2,4,9,297,107-2,0,208.15,1,4
4101.3,2,4,9,297,107-2,0,208.15,1,4
4102,2,4,9,297,107-2,0,497.5,0,4
4102.1,2,4,9,297,107-2,0,497.5,0,4
4102.2,2,4,9,297,107-2,0,497.5,0,4
4102.3,2,4,9,297,107-2,0,497.5,0,4
4103,2,4,9,298,132-1,20,497.5,0,10
4103.1,2,4,9,298,132-1,20,497.5,0,10
4103.2,2,4,9,298,132-1,20,497.5,0,10
4103.3,2,4,9,298,132-1,20,497.5,0,10
4103.4,2,4,9,298,132-1,20,497.5,0,10
4103.5,2,4,9,298,132-1,20,497.5,0,10
4103.6,2,4,9,298,132-1,20,497.5,0,10
4103.7,2,4,9,298,132-1,20,497.5,0,10
4103.8,2,4,9,298,132-1,20,497.5,0,10
4103.9,2,4,9,298,132-1,20,497.5,0,10
4104,2,4,9,299,132-2,15,160.08,1,2
4104.1,2,4,9,299,132-2,15,160.08,1,2
4105,2,4,9,299,132-2,15,114.13,1,4
4105.1,2,4,9,299,132-2,15,114.13,1,4
4105.2,2,4,9,299,132-2,15,114.13,1,4
4105.3,2,4,9,299,132-2,15,114.13,1,4
4106,2,4,9,299,132-2,15,497.5,0,4
4106.1,2,4,9,299,132-2,15,497.5,0,4
4106.2,2,4,9,299,132-2,15,497.5,0,4
4106.3,2,4,9,299,132-2,15,497.5,0,4
4107,2,4,9,300,153-2,10,160.08,1,1
4108,2,4,9,300,153-2,10,114.13,1,2
4108.1,2,4,9,300,153-2,10,114.13,1,2
4109,2,4,9,300,153-2,10,497.5,0,7
4109.1,2,4,9,300,153-2,10,497.5,0,7
4109.2,2,4,9,300,153-2,10,497.5,0,7
4109.3,2,4,9,300,153-2,10,497.5,0,7
4109.4,2,4,9,300,153-2,10,497.5,0,7
4109.5,2,4,9,300,153-2,10,497.5,0,7
4109.6,2,4,9,300,153-2,10,497.5,0,7
4110,2,4,9,301,Johnny's,15,448.05,1,4
4110.1,2,4,9,301,Johnny's,15,448.05,1,4
4110.2,2,4,9,301,Johnny's,15,448.05,1,4
4110.3,2,4,9,301,Johnny's,15,448.05,1,4
4111,2,4,9,301,Johnny's,15,401.57,1,1
4112,2,4,9,301,Johnny's,15,497.5,0,5
4112.1,2,4,9,301,Johnny's,15,497.5,0,5
4112.2,2,4,9,301,Johnny's,15,497.5,0,5
4112.3,2,4,9,301,Johnny's,15,497.5,0,5
4112.4,2,4,9,301,Johnny's,15,497.5,0,5
4113,2,4,9,302,001-1,15,114.13,1,2
4113.1,2,4,9,302,001-1,15,114.13,1,2
4114,2,4,9,302,001-1,15,497.5,0,8
4114.1,2,4,9,302,001-1,15,497.5,0,8
4114.2,2,4,9,302,001-1,15,497.5,0,8
4114.3,2,4,9,302,001-1,15,497.5,0,8
4114.4,2,4,9,302,001-1,15,497.5,0,8
4114.5,2,4,9,302,001-1,15,497.5,0,8
4114.6,2,4,9,302,001-1,15,497.5,0,8
4114.7,2,4,9,302,001-1,15,497.5,0,8
4115,2,4,9,303,174-1,15,160.08,1,1
4116,2,4,9,303,174-1,15,114.13,1,6
4116.1,2,4,9,303,174-1,15,114.13,1,6
4116.2,2,4,9,303,174-1,15,114.13,1,6
4116.3,2,4,9,303,174-1,15,114.13,1,6
4116.4,2,4,9,303,174-1,15,114.13,1,6
4116.5,2,4,9,303,174-1,15,114.13,1,6
4117,2,4,9,303,174-1,15,497.5,0,3
4117.1,2,4,9,303,174-1,15,497.5,0,3
4117.2,2,4,9,303,174-1,15,497.5,0,3
4118,2,4,9,304,129-1,0,497.5,0,10
4118.1,2,4,9,304,129-1,0,497.5,0,10
4118.2,2,4,9,304,129-1,0,497.5,0,10
4118.3,2,4,9,304,129-1,0,497.5,0,10
4118.4,2,4,9,304,129-1,0,497.5,0,10
4118.5,2,4,9,304,129-1,0,497.5,0,10
4118.6,2,4,9,304,129-1,0,497.5,0,10
4118.7,2,4,9,304,129-1,0,497.5,0,10
4118.8,2,4,9,304,129-1,0,497.5,0,10
4118.9,2,4,9,304,129-1,0,497.5,0,10
4119,2,4,9,305,122-2,20,496.77,1,1
4120,2,4,9,305,122-2,20,208.15,1,1
4121,2,4,9,305,122-2,20,497.5,0,8
4121.1,2,4,9,305,122-2,20,497.5,0,8
4121.2,2,4,9,305,122-2,20,497.5,0,8
4121.3,2,4,9,305,122-2,20,497.5,0,8
4121.4,2,4,9,305,122-2,20,497.5,0,8
4121.5,2,4,9,305,122-2,20,497.5,0,8
4121.6,2,4,9,305,122-2,20,497.5,0,8
4121.7,2,4,9,305,122-2,20,497.5,0,8
4122,2,4,9,306,132-2,20,160.08,1,4
4122.1,2,4,9,306,132-2,20,160.08,1,4
4122.2,2,4,9,306,132-2,20,160.08,1,4
4122.3,2,4,9,306,132-2,20,160.08,1,4
4123,2,4,9,306,132-2,20,497.5,0,6
4123.1,2,4,9,306,132-2,20,497.5,0,6
4123.2,2,4,9,306,132-2,20,497.5,0,6
4123.3,2,4,9,306,132-2,20,497.5,0,6
4123.4,2,4,9,306,132-2,20,497.5,0,6
4123.5,2,4,9,306,132-2,20,497.5,0,6
4124,2,4,9,307,134-1,0,208.15,1,1
4125,2,4,9,307,134-1,0,114.13,1,1
4126,2,4,9,307,134-1,0,497.5,0,8
4126.1,2,4,9,307,134-1,0,497.5,0,8
4126.2,2,4,9,307,134-1,0,497.5,0,8
4126.3,2,4,9,307,134-1,0,497.5,0,8
4126.4,2,4,9,307,134-1,0,497.5,0,8
4126.5,2,4,9,307,134-1,0,497.5,0,8
4126.6,2,4,9,307,134-1,0,497.5,0,8
4126.7,2,4,9,307,134-1,0,497.5,0,8
4127,2,4,9,308,104-1,15,208.15,1,3
4127.1,2,4,9,308,104-1,15,208.15,1,3
4127.2,2,4,9,308,104-1,15,208.15,1,3
4128,2,4,9,308,104-1,15,497.5,0,7
4128.1,2,4,9,308,104-1,15,497.5,0,7
4128.2,2,4,9,308,104-1,15,497.5,0,7
4128.3,2,4,9,308,104-1,15,497.5,0,7
4128.4,2,4,9,308,104-1,15,497.5,0,7
4128.5,2,4,9,308,104-1,15,497.5,0,7
4128.6,2,4,9,308,104-1,15,497.5,0,7
4129,2,4,9,309,79-1,0,256.18,1,2
4129.1,2,4,9,309,79-1,0,256.18,1,2
4130,2,4,9,309,79-1,0,208.15,1,2
4130.1,2,4,9,309,79-1,0,208.15,1,2
4131,2,4,9,309,79-1,0,160.08,1,1
4132,2,4,9,309,79-1,0,114.13,1,3
4132.1,2,4,9,309,79-1,0,114.13,1,3
4132.2,2,4,9,309,79-1,0,114.13,1,3
4133,2,4,9,309,79-1,0,497.5,0,2
4133.1,2,4,9,309,79-1,0,497.5,0,2
4134,2,4,9,310,138-2,10,114.13,1,2
4134.1,2,4,9,310,138-2,10,114.13,1,2
4135,2,4,9,310,138-2,10,497.5,0,8
4135.1,2,4,9,310,138-2,10,497.5,0,8
4135.2,2,4,9,310,138-2,10,497.5,0,8
4135.3,2,4,9,310,138-2,10,497.5,0,8
4135.4,2,4,9,310,138-2,10,497.5,0,8
4135.5,2,4,9,310,138-2,10,497.5,0,8
4135.6,2,4,9,310,138-2,10,497.5,0,8
4135.7,2,4,9,310,138-2,10,497.5,0,8
4136,2,4,9,311,168-2,15,256.18,1,3
4136.1,2,4,9,311,168-2,15,256.18,1,3
4136.2,2,4,9,311,168-2,15,256.18,1,3
4137,2,4,9,311,168-2,15,208.15,1,1
4138,2,4,9,311,168-2,15,160.08,1,5
4138.1,2,4,9,311,168-2,15,160.08,1,5
4138.2,2,4,9,311,168-2,15,160.08,1,5
4138.3,2,4,9,311,168-2,15,160.08,1,5
4138.4,2,4,9,311,168-2,15,160.08,1,5
4139,2,4,9,311,168-2,15,114.13,1,1
4140,2,4,9,312,138-2,15,497.5,0,10
4140.1,2,4,9,312,138-2,15,497.5,0,10
4140.2,2,4,9,312,138-2,15,497.5,0,10
4140.3,2,4,9,312,138-2,15,497.5,0,10
4140.4,2,4,9,312,138-2,15,497.5,0,10
4140.5,2,4,9,312,138-2,15,497.5,0,10
4140.6,2,4,9,312,138-2,15,497.5,0,10
4140.7,2,4,9,312,138-2,15,497.5,0,10
4140.8,2,4,9,312,138-2,15,497.5,0,10
4140.9,2,4,9,312,138-2,15,497.5,0,10
4141,2,4,9,313,79-2,15,160.08,1,1
4142,2,4,9,313,79-2,15,114.13,1,8
4142.1,2,4,9,313,79-2,15,114.13,1,8
4142.2,2,4,9,313,79-2,15,114.13,1,8
4142.3,2,4,9,313,79-2,15,114.13,1,8
4142.4,2,4,9,313,79-2,15,114.13,1,8
4142.5,2,4,9,313,79-2,15,114.13,1,8
4142.6,2,4,9,313,79-2,15,114.13,1,8
4142.7,2,4,9,313,79-2,15,114.13,1,8
4143,2,4,9,313,79-2,15,66.45,1,1
4144,2,4,9,314,204-1,20,401.57,1,1
4145,2,4,9,314,204-1,20,208.15,1,1
4146,2,4,9,314,204-1,20,497.5,0,8
4146.1,2,4,9,314,204-1,20,497.5,0,8
4146.2,2,4,9,314,204-1,20,497.5,0,8
4146.3,2,4,9,314,204-1,20,497.5,0,8
4146.4,2,4,9,314,204-1,20,497.5,0,8
4146.5,2,4,9,314,204-1,20,497.5,0,8
4146.6,2,4,9,314,204-1,20,497.5,0,8
4146.7,2,4,9,314,204-1,20,497.5,0,8
4147,2,4,9,315,185-1,0,160.08,1,5
4147.1,2,4,9,315,185-1,0,160.08,1,5
4147.2,2,4,9,315,185-1,0,160.08,1,5
4147.3,2,4,9,315,185-1,0,160.08,1,5
4147.4,2,4,9,315,185-1,0,160.08,1,5
4148,2,4,9,315,185-1,0,114.13,1,1
4149,2,4,9,315,185-1,0,497.5,0,4
4149.1,2,4,9,315,185-1,0,497.5,0,4
4149.2,2,4,9,315,185-1,0,497.5,0,4
4149.3,2,4,9,315,185-1,0,497.5,0,4
4150,2,4,9,316,202-1,15,208.15,1,1
4151,2,4,9,316,202-1,15,114.13,1,1
4152,2,4,9,316,202-1,15,497.5,0,8
4152.1,2,4,9,316,202-1,15,497.5,0,8
4152.2,2,4,9,316,202-1,15,497.5,0,8
4152.3,2,4,9,316,202-1,15,497.5,0,8
4152.4,2,4,9,316,202-1,15,497.5,0,8
4152.5,2,4,9,316,202-1,15,497.5,0,8
4152.6,2,4,9,316,202-1,15,497.5,0,8
4152.7,2,4,9,316,202-1,15,497.5,0,8
4153,2,4,9,317,164-1,0,208.15,1,2
4153.1,2,4,9,317,164-1,0,208.15,1,2
4154,2,4,9,317,164-1,0,160.08,1,5
4154.1,2,4,9,317,164-1,0,160.08,1,5
4154.2,2,4,9,317,164-1,0,160.08,1,5
4154.3,2,4,9,317,164-1,0,160.08,1,5
4154.4,2,4,9,317,164-1,0,160.08,1,5
4155,2,4,9,317,164-1,0,114.13,1,1
4156,2,4,9,317,164-1,0,497.5,0,2
4156.1,2,4,9,317,164-1,0,497.5,0,2
4157,2,4,9,318,170-1,15,160.08,1,1
4158,2,4,9,318,170-1,15,114.13,1,3
4158.1,2,4,9,318,170-1,15,114.13,1,3
4158.2,2,4,9,318,170-1,15,114.13,1,3
4159,2,4,9,318,170-1,15,497.5,0,6
4159.1,2,4,9,318,170-1,15,497.5,0,6
4159.2,2,4,9,318,170-1,15,497.5,0,6
4159.3,2,4,9,318,170-1,15,497.5,0,6
4159.4,2,4,9,318,170-1,15,497.5,0,6
4159.5,2,4,9,318,170-1,15,497.5,0,6
4160,2,4,9,319,218-2,10,160.08,1,1
4161,2,4,9,319,218-2,10,114.13,1,9
4161.1,2,4,9,319,218-2,10,114.13,1,9
4161.2,2,4,9,319,218-2,10,114.13,1,9
4161.3,2,4,9,319,218-2,10,114.13,1,9
4161.4,2,4,9,319,218-2,10,114.13,1,9
4161.5,2,4,9,319,218-2,10,114.13,1,9
4161.6,2,4,9,319,218-2,10,114.13,1,9
4161.7,2,4,9,319,218-2,10,114.13,1,9
4161.8,2,4,9,319,218-2,10,114.13,1,9
4162,2,4,9,320,174-2,20,160.08,1,2
4162.1,2,4,9,320,174-2,20,160.08,1,2
4163,2,4,9,320,174-2,20,114.13,1,1
4164,2,4,9,320,174-2,20,497.5,0,7
4164.1,2,4,9,320,174-2,20,497.5,0,7
4164.2,2,4,9,320,174-2,20,497.5,0,7
4164.3,2,4,9,320,174-2,20,497.5,0,7
4164.4,2,4,9,320,174-2,20,497.5,0,7
4164.5,2,4,9,320,174-2,20,497.5,0,7
4164.6,2,4,9,320,174-2,20,497.5,0,7
4165,2,4,9,321,129-1,20,208.15,1,1
4166,2,4,9,321,129-1,20,160.08,1,1
4167,2,4,9,321,129-1,20,497.5,0,8
4167.1,2,4,9,321,129-1,20,497.5,0,8
4167.2,2,4,9,321,129-1,20,497.5,0,8
4167.3,2,4,9,321,129-1,20,497.5,0,8
4167.4,2,4,9,321,129-1,20,497.5,0,8
4167.5,2,4,9,321,129-1,20,497.5,0,8
4167.6,2,4,9,321,129-1,20,497.5,0,8
4167.7,2,4,9,321,129-1,20,497.5,0,8
4168,2,4,9,322,138-2,20,160.08,1,1
4169,2,4,9,322,138-2,20,497.5,0,9
4169.1,2,4,9,322,138-2,20,497.5,0,9
4169.2,2,4,9,322,138-2,20,497.5,0,9
4169.3,2,4,9,322,138-2,20,497.5,0,9
4169.4,2,4,9,322,138-2,20,497.5,0,9
4169.5,2,4,9,322,138-2,20,497.5,0,9
4169.6,2,4,9,322,138-2,20,497.5,0,9
4169.7,2,4,9,322,138-2,20,497.5,0,9
4169.8,2,4,9,322,138-2,20,497.5,0,9
4170,2,4,9,324,79-1,20,256.18,1,1
4171,2,4,9,324,79-1,20,208.15,1,2
4171.1,2,4,9,324,79-1,20,208.15,1,2
4172,2,4,9,324,79-1,20,160.08,1,4
4172.1,2,4,9,324,79-1,20,160.08,1,4
4172.2,2,4,9,324,79-1,20,160.08,1,4
4172.3,2,4,9,324,79-1,20,160.08,1,4
4173,2,4,9,324,79-1,20,497.5,0,3
4173.1,2,4,9,324,79-1,20,497.5,0,3
4173.2,2,4,9,324,79-1,20,497.5,0,3
4174,3,5,1,1,188-1,10,156.75,1,2
4174.1,3,5,1,1,188-1,10,156.75,1,2
4175,3,5,1,1,188-1,10,207,1,2
4175.1,3,5,1,1,188-1,10,207,1,2
4176,3,5,1,1,188-1,10,254,1,3
4176.1,3,5,1,1,188-1,10,254,1,3
4176.2,3,5,1,1,188-1,10,254,1,3
4177,3,5,1,1,188-1,10,303.75,1,1
4178,3,5,1,1,188-1,10,352,1,1
4179,3,5,1,1,188-1,10,Inf,0,1
4180,3,5,1,2,106-1,15,207,1,3
4180.1,3,5,1,2,106-1,15,207,1,3
4180.2,3,5,1,2,106-1,15,207,1,3
4181,3,5,1,2,106-1,15,303.75,1,1
4182,3,5,1,2,106-1,15,397.5,1,2
4182.1,3,5,1,2,106-1,15,397.5,1,2
4183,3,5,1,2,106-1,15,446,1,1
4184,3,5,1,2,106-1,15,Inf,1,1
4185,3,5,1,2,106-1,15,Inf,0,1
4186,3,5,1,2,106-1,15,Inf,0,1
4187,3,5,1,3,182-1,0,207,1,1
4188,3,5,1,3,182-1,0,303.75,1,1
4189,3,5,1,3,182-1,0,Inf,1,4
4189.1,3,5,1,3,182-1,0,Inf,1,4
4189.2,3,5,1,3,182-1,0,Inf,1,4
4189.3,3,5,1,3,182-1,0,Inf,1,4
4190,3,5,1,3,182-1,0,Inf,0,4
4190.1,3,5,1,3,182-1,0,Inf,0,4
4190.2,3,5,1,3,182-1,0,Inf,0,4
4190.3,3,5,1,3,182-1,0,Inf,0,4
4191,3,5,1,6,185-2,15,397.5,1,1
4192,3,5,1,6,185-2,15,Inf,1,8
4192.1,3,5,1,6,185-2,15,Inf,1,8
4192.2,3,5,1,6,185-2,15,Inf,1,8
4192.3,3,5,1,6,185-2,15,Inf,1,8
4192.4,3,5,1,6,185-2,15,Inf,1,8
4192.5,3,5,1,6,185-2,15,Inf,1,8
4192.6,3,5,1,6,185-2,15,Inf,1,8
4192.7,3,5,1,6,185-2,15,Inf,1,8
4193,3,5,1,6,185-2,15,Inf,0,1
4194,3,5,1,7,142-2,20,254,1,1
4195,3,5,1,7,142-2,20,303.75,1,1
4196,3,5,1,7,142-2,20,522,1,1
4197,3,5,1,7,142-2,20,Inf,0,3
4197.1,3,5,1,7,142-2,20,Inf,0,3
4197.2,3,5,1,7,142-2,20,Inf,0,3
4198,3,5,1,7,142-2,20,Inf,0,2
4198.1,3,5,1,7,142-2,20,Inf,0,2
4199,3,5,1,7,142-2,20,Inf,0,2
4199.1,3,5,1,7,142-2,20,Inf,0,2
4200,3,5,1,8,204-2,0,207,1,2
4200.1,3,5,1,8,204-2,0,207,1,2
4201,3,5,1,8,204-2,0,254,1,2
4201.1,3,5,1,8,204-2,0,254,1,2
4202,3,5,1,8,204-2,0,303.75,1,3
4202.1,3,5,1,8,204-2,0,303.75,1,3
4202.2,3,5,1,8,204-2,0,303.75,1,3
4203,3,5,1,8,204-2,0,352,1,1
4204,3,5,1,8,204-2,0,Inf,1,2
4204.1,3,5,1,8,204-2,0,Inf,1,2
4205,3,5,1,9,100-1,10,109.5,1,2
4205.1,3,5,1,9,100-1,10,109.5,1,2
4206,3,5,1,9,100-1,10,156.75,1,1
4207,3,5,1,9,100-1,10,207,1,4
4207.1,3,5,1,9,100-1,10,207,1,4
4207.2,3,5,1,9,100-1,10,207,1,4
4207.3,3,5,1,9,100-1,10,207,1,4
4208,3,5,1,9,100-1,10,254,1,2
4208.1,3,5,1,9,100-1,10,254,1,2
4209,3,5,1,9,100-1,10,303.75,1,1
4210,3,5,1,10,188-1,15,207,1,2
4210.1,3,5,1,10,188-1,15,207,1,2
4211,3,5,1,10,188-1,15,254,1,2
4211.1,3,5,1,10,188-1,15,254,1,2
4212,3,5,1,10,188-1,15,303.75,1,2
4212.1,3,5,1,10,188-1,15,303.75,1,2
4213,3,5,1,10,188-1,15,352,1,1
4214,3,5,1,10,188-1,15,493.5,1,1
4215,3,5,1,10,188-1,15,Inf,1,2
4215.1,3,5,1,10,188-1,15,Inf,1,2
4216,3,5,1,12,134-2,0,156.75,1,3
4216.1,3,5,1,12,134-2,0,156.75,1,3
4216.2,3,5,1,12,134-2,0,156.75,1,3
4217,3,5,1,12,134-2,0,207,1,2
4217.1,3,5,1,12,134-2,0,207,1,2
4218,3,5,1,12,134-2,0,254,1,1
4219,3,5,1,12,134-2,0,303.75,1,1
4220,3,5,1,12,134-2,0,397.5,1,1
4221,3,5,1,12,134-2,0,Inf,0,2
4221.1,3,5,1,12,134-2,0,Inf,0,2
4222,3,5,1,13,Johnny's,0,303.75,1,1
4223,3,5,1,13,Johnny's,0,352,1,2
4223.1,3,5,1,13,Johnny's,0,352,1,2
4224,3,5,1,13,Johnny's,0,446,1,1
4225,3,5,1,13,Johnny's,0,Inf,0,5
4225.1,3,5,1,13,Johnny's,0,Inf,0,5
4225.2,3,5,1,13,Johnny's,0,Inf,0,5
4225.3,3,5,1,13,Johnny's,0,Inf,0,5
4225.4,3,5,1,13,Johnny's,0,Inf,0,5
4226,3,5,1,13,Johnny's,0,Inf,0,1
4227,3,5,1,14,137-1,0,61.75,1,1
4228,3,5,1,14,137-1,0,109.5,1,4
4228.1,3,5,1,14,137-1,0,109.5,1,4
4228.2,3,5,1,14,137-1,0,109.5,1,4
4228.3,3,5,1,14,137-1,0,109.5,1,4
4229,3,5,1,14,137-1,0,522,1,3
4229.1,3,5,1,14,137-1,0,522,1,3
4229.2,3,5,1,14,137-1,0,522,1,3
4230,3,5,1,14,137-1,0,Inf,0,2
4230.1,3,5,1,14,137-1,0,Inf,0,2
4231,3,5,1,15,107-1,15,207,1,5
4231.1,3,5,1,15,107-1,15,207,1,5
4231.2,3,5,1,15,107-1,15,207,1,5
4231.3,3,5,1,15,107-1,15,207,1,5
4231.4,3,5,1,15,107-1,15,207,1,5
4232,3,5,1,15,107-1,15,254,1,4
4232.1,3,5,1,15,107-1,15,254,1,4
4232.2,3,5,1,15,107-1,15,254,1,4
4232.3,3,5,1,15,107-1,15,254,1,4
4233,3,5,1,15,107-1,15,303.75,1,1
4234,3,5,1,16,Johnny's,10,207,1,2
4234.1,3,5,1,16,Johnny's,10,207,1,2
4235,3,5,1,16,Johnny's,10,254,1,2
4235.1,3,5,1,16,Johnny's,10,254,1,2
4236,3,5,1,16,Johnny's,10,303.75,1,1
4237,3,5,1,16,Johnny's,10,352,1,1
4238,3,5,1,16,Johnny's,10,397.5,1,1
4239,3,5,1,16,Johnny's,10,Inf,1,1
4240,3,5,1,16,Johnny's,10,Inf,0,2
4240.1,3,5,1,16,Johnny's,10,Inf,0,2
4241,3,5,1,17,177-1,0,109.5,1,1
4242,3,5,1,17,177-1,0,156.75,1,2
4242.1,3,5,1,17,177-1,0,156.75,1,2
4243,3,5,1,17,177-1,0,254,1,1
