,sampleid,line,X,rep,run,shelf,plate,trt,end,status,number,pedigree,planting.date,landrace.abb,region,pop,population.type,landrace.name,cultivation,main.use,uniqueplate
2882,CanRanchoLlano3B,218-2,8602.6,4,8,6,203,20,258,1,7,14GDa218-2,11/10/14,GDa,ecoast,GDa_15,landrace,Guina Dahni,Plantation,Dry,8_203
2883,CanRanchoLlano3B,218-2,8602.1,4,8,6,203,20,258,1,7,14GDa218-2,11/10/14,GDa,ecoast,GDa_15,landrace,Guina Dahni,Plantation,Dry,8_203
2884,CanRanchoLlano3B,218-2,782.9,1,1,7,231,0,150.6,1,10,14GDa218-2,11/10/14,GDa,ecoast,GDa_15,landrace,Guina Dahni,Plantation,Dry,1_231
2885,CanRanchoLlano3B,218-2,8890.1,4,8,8,281,0,114.2,1,5,14GDa218-2,11/10/14,GDa,ecoast,GDa_15,landrace,Guina Dahni,Plantation,Dry,8_281
2886,CanRanchoLlano3B,218-2,8435.8,4,8,5,154,10,114.2,1,9,14GDa218-2,11/10/14,GDa,ecoast,GDa_15,landrace,Guina Dahni,Plantation,Dry,8_154
2887,CanRanchoLlano3B,218-2,625.3,1,1,5,178,15,198.4,1,8,14GDa218-2,11/10/14,GDa,ecoast,GDa_15,landrace,Guina Dahni,Plantation,Dry,1_178
2888,CanRanchoLlano3B,218-2,7999,4,8,1,31,15,114.2,1,3,14GDa218-2,11/10/14,GDa,ecoast,GDa_15,landrace,Guina Dahni,Plantation,Dry,8_31
2889,CanRanchoLlano3B,218-2,8891,4,8,8,281,0,164,1,3,14GDa218-2,11/10/14,GDa,ecoast,GDa_15,landrace,Guina Dahni,Plantation,Dry,8_281
2890,CanRanchoLlano3B,218-2,4160.5,2,4,9,319,10,114.1,1,9,14GDa218-2,11/10/14,GDa,ecoast,GDa_15,landrace,Guina Dahni,Plantation,Dry,4_319
2891,CanRanchoLlano3B,218-2,8602,4,8,6,203,20,258,1,7,14GDa218-2,11/10/14,GDa,ecoast,GDa_15,landrace,Guina Dahni,Plantation,Dry,8_203
2892,CanRanchoLlano3B,218-2,8436,4,8,5,154,10,550,1,1,14GDa218-2,11/10/14,GDa,ecoast,GDa_15,landrace,Guina Dahni,Plantation,Dry,8_154
2893,CanRanchoLlano3B,218-2,4770.8,3,5,5,146,15,156.8,1,9,14GDa218-2,11/10/14,GDa,ecoast,GDa_15,landrace,Guina Dahni,Plantation,Dry,5_146
2894,CanRanchoLlano3B,218-2,3868.1,2,4,6,213,0,114.2,1,6,14GDa218-2,11/10/14,GDa,ecoast,GDa_15,landrace,Guina Dahni,Plantation,Dry,4_213
2895,CanRanchoLlano3B,218-2,4770.3,3,5,5,146,15,156.8,1,9,14GDa218-2,11/10/14,GDa,ecoast,GDa_15,landrace,Guina Dahni,Plantation,Dry,5_146
2896,CanRanchoLlano3B,218-2,8000.1,4,8,1,31,15,163.2,1,6,14GDa218-2,11/10/14,GDa,ecoast,GDa_15,landrace,Guina Dahni,Plantation,Dry,8_31
2897,CanRanchoLlano3B,218-2,8435.7,4,8,5,154,10,114.2,1,9,14GDa218-2,11/10/14,GDa,ecoast,GDa_15,landrace,Guina Dahni,Plantation,Dry,8_154
2898,CanRanchoLlano3B,218-2,5465.4,3,5,9,312,10,156.8,1,9,14GDa218-2,11/10/14,GDa,ecoast,GDa_15,landrace,Guina Dahni,Plantation,Dry,5_312
2899,CanRanchoLlano3B,218-2,4770.6,3,5,5,146,15,156.8,1,9,14GDa218-2,11/10/14,GDa,ecoast,GDa_15,landrace,Guina Dahni,Plantation,Dry,5_146
2900,CanRanchoLlano3B,218-2,3868.3,2,4,6,213,0,114.2,1,6,14GDa218-2,11/10/14,GDa,ecoast,GDa_15,landrace,Guina Dahni,Plantation,Dry,4_213
2912,CanReyes1,105-1,2264,1,2,9,317,10,205.3,1,3,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_317
2920,CanReyes1,105-1,7110.4,4,7,1,26,10,550,1,5,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_26
2921,CanReyes1,105-1,7106.1,4,7,1,26,10,107.3,1,2,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_26
2924,CanReyes1,105-1,7110,4,7,1,26,10,550,1,5,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_26
2927,CanReyes1,105-1,7108,4,7,1,26,10,396,1,1,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_26
2929,CanReyes1,105-1,2267,1,2,9,317,10,395.1,1,1,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_317
2932,CanReyes1,105-1,7106,4,7,1,26,10,107.3,1,2,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_26
2933,CanReyes1,105-1,7110.1,4,7,1,26,10,550,1,5,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_26
2934,CanReyes1,105-1,2264.1,1,2,9,317,10,205.3,1,3,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_317
2935,CanReyes1,105-1,2263.3,1,2,9,317,10,155.1,1,4,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_317
2937,CanReyes1,105-1,7107,4,7,1,26,10,153.8,1,1,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_26
2940,CanReyes1,105-1,2266,1,2,9,317,10,348.8,1,1,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_317
2942,CanReyes1,105-1,7109,4,7,1,26,10,502.8,1,1,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_26
2944,CanReyes1,105-1,7110.3,4,7,1,26,10,550,1,5,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_26
2945,CanReyes1,105-1,2263.1,1,2,9,317,10,155.1,1,4,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_317
2946,CanReyes1,105-1,2263,1,2,9,317,10,155.1,1,4,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_317
2947,CanReyes1,105-1,2265,1,2,9,317,10,253.6,1,1,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_317
2948,CanReyes1,105-1,2263.2,1,2,9,317,10,155.1,1,4,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_317
2949,CanReyes1,105-1,7110.2,4,7,1,26,10,550,1,5,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_26
2950,CanReyes1,105-1,2264.2,1,2,9,317,10,205.3,1,3,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_317
2955,CanReyes2,106-1,7441.3,4,7,4,119,0,153.8,1,4,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_119
2957,CanReyes2,106-1,7468,4,7,4,129,20,253,1,1,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_129
2959,CanReyes2,106-1,7442.1,4,7,4,119,0,203.7,1,5,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_119
2960,CanReyes2,106-1,7471.1,4,7,4,129,20,550,1,7,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_129
2962,CanReyes2,106-1,7442.3,4,7,4,119,0,203.7,1,5,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_119
2964,CanReyes2,106-1,7471.4,4,7,4,129,20,550,1,7,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_129
2967,CanReyes2,106-1,7442,4,7,4,119,0,203.7,1,5,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_119
2971,CanReyes2,106-1,7471.2,4,7,4,129,20,550,1,7,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_129
2974,CanReyes2,106-1,7471.3,4,7,4,129,20,550,1,7,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_129
2975,CanReyes2,106-1,7441,4,7,4,119,0,153.8,1,4,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_119
2979,CanReyes2,106-1,7470,4,7,4,129,20,396,1,1,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_129
2981,CanReyes2,106-1,7441.1,4,7,4,119,0,153.8,1,4,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_119
2982,CanReyes2,106-1,7441.2,4,7,4,119,0,153.8,1,4,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_119
2987,CanReyes2,106-1,7469,4,7,4,129,20,344.8,1,1,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_129
2988,CanReyes2,106-1,7471.5,4,7,4,129,20,550,1,7,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_129
2992,CanReyes2,106-1,7442.4,4,7,4,119,0,203.7,1,5,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_119
2994,CanReyes2,106-1,7442.2,4,7,4,119,0,203.7,1,5,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_119
2995,CanReyes2,106-1,7471,4,7,4,129,20,550,1,7,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_129
2997,CanReyes2,106-1,7443,4,7,4,119,0,253,1,1,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_119
2998,CanReyes2,106-1,7471.6,4,7,4,129,20,550,1,7,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_129
3006,CanReyes3,107-1,8077,4,8,2,51,15,257,1,1,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,8_51
3007,CanReyes3,107-1,8999,4,8,9,303,20,453,1,1,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,8_303
3008,CanReyes3,107-1,4232,3,5,1,15,15,303.8,1,1,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,5_15
3009,CanReyes3,107-1,4642,3,5,4,116,0,254,1,4,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,5_116
3010,CanReyes3,107-1,4642.3,3,5,4,116,0,254,1,4,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,5_116
3011,CanReyes3,107-1,9000,4,8,9,303,20,550,1,9,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,8_303
3012,CanReyes3,107-1,1680.2,1,2,5,162,15,253.8,1,3,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_162
3013,CanReyes3,107-1,1678.3,1,2,5,162,15,155.6,1,5,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_162
3015,CanReyes3,107-1,9000.3,4,8,9,303,20,550,1,9,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,8_303
3016,CanReyes3,107-1,3043.1,2,3,7,248,0,301.7,1,5,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,3_248
3017,CanReyes3,107-1,9000.6,4,8,9,303,20,550,1,9,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,8_303
3018,CanReyes3,107-1,1680,1,2,5,162,15,253.8,1,3,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_162
3019,CanReyes3,107-1,4642.2,3,5,4,116,0,254,1,4,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,5_116
3020,CanReyes3,107-1,4231.3,3,5,1,15,15,254,1,4,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,5_15
3021,CanReyes3,107-1,4642.1,3,5,4,116,0,254,1,4,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,5_116
3022,CanReyes3,107-1,4230.1,3,5,1,15,15,207,1,5,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,5_15
3023,CanReyes3,107-1,3043.2,2,3,7,248,0,301.7,1,5,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,3_248
3024,CanReyes3,107-1,4231.2,3,5,1,15,15,254,1,4,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,5_15
3025,CanReyes3,107-1,8074,4,8,2,51,15,114.2,1,3,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,8_51
3026,CanReyes3,107-1,3044.2,2,3,7,248,0,254.5,1,3,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,3_248
3027,CanReyes3,107-1,4231.1,3,5,1,15,15,254,1,4,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,5_15
3028,CanReyes3,107-1,8074.1,4,8,2,51,15,114.2,1,3,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,8_51
3029,CanReyes3,107-1,3044,2,3,7,248,0,254.5,1,3,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,3_248
3032,CanReyes3,107-1,9000.5,4,8,9,303,20,550,1,9,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,8_303
3034,CanReyes3,107-1,4643.2,3,5,4,116,0,303.8,1,4,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,5_116
3035,CanReyes3,107-1,8079,4,8,2,51,15,404,1,1,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,8_51
3036,CanReyes3,107-1,1681,1,2,5,162,15,302.7,1,1,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_162
3037,CanReyes3,107-1,4643.3,3,5,4,116,0,303.8,1,4,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,5_116
3038,CanReyes3,107-1,3043,2,3,7,248,0,301.7,1,5,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,3_248
3041,CanReyes3,107-1,8076,4,8,2,51,15,211,1,2,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,8_51
3043,CanReyes3,107-1,4643.1,3,5,4,116,0,303.8,1,4,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,5_116
3044,CanReyes3,107-1,3043.3,2,3,7,248,0,301.7,1,5,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,3_248
3045,CanReyes3,107-1,9000.2,4,8,9,303,20,550,1,9,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,8_303
3047,CanReyes3,107-1,9000.1,4,8,9,303,20,550,1,9,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,8_303
3048,CanReyes3,107-1,8078,4,8,2,51,15,356.6,1,1,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,8_51
3050,CanReyes3,107-1,1678.1,1,2,5,162,15,155.6,1,5,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_162
3051,CanReyes3,107-1,1678,1,2,5,162,15,155.6,1,5,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_162
3052,CanReyes3,107-1,1678.2,1,2,5,162,15,155.6,1,5,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_162
3053,CanReyes3,107-1,1678.4,1,2,5,162,15,155.6,1,5,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_162
3054,CanReyes3,107-1,9000.8,4,8,9,303,20,550,1,9,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,8_303
3055,CanReyes3,107-1,4644,3,5,4,116,0,352,1,1,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,5_116
3056,CanReyes3,107-1,4643,3,5,4,116,0,303.8,1,4,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,5_116
3057,CanReyes3,107-1,1680.1,1,2,5,162,15,253.8,1,3,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_162
3058,CanReyes3,107-1,4641,3,5,4,116,0,156.8,1,1,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,5_116
3062,CanReyes3,107-1,9000.7,4,8,9,303,20,550,1,9,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,8_303
3063,CanReyes3,107-1,8075,4,8,2,51,15,163.5,1,2,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,8_51
3064,CanReyes3,107-1,1679,1,2,5,162,15,205.8,1,1,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_162
3066,CanReyes3,107-1,4230,3,5,1,15,15,207,1,5,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,5_15
3067,CanReyes3,107-2,7153.1,4,7,2,37,15,502.8,1,3,14Tus107-2,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_37
3068,CanReyes3,107-2,7152,4,7,2,37,15,344.8,1,1,14Tus107-2,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_37
3069,CanReyes3,107-2,7153.2,4,7,2,37,15,502.8,1,3,14Tus107-2,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_37
3072,CanReyes3,107-2,1771.1,1,2,6,187,15,349.2,1,2,14Tus107-2,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_187
3075,CanReyes3,107-2,7216,4,7,2,55,10,253,1,5,14Tus107-2,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_55
3076,CanReyes3,107-2,1771,1,2,6,187,15,349.2,1,2,14Tus107-2,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_187
3078,CanReyes3,107-2,1559,1,2,4,129,10,205.8,1,2,14Tus107-2,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_129
3079,CanReyes3,107-2,7151,4,7,2,37,15,253,1,1,14Tus107-2,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_37
3080,CanReyes3,107-2,1560,1,2,4,129,10,254,1,5,14Tus107-2,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_129
3083,CanReyes3,107-2,1558,1,2,4,129,10,155.8,1,1,14Tus107-2,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_129
3085,CanReyes3,107-2,7217.3,4,7,2,55,10,298.8,1,4,14Tus107-2,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_55
3086,CanReyes3,107-2,1769.4,1,2,6,187,15,253.8,1,5,14Tus107-2,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_187
3087,CanReyes3,107-2,7215,4,7,2,55,10,153.8,1,1,14Tus107-2,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_55
3088,CanReyes3,107-2,7217,4,7,2,55,10,298.8,1,4,14Tus107-2,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_55
3089,CanReyes3,107-2,7154.3,4,7,2,37,15,550,1,5,14Tus107-2,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_37
3090,CanReyes3,107-2,7217.2,4,7,2,55,10,298.8,1,4,14Tus107-2,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_55
3091,CanReyes3,107-2,7217.1,4,7,2,55,10,298.8,1,4,14Tus107-2,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_55
3094,CanReyes3,107-2,7216.1,4,7,2,55,10,253,1,5,14Tus107-2,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_55
3096,CanReyes3,107-2,1561.1,1,2,4,129,10,302.8,1,2,14Tus107-2,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_129
3097,CanReyes3,107-2,7154.4,4,7,2,37,15,550,1,5,14Tus107-2,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_37
3098,CanReyes3,107-2,1560.3,1,2,4,129,10,254,1,5,14Tus107-2,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_129
3099,CanReyes3,107-2,7154.1,4,7,2,37,15,550,1,5,14Tus107-2,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_37
3100,CanReyes3,107-2,7216.4,4,7,2,55,10,253,1,5,14Tus107-2,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_55
3101,CanReyes3,107-2,7216.3,4,7,2,55,10,253,1,5,14Tus107-2,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_55
3102,CanReyes3,107-2,7154.2,4,7,2,37,15,550,1,5,14Tus107-2,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_37
3103,CanReyes3,107-2,1560.1,1,2,4,129,10,254,1,5,14Tus107-2,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_129
3104,CanReyes3,107-2,1560.2,1,2,4,129,10,254,1,5,14Tus107-2,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_129
3105,CanReyes3,107-2,1559.1,1,2,4,129,10,205.8,1,2,14Tus107-2,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_129
3109,CanReyes3,107-2,1560.4,1,2,4,129,10,254,1,5,14Tus107-2,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_129
3110,CanReyes3,107-2,7154,4,7,2,37,15,550,1,5,14Tus107-2,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_37
3112,CanReyes3,107-2,1770.1,1,2,6,187,15,302.6,1,2,14Tus107-2,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_187
3113,CanReyes3,107-1,8074.2,4,8,2,51,15,114.2,1,3,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,8_51
3114,CanReyes3,107-1,8075.1,4,8,2,51,15,163.5,1,2,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,8_51
3116,CanReyes3,107-1,9000.4,4,8,9,303,20,550,1,9,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,8_303
3117,CanReyes3,107-2,1769.1,1,2,6,187,15,253.8,1,5,14Tus107-2,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_187
3118,CanReyes3,107-2,1561,1,2,4,129,10,302.8,1,2,14Tus107-2,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_129
3119,CanReyes3,107-2,1770,1,2,6,187,15,302.6,1,2,14Tus107-2,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_187
3120,CanReyes3,107-2,1769.2,1,2,6,187,15,253.8,1,5,14Tus107-2,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_187
3122,CanReyes3,107-1,4230.2,3,5,1,15,15,207,1,5,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,5_15
3123,CanReyes3,107-1,3043.4,2,3,7,248,0,301.7,1,5,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,3_248
3124,CanReyes3,107-1,3045,2,3,7,248,0,206.4,1,2,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,3_248
3125,CanReyes3,107-1,3044.1,2,3,7,248,0,254.5,1,3,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,3_248
3126,CanReyes3,107-1,4230.4,3,5,1,15,15,207,1,5,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,5_15
3127,CanReyes3,107-1,4230.3,3,5,1,15,15,207,1,5,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,5_15
