,sampleid,line,X,rep,run,shelf,plate,trt,end,status,number,pedigree,planting.date,landrace.abb,region,pop,population.type,landrace.name,cultivation,main.use,uniqueplate
3128,CanReyes3,107-1,4231,3,5,1,15,15,254,1,4,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,5_15
3129,CanReyes3,107-1,8076.1,4,8,2,51,15,211,1,2,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,8_51
3131,CanReyes3,107-2,1769.3,1,2,6,187,15,253.8,1,5,14Tus107-2,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_187
3132,CanReyes3,107-2,1769,1,2,6,187,15,253.8,1,5,14Tus107-2,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_187
3136,CanReyes3,107-2,1768,1,2,6,187,15,205.7,1,1,14Tus107-2,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_187
3137,CanReyes3,107-2,7153,4,7,2,37,15,502.8,1,3,14Tus107-2,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_37
3139,CanReyes3,107-2,7216.2,4,7,2,55,10,253,1,5,14Tus107-2,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_55
3140,CanReyes3,107-1,3045.1,2,3,7,248,0,206.4,1,2,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,3_248
3151,CanRose10B,168-1,8433,4,8,5,153,20,163.7,1,7,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,8_153
3152,CanRose10B,168-1,6567,3,6,7,225,0,215.7,1,1,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,6_225
3153,CanRose10B,168-1,1857.3,1,2,6,209,20,155.5,1,7,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,2_209
3154,CanRose10B,168-1,3237.5,2,3,9,315,15,156.7,1,7,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,3_315
3155,CanRose10B,168-1,6566.4,3,6,7,225,0,168,1,7,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,6_225
3158,CanRose10B,168-1,8433.3,4,8,5,153,20,163.7,1,7,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,8_153
3161,CanRose10B,168-1,6566.6,3,6,7,225,0,168,1,7,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,6_225
3162,CanRose10B,168-1,6566.5,3,6,7,225,0,168,1,7,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,6_225
3164,CanRose10B,168-1,1857.6,1,2,6,209,20,155.5,1,7,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,2_209
3165,CanRose10B,168-1,6250.7,3,6,5,155,15,120,1,9,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,6_155
3166,CanRose10B,168-1,6251,3,6,5,155,15,168,1,1,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,6_155
3168,CanRose10B,168-1,6683,3,6,8,256,20,120,1,3,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,6_256
3169,CanRose10B,168-1,6566.3,3,6,7,225,0,168,1,7,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,6_225
3174,CanRose10B,168-1,6250.5,3,6,5,155,15,120,1,9,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,6_155
3176,CanRose10B,168-1,1857.5,1,2,6,209,20,155.5,1,7,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,2_209
3177,CanRose10B,168-1,8433.2,4,8,5,153,20,163.7,1,7,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,8_153
3178,CanRose10B,168-1,3237.6,2,3,9,315,15,156.7,1,7,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,3_315
3179,CanRose10B,168-1,6250.3,3,6,5,155,15,120,1,9,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,6_155
3180,CanRose10B,168-1,6250,3,6,5,155,15,120,1,9,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,6_155
3182,CanRose10B,168-1,1857,1,2,6,209,20,155.5,1,7,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,2_209
3183,CanRose10B,168-1,1856,1,2,6,209,20,107.5,1,2,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,2_209
3190,CanRose10B,168-1,6250.4,3,6,5,155,15,120,1,9,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,6_155
3191,CanRose10B,168-1,6250.6,3,6,5,155,15,120,1,9,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,6_155
3192,CanRose10B,168-1,1857.4,1,2,6,209,20,155.5,1,7,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,2_209
3193,CanRose10B,168-1,1858,1,2,6,209,20,302.6,1,1,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,2_209
3194,CanRose10B,168-1,8433.1,4,8,5,153,20,163.7,1,7,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,8_153
3196,CanRose10B,168-1,3212.6,2,3,9,306,0,156.7,1,10,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,3_306
3198,CanRose10B,168-1,6566.1,3,6,7,225,0,168,1,7,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,6_225
3204,CanRose10B,168-1,6566,3,6,7,225,0,168,1,7,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,6_225
3208,CanRose10B,168-1,6684.4,3,6,8,256,20,168,1,6,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,6_256
3209,CanRose10B,168-1,3237.1,2,3,9,315,15,156.7,1,7,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,3_315
3211,CanRose10B,168-1,6566.2,3,6,7,225,0,168,1,7,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,6_225
3212,CanRose10B,168-1,8433.6,4,8,5,153,20,163.7,1,7,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,8_153
3215,CanRose10B,168-1,3236.1,2,3,9,315,15,205.4,1,3,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,3_315
3218,CanRose10B,168-1,3237,2,3,9,315,15,156.7,1,7,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,3_315
3220,CanRose10B,168-1,3236.2,2,3,9,315,15,205.4,1,3,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,3_315
3223,CanRose10B,168-1,8433.5,4,8,5,153,20,163.7,1,7,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,8_153
3224,CanRose10B,168-1,6250.1,3,6,5,155,15,120,1,9,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,6_155
3231,CanRose10B,168-1,1856.1,1,2,6,209,20,107.5,1,2,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,2_209
3232,CanRose10B,168-1,6684.5,3,6,8,256,20,168,1,6,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,6_256
3236,CanRose10B,168-1,1857.1,1,2,6,209,20,155.5,1,7,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,2_209
3239,CanRose10B,168-1,1857.2,1,2,6,209,20,155.5,1,7,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,2_209
3240,CanRose10B,168-1,6685,3,6,8,256,20,215.7,1,1,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,6_256
3242,CanRose10B,168-2,1793.5,1,2,6,193,15,205.7,1,7,14CRo168-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,2_193
3244,CanRose10B,168-2,4135.1,2,4,9,311,15,256.2,1,3,14CRo168-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,4_311
3245,CanRose10B,168-2,1793.3,1,2,6,193,15,205.7,1,7,14CRo168-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,2_193
3246,CanRose10B,168-2,4816.4,3,5,5,157,0,207,1,6,14CRo168-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,5_157
3248,CanRose10B,168-2,4816,3,5,5,157,0,207,1,6,14CRo168-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,5_157
3251,CanRose10B,168-2,1795,1,2,6,193,15,302.6,1,1,14CRo168-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,2_193
3253,CanRose10B,168-2,1793.2,1,2,6,193,15,205.7,1,7,14CRo168-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,2_193
3254,CanRose10B,168-2,1793,1,2,6,193,15,205.7,1,7,14CRo168-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,2_193
3255,CanRose10B,168-2,4815.2,3,5,5,157,0,156.8,1,3,14CRo168-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,5_157
3256,CanRose10B,168-2,1937.3,1,2,7,232,20,155.4,1,4,14CRo168-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,2_232
3258,CanRose10B,168-2,4816.3,3,5,5,157,0,207,1,6,14CRo168-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,5_157
3259,CanRose10B,168-2,4816.1,3,5,5,157,0,207,1,6,14CRo168-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,5_157
3260,CanRose10B,168-2,1939.1,1,2,7,232,20,253.8,1,2,14CRo168-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,2_232
3261,CanRose10B,168-2,4135,2,4,9,311,15,256.2,1,3,14CRo168-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,4_311
3263,CanRose10B,168-2,4815,3,5,5,157,0,156.8,1,3,14CRo168-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,5_157
3265,CanRose10B,168-2,4138,2,4,9,311,15,114.1,1,1,14CRo168-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,4_311
3266,CanRose10B,168-2,1793.6,1,2,6,193,15,205.7,1,7,14CRo168-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,2_193
3271,CanRose10B,168-2,3813,2,4,6,194,10,303.7,1,2,14CRo168-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,4_194
3272,CanRose10B,168-2,1940,1,2,7,232,20,302.4,1,1,14CRo168-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,2_232
3273,CanRose10B,168-2,1937.1,1,2,7,232,20,155.4,1,4,14CRo168-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,2_232
3276,CanRose10B,168-2,4815.1,3,5,5,157,0,156.8,1,3,14CRo168-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,5_157
3278,CanRose10B,168-1,3237.3,2,3,9,315,15,156.7,1,7,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,3_315
3279,CanRose10B,168-1,3237.2,2,3,9,315,15,156.7,1,7,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,3_315
3280,CanRose10B,168-1,6683.2,3,6,8,256,20,120,1,3,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,6_256
3281,CanRose10B,168-1,8434.1,4,8,5,153,20,211,1,3,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,8_153
3283,CanRose10B,168-1,3237.4,2,3,9,315,15,156.7,1,7,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,3_315
3285,CanRose10B,168-1,8433.4,4,8,5,153,20,163.7,1,7,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,8_153
3286,CanRose10B,168-1,6565.1,3,6,7,225,0,120,1,2,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,6_225
3289,CanRose10B,168-1,3236,2,3,9,315,15,205.4,1,3,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,3_315
3293,CanRose10B,168-1,6683.1,3,6,8,256,20,120,1,3,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,6_256
3294,CanRose10B,168-1,6684,3,6,8,256,20,168,1,6,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,6_256
3297,CanRose10B,168-1,6565,3,6,7,225,0,120,1,2,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,6_225
3301,CanRose10B,168-1,6684.3,3,6,8,256,20,168,1,6,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,6_256
3304,CanRose10B,168-1,6684.1,3,6,8,256,20,168,1,6,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,6_256
3306,CanRose10B,168-1,6684.2,3,6,8,256,20,168,1,6,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,6_256
3307,CanRose10B,168-1,3212,2,3,9,306,0,156.7,1,10,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,3_306
3308,CanRose10B,168-1,6250.2,3,6,5,155,15,120,1,9,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,6_155
3309,CanRose10B,168-1,8434,4,8,5,153,20,211,1,3,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,8_153
3313,CanRose10B,168-1,6250.8,3,6,5,155,15,120,1,9,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,6_155
3315,CanRose10B,168-1,8434.2,4,8,5,153,20,211,1,3,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,8_153
3316,CanRose10B,168-1,3212.8,2,3,9,306,0,156.7,1,10,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,3_306
3320,CanRose10B,168-1,3212.1,2,3,9,306,0,156.7,1,10,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,3_306
3326,CanRose10B,168-1,3212.4,2,3,9,306,0,156.7,1,10,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,3_306
3327,CanRose10B,168-1,3212.3,2,3,9,306,0,156.7,1,10,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,3_306
3328,CanRose10B,168-1,3212.5,2,3,9,306,0,156.7,1,10,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,3_306
3333,CanRose10B,168-1,3212.9,2,3,9,306,0,156.7,1,10,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,3_306
3334,CanRose10B,168-1,3212.7,2,3,9,306,0,156.7,1,10,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,3_306
3335,CanRose10B,168-1,3212.2,2,3,9,306,0,156.7,1,10,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,3_306
3336,CanRose10B,168-2,1794,1,2,6,193,15,253.8,1,1,14CRo168-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,2_193
3337,CanRose10B,168-2,3816,2,4,6,194,10,114.2,1,1,14CRo168-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,4_194
3338,CanRose10B,168-2,1793.4,1,2,6,193,15,205.7,1,7,14CRo168-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,2_193
3339,CanRose10B,168-2,4816.2,3,5,5,157,0,207,1,6,14CRo168-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,5_157
3340,CanRose10B,168-2,1937.2,1,2,7,232,20,155.4,1,4,14CRo168-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,2_232
3350,CanRose10B,168-2,4137.3,2,4,9,311,15,160.1,1,5,14CRo168-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,4_311
3352,CanRose10B,168-2,4137.4,2,4,9,311,15,160.1,1,5,14CRo168-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,4_311
3353,CanRose10B,168-2,4136,2,4,9,311,15,208.2,1,1,14CRo168-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,4_311
3358,CanRose10B,168-2,3815,2,4,6,194,10,160.2,1,3,14CRo168-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,4_194
3359,CanRose10B,168-2,4137.1,2,4,9,311,15,160.1,1,5,14CRo168-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,4_311
3360,CanRose10B,168-2,4137.2,2,4,9,311,15,160.1,1,5,14CRo168-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,4_311
3362,CanRose10B,168-2,4137,2,4,9,311,15,160.1,1,5,14CRo168-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,4_311
3364,CanRose10B,168-2,4814,3,5,5,157,0,109.5,1,1,14CRo168-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,5_157
3367,CanRose10B,168-2,3814.1,2,4,6,194,10,208.1,1,2,14CRo168-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,4_194
3369,CanRose10B,168-2,3815.2,2,4,6,194,10,160.2,1,3,14CRo168-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,4_194
3370,CanRose10B,168-2,3813.1,2,4,6,194,10,303.7,1,2,14CRo168-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,4_194
3377,CanRose10B,168-2,1938.1,1,2,7,232,20,205.6,1,2,14CRo168-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,2_232
3378,CanRose10B,168-2,1939,1,2,7,232,20,253.8,1,2,14CRo168-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,2_232
3379,CanRose10B,168-2,1937,1,2,7,232,20,155.4,1,4,14CRo168-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,2_232
3381,CanRose10B,168-2,4816.5,3,5,5,157,0,207,1,6,14CRo168-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,5_157
3382,CanRose10B,168-2,3812.1,2,4,6,194,10,353.7,1,2,14CRo168-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,4_194
3388,CanRose10B,168-2,1938,1,2,7,232,20,205.6,1,2,14CRo168-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,2_232
3389,CanRose10B,168-2,1941,1,2,7,232,20,349,1,1,14CRo168-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,2_232
3390,CanRose10B,168-2,3814,2,4,6,194,10,208.1,1,2,14CRo168-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,4_194
3393,CanRose10B,168-2,3812,2,4,6,194,10,353.7,1,2,14CRo168-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,4_194
3397,CanRose10B,168-2,3815.1,2,4,6,194,10,160.2,1,3,14CRo168-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,4_194
3398,CanRose10B,168-2,4135.2,2,4,9,311,15,256.2,1,3,14CRo168-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,4_311
3399,CanRose10B,168-2,1792,1,2,6,193,15,155.5,1,1,14CRo168-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,2_193
3400,CanRose10B,168-2,1793.1,1,2,6,193,15,205.7,1,7,14CRo168-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,2_193
3404,CanRose11B,163-1,7818,4,7,7,220,20,203.7,1,4,14CRo163-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,7_220
3406,CanRose11B,163-1,7818.2,4,7,7,220,20,203.7,1,4,14CRo163-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,7_220
3409,CanRose11B,163-1,7817.2,4,7,7,220,20,107.3,1,3,14CRo163-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,7_220
3411,CanRose11B,163-1,1372.2,1,2,3,80,10,156,1,6,14CRo163-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,2_80
3412,CanRose11B,163-1,7819.1,4,7,7,220,20,253,1,2,14CRo163-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,7_220
3413,CanRose11B,163-1,7817,4,7,7,220,20,107.3,1,3,14CRo163-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,7_220
3415,CanRose11B,163-1,1372.1,1,2,3,80,10,156,1,6,14CRo163-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,2_80
3418,CanRose11B,163-1,1372.4,1,2,3,80,10,156,1,6,14CRo163-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,2_80
3420,CanRose11B,163-1,7820,4,7,7,220,20,298.8,1,1,14CRo163-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,7_220
3423,CanRose11B,163-1,1372,1,2,3,80,10,156,1,6,14CRo163-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,2_80
3425,CanRose11B,163-1,1371.2,1,2,3,80,10,108,1,3,14CRo163-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,2_80
3430,CanRose11B,163-2,8357.1,4,8,4,128,20,550,1,4,14CRo163-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,8_128
3435,CanRose11B,163-2,1435,1,2,3,97,15,253.8,1,1,14CRo163-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,2_97
3439,CanRose11B,163-2,1434.1,1,2,3,97,15,206.1,1,2,14CRo163-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,2_97
3441,CanRose11B,163-2,8354,4,8,4,128,20,114.2,1,2,14CRo163-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,8_128
3443,CanRose11B,163-2,8357,4,8,4,128,20,550,1,4,14CRo163-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,8_128
3447,CanRose11B,163-2,1434,1,2,3,97,15,206.1,1,2,14CRo163-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,2_97
3449,CanRose11B,163-2,8357.2,4,8,4,128,20,550,1,4,14CRo163-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,8_128
3451,CanRose11B,163-2,1433,1,2,3,97,15,156,1,5,14CRo163-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,2_97
3453,CanRose11B,163-2,1433.4,1,2,3,97,15,156,1,5,14CRo163-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,2_97
3454,CanRose11B,163-2,1432.1,1,2,3,97,15,108,1,2,14CRo163-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,2_97
3456,CanRose11B,163-2,1433.3,1,2,3,97,15,156,1,5,14CRo163-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,2_97
3459,CanRose11B,163-2,1432,1,2,3,97,15,108,1,2,14CRo163-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,2_97
3461,CanRose11B,163-2,8356.1,4,8,4,128,20,211,1,2,14CRo163-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,8_128
3463,CanRose11B,163-2,8357.3,4,8,4,128,20,550,1,4,14CRo163-2,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry,8_128
