"","X","sampleid","line","rep","run","shelf","plate","trt","end","status","number","pedigree","planting.date","landrace.abb","loc_id","region","pop","population.type","landrace.name","cultivation","main.use","uniqueplate"
"11354",11354,"CanRanchoLlano3B","218-2",4,"8",1,31,15,211,1,1,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","8_31"
"11355",11355,"CanRanchoLlano3B","218-2",1,"1",7,231,0,150.6,1,10,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","1_231"
"11356",11356,"CanRanchoLlano3B","218-2",2,"4",6,213,0,66.6,1,2,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","4_213"
"11357",11357,"CanRanchoLlano3B","218-2",3,"5",5,146,15,156.8,1,9,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","5_146"
"11358",11358,"CanRanchoLlano3B","218-2",2,"4",8,263,20,208.2,1,10,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","4_263"
"11359",11359,"CanRanchoLlano3B","218-2",4,"8",6,203,20,258,1,7,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","8_203"
"11360",11360,"CanRanchoLlano3B","218-2",4,"8",1,31,15,114.2,1,3,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","8_31"
"11361",11361,"CanRanchoLlano3B","218-2",1,"1",7,231,0,150.6,1,10,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","1_231"
"11362",11362,"CanRanchoLlano3B","218-2",1,"1",7,231,0,150.6,1,10,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","1_231"
"11363",11363,"CanRanchoLlano3B","218-2",1,"1",7,231,0,150.6,1,10,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","1_231"
"11366",11366,"CanRanchoLlano3B","218-2",1,"1",7,231,0,150.6,1,10,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","1_231"
"11367",11367,"CanRanchoLlano3B","218-2",3,"5",5,146,15,156.8,1,9,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","5_146"
"11368",11368,"CanRanchoLlano3B","218-2",3,"5",5,146,15,156.8,1,9,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","5_146"
"11369",11369,"CanRanchoLlano3B","218-2",4,"8",5,154,10,114.2,1,9,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","8_154"
"11370",11370,"CanRanchoLlano3B","218-2",2,"4",9,319,10,114.1,1,9,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","4_319"
"11371",11371,"CanRanchoLlano3B","218-2",2,"4",9,319,10,114.1,1,9,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","4_319"
"11372",11372,"CanRanchoLlano3B","218-2",4,"8",6,203,20,258,1,7,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","8_203"
"11373",11373,"CanRanchoLlano3B","218-2",4,"8",6,203,20,308.5,1,2,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","8_203"
"11374",11374,"CanRanchoLlano3B","218-2",4,"8",1,31,15,114.2,1,3,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","8_31"
"11375",11375,"CanRanchoLlano3B","218-2",2,"4",6,213,0,114.2,1,6,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","4_213"
"11376",11376,"CanRanchoLlano3B","218-2",3,"5",7,226,0,156.8,1,5,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","5_226"
"11377",11377,"CanRanchoLlano3B","218-2",3,"5",7,226,0,207,1,1,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","5_226"
"11379",11379,"CanRanchoLlano3B","218-2",4,"8",6,203,20,258,1,7,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","8_203"
"11380",11380,"CanRanchoLlano3B","218-2",4,"8",5,154,10,114.2,1,9,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","8_154"
"11381",11381,"CanRanchoLlano3B","218-2",3,"5",5,146,15,156.8,1,9,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","5_146"
"11382",11382,"CanRanchoLlano3B","218-2",4,"8",6,203,20,258,1,7,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","8_203"
"11383",11383,"CanRanchoLlano3B","218-2",1,"1",1,34,10,101.9,1,2,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","1_34"
"11384",11384,"CanRanchoLlano3B","218-2",2,"4",9,319,10,114.1,1,9,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","4_319"
"11385",11385,"CanRanchoLlano3B","218-2",1,"1",1,34,10,101.9,1,2,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","1_34"
"11386",11386,"CanRanchoLlano3B","218-2",2,"4",9,319,10,114.1,1,9,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","4_319"
"11387",11387,"CanRanchoLlano3B","218-2",2,"4",9,319,10,114.1,1,9,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","4_319"
"11391",11391,"CanRanchoLlano3B","218-2",3,"5",5,146,15,207,1,1,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","5_146"
"11392",11392,"CanRanchoLlano3B","218-2",4,"8",6,203,20,258,1,7,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","8_203"
"11393",11393,"CanRanchoLlano3B","218-2",4,"8",5,154,10,114.2,1,9,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","8_154"
"11394",11394,"CanRanchoLlano3B","218-2",3,"5",7,226,0,156.8,1,5,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","5_226"
"11395",11395,"CanRanchoLlano3B","218-2",3,"5",7,226,0,156.8,1,5,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","5_226"
"11396",11396,"CanRanchoLlano3B","218-2",3,"5",7,226,0,156.8,1,5,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","5_226"
"11397",11397,"CanRanchoLlano3B","218-2",2,"4",9,319,10,114.1,1,9,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","4_319"
"11398",11398,"CanRanchoLlano3B","218-2",2,"4",9,319,10,114.1,1,9,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","4_319"
"11399",11399,"CanRanchoLlano3B","218-2",1,"1",7,231,0,150.6,1,10,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","1_231"
"11400",11400,"CanRanchoLlano3B","218-2",4,"8",6,203,20,308.5,1,2,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","8_203"
"11402",11402,"CanRanchoLlano3B","218-2",2,"4",9,319,10,114.1,1,9,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","4_319"
"11403",11403,"CanRanchoLlano3B","218-2",4,"8",8,281,0,114.2,1,5,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","8_281"
"11404",11404,"CanRanchoLlano3B","218-2",3,"5",7,226,0,156.8,1,5,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","5_226"
"11405",11405,"CanRanchoLlano3B","218-2",4,"8",1,31,15,163.2,1,6,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","8_31"
"11406",11406,"CanRanchoLlano3B","218-2",2,"4",7,251,15,160.8,1,8,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","4_251"
"11407",11407,"CanRanchoLlano3B","218-2",2,"4",7,251,15,160.8,1,8,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","4_251"
"11408",11408,"CanRanchoLlano3B","218-2",1,"1",1,34,10,150.3,1,7,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","1_34"
"11409",11409,"CanRanchoLlano3B","218-2",2,"4",8,263,20,208.2,1,10,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","4_263"
"11410",11410,"CanRanchoLlano3B","218-2",2,"4",6,213,0,114.2,1,6,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","4_213"
"11411",11411,"CanRanchoLlano3B","218-2",4,"8",8,281,0,114.2,1,5,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","8_281"
"11412",11412,"CanRanchoLlano3B","218-2",1,"1",1,34,10,150.3,1,7,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","1_34"
"11413",11413,"CanRanchoLlano3B","218-2",4,"8",8,281,0,114.2,1,5,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","8_281"
"11414",11414,"CanRanchoLlano3B","218-2",3,"5",9,312,10,156.8,1,9,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","5_312"
"11415",11415,"CanRanchoLlano3B","218-2",1,"1",5,178,15,198.4,1,8,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","1_178"
"11416",11416,"CanRanchoLlano3B","218-2",1,"1",1,34,10,150.3,1,7,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","1_34"
"11418",11418,"CanRanchoLlano3B","218-2",4,"8",5,154,10,114.2,1,9,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","8_154"
"11419",11419,"CanRanchoLlano3B","218-2",4,"8",5,154,10,114.2,1,9,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","8_154"
"11421",11421,"CanRanchoLlano3B","218-2",2,"4",7,251,15,160.8,1,8,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","4_251"
"11422",11422,"CanRanchoLlano3B","218-2",1,"1",1,34,10,150.3,1,7,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","1_34"
"11423",11423,"CanRanchoLlano3B","218-2",2,"4",8,263,20,208.2,1,10,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","4_263"
"11424",11424,"CanRanchoLlano3B","218-2",4,"8",5,154,10,Inf,1,1,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","8_154"
"11425",11425,"CanRanchoLlano3B","218-2",4,"8",8,281,0,164,1,3,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","8_281"
"11426",11426,"CanRanchoLlano3B","218-2",4,"8",1,31,15,163.2,1,6,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","8_31"
"11427",11427,"CanRanchoLlano3B","218-2",3,"5",9,312,10,156.8,1,9,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","5_312"
"11428",11428,"CanRanchoLlano3B","218-2",4,"8",8,281,0,164,1,3,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","8_281"
"11429",11429,"CanRanchoLlano3B","218-2",2,"4",8,263,20,208.2,1,10,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","4_263"
"11430",11430,"CanRanchoLlano3B","218-1",3,"5",3,93,0,156.8,1,1,"14GDa218-1","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","5_93"
"11431",11431,"CanRanchoLlano3B","218-1",2,"3",2,53,20,302.1,1,3,"14GDa218-1","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","3_53"
"11432",11432,"CanRanchoLlano3B","218-1",1,"1",7,220,0,342.5,1,1,"14GDa218-1","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","1_220"
"11433",11433,"CanRanchoLlano3B","218-1",4,"8",4,140,0,114.2,1,4,"14GDa218-1","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","8_140"
"11434",11434,"CanRanchoLlano3B","218-1",4,"8",4,140,0,163.7,1,5,"14GDa218-1","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","8_140"
"11435",11435,"CanRanchoLlano3B","218-1",2,"3",2,53,20,302.1,1,3,"14GDa218-1","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","3_53"
"11436",11436,"CanRanchoLlano3B","218-1",1,"1",7,220,0,102.2,1,7,"14GDa218-1","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","1_220"
"11437",11437,"CanRanchoLlano3B","218-1",3,"5",3,93,0,397.5,0,1,"14GDa218-1","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","5_93"
"11438",11438,"CanRanchoLlano3B","218-1",2,"3",1,14,10,158,1,9,"14GDa218-1","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","3_14"
"11439",11439,"CanRanchoLlano3B","218-1",3,"5",3,93,0,109.5,1,8,"14GDa218-1","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","5_93"
"11440",11440,"CanRanchoLlano3B","218-1",3,"5",3,93,0,109.5,1,8,"14GDa218-1","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","5_93"
"11441",11441,"CanRanchoLlano3B","218-1",3,"5",3,93,0,109.5,1,8,"14GDa218-1","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","5_93"
"11442",11442,"CanRanchoLlano3B","218-1",2,"3",2,53,20,254.8,1,6,"14GDa218-1","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","3_53"
"11443",11443,"CanRanchoLlano3B","218-1",3,"5",3,93,0,109.5,1,8,"14GDa218-1","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","5_93"
"11444",11444,"CanRanchoLlano3B","218-1",4,"8",4,140,0,114.2,1,4,"14GDa218-1","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","8_140"
"11445",11445,"CanRanchoLlano3B","218-1",1,"1",7,220,0,150.6,1,2,"14GDa218-1","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","1_220"
"11446",11446,"CanRanchoLlano3B","218-1",1,"1",7,220,0,102.2,1,7,"14GDa218-1","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","1_220"
"11447",11447,"CanRanchoLlano3B","218-1",2,"3",1,14,10,158,1,9,"14GDa218-1","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","3_14"
"11448",11448,"CanRanchoLlano3B","218-1",3,"5",3,93,0,109.5,1,8,"14GDa218-1","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","5_93"
"11449",11449,"CanRanchoLlano3B","218-1",2,"3",1,14,10,206.8,1,1,"14GDa218-1","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","3_14"
"11450",11450,"CanRanchoLlano3B","218-1",2,"3",1,14,10,158,1,9,"14GDa218-1","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","3_14"
"11451",11451,"CanRanchoLlano3B","218-1",2,"3",2,53,20,302.1,1,3,"14GDa218-1","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","3_53"
"11452",11452,"CanRanchoLlano3B","218-2",3,"5",9,312,10,156.8,1,9,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","5_312"
"11453",11453,"CanRanchoLlano3B","218-2",3,"5",9,312,10,156.8,1,9,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","5_312"
"11454",11454,"CanRanchoLlano3B","218-2",1,"1",1,34,10,150.3,1,7,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","1_34"
"11455",11455,"CanRanchoLlano3B","218-2",3,"5",9,312,10,156.8,1,9,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","5_312"
"11456",11456,"CanRanchoLlano3B","218-2",2,"4",8,263,20,208.2,1,10,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","4_263"
"11457",11457,"CanRanchoLlano3B","218-2",4,"8",8,281,0,164,1,3,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","8_281"
"11458",11458,"CanRanchoLlano3B","218-2",2,"4",8,263,20,208.2,1,10,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","4_263"
"11459",11459,"CanRanchoLlano3B","218-2",4,"8",8,281,0,211,1,2,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","8_281"
"11460",11460,"CanRanchoLlano3B","218-2",2,"4",7,251,15,160.8,1,8,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","4_251"
"11461",11461,"CanRanchoLlano3B","218-2",2,"4",7,251,15,160.8,1,8,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","4_251"
"11462",11462,"CanRanchoLlano3B","218-2",2,"4",8,263,20,208.2,1,10,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","4_263"
"11463",11463,"CanRanchoLlano3B","218-2",2,"4",7,251,15,160.8,1,8,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","4_251"
"11464",11464,"CanRanchoLlano3B","218-2",4,"8",8,281,0,211,1,2,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","8_281"
"11465",11465,"CanRanchoLlano3B","218-2",4,"8",8,281,0,114.2,1,5,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","8_281"
"11467",11467,"CanRanchoLlano3B","218-2",3,"5",9,312,10,156.8,1,9,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","5_312"
"11469",11469,"CanRanchoLlano3B","218-2",4,"8",1,31,15,163.2,1,6,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","8_31"
"11470",11470,"CanRanchoLlano3B","218-2",2,"4",8,263,20,208.2,1,10,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","4_263"
"11471",11471,"CanRanchoLlano3B","218-2",4,"8",1,31,15,163.2,1,6,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","8_31"
"11472",11472,"CanRanchoLlano3B","218-2",2,"4",8,263,20,208.2,1,10,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","4_263"
"11473",11473,"CanRanchoLlano3B","218-2",1,"1",5,178,15,246.2,1,2,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","1_178"
"11474",11474,"CanRanchoLlano3B","218-2",4,"8",5,154,10,114.2,1,9,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","8_154"
"11475",11475,"CanRanchoLlano3B","218-2",3,"5",5,146,15,156.8,1,9,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","5_146"
"11476",11476,"CanRanchoLlano3B","218-2",1,"1",1,34,10,150.3,1,7,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","1_34"
"11477",11477,"CanRanchoLlano3B","218-2",1,"1",1,34,10,150.3,1,7,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","1_34"
"11479",11479,"CanRanchoLlano3B","218-2",4,"8",1,31,15,163.2,1,6,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","8_31"
"11480",11480,"CanRanchoLlano3B","218-2",2,"4",7,251,15,160.8,1,8,"14GDa218-2","11/10/14","GDa","29","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry","4_251"
"11481",11481,"CanReyes1","105-1",3,"6",5,151,0,168,1,1,"14Tus105-1","11/10/14","Tus","20","ecoast","Tus_10","landrace","Tusta","Backyard","Fresh-Dry","6_151"
"11486",11486,"CanReyes1","105-1",1,"2",2,70,15,303.1,1,4,"14Tus105-1","11/10/14","Tus","20","ecoast","Tus_10","landrace","Tusta","Backyard","Fresh-Dry","2_70"
"11487",11487,"CanReyes1","105-1",4,"7",1,26,10,502.8,1,1,"14Tus105-1","11/10/14","Tus","20","ecoast","Tus_10","landrace","Tusta","Backyard","Fresh-Dry","7_26"
"11488",11488,"CanReyes1","105-1",4,"7",1,26,10,107.3,1,2,"14Tus105-1","11/10/14","Tus","20","ecoast","Tus_10","landrace","Tusta","Backyard","Fresh-Dry","7_26"
"11490",11490,"CanReyes1","105-1",4,"7",1,26,10,153.8,1,1,"14Tus105-1","11/10/14","Tus","20","ecoast","Tus_10","landrace","Tusta","Backyard","Fresh-Dry","7_26"
"11491",11491,"CanReyes1","105-1",1,"2",7,236,20,253.8,1,3,"14Tus105-1","11/10/14","Tus","20","ecoast","Tus_10","landrace","Tusta","Backyard","Fresh-Dry","2_236"
"11493",11493,"CanReyes1","105-1",1,"2",7,236,20,349,1,4,"14Tus105-1","11/10/14","Tus","20","ecoast","Tus_10","landrace","Tusta","Backyard","Fresh-Dry","2_236"
"11495",11495,"CanReyes1","105-1",1,"2",9,317,10,253.6,1,1,"14Tus105-1","11/10/14","Tus","20","ecoast","Tus_10","landrace","Tusta","Backyard","Fresh-Dry","2_317"
"11496",11496,"CanReyes1","105-1",1,"2",9,317,10,205.3,1,3,"14Tus105-1","11/10/14","Tus","20","ecoast","Tus_10","landrace","Tusta","Backyard","Fresh-Dry","2_317"
"11503",11503,"CanReyes1","105-1",4,"7",1,26,10,107.3,1,2,"14Tus105-1","11/10/14","Tus","20","ecoast","Tus_10","landrace","Tusta","Backyard","Fresh-Dry","7_26"
"11504",11504,"CanReyes1","105-1",1,"2",7,236,20,349,1,4,"14Tus105-1","11/10/14","Tus","20","ecoast","Tus_10","landrace","Tusta","Backyard","Fresh-Dry","2_236"
"11506",11506,"CanReyes1","105-1",1,"2",9,317,10,205.3,1,3,"14Tus105-1","11/10/14","Tus","20","ecoast","Tus_10","landrace","Tusta","Backyard","Fresh-Dry","2_317"
"11507",11507,"CanReyes1","105-1",1,"2",9,317,10,348.8,1,1,"14Tus105-1","11/10/14","Tus","20","ecoast","Tus_10","landrace","Tusta","Backyard","Fresh-Dry","2_317"
"11512",11512,"CanReyes1","105-1",3,"6",5,151,0,264.1,1,6,"14Tus105-1","11/10/14","Tus","20","ecoast","Tus_10","landrace","Tusta","Backyard","Fresh-Dry","6_151"
"11513",11513,"CanReyes1","105-1",4,"7",1,26,10,Inf,1,5,"14Tus105-1","11/10/14","Tus","20","ecoast","Tus_10","landrace","Tusta","Backyard","Fresh-Dry","7_26"
"11514",11514,"CanReyes1","105-1",4,"7",1,26,10,Inf,1,5,"14Tus105-1","11/10/14","Tus","20","ecoast","Tus_10","landrace","Tusta","Backyard","Fresh-Dry","7_26"
"11519",11519,"CanReyes1","105-1",1,"2",9,317,10,155.1,1,4,"14Tus105-1","11/10/14","Tus","20","ecoast","Tus_10","landrace","Tusta","Backyard","Fresh-Dry","2_317"
"11530",11530,"CanReyes1","105-1",1,"2",9,317,10,205.3,1,3,"14Tus105-1","11/10/14","Tus","20","ecoast","Tus_10","landrace","Tusta","Backyard","Fresh-Dry","2_317"
"11531",11531,"CanReyes1","105-1",1,"2",2,70,15,254,1,4,"14Tus105-1","11/10/14","Tus","20","ecoast","Tus_10","landrace","Tusta","Backyard","Fresh-Dry","2_70"
"11534",11534,"CanReyes1","105-1",1,"2",2,70,15,445.8,1,1,"14Tus105-1","11/10/14","Tus","20","ecoast","Tus_10","landrace","Tusta","Backyard","Fresh-Dry","2_70"
"11540",11540,"CanReyes1","105-1",1,"2",2,70,15,254,1,4,"14Tus105-1","11/10/14","Tus","20","ecoast","Tus_10","landrace","Tusta","Backyard","Fresh-Dry","2_70"
"11542",11542,"CanReyes1","105-1",4,"7",1,26,10,Inf,1,5,"14Tus105-1","11/10/14","Tus","20","ecoast","Tus_10","landrace","Tusta","Backyard","Fresh-Dry","7_26"
"11547",11547,"CanReyes1","105-1",1,"2",2,70,15,254,1,4,"14Tus105-1","11/10/14","Tus","20","ecoast","Tus_10","landrace","Tusta","Backyard","Fresh-Dry","2_70"
