"","rep","run","shelf","plate","line","trt","type","end","status","germinated"
"1046.2",1,1,9,302,"149-1",15,"E3",198.6166667,1,7
"1046.3",1,1,9,302,"149-1",15,"E3",198.6166667,1,7
"1046.4",1,1,9,302,"149-1",15,"E3",198.6166667,1,7
"1046.5",1,1,9,302,"149-1",15,"E3",198.6166667,1,7
"1046.6",1,1,9,302,"149-1",15,"E3",198.6166667,1,7
"1047",1,1,9,302,"149-1",15,"E3",542.5,0,3
"1047.1",1,1,9,302,"149-1",15,"E3",542.5,0,3
"1047.2",1,1,9,302,"149-1",15,"E3",542.5,0,3
"1048",1,1,5,146,"149-2",0,"E3",150.5333333,1,2
"1048.1",1,1,5,146,"149-2",0,"E3",150.5333333,1,2
"1049",1,1,5,146,"149-2",0,"E3",198.3833333,1,2
"1049.1",1,1,5,146,"149-2",0,"E3",198.3833333,1,2
"1050",1,1,5,146,"149-2",0,"E3",246.1833333,1,1
"1051",1,1,5,146,"149-2",0,"E3",342.35,1,1
"1052",1,1,5,146,"149-2",0,"E3",542.5,0,4
"1052.1",1,1,5,146,"149-2",0,"E3",542.5,0,4
"1052.2",1,1,5,146,"149-2",0,"E3",542.5,0,4
"1052.3",1,1,5,146,"149-2",0,"E3",542.5,0,4
"1053",1,1,5,179,"149-2",20,"E3",198.3833333,1,1
"1054",1,1,5,179,"149-2",20,"E3",542.5,0,8
"1054.1",1,1,5,179,"149-2",20,"E3",542.5,0,8
"1054.2",1,1,5,179,"149-2",20,"E3",542.5,0,8
"1054.3",1,1,5,179,"149-2",20,"E3",542.5,0,8
"1054.4",1,1,5,179,"149-2",20,"E3",542.5,0,8
"1054.5",1,1,5,179,"149-2",20,"E3",542.5,0,8
"1054.6",1,1,5,179,"149-2",20,"E3",542.5,0,8
"1054.7",1,1,5,179,"149-2",20,"E3",542.5,0,8
"1055",1,1,7,252,"149-2",15,"E3",150.6166667,1,1
"1056",1,1,7,252,"149-2",15,"E3",246.2833333,1,1
"1057",1,1,7,252,"149-2",15,"E3",542.5,0,8
"1057.1",1,1,7,252,"149-2",15,"E3",542.5,0,8
"1057.2",1,1,7,252,"149-2",15,"E3",542.5,0,8
"1057.3",1,1,7,252,"149-2",15,"E3",542.5,0,8
"1057.4",1,1,7,252,"149-2",15,"E3",542.5,0,8
"1057.5",1,1,7,252,"149-2",15,"E3",542.5,0,8
"1057.6",1,1,7,252,"149-2",15,"E3",542.5,0,8
"1057.7",1,1,7,252,"149-2",15,"E3",542.5,0,8
"1058",1,1,8,265,"149-2",10,"E3",150.6666667,1,3
"1058.1",1,1,8,265,"149-2",10,"E3",150.6666667,1,3
"1058.2",1,1,8,265,"149-2",10,"E3",150.6666667,1,3
"1059",1,1,8,265,"149-2",10,"E3",198.55,1,2
"1059.1",1,1,8,265,"149-2",10,"E3",198.55,1,2
"1060",1,1,8,265,"149-2",10,"E3",295.4333333,1,1
"1061",1,1,8,265,"149-2",10,"E3",440.4,1,1
"1062",1,1,8,265,"149-2",10,"E3",542.5,0,3
"1062.1",1,1,8,265,"149-2",10,"E3",542.5,0,3
"1062.2",1,1,8,265,"149-2",10,"E3",542.5,0,3
"1063",1,2,1,18,"150-1",15,"E3",108.4333333,1,6
"1063.1",1,2,1,18,"150-1",15,"E3",108.4333333,1,6
"1063.2",1,2,1,18,"150-1",15,"E3",108.4333333,1,6
"1063.3",1,2,1,18,"150-1",15,"E3",108.4333333,1,6
"1063.4",1,2,1,18,"150-1",15,"E3",108.4333333,1,6
"1063.5",1,2,1,18,"150-1",15,"E3",108.4333333,1,6
"1064",1,2,1,18,"150-1",15,"E3",156.35,1,3
"1064.1",1,2,1,18,"150-1",15,"E3",156.35,1,3
"1064.2",1,2,1,18,"150-1",15,"E3",156.35,1,3
"1065",1,2,4,140,"150-1",10,"E3",107.8,1,4
"1065.1",1,2,4,140,"150-1",10,"E3",107.8,1,4
"1065.2",1,2,4,140,"150-1",10,"E3",107.8,1,4
"1065.3",1,2,4,140,"150-1",10,"E3",107.8,1,4
"1066",1,2,4,140,"150-1",10,"E3",155.7833333,1,2
"1066.1",1,2,4,140,"150-1",10,"E3",155.7833333,1,2
"1067",1,2,4,140,"150-1",10,"E3",205.85,1,1
"1068",1,2,7,241,"150-1",20,"E3",155.4,1,1
"1069",1,2,7,241,"150-1",20,"E3",205.6166667,1,5
"1069.1",1,2,7,241,"150-1",20,"E3",205.6166667,1,5
"1069.2",1,2,7,241,"150-1",20,"E3",205.6166667,1,5
"1069.3",1,2,7,241,"150-1",20,"E3",205.6166667,1,5
"1069.4",1,2,7,241,"150-1",20,"E3",205.6166667,1,5
"1070",1,2,9,305,"150-1",0,"E3",107.0166667,1,5
"1070.1",1,2,9,305,"150-1",0,"E3",107.0166667,1,5
"1070.2",1,2,9,305,"150-1",0,"E3",107.0166667,1,5
"1070.3",1,2,9,305,"150-1",0,"E3",107.0166667,1,5
"1070.4",1,2,9,305,"150-1",0,"E3",107.0166667,1,5
"1071",1,2,9,305,"150-1",0,"E3",155.1,1,2
"1071.1",1,2,9,305,"150-1",0,"E3",155.1,1,2
"1072",1,2,1,18,"150-1",15,"E3",542.5,0,1
"1073",1,2,4,140,"150-1",10,"E3",542.5,0,3
"1073.1",1,2,4,140,"150-1",10,"E3",542.5,0,3
"1073.2",1,2,4,140,"150-1",10,"E3",542.5,0,3
"1074",1,2,7,241,"150-1",20,"E3",542.5,0,4
"1074.1",1,2,7,241,"150-1",20,"E3",542.5,0,4
"1074.2",1,2,7,241,"150-1",20,"E3",542.5,0,4
"1074.3",1,2,7,241,"150-1",20,"E3",542.5,0,4
"1075",1,2,9,305,"150-1",0,"E3",542.5,0,3
"1075.1",1,2,9,305,"150-1",0,"E3",542.5,0,3
"1075.2",1,2,9,305,"150-1",0,"E3",542.5,0,3
"1076",1,1,5,153,"150-2",10,"E3",102.0666667,1,2
"1076.1",1,1,5,153,"150-2",10,"E3",102.0666667,1,2
"1077",1,1,5,153,"150-2",10,"E3",246.1833333,1,1
"1078",1,1,5,153,"150-2",10,"E3",542.5,0,7
"1078.1",1,1,5,153,"150-2",10,"E3",542.5,0,7
"1078.2",1,1,5,153,"150-2",10,"E3",542.5,0,7
"1078.3",1,1,5,153,"150-2",10,"E3",542.5,0,7
"1078.4",1,1,5,153,"150-2",10,"E3",542.5,0,7
"1078.5",1,1,5,153,"150-2",10,"E3",542.5,0,7
"1078.6",1,1,5,153,"150-2",10,"E3",542.5,0,7
"1079",1,1,5,159,"150-2",20,"E3",198.3833333,1,1
"1080",1,1,5,159,"150-2",20,"E3",542.5,0,9
"1080.1",1,1,5,159,"150-2",20,"E3",542.5,0,9
"1080.2",1,1,5,159,"150-2",20,"E3",542.5,0,9
"1080.3",1,1,5,159,"150-2",20,"E3",542.5,0,9
"1080.4",1,1,5,159,"150-2",20,"E3",542.5,0,9
"1080.5",1,1,5,159,"150-2",20,"E3",542.5,0,9
"1080.6",1,1,5,159,"150-2",20,"E3",542.5,0,9
"1080.7",1,1,5,159,"150-2",20,"E3",542.5,0,9
"1080.8",1,1,5,159,"150-2",20,"E3",542.5,0,9
"1081",1,1,6,196,"150-2",0,"E3",150.5666667,1,1
"1082",1,1,6,196,"150-2",0,"E3",198.4333333,1,1
"1083",1,1,6,196,"150-2",0,"E3",542.5,0,8
"1083.1",1,1,6,196,"150-2",0,"E3",542.5,0,8
"1083.2",1,1,6,196,"150-2",0,"E3",542.5,0,8
"1083.3",1,1,6,196,"150-2",0,"E3",542.5,0,8
"1083.4",1,1,6,196,"150-2",0,"E3",542.5,0,8
"1083.5",1,1,6,196,"150-2",0,"E3",542.5,0,8
"1083.6",1,1,6,196,"150-2",0,"E3",542.5,0,8
"1083.7",1,1,6,196,"150-2",0,"E3",542.5,0,8
"1084",1,1,7,224,"150-2",15,"E3",102.1833333,1,1
"1085",1,1,7,224,"150-2",15,"E3",542.5,0,9
"1085.1",1,1,7,224,"150-2",15,"E3",542.5,0,9
"1085.2",1,1,7,224,"150-2",15,"E3",542.5,0,9
"1085.3",1,1,7,224,"150-2",15,"E3",542.5,0,9
"1085.4",1,1,7,224,"150-2",15,"E3",542.5,0,9
"1085.5",1,1,7,224,"150-2",15,"E3",542.5,0,9
"1085.6",1,1,7,224,"150-2",15,"E3",542.5,0,9
"1085.7",1,1,7,224,"150-2",15,"E3",542.5,0,9
"1085.8",1,1,7,224,"150-2",15,"E3",542.5,0,9
"1086",1,2,2,53,"151-1",15,"E3",108.2333333,1,3
"1086.1",1,2,2,53,"151-1",15,"E3",108.2333333,1,3
"1086.2",1,2,2,53,"151-1",15,"E3",108.2333333,1,3
"1087",1,2,2,53,"151-1",15,"E3",156.1666667,1,2
"1087.1",1,2,2,53,"151-1",15,"E3",156.1666667,1,2
"1088",1,2,5,173,"151-1",20,"E3",155.5833333,1,1
"1089",1,2,5,173,"151-1",20,"E3",205.8,1,5
"1089.1",1,2,5,173,"151-1",20,"E3",205.8,1,5
"1089.2",1,2,5,173,"151-1",20,"E3",205.8,1,5
"1089.3",1,2,5,173,"151-1",20,"E3",205.8,1,5
"1089.4",1,2,5,173,"151-1",20,"E3",205.8,1,5
"1090",1,2,5,173,"151-1",20,"E3",253.85,1,1
"1091",1,2,6,201,"151-1",10,"E3",155.5,1,7
"1091.1",1,2,6,201,"151-1",10,"E3",155.5,1,7
"1091.2",1,2,6,201,"151-1",10,"E3",155.5,1,7
"1091.3",1,2,6,201,"151-1",10,"E3",155.5,1,7
"1091.4",1,2,6,201,"151-1",10,"E3",155.5,1,7
"1091.5",1,2,6,201,"151-1",10,"E3",155.5,1,7
"1091.6",1,2,6,201,"151-1",10,"E3",155.5,1,7
"1092",1,2,7,221,"151-1",0,"E3",107.3666667,1,4
"1092.1",1,2,7,221,"151-1",0,"E3",107.3666667,1,4
"1092.2",1,2,7,221,"151-1",0,"E3",107.3666667,1,4
"1092.3",1,2,7,221,"151-1",0,"E3",107.3666667,1,4
"1093",1,2,7,221,"151-1",0,"E3",155.4,1,1
"1094",1,2,2,53,"151-1",15,"E3",542.5,0,5
"1094.1",1,2,2,53,"151-1",15,"E3",542.5,0,5
"1094.2",1,2,2,53,"151-1",15,"E3",542.5,0,5
"1094.3",1,2,2,53,"151-1",15,"E3",542.5,0,5
"1094.4",1,2,2,53,"151-1",15,"E3",542.5,0,5
"1095",1,2,5,173,"151-1",20,"E3",542.5,0,3
"1095.1",1,2,5,173,"151-1",20,"E3",542.5,0,3
"1095.2",1,2,5,173,"151-1",20,"E3",542.5,0,3
"1096",1,2,6,201,"151-1",10,"E3",542.5,0,3
"1096.1",1,2,6,201,"151-1",10,"E3",542.5,0,3
"1096.2",1,2,6,201,"151-1",10,"E3",542.5,0,3
"1097",1,2,7,221,"151-1",0,"E3",542.5,0,5
"1097.1",1,2,7,221,"151-1",0,"E3",542.5,0,5
"1097.2",1,2,7,221,"151-1",0,"E3",542.5,0,5
"1097.3",1,2,7,221,"151-1",0,"E3",542.5,0,5
"1097.4",1,2,7,221,"151-1",0,"E3",542.5,0,5
"1098",1,1,1,21,"151-2",10,"E3",101.9,1,3
"1098.1",1,1,1,21,"151-2",10,"E3",101.9,1,3
"1098.2",1,1,1,21,"151-2",10,"E3",101.9,1,3
"1099",1,1,1,21,"151-2",10,"E3",150.3333333,1,1
"1100",1,1,1,21,"151-2",10,"E3",294.9166667,1,1
"1101",1,1,1,21,"151-2",10,"E3",542.5,0,5
"1101.1",1,1,1,21,"151-2",10,"E3",542.5,0,5
"1101.2",1,1,1,21,"151-2",10,"E3",542.5,0,5
"1101.3",1,1,1,21,"151-2",10,"E3",542.5,0,5
"1101.4",1,1,1,21,"151-2",10,"E3",542.5,0,5
"1102",1,1,3,84,"151-2",20,"E3",198.2166667,1,3
"1102.1",1,1,3,84,"151-2",20,"E3",198.2166667,1,3
"1102.2",1,1,3,84,"151-2",20,"E3",198.2166667,1,3
"1103",1,1,3,84,"151-2",20,"E3",246.05,1,2
"1103.1",1,1,3,84,"151-2",20,"E3",246.05,1,2
"1104",1,1,3,84,"151-2",20,"E3",390.0333333,1,1
"1105",1,1,3,84,"151-2",20,"E3",542.5,0,4
"1105.1",1,1,3,84,"151-2",20,"E3",542.5,0,4
"1105.2",1,1,3,84,"151-2",20,"E3",542.5,0,4
"1105.3",1,1,3,84,"151-2",20,"E3",542.5,0,4
"1106",1,1,7,242,"151-2",0,"E3",150.6166667,1,3
"1106.1",1,1,7,242,"151-2",0,"E3",150.6166667,1,3
"1106.2",1,1,7,242,"151-2",0,"E3",150.6166667,1,3
"1107",1,1,7,242,"151-2",0,"E3",542.5,0,7
"1107.1",1,1,7,242,"151-2",0,"E3",542.5,0,7
"1107.2",1,1,7,242,"151-2",0,"E3",542.5,0,7
"1107.3",1,1,7,242,"151-2",0,"E3",542.5,0,7
"1107.4",1,1,7,242,"151-2",0,"E3",542.5,0,7
"1107.5",1,1,7,242,"151-2",0,"E3",542.5,0,7
"1107.6",1,1,7,242,"151-2",0,"E3",542.5,0,7
"1108",1,1,8,278,"151-2",15,"E3",102.2833333,1,1
"1109",1,1,8,278,"151-2",15,"E3",150.6666667,1,8
"1109.1",1,1,8,278,"151-2",15,"E3",150.6666667,1,8
"1109.2",1,1,8,278,"151-2",15,"E3",150.6666667,1,8
"1109.3",1,1,8,278,"151-2",15,"E3",150.6666667,1,8
"1109.4",1,1,8,278,"151-2",15,"E3",150.6666667,1,8
"1109.5",1,1,8,278,"151-2",15,"E3",150.6666667,1,8
"1109.6",1,1,8,278,"151-2",15,"E3",150.6666667,1,8
"1109.7",1,1,8,278,"151-2",15,"E3",150.6666667,1,8
"1110",1,1,8,278,"151-2",15,"E3",198.55,1,1
"1111",1,2,1,34,"152-1",0,"E3",108.4333333,1,3
"1111.1",1,2,1,34,"152-1",0,"E3",108.4333333,1,3
"1111.2",1,2,1,34,"152-1",0,"E3",108.4333333,1,3
"1112",1,2,1,34,"152-1",0,"E3",156.35,1,6
"1112.1",1,2,1,34,"152-1",0,"E3",156.35,1,6
"1112.2",1,2,1,34,"152-1",0,"E3",156.35,1,6
"1112.3",1,2,1,34,"152-1",0,"E3",156.35,1,6
"1112.4",1,2,1,34,"152-1",0,"E3",156.35,1,6
"1112.5",1,2,1,34,"152-1",0,"E3",156.35,1,6
"1113",1,2,1,34,"152-1",0,"E3",303.3333333,1,1
"1114",1,2,3,76,"152-1",20,"E3",253.8333333,1,2
"1114.1",1,2,3,76,"152-1",20,"E3",253.8333333,1,2
"1115",1,2,3,76,"152-1",20,"E3",302.9,1,2
"1115.1",1,2,3,76,"152-1",20,"E3",302.9,1,2
"1116",1,2,3,76,"152-1",20,"E3",349.6,1,2
"1116.1",1,2,3,76,"152-1",20,"E3",349.6,1,2
"1117",1,2,3,76,"152-1",20,"E3",395.9,1,1
"1118",1,2,3,76,"152-1",20,"E3",445.55,1,1
"1119",1,2,6,182,"152-1",15,"E3",107.4833333,1,6
"1119.1",1,2,6,182,"152-1",15,"E3",107.4833333,1,6
"1119.2",1,2,6,182,"152-1",15,"E3",107.4833333,1,6
"1119.3",1,2,6,182,"152-1",15,"E3",107.4833333,1,6
"1119.4",1,2,6,182,"152-1",15,"E3",107.4833333,1,6
"1119.5",1,2,6,182,"152-1",15,"E3",107.4833333,1,6
"1120",1,2,6,182,"152-1",15,"E3",155.5,1,3
"1120.1",1,2,6,182,"152-1",15,"E3",155.5,1,3
"1120.2",1,2,6,182,"152-1",15,"E3",155.5,1,3
"1121",1,2,7,226,"152-1",10,"E3",107.3666667,1,6
"1121.1",1,2,7,226,"152-1",10,"E3",107.3666667,1,6
"1121.2",1,2,7,226,"152-1",10,"E3",107.3666667,1,6
"1121.3",1,2,7,226,"152-1",10,"E3",107.3666667,1,6
"1121.4",1,2,7,226,"152-1",10,"E3",107.3666667,1,6
"1121.5",1,2,7,226,"152-1",10,"E3",107.3666667,1,6
"1122",1,2,7,226,"152-1",10,"E3",155.4,1,1
"1123",1,2,3,76,"152-1",20,"E3",542.5,0,2
"1123.1",1,2,3,76,"152-1",20,"E3",542.5,0,2
"1124",1,2,6,182,"152-1",15,"E3",542.5,0,1
"1125",1,2,7,226,"152-1",10,"E3",542.5,0,3
"1125.1",1,2,7,226,"152-1",10,"E3",542.5,0,3
"1125.2",1,2,7,226,"152-1",10,"E3",542.5,0,3
"1126",1,2,4,116,"153-1",0,"E3",107.8,1,1
"1127",1,2,4,116,"153-1",0,"E3",155.7833333,1,1
"1128",1,2,4,116,"153-1",0,"E3",205.85,1,1
"1129",1,2,5,152,"153-1",20,"E3",253.85,1,2
"1129.1",1,2,5,152,"153-1",20,"E3",253.85,1,2
"1130",1,2,5,152,"153-1",20,"E3",349.2833333,1,1
"1131",1,2,5,152,"153-1",20,"E3",542.3166667,1,1
"1132",1,2,8,260,"153-1",15,"E3",107.2333333,1,2
"1132.1",1,2,8,260,"153-1",15,"E3",107.2333333,1,2
"1133",1,2,8,260,"153-1",15,"E3",155.2833333,1,2
"1133.1",1,2,8,260,"153-1",15,"E3",155.2833333,1,2
"1134",1,2,8,260,"153-1",15,"E3",205.5166667,1,1
"1135",1,2,9,298,"153-1",10,"E3",107.0166667,1,2
"1135.1",1,2,9,298,"153-1",10,"E3",107.0166667,1,2
"1136",1,2,9,298,"153-1",10,"E3",155.1,1,1
"1137",1,2,4,116,"153-1",0,"E3",542.5,0,7
"1137.1",1,2,4,116,"153-1",0,"E3",542.5,0,7
"1137.2",1,2,4,116,"153-1",0,"E3",542.5,0,7
"1137.3",1,2,4,116,"153-1",0,"E3",542.5,0,7
"1137.4",1,2,4,116,"153-1",0,"E3",542.5,0,7
"1137.5",1,2,4,116,"153-1",0,"E3",542.5,0,7
"1137.6",1,2,4,116,"153-1",0,"E3",542.5,0,7
"1138",1,2,5,152,"153-1",20,"E3",542.5,0,6
"1138.1",1,2,5,152,"153-1",20,"E3",542.5,0,6
"1138.2",1,2,5,152,"153-1",20,"E3",542.5,0,6
"1138.3",1,2,5,152,"153-1",20,"E3",542.5,0,6
"1138.4",1,2,5,152,"153-1",20,"E3",542.5,0,6
"1138.5",1,2,5,152,"153-1",20,"E3",542.5,0,6
"1139",1,2,8,260,"153-1",15,"E3",542.5,0,5
"1139.1",1,2,8,260,"153-1",15,"E3",542.5,0,5
"1139.2",1,2,8,260,"153-1",15,"E3",542.5,0,5
"1139.3",1,2,8,260,"153-1",15,"E3",542.5,0,5
"1139.4",1,2,8,260,"153-1",15,"E3",542.5,0,5
"1140",1,2,9,298,"153-1",10,"E3",542.5,0,7
"1140.1",1,2,9,298,"153-1",10,"E3",542.5,0,7
"1140.2",1,2,9,298,"153-1",10,"E3",542.5,0,7
"1140.3",1,2,9,298,"153-1",10,"E3",542.5,0,7
"1140.4",1,2,9,298,"153-1",10,"E3",542.5,0,7
"1140.5",1,2,9,298,"153-1",10,"E3",542.5,0,7
"1140.6",1,2,9,298,"153-1",10,"E3",542.5,0,7
"1141",1,1,5,164,"153-2",20,"E3",150.5333333,1,1
"1142",1,1,5,164,"153-2",20,"E3",198.3833333,1,6
"1142.1",1,1,5,164,"153-2",20,"E3",198.3833333,1,6
"1142.2",1,1,5,164,"153-2",20,"E3",198.3833333,1,6
"1142.3",1,1,5,164,"153-2",20,"E3",198.3833333,1,6
"1142.4",1,1,5,164,"153-2",20,"E3",198.3833333,1,6
"1142.5",1,1,5,164,"153-2",20,"E3",198.3833333,1,6
"1143",1,1,5,164,"153-2",20,"E3",295.15,1,1
"1144",1,1,5,164,"153-2",20,"E3",342.35,1,1
"1145",1,1,5,164,"153-2",20,"E3",542.5,0,1
"1146",1,1,7,226,"153-2",0,"E3",102.1833333,1,3
"1146.1",1,1,7,226,"153-2",0,"E3",102.1833333,1,3
"1146.2",1,1,7,226,"153-2",0,"E3",102.1833333,1,3
"1147",1,1,7,226,"153-2",0,"E3",198.4833333,1,1
"1148",1,1,7,226,"153-2",0,"E3",246.2833333,1,1
"1149",1,1,7,226,"153-2",0,"E3",542.5,0,5
"1149.1",1,1,7,226,"153-2",0,"E3",542.5,0,5
"1149.2",1,1,7,226,"153-2",0,"E3",542.5,0,5
"1149.3",1,1,7,226,"153-2",0,"E3",542.5,0,5
"1149.4",1,1,7,226,"153-2",0,"E3",542.5,0,5
"1150",1,1,7,239,"153-2",10,"E3",102.1833333,1,5
"1150.1",1,1,7,239,"153-2",10,"E3",102.1833333,1,5
"1150.2",1,1,7,239,"153-2",10,"E3",102.1833333,1,5
"1150.3",1,1,7,239,"153-2",10,"E3",102.1833333,1,5
"1150.4",1,1,7,239,"153-2",10,"E3",102.1833333,1,5
"1151",1,1,7,239,"153-2",10,"E3",150.6166667,1,2
"1151.1",1,1,7,239,"153-2",10,"E3",150.6166667,1,2
"1152",1,1,7,239,"153-2",10,"E3",198.4833333,1,1
"1153",1,1,7,239,"153-2",10,"E3",542.5,0,2
"1153.1",1,1,7,239,"153-2",10,"E3",542.5,0,2
"1154",1,1,9,296,"153-2",15,"E3",150.7333333,1,3
"1154.1",1,1,9,296,"153-2",15,"E3",150.7333333,1,3
"1154.2",1,1,9,296,"153-2",15,"E3",150.7333333,1,3
"1155",1,1,9,296,"153-2",15,"E3",246.3333333,1,3
"1155.1",1,1,9,296,"153-2",15,"E3",246.3333333,1,3
"1155.2",1,1,9,296,"153-2",15,"E3",246.3333333,1,3
"1156",1,1,9,296,"153-2",15,"E3",542.5,0,4
"1156.1",1,1,9,296,"153-2",15,"E3",542.5,0,4
"1156.2",1,1,9,296,"153-2",15,"E3",542.5,0,4
"1156.3",1,1,9,296,"153-2",15,"E3",542.5,0,4
"1157",1,1,3,106,"156-1",0,"E3",246.05,1,1
"1158",1,1,3,106,"156-1",0,"E3",295.05,1,3
"1158.1",1,1,3,106,"156-1",0,"E3",295.05,1,3
"1158.2",1,1,3,106,"156-1",0,"E3",295.05,1,3
"1159",1,1,3,106,"156-1",0,"E3",437.9,1,1
"1160",1,1,3,106,"156-1",0,"E3",542.5,0,5
"1160.1",1,1,3,106,"156-1",0,"E3",542.5,0,5
"1160.2",1,1,3,106,"156-1",0,"E3",542.5,0,5
"1160.3",1,1,3,106,"156-1",0,"E3",542.5,0,5
"1160.4",1,1,3,106,"156-1",0,"E3",542.5,0,5
"1161",1,1,7,233,"156-1",20,"E3",542.5,0,10
"1161.1",1,1,7,233,"156-1",20,"E3",542.5,0,10
"1161.2",1,1,7,233,"156-1",20,"E3",542.5,0,10
"1161.3",1,1,7,233,"156-1",20,"E3",542.5,0,10
"1161.4",1,1,7,233,"156-1",20,"E3",542.5,0,10
"1161.5",1,1,7,233,"156-1",20,"E3",542.5,0,10
"1161.6",1,1,7,233,"156-1",20,"E3",542.5,0,10
"1161.7",1,1,7,233,"156-1",20,"E3",542.5,0,10
"1161.8",1,1,7,233,"156-1",20,"E3",542.5,0,10
"1161.9",1,1,7,233,"156-1",20,"E3",542.5,0,10
"1162",1,1,8,256,"156-1",10,"E3",246.3333333,1,1
"1163",1,1,8,256,"156-1",10,"E3",295.4333333,1,1
"1164",1,1,8,256,"156-1",10,"E3",342.4833333,1,1
"1165",1,1,8,256,"156-1",10,"E3",440.4,1,2
"1165.1",1,1,8,256,"156-1",10,"E3",440.4,1,2
"1166",1,1,8,256,"156-1",10,"E3",542.5,0,5
"1166.1",1,1,8,256,"156-1",10,"E3",542.5,0,5
"1166.2",1,1,8,256,"156-1",10,"E3",542.5,0,5
"1166.3",1,1,8,256,"156-1",10,"E3",542.5,0,5
"1166.4",1,1,8,256,"156-1",10,"E3",542.5,0,5
"1167",1,1,9,313,"156-1",15,"E3",542.5,0,10
"1167.1",1,1,9,313,"156-1",15,"E3",542.5,0,10
"1167.2",1,1,9,313,"156-1",15,"E3",542.5,0,10
"1167.3",1,1,9,313,"156-1",15,"E3",542.5,0,10
"1167.4",1,1,9,313,"156-1",15,"E3",542.5,0,10
"1167.5",1,1,9,313,"156-1",15,"E3",542.5,0,10
"1167.6",1,1,9,313,"156-1",15,"E3",542.5,0,10
"1167.7",1,1,9,313,"156-1",15,"E3",542.5,0,10
"1167.8",1,1,9,313,"156-1",15,"E3",542.5,0,10
"1167.9",1,1,9,313,"156-1",15,"E3",542.5,0,10
"1168",1,1,2,61,"156-2",20,"E3",542.5,0,10
"1168.1",1,1,2,61,"156-2",20,"E3",542.5,0,10
"1168.2",1,1,2,61,"156-2",20,"E3",542.5,0,10
"1168.3",1,1,2,61,"156-2",20,"E3",542.5,0,10
"1168.4",1,1,2,61,"156-2",20,"E3",542.5,0,10
"1168.5",1,1,2,61,"156-2",20,"E3",542.5,0,10
"1168.6",1,1,2,61,"156-2",20,"E3",542.5,0,10
"1168.7",1,1,2,61,"156-2",20,"E3",542.5,0,10
"1168.8",1,1,2,61,"156-2",20,"E3",542.5,0,10
"1168.9",1,1,2,61,"156-2",20,"E3",542.5,0,10
"1169",1,1,4,109,"156-2",15,"E3",437.9,1,1
"1170",1,1,4,109,"156-2",15,"E3",542.5,0,9
"1170.1",1,1,4,109,"156-2",15,"E3",542.5,0,9
"1170.2",1,1,4,109,"156-2",15,"E3",542.5,0,9
"1170.3",1,1,4,109,"156-2",15,"E3",542.5,0,9
"1170.4",1,1,4,109,"156-2",15,"E3",542.5,0,9
"1170.5",1,1,4,109,"156-2",15,"E3",542.5,0,9
"1170.6",1,1,4,109,"156-2",15,"E3",542.5,0,9
"1170.7",1,1,4,109,"156-2",15,"E3",542.5,0,9
"1170.8",1,1,4,109,"156-2",15,"E3",542.5,0,9
"1171",1,1,5,150,"156-2",10,"E3",198.3833333,1,1
"1172",1,1,5,150,"156-2",10,"E3",295.15,1,2
"1172.1",1,1,5,150,"156-2",10,"E3",295.15,1,2
"1173",1,1,5,150,"156-2",10,"E3",342.35,1,1
"1174",1,1,5,150,"156-2",10,"E3",390.2,1,1
"1175",1,1,5,150,"156-2",10,"E3",438.45,1,1
"1176",1,1,5,150,"156-2",10,"E3",542.5,0,4
"1176.1",1,1,5,150,"156-2",10,"E3",542.5,0,4
"1176.2",1,1,5,150,"156-2",10,"E3",542.5,0,4
"1176.3",1,1,5,150,"156-2",10,"E3",542.5,0,4
"1177",1,1,9,322,"156-2",0,"E3",102.3166667,1,1
"1178",1,1,9,322,"156-2",0,"E3",246.3333333,1,1
"1179",1,1,9,322,"156-2",0,"E3",295.4333333,1,1
"1180",1,1,9,322,"156-2",0,"E3",342.4833333,1,6
"1180.1",1,1,9,322,"156-2",0,"E3",342.4833333,1,6
"1180.2",1,1,9,322,"156-2",0,"E3",342.4833333,1,6
"1180.3",1,1,9,322,"156-2",0,"E3",342.4833333,1,6
"1180.4",1,1,9,322,"156-2",0,"E3",342.4833333,1,6
"1180.5",1,1,9,322,"156-2",0,"E3",342.4833333,1,6
"1181",1,1,9,322,"156-2",0,"E3",390.4666667,1,1
"1182",1,2,3,80,"163-1",10,"E3",108.0166667,1,3
"1182.1",1,2,3,80,"163-1",10,"E3",108.0166667,1,3
"1182.2",1,2,3,80,"163-1",10,"E3",108.0166667,1,3
"1183",1,2,3,80,"163-1",10,"E3",155.9833333,1,6
"1183.1",1,2,3,80,"163-1",10,"E3",155.9833333,1,6
"1183.2",1,2,3,80,"163-1",10,"E3",155.9833333,1,6
"1183.3",1,2,3,80,"163-1",10,"E3",155.9833333,1,6
"1183.4",1,2,3,80,"163-1",10,"E3",155.9833333,1,6
"1183.5",1,2,3,80,"163-1",10,"E3",155.9833333,1,6
"1184",1,2,3,80,"163-1",10,"E3",302.9,1,1
"1185",1,2,4,112,"163-1",20,"E3",107.8,1,1
"1186",1,2,4,112,"163-1",20,"E3",155.7833333,1,7
"1186.1",1,2,4,112,"163-1",20,"E3",155.7833333,1,7
"1186.2",1,2,4,112,"163-1",20,"E3",155.7833333,1,7
"1186.3",1,2,4,112,"163-1",20,"E3",155.7833333,1,7
