"","rep","run","shelf","plate","line","trt","end","status","viable","number"
"5106",3,6,6,186,"208-1",15,528,0,0,2
"5106.1",3,6,6,186,"208-1",15,528,0,0,2
"5107",3,6,6,186,"208-1",15,528,0,1,1
"5108",3,6,6,187,"109-2",0,528,0,0,3
"5108.1",3,6,6,187,"109-2",0,528,0,0,3
"5108.2",3,6,6,187,"109-2",0,528,0,0,3
"5109",3,6,6,188,"186-1",20,528,0,0,7
"5109.1",3,6,6,188,"186-1",20,528,0,0,7
"5109.2",3,6,6,188,"186-1",20,528,0,0,7
"5109.3",3,6,6,188,"186-1",20,528,0,0,7
"5109.4",3,6,6,188,"186-1",20,528,0,0,7
"5109.5",3,6,6,188,"186-1",20,528,0,0,7
"5109.6",3,6,6,188,"186-1",20,528,0,0,7
"5110",3,6,6,188,"186-1",20,528,0,1,1
"5111",3,6,6,189,"136-2",0,528,0,0,3
"5111.1",3,6,6,189,"136-2",0,528,0,0,3
"5111.2",3,6,6,189,"136-2",0,528,0,0,3
"5112",3,6,6,190,"140-2",0,528,0,0,6
"5112.1",3,6,6,190,"140-2",0,528,0,0,6
"5112.2",3,6,6,190,"140-2",0,528,0,0,6
"5112.3",3,6,6,190,"140-2",0,528,0,0,6
"5112.4",3,6,6,190,"140-2",0,528,0,0,6
"5112.5",3,6,6,190,"140-2",0,528,0,0,6
"5113",3,6,6,191,"75-2",15,528,0,0,2
"5113.1",3,6,6,191,"75-2",15,528,0,0,2
"5114",3,6,6,192,"188-2",15,528,0,0,5
"5114.1",3,6,6,192,"188-2",15,528,0,0,5
"5114.2",3,6,6,192,"188-2",15,528,0,0,5
"5114.3",3,6,6,192,"188-2",15,528,0,0,5
"5114.4",3,6,6,192,"188-2",15,528,0,0,5
"5115",3,6,6,194,"132-1",15,528,0,0,9
"5115.1",3,6,6,194,"132-1",15,528,0,0,9
"5115.2",3,6,6,194,"132-1",15,528,0,0,9
"5115.3",3,6,6,194,"132-1",15,528,0,0,9
"5115.4",3,6,6,194,"132-1",15,528,0,0,9
"5115.5",3,6,6,194,"132-1",15,528,0,0,9
"5115.6",3,6,6,194,"132-1",15,528,0,0,9
"5115.7",3,6,6,194,"132-1",15,528,0,0,9
"5115.8",3,6,6,194,"132-1",15,528,0,0,9
"5116",3,6,6,195,"145-1",15,528,0,0,9
"5116.1",3,6,6,195,"145-1",15,528,0,0,9
"5116.2",3,6,6,195,"145-1",15,528,0,0,9
"5116.3",3,6,6,195,"145-1",15,528,0,0,9
"5116.4",3,6,6,195,"145-1",15,528,0,0,9
"5116.5",3,6,6,195,"145-1",15,528,0,0,9
"5116.6",3,6,6,195,"145-1",15,528,0,0,9
"5116.7",3,6,6,195,"145-1",15,528,0,0,9
"5116.8",3,6,6,195,"145-1",15,528,0,0,9
"5117",3,6,6,196,"98-1",0,528,0,0,2
"5117.1",3,6,6,196,"98-1",0,528,0,0,2
"5118",3,6,6,197,"190-2",0,528,0,0,4
"5118.1",3,6,6,197,"190-2",0,528,0,0,4
"5118.2",3,6,6,197,"190-2",0,528,0,0,4
"5118.3",3,6,6,197,"190-2",0,528,0,0,4
"5119",3,6,6,197,"190-2",0,528,0,1,1
"5120",3,6,6,198,"204-1",20,528,0,0,4
"5120.1",3,6,6,198,"204-1",20,528,0,0,4
"5120.2",3,6,6,198,"204-1",20,528,0,0,4
"5120.3",3,6,6,198,"204-1",20,528,0,0,4
"5121",3,6,6,198,"204-1",20,528,0,1,6
"5121.1",3,6,6,198,"204-1",20,528,0,1,6
"5121.2",3,6,6,198,"204-1",20,528,0,1,6
"5121.3",3,6,6,198,"204-1",20,528,0,1,6
"5121.4",3,6,6,198,"204-1",20,528,0,1,6
"5121.5",3,6,6,198,"204-1",20,528,0,1,6
"5122",3,6,6,199,"169-1",15,528,0,0,3
"5122.1",3,6,6,199,"169-1",15,528,0,0,3
"5122.2",3,6,6,199,"169-1",15,528,0,0,3
"5123",3,6,6,200,"136-2",15,528,0,0,6
"5123.1",3,6,6,200,"136-2",15,528,0,0,6
"5123.2",3,6,6,200,"136-2",15,528,0,0,6
"5123.3",3,6,6,200,"136-2",15,528,0,0,6
"5123.4",3,6,6,200,"136-2",15,528,0,0,6
"5123.5",3,6,6,200,"136-2",15,528,0,0,6
"5124",3,6,6,201,"122-1",10,528,0,0,8
"5124.1",3,6,6,201,"122-1",10,528,0,0,8
"5124.2",3,6,6,201,"122-1",10,528,0,0,8
"5124.3",3,6,6,201,"122-1",10,528,0,0,8
"5124.4",3,6,6,201,"122-1",10,528,0,0,8
"5124.5",3,6,6,201,"122-1",10,528,0,0,8
"5124.6",3,6,6,201,"122-1",10,528,0,0,8
"5124.7",3,6,6,201,"122-1",10,528,0,0,8
"5125",3,6,6,202,"Johnny's",10,528,0,0,2
"5125.1",3,6,6,202,"Johnny's",10,528,0,0,2
"5126",3,6,6,204,"141-2",0,528,0,0,7
"5126.1",3,6,6,204,"141-2",0,528,0,0,7
"5126.2",3,6,6,204,"141-2",0,528,0,0,7
"5126.3",3,6,6,204,"141-2",0,528,0,0,7
"5126.4",3,6,6,204,"141-2",0,528,0,0,7
"5126.5",3,6,6,204,"141-2",0,528,0,0,7
"5126.6",3,6,6,204,"141-2",0,528,0,0,7
"5127",3,6,6,205,"147-1",20,528,0,0,7
"5127.1",3,6,6,205,"147-1",20,528,0,0,7
"5127.2",3,6,6,205,"147-1",20,528,0,0,7
"5127.3",3,6,6,205,"147-1",20,528,0,0,7
"5127.4",3,6,6,205,"147-1",20,528,0,0,7
"5127.5",3,6,6,205,"147-1",20,528,0,0,7
"5127.6",3,6,6,205,"147-1",20,528,0,0,7
"5128",3,6,6,205,"147-1",20,528,0,1,1
"5129",3,6,6,206,"179-2",0,528,0,0,3
"5129.1",3,6,6,206,"179-2",0,528,0,0,3
"5129.2",3,6,6,206,"179-2",0,528,0,0,3
"5130",3,6,6,207,"100-2",20,528,0,1,5
"5130.1",3,6,6,207,"100-2",20,528,0,1,5
"5130.2",3,6,6,207,"100-2",20,528,0,1,5
"5130.3",3,6,6,207,"100-2",20,528,0,1,5
"5130.4",3,6,6,207,"100-2",20,528,0,1,5
"5131",3,6,6,208,"137-2",20,528,0,0,8
"5131.1",3,6,6,208,"137-2",20,528,0,0,8
"5131.2",3,6,6,208,"137-2",20,528,0,0,8
"5131.3",3,6,6,208,"137-2",20,528,0,0,8
"5131.4",3,6,6,208,"137-2",20,528,0,0,8
"5131.5",3,6,6,208,"137-2",20,528,0,0,8
"5131.6",3,6,6,208,"137-2",20,528,0,0,8
"5131.7",3,6,6,208,"137-2",20,528,0,0,8
"5132",3,6,6,209,"156-1",20,528,0,0,2
"5132.1",3,6,6,209,"156-1",20,528,0,0,2
"5133",3,6,6,209,"156-1",20,528,0,1,5
"5133.1",3,6,6,209,"156-1",20,528,0,1,5
"5133.2",3,6,6,209,"156-1",20,528,0,1,5
"5133.3",3,6,6,209,"156-1",20,528,0,1,5
"5133.4",3,6,6,209,"156-1",20,528,0,1,5
"5134",3,6,6,210,"Johnny's",10,528,0,0,4
"5134.1",3,6,6,210,"Johnny's",10,528,0,0,4
"5134.2",3,6,6,210,"Johnny's",10,528,0,0,4
"5134.3",3,6,6,210,"Johnny's",10,528,0,0,4
"5135",3,6,6,212,"169-1",10,528,0,0,1
"5136",3,6,6,213,"165-1",10,528,0,0,5
"5136.1",3,6,6,213,"165-1",10,528,0,0,5
"5136.2",3,6,6,213,"165-1",10,528,0,0,5
"5136.3",3,6,6,213,"165-1",10,528,0,0,5
"5136.4",3,6,6,213,"165-1",10,528,0,0,5
"5137",3,6,6,214,"102-1",20,528,0,0,1
"5138",3,6,6,214,"102-1",20,528,0,1,6
"5138.1",3,6,6,214,"102-1",20,528,0,1,6
"5138.2",3,6,6,214,"102-1",20,528,0,1,6
"5138.3",3,6,6,214,"102-1",20,528,0,1,6
"5138.4",3,6,6,214,"102-1",20,528,0,1,6
"5138.5",3,6,6,214,"102-1",20,528,0,1,6
"5139",3,6,6,216,"189-1",15,528,0,0,5
"5139.1",3,6,6,216,"189-1",15,528,0,0,5
"5139.2",3,6,6,216,"189-1",15,528,0,0,5
"5139.3",3,6,6,216,"189-1",15,528,0,0,5
"5139.4",3,6,6,216,"189-1",15,528,0,0,5
"5140",3,6,7,217,"77-1",10,528,0,0,1
"5141",3,6,7,220,"100-2",10,528,0,1,7
"5141.1",3,6,7,220,"100-2",10,528,0,1,7
"5141.2",3,6,7,220,"100-2",10,528,0,1,7
"5141.3",3,6,7,220,"100-2",10,528,0,1,7
"5141.4",3,6,7,220,"100-2",10,528,0,1,7
"5141.5",3,6,7,220,"100-2",10,528,0,1,7
"5141.6",3,6,7,220,"100-2",10,528,0,1,7
"5142",3,6,7,221,"136-1",15,528,0,0,3
"5142.1",3,6,7,221,"136-1",15,528,0,0,3
"5142.2",3,6,7,221,"136-1",15,528,0,0,3
"5143",3,6,7,223,"126-1",20,528,0,0,2
"5143.1",3,6,7,223,"126-1",20,528,0,0,2
"5144",3,6,7,223,"126-1",20,528,0,1,8
"5144.1",3,6,7,223,"126-1",20,528,0,1,8
"5144.2",3,6,7,223,"126-1",20,528,0,1,8
"5144.3",3,6,7,223,"126-1",20,528,0,1,8
"5144.4",3,6,7,223,"126-1",20,528,0,1,8
"5144.5",3,6,7,223,"126-1",20,528,0,1,8
"5144.6",3,6,7,223,"126-1",20,528,0,1,8
"5144.7",3,6,7,223,"126-1",20,528,0,1,8
"5145",3,6,7,224,"100-1",15,528,0,0,2
"5145.1",3,6,7,224,"100-1",15,528,0,0,2
"5146",3,6,7,224,"100-1",15,528,0,1,2
"5146.1",3,6,7,224,"100-1",15,528,0,1,2
"5147",3,6,7,226,"144-1",20,528,0,0,4
"5147.1",3,6,7,226,"144-1",20,528,0,0,4
"5147.2",3,6,7,226,"144-1",20,528,0,0,4
"5147.3",3,6,7,226,"144-1",20,528,0,0,4
"5148",3,6,7,226,"144-1",20,528,0,1,5
"5148.1",3,6,7,226,"144-1",20,528,0,1,5
"5148.2",3,6,7,226,"144-1",20,528,0,1,5
"5148.3",3,6,7,226,"144-1",20,528,0,1,5
"5148.4",3,6,7,226,"144-1",20,528,0,1,5
"5149",3,6,7,227,"136-2",20,528,0,0,4
"5149.1",3,6,7,227,"136-2",20,528,0,0,4
"5149.2",3,6,7,227,"136-2",20,528,0,0,4
"5149.3",3,6,7,227,"136-2",20,528,0,0,4
"5150",3,6,7,227,"136-2",20,528,0,1,4
"5150.1",3,6,7,227,"136-2",20,528,0,1,4
"5150.2",3,6,7,227,"136-2",20,528,0,1,4
"5150.3",3,6,7,227,"136-2",20,528,0,1,4
"5151",3,6,7,228,"186-1",15,528,0,0,8
"5151.1",3,6,7,228,"186-1",15,528,0,0,8
"5151.2",3,6,7,228,"186-1",15,528,0,0,8
"5151.3",3,6,7,228,"186-1",15,528,0,0,8
"5151.4",3,6,7,228,"186-1",15,528,0,0,8
"5151.5",3,6,7,228,"186-1",15,528,0,0,8
"5151.6",3,6,7,228,"186-1",15,528,0,0,8
"5151.7",3,6,7,228,"186-1",15,528,0,0,8
"5152",3,6,7,229,"77-1",15,528,0,0,1
"5153",3,6,7,231,"120-1",0,528,0,0,6
"5153.1",3,6,7,231,"120-1",0,528,0,0,6
"5153.2",3,6,7,231,"120-1",0,528,0,0,6
"5153.3",3,6,7,231,"120-1",0,528,0,0,6
"5153.4",3,6,7,231,"120-1",0,528,0,0,6
"5153.5",3,6,7,231,"120-1",0,528,0,0,6
"5154",3,6,7,232,"131-1",10,528,0,0,4
"5154.1",3,6,7,232,"131-1",10,528,0,0,4
"5154.2",3,6,7,232,"131-1",10,528,0,0,4
"5154.3",3,6,7,232,"131-1",10,528,0,0,4
"5155",3,6,7,233,"93-1",0,528,0,0,6
"5155.1",3,6,7,233,"93-1",0,528,0,0,6
"5155.2",3,6,7,233,"93-1",0,528,0,0,6
"5155.3",3,6,7,233,"93-1",0,528,0,0,6
"5155.4",3,6,7,233,"93-1",0,528,0,0,6
"5155.5",3,6,7,233,"93-1",0,528,0,0,6
"5156",3,6,7,235,"141-1",15,528,0,0,7
"5156.1",3,6,7,235,"141-1",15,528,0,0,7
"5156.2",3,6,7,235,"141-1",15,528,0,0,7
"5156.3",3,6,7,235,"141-1",15,528,0,0,7
"5156.4",3,6,7,235,"141-1",15,528,0,0,7
"5156.5",3,6,7,235,"141-1",15,528,0,0,7
"5156.6",3,6,7,235,"141-1",15,528,0,0,7
"5157",3,6,7,237,"104-2",20,528,0,0,3
"5157.1",3,6,7,237,"104-2",20,528,0,0,3
"5157.2",3,6,7,237,"104-2",20,528,0,0,3
"5158",3,6,7,237,"104-2",20,528,0,1,5
"5158.1",3,6,7,237,"104-2",20,528,0,1,5
"5158.2",3,6,7,237,"104-2",20,528,0,1,5
"5158.3",3,6,7,237,"104-2",20,528,0,1,5
"5158.4",3,6,7,237,"104-2",20,528,0,1,5
"5159",3,6,7,238,"109-2",15,528,0,0,2
"5159.1",3,6,7,238,"109-2",15,528,0,0,2
"5160",3,6,7,238,"109-2",15,528,0,1,1
"5161",3,6,7,239,"Johnny's",15,528,0,0,2
"5161.1",3,6,7,239,"Johnny's",15,528,0,0,2
"5162",3,6,7,239,"Johnny's",15,528,0,1,6
"5162.1",3,6,7,239,"Johnny's",15,528,0,1,6
"5162.2",3,6,7,239,"Johnny's",15,528,0,1,6
"5162.3",3,6,7,239,"Johnny's",15,528,0,1,6
"5162.4",3,6,7,239,"Johnny's",15,528,0,1,6
"5162.5",3,6,7,239,"Johnny's",15,528,0,1,6
"5163",3,6,7,240,"100-1",20,528,0,1,7
"5163.1",3,6,7,240,"100-1",20,528,0,1,7
"5163.2",3,6,7,240,"100-1",20,528,0,1,7
"5163.3",3,6,7,240,"100-1",20,528,0,1,7
"5163.4",3,6,7,240,"100-1",20,528,0,1,7
"5163.5",3,6,7,240,"100-1",20,528,0,1,7
"5163.6",3,6,7,240,"100-1",20,528,0,1,7
"5164",3,6,7,241,"186-1",10,528,0,0,7
"5164.1",3,6,7,241,"186-1",10,528,0,0,7
"5164.2",3,6,7,241,"186-1",10,528,0,0,7
"5164.3",3,6,7,241,"186-1",10,528,0,0,7
"5164.4",3,6,7,241,"186-1",10,528,0,0,7
"5164.5",3,6,7,241,"186-1",10,528,0,0,7
"5164.6",3,6,7,241,"186-1",10,528,0,0,7
"5165",3,6,7,242,"185-1",20,528,0,0,2
"5165.1",3,6,7,242,"185-1",20,528,0,0,2
"5166",3,6,7,242,"185-1",20,528,0,1,4
"5166.1",3,6,7,242,"185-1",20,528,0,1,4
"5166.2",3,6,7,242,"185-1",20,528,0,1,4
"5166.3",3,6,7,242,"185-1",20,528,0,1,4
"5167",3,6,7,243,"137-2",10,528,0,0,4
"5167.1",3,6,7,243,"137-2",10,528,0,0,4
"5167.2",3,6,7,243,"137-2",10,528,0,0,4
"5167.3",3,6,7,243,"137-2",10,528,0,0,4
"5168",3,6,7,244,"141-1",20,528,0,0,6
"5168.1",3,6,7,244,"141-1",20,528,0,0,6
"5168.2",3,6,7,244,"141-1",20,528,0,0,6
"5168.3",3,6,7,244,"141-1",20,528,0,0,6
"5168.4",3,6,7,244,"141-1",20,528,0,0,6
"5168.5",3,6,7,244,"141-1",20,528,0,0,6
"5169",3,6,7,245,"109-2",20,528,0,0,3
"5169.1",3,6,7,245,"109-2",20,528,0,0,3
"5169.2",3,6,7,245,"109-2",20,528,0,0,3
"5170",3,6,7,245,"109-2",20,528,0,1,4
"5170.1",3,6,7,245,"109-2",20,528,0,1,4
"5170.2",3,6,7,245,"109-2",20,528,0,1,4
"5170.3",3,6,7,245,"109-2",20,528,0,1,4
"5171",3,6,7,247,"147-2",10,528,0,1,2
"5171.1",3,6,7,247,"147-2",10,528,0,1,2
"5172",3,6,7,248,"215-1",10,528,0,0,7
"5172.1",3,6,7,248,"215-1",10,528,0,0,7
"5172.2",3,6,7,248,"215-1",10,528,0,0,7
"5172.3",3,6,7,248,"215-1",10,528,0,0,7
"5172.4",3,6,7,248,"215-1",10,528,0,0,7
"5172.5",3,6,7,248,"215-1",10,528,0,0,7
"5172.6",3,6,7,248,"215-1",10,528,0,0,7
"5173",3,6,7,252,"Johnny's",10,528,0,0,2
"5173.1",3,6,7,252,"Johnny's",10,528,0,0,2
"5174",3,6,7,252,"Johnny's",10,528,0,1,4
"5174.1",3,6,7,252,"Johnny's",10,528,0,1,4
"5174.2",3,6,7,252,"Johnny's",10,528,0,1,4
"5174.3",3,6,7,252,"Johnny's",10,528,0,1,4
"5175",3,6,8,253,"144-2",15,528,0,0,5
"5175.1",3,6,8,253,"144-2",15,528,0,0,5
"5175.2",3,6,8,253,"144-2",15,528,0,0,5
"5175.3",3,6,8,253,"144-2",15,528,0,0,5
"5175.4",3,6,8,253,"144-2",15,528,0,0,5
"5176",3,6,8,255,"141-1",0,528,0,0,5
"5176.1",3,6,8,255,"141-1",0,528,0,0,5
"5176.2",3,6,8,255,"141-1",0,528,0,0,5
"5176.3",3,6,8,255,"141-1",0,528,0,0,5
"5176.4",3,6,8,255,"141-1",0,528,0,0,5
"5177",3,6,8,255,"141-1",0,528,0,1,3
"5177.1",3,6,8,255,"141-1",0,528,0,1,3
"5177.2",3,6,8,255,"141-1",0,528,0,1,3
"5178",3,6,8,257,"165-1",20,528,0,0,5
"5178.1",3,6,8,257,"165-1",20,528,0,0,5
"5178.2",3,6,8,257,"165-1",20,528,0,0,5
"5178.3",3,6,8,257,"165-1",20,528,0,0,5
"5178.4",3,6,8,257,"165-1",20,528,0,0,5
"5179",3,6,8,257,"165-1",20,528,0,1,1
"5180",3,6,8,258,"79-1",10,528,0,0,5
"5180.1",3,6,8,258,"79-1",10,528,0,0,5
"5180.2",3,6,8,258,"79-1",10,528,0,0,5
"5180.3",3,6,8,258,"79-1",10,528,0,0,5
"5180.4",3,6,8,258,"79-1",10,528,0,0,5
"5181",3,6,8,258,"79-1",10,528,0,1,2
"5181.1",3,6,8,258,"79-1",10,528,0,1,2
"5182",3,6,8,259,"75-2",0,528,0,0,3
"5182.1",3,6,8,259,"75-2",0,528,0,0,3
"5182.2",3,6,8,259,"75-2",0,528,0,0,3
"5183",3,6,8,260,"147-1",0,528,0,0,4
"5183.1",3,6,8,260,"147-1",0,528,0,0,4
"5183.2",3,6,8,260,"147-1",0,528,0,0,4
"5183.3",3,6,8,260,"147-1",0,528,0,0,4
"5184",3,6,8,261,"130-1",10,528,0,0,6
"5184.1",3,6,8,261,"130-1",10,528,0,0,6
"5184.2",3,6,8,261,"130-1",10,528,0,0,6
"5184.3",3,6,8,261,"130-1",10,528,0,0,6
"5184.4",3,6,8,261,"130-1",10,528,0,0,6
"5184.5",3,6,8,261,"130-1",10,528,0,0,6
"5185",3,6,8,262,"130-1",20,528,0,0,5
"5185.1",3,6,8,262,"130-1",20,528,0,0,5
"5185.2",3,6,8,262,"130-1",20,528,0,0,5
"5185.3",3,6,8,262,"130-1",20,528,0,0,5
"5185.4",3,6,8,262,"130-1",20,528,0,0,5
"5186",3,6,8,263,"152-1",15,528,0,0,2
"5186.1",3,6,8,263,"152-1",15,528,0,0,2
"5187",3,6,8,266,"131-2",20,528,0,0,1
"5188",3,6,8,266,"131-2",20,528,0,1,2
"5188.1",3,6,8,266,"131-2",20,528,0,1,2
"5189",3,6,8,267,"217-2",10,528,0,0,2
"5189.1",3,6,8,267,"217-2",10,528,0,0,2
"5190",3,6,8,268,"163-1",0,528,0,0,8
"5190.1",3,6,8,268,"163-1",0,528,0,0,8
"5190.2",3,6,8,268,"163-1",0,528,0,0,8
"5190.3",3,6,8,268,"163-1",0,528,0,0,8
"5190.4",3,6,8,268,"163-1",0,528,0,0,8
"5190.5",3,6,8,268,"163-1",0,528,0,0,8
"5190.6",3,6,8,268,"163-1",0,528,0,0,8
"5190.7",3,6,8,268,"163-1",0,528,0,0,8
"5191",3,6,8,269,"120-1",15,528,0,0,5
"5191.1",3,6,8,269,"120-1",15,528,0,0,5
"5191.2",3,6,8,269,"120-1",15,528,0,0,5
"5191.3",3,6,8,269,"120-1",15,528,0,0,5
"5191.4",3,6,8,269,"120-1",15,528,0,0,5
"5192",3,6,8,270,"136-1",20,528,0,0,4
"5192.1",3,6,8,270,"136-1",20,528,0,0,4
"5192.2",3,6,8,270,"136-1",20,528,0,0,4
"5192.3",3,6,8,270,"136-1",20,528,0,0,4
"5193",3,6,8,271,"202-1",20,528,0,0,1
"5194",3,6,8,271,"202-1",20,528,0,1,3
"5194.1",3,6,8,271,"202-1",20,528,0,1,3
"5194.2",3,6,8,271,"202-1",20,528,0,1,3
"5195",3,6,8,272,"132-2",10,528,0,0,7
"5195.1",3,6,8,272,"132-2",10,528,0,0,7
"5195.2",3,6,8,272,"132-2",10,528,0,0,7
"5195.3",3,6,8,272,"132-2",10,528,0,0,7
"5195.4",3,6,8,272,"132-2",10,528,0,0,7
"5195.5",3,6,8,272,"132-2",10,528,0,0,7
"5195.6",3,6,8,272,"132-2",10,528,0,0,7
"5196",3,6,8,273,"140-1",10,528,0,0,8
"5196.1",3,6,8,273,"140-1",10,528,0,0,8
"5196.2",3,6,8,273,"140-1",10,528,0,0,8
"5196.3",3,6,8,273,"140-1",10,528,0,0,8
"5196.4",3,6,8,273,"140-1",10,528,0,0,8
"5196.5",3,6,8,273,"140-1",10,528,0,0,8
"5196.6",3,6,8,273,"140-1",10,528,0,0,8
"5196.7",3,6,8,273,"140-1",10,528,0,0,8
"5197",3,6,8,274,"144-2",20,528,0,0,2
"5197.1",3,6,8,274,"144-2",20,528,0,0,2
"5198",3,6,8,274,"144-2",20,528,0,1,1
"5199",3,6,8,276,"147-1",10,528,0,0,8
"5199.1",3,6,8,276,"147-1",10,528,0,0,8
"5199.2",3,6,8,276,"147-1",10,528,0,0,8
"5199.3",3,6,8,276,"147-1",10,528,0,0,8
"5199.4",3,6,8,276,"147-1",10,528,0,0,8
"5199.5",3,6,8,276,"147-1",10,528,0,0,8
"5199.6",3,6,8,276,"147-1",10,528,0,0,8
"5199.7",3,6,8,276,"147-1",10,528,0,0,8
"5200",3,6,8,277,"132-2",15,528,0,0,7
"5200.1",3,6,8,277,"132-2",15,528,0,0,7
"5200.2",3,6,8,277,"132-2",15,528,0,0,7
"5200.3",3,6,8,277,"132-2",15,528,0,0,7
"5200.4",3,6,8,277,"132-2",15,528,0,0,7
"5200.5",3,6,8,277,"132-2",15,528,0,0,7
"5200.6",3,6,8,277,"132-2",15,528,0,0,7
"5201",3,6,8,279,"100-1",20,528,0,0,1
"5202",3,6,8,279,"100-1",20,528,0,1,6
"5202.1",3,6,8,279,"100-1",20,528,0,1,6
"5202.2",3,6,8,279,"100-1",20,528,0,1,6
"5202.3",3,6,8,279,"100-1",20,528,0,1,6
"5202.4",3,6,8,279,"100-1",20,528,0,1,6
"5202.5",3,6,8,279,"100-1",20,528,0,1,6
"5203",3,6,8,280,"138-1",0,528,0,0,8
"5203.1",3,6,8,280,"138-1",0,528,0,0,8
"5203.2",3,6,8,280,"138-1",0,528,0,0,8
"5203.3",3,6,8,280,"138-1",0,528,0,0,8
"5203.4",3,6,8,280,"138-1",0,528,0,0,8
"5203.5",3,6,8,280,"138-1",0,528,0,0,8
"5203.6",3,6,8,280,"138-1",0,528,0,0,8
"5203.7",3,6,8,280,"138-1",0,528,0,0,8
"5204",3,6,8,281,"119-2",15,528,0,0,2
"5204.1",3,6,8,281,"119-2",15,528,0,0,2
"5205",3,6,8,282,"105-1",20,528,0,0,5
"5205.1",3,6,8,282,"105-1",20,528,0,0,5
"5205.2",3,6,8,282,"105-1",20,528,0,0,5
"5205.3",3,6,8,282,"105-1",20,528,0,0,5
"5205.4",3,6,8,282,"105-1",20,528,0,0,5
"5206",3,6,8,282,"105-1",20,528,0,1,5
"5206.1",3,6,8,282,"105-1",20,528,0,1,5
"5206.2",3,6,8,282,"105-1",20,528,0,1,5
"5206.3",3,6,8,282,"105-1",20,528,0,1,5
"5206.4",3,6,8,282,"105-1",20,528,0,1,5
"5207",3,6,8,283,"100-1",0,528,0,0,1
"5208",3,6,8,284,"187-1",15,528,0,0,4
"5208.1",3,6,8,284,"187-1",15,528,0,0,4
"5208.2",3,6,8,284,"187-1",15,528,0,0,4
"5208.3",3,6,8,284,"187-1",15,528,0,0,4
"5209",3,6,8,284,"187-1",15,528,0,1,4
"5209.1",3,6,8,284,"187-1",15,528,0,1,4
"5209.2",3,6,8,284,"187-1",15,528,0,1,4
"5209.3",3,6,8,284,"187-1",15,528,0,1,4
"5210",3,6,8,285,"140-2",10,528,0,0,8
"5210.1",3,6,8,285,"140-2",10,528,0,0,8
"5210.2",3,6,8,285,"140-2",10,528,0,0,8
"5210.3",3,6,8,285,"140-2",10,528,0,0,8
"5210.4",3,6,8,285,"140-2",10,528,0,0,8
"5210.5",3,6,8,285,"140-2",10,528,0,0,8
"5210.6",3,6,8,285,"140-2",10,528,0,0,8
"5210.7",3,6,8,285,"140-2",10,528,0,0,8
"5211",3,6,8,286,"190-2",20,528,0,0,3
"5211.1",3,6,8,286,"190-2",20,528,0,0,3
"5211.2",3,6,8,286,"190-2",20,528,0,0,3
"5212",3,6,8,287,"163-2",0,528,0,0,1
"5213",3,6,9,289,"120-1",20,528,0,0,4
"5213.1",3,6,9,289,"120-1",20,528,0,0,4
"5213.2",3,6,9,289,"120-1",20,528,0,0,4
"5213.3",3,6,9,289,"120-1",20,528,0,0,4
"5214",3,6,9,289,"120-1",20,528,0,1,1
"5215",3,6,9,292,"122-1",15,528,0,0,5
"5215.1",3,6,9,292,"122-1",15,528,0,0,5
"5215.2",3,6,9,292,"122-1",15,528,0,0,5
"5215.3",3,6,9,292,"122-1",15,528,0,0,5
"5215.4",3,6,9,292,"122-1",15,528,0,0,5
"5216",3,6,9,293,"132-2",0,528,0,0,3
"5216.1",3,6,9,293,"132-2",0,528,0,0,3
"5216.2",3,6,9,293,"132-2",0,528,0,0,3
"5217",3,6,9,294,"187-1",10,528,0,0,4
"5217.1",3,6,9,294,"187-1",10,528,0,0,4
"5217.2",3,6,9,294,"187-1",10,528,0,0,4
"5217.3",3,6,9,294,"187-1",10,528,0,0,4
"5218",3,6,9,294,"187-1",10,528,0,1,2
"5218.1",3,6,9,294,"187-1",10,528,0,1,2
"5219",3,6,9,295,"202-1",15,528,0,0,2
"5219.1",3,6,9,295,"202-1",15,528,0,0,2
"5220",3,6,9,296,"134-1",15,528,0,0,7
"5220.1",3,6,9,296,"134-1",15,528,0,0,7
"5220.2",3,6,9,296,"134-1",15,528,0,0,7
"5220.3",3,6,9,296,"134-1",15,528,0,0,7
"5220.4",3,6,9,296,"134-1",15,528,0,0,7
"5220.5",3,6,9,296,"134-1",15,528,0,0,7
"5220.6",3,6,9,296,"134-1",15,528,0,0,7
"5221",3,6,9,297,"Johnny's",20,528,0,0,6
"5221.1",3,6,9,297,"Johnny's",20,528,0,0,6
"5221.2",3,6,9,297,"Johnny's",20,528,0,0,6
"5221.3",3,6,9,297,"Johnny's",20,528,0,0,6
"5221.4",3,6,9,297,"Johnny's",20,528,0,0,6
"5221.5",3,6,9,297,"Johnny's",20,528,0,0,6
"5222",3,6,9,297,"Johnny's",20,528,0,1,4
"5222.1",3,6,9,297,"Johnny's",20,528,0,1,4
"5222.2",3,6,9,297,"Johnny's",20,528,0,1,4
"5222.3",3,6,9,297,"Johnny's",20,528,0,1,4
"5223",3,6,9,298,"Johnny's",15,528,0,0,4
"5223.1",3,6,9,298,"Johnny's",15,528,0,0,4
"5223.2",3,6,9,298,"Johnny's",15,528,0,0,4
"5223.3",3,6,9,298,"Johnny's",15,528,0,0,4
"5224",3,6,9,299,"186-1",0,528,0,0,8
"5224.1",3,6,9,299,"186-1",0,528,0,0,8
"5224.2",3,6,9,299,"186-1",0,528,0,0,8
