,sampleid,line,X,rep,run,shelf,plate,trt,end,status,number,pedigree,planting.date,landrace.abb,region,pop,population.type,landrace.name,cultivation,main.use
20227,CfrLaguna1,100-1,9008,4,8,9,305,15,258,1,1,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20228,CfrLaguna1,100-1,6077,3,6,4,120,15,264.06,1,1,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20229,CfrLaguna1,100-1,4513,3,5,3,83,20,522,0,2,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20230,CfrLaguna1,100-1,5557,3,6,1,12,0,215.66,1,2,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20231,CfrLaguna1,100-1,5558,3,6,1,12,0,264.06,1,5,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20232,CfrLaguna1,100-1,8309.4,4,8,4,114,10,500,0,6,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20233,CfrLaguna1,100-1,6958,3,6,9,314,10,312.03,1,2,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20234,CfrLaguna1,100-1,754,1,1,7,223,10,246.2833333,1,2,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20235,CfrLaguna1,100-1,3090,2,3,8,265,0,157.05,1,3,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20236,CfrLaguna1,100-1,1544.6,1,2,4,125,15,253.9666667,1,7,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20237,CfrLaguna1,100-1,7293.4,4,7,3,78,20,503,0,5,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20238,CfrLaguna1,100-1,152.5,1,1,2,43,20,542.5,0,10,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20239,CfrLaguna1,100-1,4512,3,5,3,83,20,522,0,3,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20240,CfrLaguna1,100-1,152.8,1,1,2,43,20,542.5,0,10,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20241,CfrLaguna1,100-1,7635.6,4,7,5,178,15,503,0,7,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20242,CfrLaguna1,100-1,3504.1,2,4,3,86,15,208.3,1,2,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20243,CfrLaguna1,100-1,8309.3,4,8,4,114,10,500,0,6,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20244,CfrLaguna1,100-1,7635.3,4,7,5,178,15,503,0,7,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20245,CfrLaguna1,100-1,8683.1,4,8,7,221,10,258,1,5,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20246,CfrLaguna1,100-1,7161,4,7,2,40,0,253,1,1,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20247,CfrLaguna1,100-1,1964,1,2,7,239,10,155.4,1,1,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20248,CfrLaguna1,100-1,5935,3,6,3,90,0,360.06,1,3,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20249,CfrLaguna1,100-1,1544.4,1,2,4,125,15,253.9666667,1,7,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20250,CfrLaguna1,100-1,7293.3,4,7,3,78,20,503,0,5,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20251,CfrLaguna1,100-1,152.4,1,1,2,43,20,542.5,0,10,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20252,CfrLaguna1,100-1,3154.1,2,3,8,285,15,496,0,3,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20253,CfrLaguna1,100-1,152.7,1,1,2,43,20,542.5,0,10,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20254,CfrLaguna1,100-1,9007.1,4,8,9,305,15,211,1,3,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20255,CfrLaguna1,100-1,7292,4,7,3,78,20,344.75,1,1,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20256,CfrLaguna1,100-1,8683.2,4,8,7,221,10,258,1,5,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20257,CfrLaguna1,100-1,4512.2,3,5,3,83,20,522,0,3,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20258,CfrLaguna1,100-1,7160,4,7,2,40,0,203.6666667,1,2,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20259,CfrLaguna1,100-1,3881,2,4,7,217,0,497.48,1,1,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20260,CfrLaguna1,100-1,7162,4,7,2,40,0,298.75,1,4,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20261,CfrLaguna1,100-1,6841.1,3,6,8,288,10,167.99,1,3,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20262,CfrLaguna1,100-1,6956,3,6,9,314,10,120.03,1,1,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20263,CfrLaguna1,100-1,6959.1,3,6,9,314,10,360.06,1,3,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20264,CfrLaguna1,100-1,7635.2,4,7,5,178,15,503,0,7,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20265,CfrLaguna1,100-1,7159,4,7,2,40,0,153.75,1,2,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20266,CfrLaguna1,100-1,3154.2,2,3,8,285,15,496,0,3,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20267,CfrLaguna1,100-1,7291.1,4,7,3,78,20,253,1,2,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20268,CfrLaguna1,100-1,303.1,1,1,3,90,15,246.05,1,2,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20269,CfrLaguna1,100-1,2284.3,1,2,9,322,15,302.2333333,1,4,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20270,CfrLaguna1,100-1,7160.1,4,7,2,40,0,203.6666667,1,2,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20271,CfrLaguna1,100-1,8308,4,8,4,114,10,211,1,1,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20272,CfrLaguna1,100-1,8826.1,4,8,8,266,0,211,1,2,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20273,CfrLaguna1,100-1,6815,3,6,8,283,0,215.66,1,2,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20274,CfrLaguna1,100-1,6957.1,3,6,9,314,10,167.99,1,2,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20275,CfrLaguna1,100-1,152.1,1,1,2,43,20,542.5,0,10,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20276,CfrLaguna1,100-1,7811,4,7,7,219,0,153.75,1,1,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20277,CfrLaguna1,100-1,1544.5,1,2,4,125,15,253.9666667,1,7,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20278,CfrLaguna1,100-1,913,1,1,8,271,20,542.5,0,10,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20279,CfrLaguna1,100-1,6814,3,6,8,283,0,167.99,1,1,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20280,CfrLaguna1,100-1,8309.2,4,8,4,114,10,500,0,6,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20281,CfrLaguna1,100-1,3882,2,4,7,217,0,354.35,1,1,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20282,CfrLaguna1,100-1,2284.2,1,2,9,322,15,302.2333333,1,4,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20283,CfrLaguna1,100-1,8309,4,8,4,114,10,500,0,6,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20284,CfrLaguna1,100-1,8309.1,4,8,4,114,10,500,0,6,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20285,CfrLaguna1,100-1,8827,4,8,8,266,0,258,1,1,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20286,CfrLaguna1,100-1,7323.3,4,7,3,89,20,503,0,4,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20287,CfrLaguna1,100-1,1965,1,2,7,239,10,205.6166667,1,1,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20288,CfrLaguna1,100-1,7635,4,7,5,178,15,503,0,7,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20289,CfrLaguna1,100-1,3150.1,2,3,8,285,15,301.1166667,1,2,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20290,CfrLaguna1,100-1,1545,1,2,4,125,15,349.45,1,1,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20291,CfrLaguna1,100-1,7159.1,4,7,2,40,0,153.75,1,2,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20292,CfrLaguna1,100-1,7635.4,4,7,5,178,15,503,0,7,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20293,CfrLaguna1,100-1,8287.2,4,8,4,109,15,356.5833333,1,3,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20294,CfrLaguna1,100-1,6813,3,6,8,283,0,120.03,1,1,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20295,CfrLaguna1,100-1,7635.5,4,7,5,178,15,503,0,7,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20296,CfrLaguna1,100-1,6959.2,3,6,9,314,10,360.06,1,3,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20297,CfrLaguna1,100-1,6957,3,6,9,314,10,167.99,1,2,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20298,CfrLaguna1,100-1,8287.1,4,8,4,109,15,356.5833333,1,3,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20299,CfrLaguna1,100-2,611.2,1,1,5,174,0,542.5,0,3,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20300,CfrLaguna1,100-2,608.1,1,1,5,174,0,295.15,1,3,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20301,CfrLaguna1,100-2,8665.1,4,8,7,218,10,114.25,1,3,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20302,CfrLaguna1,100-2,8665,4,8,7,218,10,114.25,1,3,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20303,CfrLaguna1,100-2,8772.3,4,8,7,250,20,500,0,7,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20304,CfrLaguna1,100-2,8805,4,8,8,259,0,258,1,4,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20305,CfrLaguna1,100-2,6505,3,6,6,207,20,527.81,1,2,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20306,CfrLaguna1,100-2,8769,4,8,7,250,20,356.75,1,1,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20307,CfrLaguna1,100-2,8772,4,8,7,250,20,500,0,7,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20308,CfrLaguna1,100-2,560.1,1,1,5,160,15,542.5,0,5,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20309,CfrLaguna1,100-2,8805.1,4,8,8,259,0,258,1,4,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20310,CfrLaguna1,100-2,6503.1,3,6,6,207,20,264.06,1,2,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20311,CfrLaguna1,100-2,8772.6,4,8,7,250,20,500,0,7,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20312,CfrLaguna1,100-2,452,1,1,4,131,20,437.9,1,2,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20313,CfrLaguna1,100-2,608,1,1,5,174,0,295.15,1,3,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20314,CfrLaguna1,100-2,8770,4,8,7,250,20,453,1,1,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20315,CfrLaguna1,100-2,6503,3,6,6,207,20,264.06,1,2,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20316,CfrLaguna1,100-2,6288.1,3,6,5,162,15,528,0,3,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20317,CfrLaguna1,100-2,8771,4,8,7,250,20,500,1,1,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20318,CfrLaguna1,100-2,8807.1,4,8,8,259,0,500,0,2,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20319,CfrLaguna1,100-2,8665.2,4,8,7,218,10,114.25,1,3,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20320,CfrLaguna1,100-2,3309,2,4,1,20,10,208.45,1,1,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20321,CfrLaguna1,100-2,611,1,1,5,174,0,542.5,0,3,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20322,CfrLaguna1,100-2,8014.1,4,8,1,34,15,500,0,5,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20323,CfrLaguna1,100-2,6504,3,6,6,207,20,408.1,1,1,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20324,CfrLaguna1,100-2,3792,2,4,6,184,15,114.23,1,1,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20325,CfrLaguna1,100-2,8014.3,4,8,1,34,15,500,0,5,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20326,CfrLaguna1,100-2,6288,3,6,5,162,15,528,0,3,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20327,CfrLaguna1,100-2,8772.4,4,8,7,250,20,500,0,7,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20328,CfrLaguna1,100-2,8772.5,4,8,7,250,20,500,0,7,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20329,CfrLaguna1,100-2,6287,3,6,5,162,15,312.03,1,1,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20330,CfrLaguna1,100-2,8013,4,8,1,34,15,308.1666667,1,2,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20331,CfrLaguna1,100-2,3311.2,2,4,1,20,10,497.5,0,6,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20332,CfrLaguna1,100-2,3793.4,2,4,6,184,15,497.5,0,7,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20333,CfrLaguna1,100-2,3583,2,4,4,111,0,208.17,1,3,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20334,CfrLaguna1,100-2,607,1,1,5,174,0,246.1833333,1,1,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20335,CfrLaguna1,100-2,8014.2,4,8,1,34,15,500,0,5,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20336,CfrLaguna1,100-2,6284,3,6,5,162,15,120.03,1,2,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20337,CfrLaguna1,100-2,6545,3,6,7,220,10,167.99,1,1,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20338,CfrLaguna1,100-2,8772.1,4,8,7,250,20,500,0,7,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20339,CfrLaguna1,100-2,6288.2,3,6,5,162,15,528,0,3,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20340,CfrLaguna1,100-2,5826,3,6,2,71,0,528,0,2,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20341,CfrLaguna1,100-2,5826.1,3,6,2,71,0,528,0,2,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20342,CfrLaguna1,100-2,3311.5,2,4,1,20,10,497.5,0,6,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20343,CfrLaguna1,100-2,3311.4,2,4,1,20,10,497.5,0,6,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20344,CfrLaguna1,100-2,610,1,1,5,174,0,438.45,1,1,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20345,CfrLaguna1,100-2,91,1,1,1,25,10,542.5,0,1,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20346,CfrLaguna1,100-2,3793.2,2,4,6,184,15,497.5,0,7,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20347,CfrLaguna1,100-2,8805.2,4,8,8,259,0,258,1,4,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20348,CfrLaguna1,100-2,6546.1,3,6,7,220,10,360.06,1,2,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20349,CfrLaguna1,100-2,8804.1,4,8,8,259,0,211,1,2,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20350,CfrLaguna1,100-2,8772.2,4,8,7,250,20,500,0,7,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20351,CfrLaguna1,100-2,87,1,1,1,25,10,245.9666667,1,2,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20352,CfrLaguna1,100-2,5825,3,6,2,71,0,264.06,1,1,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20353,CfrLaguna1,100-2,8015.1,4,8,1,34,15,500,0,2,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20354,CfrLaguna1,100-2,5823,3,6,2,71,0,167.99,1,1,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20355,CfrLaguna1,100-2,6284.1,3,6,5,162,15,120.03,1,2,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20356,CfrLaguna1,100-2,3582,2,4,4,111,0,353.8,1,1,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20357,CfrLaguna1,100-2,453,1,1,4,131,20,542.5,0,8,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20358,CfrLaguna1,100-2,452.1,1,1,4,131,20,437.9,1,2,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20359,CfrLaguna1,100-2,557,1,1,5,160,15,342.35,1,1,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20360,CfrLaguna1,100-2,6546,3,6,7,220,10,360.06,1,2,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20361,CfrLaguna1,100-2,90,1,1,1,25,10,437.6333333,1,3,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20362,CfrLaguna1,100-2,6547.4,3,6,7,220,10,528,0,7,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20363,CfrLaguna1,100-2,5827.1,3,6,2,71,0,528,0,2,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20364,CfrLaguna1,100-2,6285,3,6,5,162,15,167.99,1,2,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20365,CfrLaguna1,100-2,5827,3,6,2,71,0,528,0,2,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20366,CfrLaguna1,100-2,5829,3,6,2,71,0,528,0,1,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20367,CfrLaguna1,100-2,611.1,1,1,5,174,0,542.5,0,3,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20368,CfrLaguna1,100-2,5824,3,6,2,71,0,215.66,1,1,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20369,CfrLaguna1,100-2,5830,3,6,2,71,0,528,0,1,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20370,CfrLaguna1,100-2,8666,4,8,7,218,10,164,1,1,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20371,CfrLaguna1,100-2,609.1,1,1,5,174,0,342.35,1,2,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20372,CfrLaguna1,100-2,3311.1,2,4,1,20,10,497.5,0,6,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20373,CfrLaguna1,100-2,6547.6,3,6,7,220,10,528,0,7,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20374,CfrLaguna1,100-2,3793.1,2,4,6,184,15,497.5,0,7,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20375,CfrLaguna1,100-2,6547.3,3,6,7,220,10,528,0,7,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20376,CfrLaguna1,100-2,6547.2,3,6,7,220,10,528,0,7,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20377,CfrLaguna1,100-2,6547.1,3,6,7,220,10,528,0,7,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20378,CfrLaguna1,100-2,5828,3,6,2,71,0,528,0,1,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20379,CfrLaguna1,100-2,3311.3,2,4,1,20,10,497.5,0,6,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20380,CfrLaguna1,100-2,3583.1,2,4,4,111,0,208.17,1,3,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20381,CfrLaguna1,100-2,8804,4,8,8,259,0,211,1,2,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20382,CfrLaguna1,100-2,3584.1,2,4,4,111,0,497.5,0,5,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
20383,CfrLaguna1,100-2,3583.2,2,4,4,111,0,208.17,1,3,14FBo100-2,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
