,X.1,sampleid,line,X,rep,run,shelf,plate,trt,end,status,number,pedigree,planting.date,landrace.abb,region,pop,population.type,landrace.name,cultivation,main.use,uniqueplate
11468,11468,CanReyes1,105-1,6232.5,3,6,5,151,0,264.1,1,6,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,6_151
11471,11471,CanReyes1,105-1,1330,1,2,2,70,15,Inf,0,1,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_70
11475,11475,CanReyes1,105-1,1952,1,2,7,236,20,253.8,1,3,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_236
11478,11478,CanReyes1,105-1,6232,3,6,5,151,0,264.1,1,6,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,6_151
11481,11481,CanReyes1,105-1,6232.2,3,6,5,151,0,264.1,1,6,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,6_151
11484,11484,CanReyes1,105-1,6233,3,6,5,151,0,Inf,0,1,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,6_151
11485,11485,CanReyes1,105-1,1327,1,2,2,70,15,254,1,4,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_70
11488,11488,CanReyes1,105-1,2264,1,2,9,317,10,205.3,1,3,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_317
11492,11492,CanReyes1,105-1,1327.3,1,2,2,70,15,254,1,4,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_70
11493,11493,CanReyes1,105-1,1953.1,1,2,7,236,20,349,1,4,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_236
11496,11496,CanReyes1,105-1,6232.1,3,6,5,151,0,264.1,1,6,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,6_151
11497,11497,CanReyes1,105-1,6231.1,3,6,5,151,0,215.7,1,2,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,6_151
11498,11498,CanReyes1,105-1,1953.3,1,2,7,236,20,349,1,4,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_236
11500,11500,CanReyes1,105-1,1327.2,1,2,2,70,15,254,1,4,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_70
11503,11503,CanReyes1,105-1,1956,1,2,7,236,20,Inf,0,1,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_236
11509,11509,CanReyes1,105-1,7110.4,4,7,1,26,10,Inf,1,5,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_26
11511,11511,CanReyes1,105-1,7106.1,4,7,1,26,10,107.3,1,2,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_26
11512,11512,CanReyes1,105-1,1952.1,1,2,7,236,20,253.8,1,3,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_236
11513,11513,CanReyes1,105-1,1953,1,2,7,236,20,349,1,4,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_236
11514,11514,CanReyes1,105-1,7110,4,7,1,26,10,Inf,1,5,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_26
11515,11515,CanReyes1,105-1,1329,1,2,2,70,15,445.8,1,1,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_70
11518,11518,CanReyes1,105-1,1952.2,1,2,7,236,20,253.8,1,3,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_236
11521,11521,CanReyes1,105-1,7108,4,7,1,26,10,396,1,1,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_26
11527,11527,CanReyes1,105-1,1328,1,2,2,70,15,303.1,1,4,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_70
11530,11530,CanReyes1,105-1,2267,1,2,9,317,10,395.1,1,1,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_317
11531,11531,CanReyes1,105-1,6231,3,6,5,151,0,215.7,1,2,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,6_151
11534,11534,CanReyes1,105-1,1954,1,2,7,236,20,395.4,1,1,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_236
11536,11536,CanReyes1,105-1,7106,4,7,1,26,10,107.3,1,2,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_26
11538,11538,CanReyes1,105-1,7110.1,4,7,1,26,10,Inf,1,5,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_26
11540,11540,CanReyes1,105-1,2264.1,1,2,9,317,10,205.3,1,3,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_317
11542,11542,CanReyes1,105-1,2263.3,1,2,9,317,10,155.1,1,4,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_317
11545,11545,CanReyes1,105-1,6232.4,3,6,5,151,0,264.1,1,6,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,6_151
11546,11546,CanReyes1,105-1,7107,4,7,1,26,10,153.8,1,1,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_26
11549,11549,CanReyes1,105-1,1328.2,1,2,2,70,15,303.1,1,4,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_70
11552,11552,CanReyes1,105-1,1328.3,1,2,2,70,15,303.1,1,4,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_70
11554,11554,CanReyes1,105-1,2266,1,2,9,317,10,348.8,1,1,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_317
11556,11556,CanReyes1,105-1,1955,1,2,7,236,20,445.1,1,1,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_236
11560,11560,CanReyes1,105-1,7109,4,7,1,26,10,502.8,1,1,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_26
11564,11564,CanReyes1,105-1,6230,3,6,5,151,0,168,1,1,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,6_151
11568,11568,CanReyes1,105-1,7110.3,4,7,1,26,10,Inf,1,5,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_26
11577,11577,CanReyes1,105-1,2263.1,1,2,9,317,10,155.1,1,4,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_317
11578,11578,CanReyes1,105-1,2263,1,2,9,317,10,155.1,1,4,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_317
11579,11579,CanReyes1,105-1,2265,1,2,9,317,10,253.6,1,1,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_317
11581,11581,CanReyes1,105-1,2263.2,1,2,9,317,10,155.1,1,4,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_317
11582,11582,CanReyes1,105-1,7110.2,4,7,1,26,10,Inf,1,5,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_26
11584,11584,CanReyes1,105-1,2264.2,1,2,9,317,10,205.3,1,3,14Tus105-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_317
11611,11611,CanReyes2,106-1,1591.2,1,2,4,137,0,302.8,1,4,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_137
11613,11613,CanReyes2,106-1,4754.1,3,5,4,143,0,109.5,1,2,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,5_143
11619,11619,CanReyes2,106-1,1591.3,1,2,4,137,0,302.8,1,4,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_137
11627,11627,CanReyes2,106-1,1592,1,2,4,137,0,349.4,1,2,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_137
11631,11631,CanReyes2,106-1,7441.3,4,7,4,119,0,153.8,1,4,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_119
11633,11633,CanReyes2,106-1,1590,1,2,4,137,0,254,1,1,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_137
11635,11635,CanReyes2,106-1,7468,4,7,4,129,20,253,1,1,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_129
11644,11644,CanReyes2,106-1,4754,3,5,4,143,0,109.5,1,2,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,5_143
11646,11646,CanReyes2,106-1,7442.1,4,7,4,119,0,203.7,1,5,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_119
11647,11647,CanReyes2,106-1,7471.1,4,7,4,129,20,Inf,1,7,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_129
11648,11648,CanReyes2,106-1,2232,1,2,9,308,10,155.1,1,3,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_308
11649,11649,CanReyes2,106-1,7442.3,4,7,4,119,0,203.7,1,5,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_119
11652,11652,CanReyes2,106-1,4757.3,3,5,4,143,0,254,1,4,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,5_143
11653,11653,CanReyes2,106-1,7471.4,4,7,4,129,20,Inf,1,7,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_129
11655,11655,CanReyes2,106-1,4757,3,5,4,143,0,254,1,4,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,5_143
11656,11656,CanReyes2,106-1,2233.1,1,2,9,308,10,205.3,1,3,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_308
11657,11657,CanReyes2,106-1,7442,4,7,4,119,0,203.7,1,5,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_119
11658,11658,CanReyes2,106-1,1593.1,1,2,4,137,0,395.7,1,2,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_137
11660,11660,CanReyes2,106-1,2232.1,1,2,9,308,10,155.1,1,3,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_308
11661,11661,CanReyes2,106-1,2232.2,1,2,9,308,10,155.1,1,3,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_308
11663,11663,CanReyes2,106-1,7471.2,4,7,4,129,20,Inf,1,7,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_129
11664,11664,CanReyes2,106-1,1591,1,2,4,137,0,302.8,1,4,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_137
11667,11667,CanReyes2,106-1,2233,1,2,9,308,10,205.3,1,3,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_308
11673,11673,CanReyes2,106-1,7471.3,4,7,4,129,20,Inf,1,7,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_129
11675,11675,CanReyes2,106-1,7441,4,7,4,119,0,153.8,1,4,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_119
11678,11678,CanReyes2,106-1,2235,1,2,9,308,10,348.8,1,1,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_308
11679,11679,CanReyes2,106-1,2236,1,2,9,308,10,Inf,0,1,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_308
11683,11683,CanReyes2,106-1,1594,1,2,4,137,0,Inf,0,1,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_137
11684,11684,CanReyes2,106-1,7470,4,7,4,129,20,396,1,1,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_129
11685,11685,CanReyes2,106-1,1592.1,1,2,4,137,0,349.4,1,2,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_137
11686,11686,CanReyes2,106-1,7441.1,4,7,4,119,0,153.8,1,4,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_119
11689,11689,CanReyes2,106-1,7441.2,4,7,4,119,0,153.8,1,4,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_119
11694,11694,CanReyes2,106-1,2234,1,2,9,308,10,253.6,1,2,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_308
11696,11696,CanReyes2,106-1,2234.1,1,2,9,308,10,253.6,1,2,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_308
11698,11698,CanReyes2,106-1,1591.1,1,2,4,137,0,302.8,1,4,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_137
11699,11699,CanReyes2,106-1,4757.1,3,5,4,143,0,254,1,4,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,5_143
11701,11701,CanReyes2,106-1,7469,4,7,4,129,20,344.8,1,1,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_129
11703,11703,CanReyes2,106-1,7471.5,4,7,4,129,20,Inf,1,7,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_129
11704,11704,CanReyes2,106-1,1593,1,2,4,137,0,395.7,1,2,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_137
11705,11705,CanReyes2,106-1,4757.2,3,5,4,143,0,254,1,4,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,5_143
11707,11707,CanReyes2,106-1,4758,3,5,4,143,0,Inf,0,1,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,5_143
11717,11717,CanReyes2,106-1,7442.4,4,7,4,119,0,203.7,1,5,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_119
11718,11718,CanReyes2,106-1,4755,3,5,4,143,0,156.8,1,2,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,5_143
11719,11719,CanReyes2,106-1,7442.2,4,7,4,119,0,203.7,1,5,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_119
11727,11727,CanReyes2,106-1,7471,4,7,4,129,20,Inf,1,7,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_129
11728,11728,CanReyes2,106-1,4755.1,3,5,4,143,0,156.8,1,2,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,5_143
11730,11730,CanReyes2,106-1,7443,4,7,4,119,0,253,1,1,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_119
11737,11737,CanReyes2,106-1,7471.6,4,7,4,129,20,Inf,1,7,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,7_129
11739,11739,CanReyes2,106-1,2233.2,1,2,9,308,10,205.3,1,3,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_308
11740,11740,CanReyes2,106-1,4756,3,5,4,143,0,207,1,1,14Tus106-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,5_143
11744,11744,CanReyes3,107-1,2188,1,2,9,295,0,253.6,1,5,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_295
11745,11745,CanReyes3,107-1,8661,4,8,6,216,10,211,1,1,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,8_216
11746,11746,CanReyes3,107-1,2188.2,1,2,9,295,0,253.6,1,5,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_295
11747,11747,CanReyes3,107-1,2188.1,1,2,9,295,0,253.6,1,5,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_295
11749,11749,CanReyes3,107-1,2188.3,1,2,9,295,0,253.6,1,5,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_295
11750,11750,CanReyes3,107-1,8077,4,8,2,51,15,257,1,1,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,8_51
11751,11751,CanReyes3,107-1,8999,4,8,9,303,20,453,1,1,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,8_303
11756,11756,CanReyes3,107-1,4232,3,5,1,15,15,303.8,1,1,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,5_15
11757,11757,CanReyes3,107-1,4642,3,5,4,116,0,254,1,4,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,5_116
11759,11759,CanReyes3,107-1,4642.3,3,5,4,116,0,254,1,4,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,5_116
11760,11760,CanReyes3,107-1,9000,4,8,9,303,20,Inf,1,9,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,8_303
11761,11761,CanReyes3,107-1,1680.2,1,2,5,162,15,253.8,1,3,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_162
11762,11762,CanReyes3,107-1,1678.3,1,2,5,162,15,155.6,1,5,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_162
11763,11763,CanReyes3,107-1,8660.2,4,8,6,216,10,163.7,1,4,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,8_216
11765,11765,CanReyes3,107-1,9000.3,4,8,9,303,20,Inf,1,9,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,8_303
11767,11767,CanReyes3,107-1,3043.1,2,3,7,248,0,301.7,1,5,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,3_248
11769,11769,CanReyes3,107-1,9000.6,4,8,9,303,20,Inf,1,9,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,8_303
11772,11772,CanReyes3,107-1,1680,1,2,5,162,15,253.8,1,3,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_162
11779,11779,CanReyes3,107-1,4642.2,3,5,4,116,0,254,1,4,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,5_116
11782,11782,CanReyes3,107-1,4231.3,3,5,1,15,15,254,1,4,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,5_15
11784,11784,CanReyes3,107-1,4642.1,3,5,4,116,0,254,1,4,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,5_116
11786,11786,CanReyes3,107-1,4230.1,3,5,1,15,15,207,1,5,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,5_15
11795,11795,CanReyes3,107-1,3043.2,2,3,7,248,0,301.7,1,5,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,3_248
11797,11797,CanReyes3,107-1,4231.2,3,5,1,15,15,254,1,4,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,5_15
11798,11798,CanReyes3,107-1,8074,4,8,2,51,15,114.2,1,3,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,8_51
11799,11799,CanReyes3,107-1,3044.2,2,3,7,248,0,254.5,1,3,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,3_248
11801,11801,CanReyes3,107-1,4231.1,3,5,1,15,15,254,1,4,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,5_15
11802,11802,CanReyes3,107-1,8074.1,4,8,2,51,15,114.2,1,3,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,8_51
11803,11803,CanReyes3,107-1,3044,2,3,7,248,0,254.5,1,3,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,3_248
11806,11806,CanReyes3,107-1,8660,4,8,6,216,10,163.7,1,4,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,8_216
11807,11807,CanReyes3,107-1,2189.1,1,2,9,295,0,302.2,1,2,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_295
11808,11808,CanReyes3,107-1,9000.5,4,8,9,303,20,Inf,1,9,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,8_303
11810,11810,CanReyes3,107-1,2187,1,2,9,295,0,205.3,1,1,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_295
11811,11811,CanReyes3,107-1,4643.2,3,5,4,116,0,303.8,1,4,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,5_116
11815,11815,CanReyes3,107-1,8079,4,8,2,51,15,404,1,1,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,8_51
11816,11816,CanReyes3,107-1,1681,1,2,5,162,15,302.7,1,1,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_162
11817,11817,CanReyes3,107-1,4643.3,3,5,4,116,0,303.8,1,4,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,5_116
11818,11818,CanReyes3,107-1,3043,2,3,7,248,0,301.7,1,5,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,3_248
11819,11819,CanReyes3,107-1,8662,4,8,6,216,10,404,1,1,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,8_216
11820,11820,CanReyes3,107-1,8659,4,8,6,216,10,114.2,1,1,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,8_216
11821,11821,CanReyes3,107-1,8076,4,8,2,51,15,211,1,2,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,8_51
11822,11822,CanReyes3,107-1,2188.4,1,2,9,295,0,253.6,1,5,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_295
11825,11825,CanReyes3,107-1,4643.1,3,5,4,116,0,303.8,1,4,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,5_116
11826,11826,CanReyes3,107-1,3043.3,2,3,7,248,0,301.7,1,5,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,3_248
11827,11827,CanReyes3,107-1,9000.2,4,8,9,303,20,Inf,1,9,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,8_303
11829,11829,CanReyes3,107-1,8660.3,4,8,6,216,10,163.7,1,4,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,8_216
11833,11833,CanReyes3,107-1,9000.1,4,8,9,303,20,Inf,1,9,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,8_303
11835,11835,CanReyes3,107-1,8078,4,8,2,51,15,356.6,1,1,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,8_51
11836,11836,CanReyes3,107-1,2189,1,2,9,295,0,302.2,1,2,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_295
11838,11838,CanReyes3,107-1,1678.1,1,2,5,162,15,155.6,1,5,14Tus107-1,11/10/14,Tus,ecoast,Tus_10,landrace,Tusta,Backyard,Fresh-Dry,2_162
