,X.1,sampleid,line,X,rep,run,shelf,plate,trt,end,status,number,pedigree,planting.date,landrace.abb,region,pop,population.type,landrace.name,cultivation,main.use,uniqueplate
13905,13905,CanRS1,118-2,3841,2,4,6,204,0,208.1,1,6,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,4_204
13906,13906,CanRS1,118-2,3839.1,2,4,6,204,0,303.7,1,2,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,4_204
13907,13907,CanRS1,118-2,4260.3,3,5,1,21,15,254,1,4,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_21
13908,13908,CanRS1,118-2,875,1,1,8,260,0,150.7,1,2,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,1_260
13910,13910,CanRS1,118-2,5227,3,5,8,257,10,397.5,1,1,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_257
13914,13914,CanRS1,118-2,110.2,1,1,1,31,15,342,1,3,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,1_31
13918,13918,CanRS1,118-2,5355,3,5,8,286,0,254,1,1,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_286
13919,13919,CanRS1,118-2,5230,3,5,8,257,10,Inf,0,1,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_257
13921,13921,CanRS1,118-2,877.2,1,1,8,260,0,295.4,1,4,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,1_260
13922,13922,CanRS1,118-2,3842,2,4,6,204,0,Inf,0,1,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,4_204
13923,13923,CanRS1,118-2,4591,3,5,3,103,20,156.8,1,2,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_103
13924,13924,CanRS1,118-2,5354,3,5,8,286,0,207,1,2,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_286
13926,13926,CanRS1,118-2,3841.4,2,4,6,204,0,208.1,1,6,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,4_204
13927,13927,CanRS1,118-2,4593,3,5,3,103,20,254,1,2,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_103
13930,13930,CanRS1,118-2,3839,2,4,6,204,0,303.7,1,2,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,4_204
13931,13931,CanRS1,118-2,113,1,1,1,31,15,Inf,0,1,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,1_31
13932,13932,CanRS1,118-2,109.2,1,1,1,31,15,294.9,1,3,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,1_31
13935,13935,CanRS1,118-2,4258,3,5,1,21,15,109.5,1,2,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_21
13936,13936,CanRS1,118-2,110,1,1,1,31,15,342,1,3,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,1_31
13937,13937,CanRS1,118-2,5356.2,3,5,8,286,0,397.5,1,3,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_286
13938,13938,CanRS1,118-2,4592,3,5,3,103,20,207,1,5,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_103
13941,13941,CanRS1,118-2,877.1,1,1,8,260,0,295.4,1,4,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,1_260
13943,13943,CanRS1,118-2,878,1,1,8,260,0,342.5,1,3,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,1_260
13944,13944,CanRS1,118-2,5353.2,3,5,8,286,0,156.8,1,3,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_286
13945,13945,CanRS1,118-2,877.3,1,1,8,260,0,295.4,1,4,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,1_260
13947,13947,CanRS1,118-2,4259.1,3,5,1,21,15,156.8,1,3,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_21
13948,13948,CanRS1,118-2,5356.1,3,5,8,286,0,397.5,1,3,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_286
13949,13949,CanRS1,118-2,4258.1,3,5,1,21,15,109.5,1,2,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_21
13950,13950,CanRS1,118-2,4591.1,3,5,3,103,20,156.8,1,2,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_103
13954,13954,CanRS1,118-2,878.2,1,1,8,260,0,342.5,1,3,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,1_260
13957,13957,CanRS1,118-2,3840,2,4,6,204,0,256.2,1,1,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,4_204
13961,13961,CanRS1,118-2,4592.2,3,5,3,103,20,207,1,5,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_103
13962,13962,CanRS1,118-2,4592.3,3,5,3,103,20,207,1,5,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_103
13964,13964,CanRS1,118-2,4592.4,3,5,3,103,20,207,1,5,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_103
13969,13969,CanRS2,119-2,2243.2,1,2,9,310,15,205.3,1,3,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,2_310
13970,13970,CanRS2,119-2,5602.8,3,6,1,20,20,Inf,1,9,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,6_20
13973,13973,CanRS2,119-2,8747.4,4,8,7,245,0,211,1,5,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,8_245
13980,13980,CanRS2,119-2,8706,4,8,7,231,10,114.2,1,4,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,8_231
13981,13981,CanRS2,119-2,2244.1,1,2,9,310,15,253.6,1,3,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,2_310
13982,13982,CanRS2,119-2,8047,4,8,2,43,15,163.5,1,3,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,8_43
13983,13983,CanRS2,119-2,2245,1,2,9,310,15,302.2,1,1,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,2_310
13988,13988,CanRS2,119-2,8052,4,8,2,43,15,Inf,0,1,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,8_43
13990,13990,CanRS2,119-2,8050,4,8,2,43,15,356.6,1,1,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,8_43
13991,13991,CanRS2,119-2,8049.2,4,8,2,43,15,308.2,1,3,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,8_43
13994,13994,CanRS2,119-2,3226,2,3,9,311,0,Inf,0,1,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,3_311
13995,13995,CanRS2,119-2,8047.2,4,8,2,43,15,163.5,1,3,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,8_43
14000,14000,CanRS2,119-2,8051,4,8,2,43,15,Inf,1,1,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,8_43
14001,14001,CanRS2,119-2,8747.2,4,8,7,245,0,211,1,5,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,8_245
14005,14005,CanRS2,119-2,1863.2,1,2,6,211,0,107.5,1,7,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,2_211
14008,14008,CanRS2,119-2,8048,4,8,2,43,15,211,1,1,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,8_43
14009,14009,CanRS2,119-2,5602.2,3,6,1,20,20,Inf,1,9,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,6_20
14010,14010,CanRS2,119-2,3225,2,3,9,311,0,156.7,1,2,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,3_311
14013,14013,CanRS2,119-2,3224.2,2,3,9,311,0,205.4,1,4,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,3_311
14014,14014,CanRS2,119-2,8745,4,8,7,245,0,114.2,1,4,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,8_245
14019,14019,CanRS2,119-2,8747.3,4,8,7,245,0,211,1,5,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,8_245
14020,14020,CanRS2,119-2,8706.3,4,8,7,231,10,114.2,1,4,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,8_231
14022,14022,CanRS2,119-2,1864,1,2,6,211,0,253.8,1,2,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,2_211
14024,14024,CanRS2,119-2,1863.6,1,2,6,211,0,107.5,1,7,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,2_211
14027,14027,CanRS2,119-2,8708,4,8,7,231,10,258,1,3,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,8_231
14028,14028,CanRS2,119-2,3225.1,2,3,9,311,0,156.7,1,2,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,3_311
14034,14034,CanRS2,119-2,8049,4,8,2,43,15,308.2,1,3,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,8_43
14035,14035,CanRS2,119-2,2244.2,1,2,9,310,15,253.6,1,3,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,2_310
14037,14037,CanRS2,119-2,8745.3,4,8,7,245,0,114.2,1,4,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,8_245
14040,14040,CanRS2,119-2,5602.6,3,6,1,20,20,Inf,1,9,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,6_20
14042,14042,CanRS2,119-2,3224.3,2,3,9,311,0,205.4,1,4,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,3_311
14043,14043,CanRS2,119-2,8707.2,4,8,7,231,10,211,1,3,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,8_231
14044,14044,CanRS2,119-2,1863.4,1,2,6,211,0,107.5,1,7,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,2_211
14045,14045,CanRS2,119-2,3224,2,3,9,311,0,205.4,1,4,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,3_311
14047,14047,CanRS2,119-2,8747.1,4,8,7,245,0,211,1,5,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,8_245
14051,14051,CanRS2,119-2,5602.3,3,6,1,20,20,Inf,1,9,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,6_20
14052,14052,CanRS2,119-2,8047.1,4,8,2,43,15,163.5,1,3,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,8_43
14053,14053,CanRS2,119-2,5602.5,3,6,1,20,20,Inf,1,9,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,6_20
14054,14054,CanRS2,119-2,5602.7,3,6,1,20,20,Inf,1,9,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,6_20
14061,14061,CanRS2,119-2,1864.1,1,2,6,211,0,253.8,1,2,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,2_211
14062,14062,CanRS2,119-2,2246,1,2,9,310,15,348.8,1,1,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,2_310
14063,14063,CanRS2,119-2,8707,4,8,7,231,10,211,1,3,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,8_231
14065,14065,CanRS2,119-2,5601,3,6,1,20,20,312,1,1,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,6_20
14067,14067,CanRS2,119-2,8708.2,4,8,7,231,10,258,1,3,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,8_231
14070,14070,CanRS2,119-2,8049.1,4,8,2,43,15,308.2,1,3,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,8_43
14077,14077,CanRS2,119-2,2243.1,1,2,9,310,15,205.3,1,3,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,2_310
14078,14078,CanRS2,119-2,1863.3,1,2,6,211,0,107.5,1,7,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,2_211
14081,14081,CanRS2,119-2,3223,2,3,9,311,0,253.6,1,1,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,3_311
14082,14082,CanRS2,119-2,3222,2,3,9,311,0,300.8,1,1,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,3_311
14087,14087,CanRS2,119-2,8707.1,4,8,7,231,10,211,1,3,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,8_231
14089,14089,CanRS2,119-2,5602.1,3,6,1,20,20,Inf,1,9,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,6_20
14091,14091,CanRS2,119-2,2241,1,2,9,310,15,107,1,1,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,2_310
14093,14093,CanRS2,119-2,3224.1,2,3,9,311,0,205.4,1,4,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,3_311
14094,14094,CanRS2,119-2,2243,1,2,9,310,15,205.3,1,3,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,2_310
14095,14095,CanRS2,119-2,8706.1,4,8,7,231,10,114.2,1,4,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,8_231
14097,14097,CanRS2,119-2,5602.4,3,6,1,20,20,Inf,1,9,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,6_20
14100,14100,CanRS2,119-2,2242,1,2,9,310,15,155.1,1,1,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,2_310
14102,14102,CanRS2,119-2,1863.1,1,2,6,211,0,107.5,1,7,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,2_211
14103,14103,CanRS2,119-2,8745.2,4,8,7,245,0,114.2,1,4,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,8_245
14104,14104,CanRS2,119-2,1863,1,2,6,211,0,107.5,1,7,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,2_211
14105,14105,CanRS2,119-2,5602,3,6,1,20,20,Inf,1,9,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,6_20
14106,14106,CanRS2,119-2,8747,4,8,7,245,0,211,1,5,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,8_245
14107,14107,CanRS2,119-2,2244,1,2,9,310,15,253.6,1,3,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,2_310
14108,14108,CanRS2,119-2,8746,4,8,7,245,0,164,1,1,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,8_245
14110,14110,CanRS2,119-2,8745.1,4,8,7,245,0,114.2,1,4,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,8_245
14111,14111,CanRS2,119-2,3221,2,3,9,311,0,493.7,1,1,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,3_311
14117,14117,CanRS2,119-2,1865,1,2,6,211,0,302.6,1,1,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,2_211
14118,14118,CanRS2,119-2,8708.1,4,8,7,231,10,258,1,3,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,8_231
14121,14121,CanRS2,119-2,1863.5,1,2,6,211,0,107.5,1,7,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,2_211
14124,14124,CanRS2,119-2,8706.2,4,8,7,231,10,114.2,1,4,14Chg119-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,8_231
14129,14129,CanSaa1,124-1,3280,2,4,1,9,0,256.6,1,3,14CMa124-1,11/10/14,CMa,ecoast,CMa_22,landrace,Mareno,Backyard,Fresh,4_9
14130,14130,CanSaa1,124-1,1657.1,1,2,5,155,0,155.6,1,2,14CMa124-1,11/10/14,CMa,ecoast,CMa_22,landrace,Mareno,Backyard,Fresh,2_155
14132,14132,CanSaa1,124-1,5067,3,5,7,217,20,352,1,1,14CMa124-1,11/10/14,CMa,ecoast,CMa_22,landrace,Mareno,Backyard,Fresh,5_217
14133,14133,CanSaa1,124-1,3952.2,2,4,7,244,10,160.8,1,6,14CMa124-1,11/10/14,CMa,ecoast,CMa_22,landrace,Mareno,Backyard,Fresh,4_244
14135,14135,CanSaa1,124-1,3951.1,2,4,7,244,10,208.8,1,2,14CMa124-1,11/10/14,CMa,ecoast,CMa_22,landrace,Mareno,Backyard,Fresh,4_244
14139,14139,CanSaa1,124-1,4802.2,3,5,5,154,15,254,1,4,14CMa124-1,11/10/14,CMa,ecoast,CMa_22,landrace,Mareno,Backyard,Fresh,5_154
14140,14140,CanSaa1,124-1,3950,2,4,7,244,10,256.9,1,1,14CMa124-1,11/10/14,CMa,ecoast,CMa_22,landrace,Mareno,Backyard,Fresh,4_244
14141,14141,CanSaa1,124-1,3283,2,4,1,9,0,Inf,0,1,14CMa124-1,11/10/14,CMa,ecoast,CMa_22,landrace,Mareno,Backyard,Fresh,4_9
14142,14142,CanSaa1,124-1,7093.4,4,7,1,22,0,153.8,1,5,14CMa124-1,11/10/14,CMa,ecoast,CMa_22,landrace,Mareno,Backyard,Fresh,7_22
14143,14143,CanSaa1,124-1,1623.4,1,2,4,144,10,205.8,1,7,14CMa124-1,11/10/14,CMa,ecoast,CMa_22,landrace,Mareno,Backyard,Fresh,2_144
14144,14144,CanSaa1,124-1,4743.3,3,5,4,140,10,156.8,1,8,14CMa124-1,11/10/14,CMa,ecoast,CMa_22,landrace,Mareno,Backyard,Fresh,5_140
14148,14148,CanSaa1,124-1,4743.2,3,5,4,140,10,156.8,1,8,14CMa124-1,11/10/14,CMa,ecoast,CMa_22,landrace,Mareno,Backyard,Fresh,5_140
14149,14149,CanSaa1,124-1,3952.1,2,4,7,244,10,160.8,1,6,14CMa124-1,11/10/14,CMa,ecoast,CMa_22,landrace,Mareno,Backyard,Fresh,4_244
14150,14150,CanSaa1,124-1,1657,1,2,5,155,0,155.6,1,2,14CMa124-1,11/10/14,CMa,ecoast,CMa_22,landrace,Mareno,Backyard,Fresh,2_155
14152,14152,CanSaa1,124-1,3951,2,4,7,244,10,208.8,1,2,14CMa124-1,11/10/14,CMa,ecoast,CMa_22,landrace,Mareno,Backyard,Fresh,4_244
14156,14156,CanSaa1,124-1,7093.1,4,7,1,22,0,153.8,1,5,14CMa124-1,11/10/14,CMa,ecoast,CMa_22,landrace,Mareno,Backyard,Fresh,7_22
14157,14157,CanSaa1,124-1,5068.1,3,5,7,217,20,493.5,1,2,14CMa124-1,11/10/14,CMa,ecoast,CMa_22,landrace,Mareno,Backyard,Fresh,5_217
14160,14160,CanSaa1,124-1,3952,2,4,7,244,10,160.8,1,6,14CMa124-1,11/10/14,CMa,ecoast,CMa_22,landrace,Mareno,Backyard,Fresh,4_244
14161,14161,CanSaa1,124-1,1659,1,2,5,155,0,253.8,1,1,14CMa124-1,11/10/14,CMa,ecoast,CMa_22,landrace,Mareno,Backyard,Fresh,2_155
14162,14162,CanSaa1,124-1,1658.1,1,2,5,155,0,205.8,1,7,14CMa124-1,11/10/14,CMa,ecoast,CMa_22,landrace,Mareno,Backyard,Fresh,2_155
14165,14165,CanSaa1,124-1,7454,4,7,4,122,10,445,1,1,14CMa124-1,11/10/14,CMa,ecoast,CMa_22,landrace,Mareno,Backyard,Fresh,7_122
14166,14166,CanSaa1,124-1,4743.5,3,5,4,140,10,156.8,1,8,14CMa124-1,11/10/14,CMa,ecoast,CMa_22,landrace,Mareno,Backyard,Fresh,5_140
14167,14167,CanSaa1,124-1,1623.1,1,2,4,144,10,205.8,1,7,14CMa124-1,11/10/14,CMa,ecoast,CMa_22,landrace,Mareno,Backyard,Fresh,2_144
14168,14168,CanSaa1,124-1,7093.2,4,7,1,22,0,153.8,1,5,14CMa124-1,11/10/14,CMa,ecoast,CMa_22,landrace,Mareno,Backyard,Fresh,7_22
14169,14169,CanSaa1,124-1,1623.2,1,2,4,144,10,205.8,1,7,14CMa124-1,11/10/14,CMa,ecoast,CMa_22,landrace,Mareno,Backyard,Fresh,2_144
14170,14170,CanSaa1,124-1,1623.3,1,2,4,144,10,205.8,1,7,14CMa124-1,11/10/14,CMa,ecoast,CMa_22,landrace,Mareno,Backyard,Fresh,2_144
14171,14171,CanSaa1,124-1,3280.2,2,4,1,9,0,256.6,1,3,14CMa124-1,11/10/14,CMa,ecoast,CMa_22,landrace,Mareno,Backyard,Fresh,4_9
14172,14172,CanSaa1,124-1,3281,2,4,1,9,0,208.4,1,4,14CMa124-1,11/10/14,CMa,ecoast,CMa_22,landrace,Mareno,Backyard,Fresh,4_9
14173,14173,CanSaa1,124-1,3281.3,2,4,1,9,0,208.4,1,4,14CMa124-1,11/10/14,CMa,ecoast,CMa_22,landrace,Mareno,Backyard,Fresh,4_9
14174,14174,CanSaa1,124-1,1626,1,2,4,144,10,Inf,0,1,14CMa124-1,11/10/14,CMa,ecoast,CMa_22,landrace,Mareno,Backyard,Fresh,2_144
14175,14175,CanSaa1,124-1,7455,4,7,4,122,10,502.8,1,2,14CMa124-1,11/10/14,CMa,ecoast,CMa_22,landrace,Mareno,Backyard,Fresh,7_122
14176,14176,CanSaa1,124-1,3282,2,4,1,9,0,160.5,1,1,14CMa124-1,11/10/14,CMa,ecoast,CMa_22,landrace,Mareno,Backyard,Fresh,4_9
14177,14177,CanSaa1,124-1,5066,3,5,7,217,20,303.8,1,1,14CMa124-1,11/10/14,CMa,ecoast,CMa_22,landrace,Mareno,Backyard,Fresh,5_217
14178,14178,CanSaa1,124-1,3281.2,2,4,1,9,0,208.4,1,4,14CMa124-1,11/10/14,CMa,ecoast,CMa_22,landrace,Mareno,Backyard,Fresh,4_9
14180,14180,CanSaa1,124-1,7451,4,7,4,122,10,203.7,1,1,14CMa124-1,11/10/14,CMa,ecoast,CMa_22,landrace,Mareno,Backyard,Fresh,7_122
14182,14182,CanSaa1,124-1,7455.1,4,7,4,122,10,502.8,1,2,14CMa124-1,11/10/14,CMa,ecoast,CMa_22,landrace,Mareno,Backyard,Fresh,7_122
14183,14183,CanSaa1,124-1,4743,3,5,4,140,10,156.8,1,8,14CMa124-1,11/10/14,CMa,ecoast,CMa_22,landrace,Mareno,Backyard,Fresh,5_140
14184,14184,CanSaa1,124-1,7452,4,7,4,122,10,298.8,1,1,14CMa124-1,11/10/14,CMa,ecoast,CMa_22,landrace,Mareno,Backyard,Fresh,7_122
14185,14185,CanSaa1,124-1,1623,1,2,4,144,10,205.8,1,7,14CMa124-1,11/10/14,CMa,ecoast,CMa_22,landrace,Mareno,Backyard,Fresh,2_144
14186,14186,CanSaa1,124-1,7094,4,7,1,22,0,203.7,1,1,14CMa124-1,11/10/14,CMa,ecoast,CMa_22,landrace,Mareno,Backyard,Fresh,7_22
14187,14187,CanSaa1,124-1,7093.3,4,7,1,22,0,153.8,1,5,14CMa124-1,11/10/14,CMa,ecoast,CMa_22,landrace,Mareno,Backyard,Fresh,7_22
14188,14188,CanSaa1,124-1,3281.1,2,4,1,9,0,208.4,1,4,14CMa124-1,11/10/14,CMa,ecoast,CMa_22,landrace,Mareno,Backyard,Fresh,4_9
14191,14191,CanSaa1,124-1,7456,4,7,4,122,10,Inf,1,1,14CMa124-1,11/10/14,CMa,ecoast,CMa_22,landrace,Mareno,Backyard,Fresh,7_122
14192,14192,CanSaa1,124-1,1658.6,1,2,5,155,0,205.8,1,7,14CMa124-1,11/10/14,CMa,ecoast,CMa_22,landrace,Mareno,Backyard,Fresh,2_155
14193,14193,CanSaa1,124-1,1623.5,1,2,4,144,10,205.8,1,7,14CMa124-1,11/10/14,CMa,ecoast,CMa_22,landrace,Mareno,Backyard,Fresh,2_144
14196,14196,CanSaa1,124-1,1658.2,1,2,5,155,0,205.8,1,7,14CMa124-1,11/10/14,CMa,ecoast,CMa_22,landrace,Mareno,Backyard,Fresh,2_155
14198,14198,CanSaa1,124-1,1623.6,1,2,4,144,10,205.8,1,7,14CMa124-1,11/10/14,CMa,ecoast,CMa_22,landrace,Mareno,Backyard,Fresh,2_144
14202,14202,CanSaa1,124-1,3280.1,2,4,1,9,0,256.6,1,3,14CMa124-1,11/10/14,CMa,ecoast,CMa_22,landrace,Mareno,Backyard,Fresh,4_9
14203,14203,CanSaa1,124-1,3952.3,2,4,7,244,10,160.8,1,6,14CMa124-1,11/10/14,CMa,ecoast,CMa_22,landrace,Mareno,Backyard,Fresh,4_244
14204,14204,CanSaa1,124-1,7450,4,7,4,122,10,153.8,1,2,14CMa124-1,11/10/14,CMa,ecoast,CMa_22,landrace,Mareno,Backyard,Fresh,7_122
