"","X.1","sampleid","line","X","rep","run","shelf","plate","trt","end","status","viable","number","pedigree","planting.date","landrace.abb","region","pop","population.type","landrace.name","cultivation","main.use","uniqueplate"
"8253",8253,"CanMani11","208-1",2893,2,"3",3,107,0,157.9,1,1,2,"14Par208-1","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","3_107"
"8254",8254,"CanMani11","208-1",7195.4,4,"7",3,95,0,203.7,1,1,5,"14Par208-1","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","7_95"
"8255",8255,"CanMani11","208-1",2653,2,"3",1,36,15,206.8,1,1,2,"14Par208-1","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","3_36"
"8256",8256,"CanMani11","208-1",7072.2,4,"7",2,48,10,253,1,1,3,"14Par208-1","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","7_48"
"8258",8258,"CanMani11","208-1",4933.1,3,"6",1,32,10,528,0,1,3,"14Par208-1","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","6_32"
"8259",8259,"CanMani11","208-1",27,1,"1",1,7,15,294.9,1,1,1,"14Par208-1","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","1_7"
"8260",8260,"CanMani11","208-1",855,1,"1",7,222,10,440.2,1,1,1,"14Par208-1","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","1_222"
"8261",8261,"CanMani11","208-1",2651,2,"3",1,36,15,302.4,1,1,2,"14Par208-1","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","3_36"
"8262",8262,"CanMani11","208-1",4233,2,"3",7,245,10,254.5,1,1,2,"14Par208-1","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","3_245"
"8263",8263,"CanMani11","208-1",2890,2,"3",3,107,0,302.2,1,1,3,"14Par208-1","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","3_107"
"8264",8264,"CanMani11","208-1",4234.1,2,"3",7,245,10,206.4,1,1,3,"14Par208-1","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","3_245"
"8265",8265,"CanMani11","208-1",6914.3,4,"7",1,2,15,503,0,1,4,"14Par208-1","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","7_2"
"8266",8266,"CanMani11","208-1",7194,4,"7",3,95,0,153.8,1,1,3,"14Par208-1","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","7_95"
"8267",8267,"CanMani11","208-1",854.1,1,"1",7,222,10,295.4,1,1,3,"14Par208-1","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","1_222"
"8268",8268,"CanMani11","208-1",2649,2,"3",1,36,15,398.9,1,1,1,"14Par208-1","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","3_36"
"8269",8269,"CanMani11","208-1",887,1,"1",7,229,0,440.2,1,1,1,"14Par208-1","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","1_229"
"8270",8270,"CanMani11","208-1",4932,3,"6",1,32,10,528,0,0,2,"14Par208-1","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","6_32"
"8271",8271,"CanMani11","208-1",7072.1,4,"7",2,48,10,253,1,1,3,"14Par208-1","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","7_48"
"8272",8272,"CanMani11","208-1",4428.3,2,"3",9,308,20,496,0,1,7,"14Par208-1","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","3_308"
"8273",8273,"CanMani11","208-1",7196.1,4,"7",3,95,0,253,1,1,2,"14Par208-1","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","7_95"
"8274",8274,"CanMani11","208-1",2655,2,"3",1,36,15,496,0,1,1,"14Par208-1","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","3_36"
"8275",8275,"CanMani11","208-1",2892.1,2,"3",3,107,0,206.8,1,1,3,"14Par208-1","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","3_107"
"8276",8276,"CanMani11","208-1",5106.1,3,"6",6,186,15,528,0,0,2,"14Par208-1","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","6_186"
"8277",8277,"CanMani11","208-1",7195.2,4,"7",3,95,0,203.7,1,1,5,"14Par208-1","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","7_95"
"8278",8278,"CanMani11","208-1",5107,3,"6",6,186,15,528,0,1,1,"14Par208-1","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","6_186"
"8279",8279,"CanMani11","208-1",2652,2,"3",1,36,15,255,1,1,1,"14Par208-1","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","3_36"
"8280",8280,"CanMani11","208-1",5106,3,"6",6,186,15,528,0,0,2,"14Par208-1","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","6_186"
"8281",8281,"CanMani11","208-1",2651.1,2,"3",1,36,15,302.4,1,1,2,"14Par208-1","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","3_36"
"8282",8282,"CanMani11","208-1",7074,4,"7",2,48,10,344.8,1,1,1,"14Par208-1","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","7_48"
"8283",8283,"CanMani11","208-1",886,1,"1",7,229,0,342.5,1,1,1,"14Par208-1","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","1_229"
"8284",8284,"CanMani11","208-1",6258.5,3,"6",3,73,0,264.1,1,1,6,"14Par208-1","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","6_73"
"8286",8286,"CanMani11","208-1",28,1,"1",1,7,15,389.9,1,1,3,"14Par208-1","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","1_7"
"8287",8287,"CanMani11","208-1",854.2,1,"1",7,222,10,295.4,1,1,3,"14Par208-1","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","1_222"
"8288",8288,"CanMani11","208-1",2650,2,"3",1,36,15,350.6,1,1,1,"14Par208-1","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","3_36"
"8289",8289,"CanMani11","208-1",4232,2,"3",7,245,10,301.7,1,1,2,"14Par208-1","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","3_245"
"8290",8290,"CanMani11","208-1",2891.1,2,"3",3,107,0,254.8,1,1,2,"14Par208-1","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","3_107"
"8291",8291,"CanMani11","208-1",6913,4,"7",1,2,15,501,1,1,1,"14Par208-1","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","7_2"
"8292",8292,"CanMani11","208-1",853,1,"1",7,222,10,246.3,1,1,4,"14Par208-1","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","1_222"
"8293",8293,"CanMani11","208-1",7077,4,"7",2,48,10,503,0,1,2,"14Par208-1","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","7_48"
"8294",8294,"CanMani11","208-1",7076,4,"7",2,48,10,445,1,1,1,"14Par208-1","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","7_48"
"8295",8295,"CanMani11","208-1",4977,3,"6",3,73,0,528,0,0,1,"14Par208-1","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","6_73"
"8296",8296,"CanMani11","208-2",6901.3,3,"5",2,60,20,522,0,1,5,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","5_60"
"8297",8297,"CanMani11","208-2",4006.6,2,"4",6,208,20,497.5,0,1,9,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","4_208"
"8298",8298,"CanMani11","208-2",8651.1,4,"8",8,280,0,164,1,1,3,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","8_280"
"8299",8299,"CanMani11","208-2",5419,3,"5",2,60,20,254,1,1,1,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","5_60"
"8300",8300,"CanMani11","208-2",5421,3,"5",2,60,20,397.5,1,1,2,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","5_60"
"8301",8301,"CanMani11","208-2",962.2,1,"1",7,249,10,542.5,0,1,7,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","1_249"
"8303",8303,"CanMani11","208-2",566.4,1,"1",4,142,20,542.5,0,1,7,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","1_142"
"8304",8304,"CanMani11","208-2",566.6,1,"1",4,142,20,542.5,0,1,7,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","1_142"
"8305",8305,"CanMani11","208-2",5446,3,"5",2,71,15,352,1,1,1,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","5_71"
"8309",8309,"CanMani11","208-2",1054,1,"1",8,273,15,542.5,0,0,1,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","1_273"
"8310",8310,"CanMani11","208-2",1053.4,1,"1",8,273,15,542.5,0,1,5,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","1_273"
"8311",8311,"CanMani11","208-2",6901.4,3,"5",2,60,20,522,0,1,5,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","5_60"
"8312",8312,"CanMani11","208-2",1053.1,1,"1",8,273,15,542.5,0,1,5,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","1_273"
"8313",8313,"CanMani11","208-2",3475,2,"4",2,66,10,401.9,1,1,1,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","4_66"
"8314",8314,"CanMani11","208-2",433,1,"1",4,110,0,542.5,0,0,1,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","1_110"
"8315",8315,"CanMani11","208-2",567.1,1,"1",4,142,20,542.5,0,0,2,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","1_142"
"8318",8318,"CanMani11","208-2",962.5,1,"1",7,249,10,542.5,0,1,7,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","1_249"
"8321",8321,"CanMani11","208-2",5443.1,3,"5",2,71,15,207,1,1,2,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","5_71"
"8324",8324,"CanMani11","208-2",1053.2,1,"1",8,273,15,542.5,0,1,5,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","1_273"
"8325",8325,"CanMani11","208-2",3473,2,"4",2,66,10,303.9,1,1,3,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","4_66"
"8327",8327,"CanMani11","208-2",5832.2,3,"5",7,219,0,156.8,1,1,4,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","5_219"
"8328",8328,"CanMani11","208-2",432,1,"1",4,110,0,342.3,1,1,1,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","1_110"
"8329",8329,"CanMani11","208-2",962.1,1,"1",7,249,10,542.5,0,1,7,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","1_249"
"8330",8330,"CanMani11","208-2",961,1,"1",7,249,10,440.2,1,1,1,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","1_249"
"8331",8331,"CanMani11","208-2",5444,3,"5",2,71,15,254,1,1,2,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","5_71"
"8332",8332,"CanMani11","208-2",567,1,"1",4,142,20,542.5,0,0,2,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","1_142"
"8333",8333,"CanMani11","208-2",4006.5,2,"4",6,208,20,497.5,0,1,9,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","4_208"
"8334",8334,"CanMani11","208-2",3473.2,2,"4",2,66,10,303.9,1,1,3,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","4_66"
"8335",8335,"CanMani11","208-2",962.3,1,"1",7,249,10,542.5,0,1,7,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","1_249"
"8336",8336,"CanMani11","208-2",5445,3,"5",2,71,15,303.8,1,1,1,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","5_71"
"8337",8337,"CanMani11","208-2",8651.2,4,"8",8,280,0,164,1,1,3,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","8_280"
"8338",8338,"CanMani11","208-2",5444.1,3,"5",2,71,15,254,1,1,2,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","5_71"
"8339",8339,"CanMani11","208-2",7977.1,4,"8",2,69,15,500,0,1,2,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","8_69"
"8340",8340,"CanMani11","208-2",8652,4,"8",8,280,0,211,1,1,4,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","8_280"
"8341",8341,"CanMani11","208-2",5832.1,3,"5",7,219,0,156.8,1,1,4,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","5_219"
"8345",8345,"CanMani11","208-1",6176.1,3,"6",1,32,10,527.8,1,1,3,"14Par208-1","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","6_32"
"8347",8347,"CanMani11","208-1",6915,4,"7",1,2,15,503,0,0,1,"14Par208-1","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","7_2"
"8348",8348,"CanMani11","208-1",7072,4,"7",2,48,10,253,1,1,3,"14Par208-1","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","7_48"
"8349",8349,"CanMani11","208-1",853.1,1,"1",7,222,10,246.3,1,1,4,"14Par208-1","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","1_222"
"8350",8350,"CanMani11","208-1",6175,3,"6",1,32,10,360.1,1,1,1,"14Par208-1","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","6_32"
"8352",8352,"CanMani11","208-1",6531,3,"6",6,186,15,527.8,1,1,2,"14Par208-1","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","6_186"
"8353",8353,"CanMani11","208-1",28.1,1,"1",1,7,15,389.9,1,1,3,"14Par208-1","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","1_7"
"8354",8354,"CanMani11","208-1",884.3,1,"1",7,229,0,246.3,1,1,4,"14Par208-1","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","1_229"
"8356",8356,"CanMani11","208-1",6911,4,"7",1,2,15,344.8,1,1,2,"14Par208-1","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","7_2"
"8359",8359,"CanMani11","208-1",4426,2,"3",9,308,20,493.7,1,1,2,"14Par208-1","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","3_308"
"8360",8360,"CanMani11","208-1",6530,3,"6",6,186,15,360.1,1,1,1,"14Par208-1","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","6_186"
"8361",8361,"CanMani11","208-1",4427,2,"3",9,308,20,300.8,1,1,1,"14Par208-1","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","3_308"
"8362",8362,"CanMani11","208-1",6529,3,"6",6,186,15,215.7,1,1,1,"14Par208-1","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","6_186"
"8363",8363,"CanMani11","208-1",4428.1,2,"3",9,308,20,496,0,1,7,"14Par208-1","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","3_308"
"8364",8364,"CanMani11","208-1",6531.1,3,"6",6,186,15,527.8,1,1,2,"14Par208-1","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","6_186"
"8365",8365,"CanMani11","208-1",4235.1,2,"3",7,245,10,157.6,1,1,3,"14Par208-1","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","3_245"
"8366",8366,"CanMani11","208-1",6910,4,"7",1,2,15,203.7,1,1,1,"14Par208-1","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","7_2"
"8367",8367,"CanMani11","208-1",4235,2,"3",7,245,10,157.6,1,1,3,"14Par208-1","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","3_245"
"8368",8368,"CanMani11","208-1",4235.2,2,"3",7,245,10,157.6,1,1,3,"14Par208-1","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","3_245"
"8370",8370,"CanMani11","208-2",3474.1,2,"4",2,66,10,353.9,1,1,2,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","4_66"
"8372",8372,"CanMani11","208-2",8652.2,4,"8",8,280,0,211,1,1,4,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","8_280"
"8373",8373,"CanMani11","208-2",1050,1,"1",8,273,15,295.4,1,1,1,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","1_273"
"8374",8374,"CanMani11","208-2",4792,3,"5",2,71,15,522,0,0,1,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","5_71"
"8375",8375,"CanMani11","208-2",5420,3,"5",2,60,20,352,1,1,1,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","5_60"
"8376",8376,"CanMani11","208-2",1053.3,1,"1",8,273,15,542.5,0,1,5,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","1_273"
"8377",8377,"CanMani11","208-2",431.1,1,"1",4,110,0,295.1,1,1,3,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","1_110"
"8378",8378,"CanMani11","208-2",429.1,1,"1",4,110,0,198.3,1,1,2,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","1_110"
"8380",8380,"CanMani11","208-2",6104.1,3,"5",9,324,10,352,1,1,3,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","5_324"
"8385",8385,"CanMani11","208-2",6901.2,3,"5",2,60,20,522,0,1,5,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","5_60"
"8386",8386,"CanMani11","208-2",5443,3,"5",2,71,15,207,1,1,2,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","5_71"
"8388",8388,"CanMani11","208-2",1052.1,1,"1",8,273,15,440.4,1,1,2,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","1_273"
"8389",8389,"CanMani11","208-2",429,1,"1",4,110,0,198.3,1,1,2,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","1_110"
"8390",8390,"CanMani11","208-2",959,1,"1",7,249,10,198.5,1,1,1,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","1_249"
"8391",8391,"CanMani11","208-2",6853,3,"5",2,71,15,522,0,1,1,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","5_71"
"8392",8392,"CanMani11","208-2",6901,3,"5",2,60,20,522,0,1,5,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","5_60"
"8393",8393,"CanMani11","208-2",1053,1,"1",8,273,15,542.5,0,1,5,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","1_273"
"8394",8394,"CanMani11","208-2",5421.1,3,"5",2,60,20,397.5,1,1,2,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","5_60"
"8395",8395,"CanMani11","208-2",430.2,1,"1",4,110,0,246.1,1,1,3,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","1_110"
"8396",8396,"CanMani11","208-2",6104,3,"5",9,324,10,352,1,1,3,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","5_324"
"8399",8399,"CanMani11","208-2",7977,4,"8",2,69,15,500,0,1,2,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","8_69"
"8400",8400,"CanMani11","208-2",430,1,"1",4,110,0,246.1,1,1,3,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","1_110"
"8401",8401,"CanMani11","208-2",4007,2,"4",6,208,20,497.5,0,0,1,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","4_208"
"8402",8402,"CanMani11","208-2",960,1,"1",7,249,10,390.2,1,1,1,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","1_249"
"8403",8403,"CanMani11","208-2",431,1,"1",4,110,0,295.1,1,1,3,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","1_110"
"8404",8404,"CanMani11","208-2",1051,1,"1",8,273,15,342.5,1,1,1,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","1_273"
"8405",8405,"CanMani11","208-2",6901.1,3,"5",2,60,20,522,0,1,5,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","5_60"
"8406",8406,"CanMani11","208-2",4006.8,2,"4",6,208,20,497.5,0,1,9,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","4_208"
"8407",8407,"CanMani11","208-2",1052,1,"1",8,273,15,440.4,1,1,2,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","1_273"
"8409",8409,"CanMani11","208-2",431.2,1,"1",4,110,0,295.1,1,1,3,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","1_110"
"8410",8410,"CanMani11","208-2",6104.2,3,"5",9,324,10,352,1,1,3,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","5_324"
"8414",8414,"CanMani11","208-2",4006.7,2,"4",6,208,20,497.5,0,1,9,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","4_208"
"8416",8416,"CanMani11","208-2",430.1,1,"1",4,110,0,246.1,1,1,3,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","1_110"
"8417",8417,"CanMani11","208-2",8415.1,4,"8",6,209,20,500,0,1,5,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","8_209"
"8418",8418,"CanMani11","208-2",6103,3,"5",9,324,10,254,1,1,1,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","5_324"
"8419",8419,"CanMani11","208-2",8412,4,"8",6,209,20,308.5,1,1,3,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","8_209"
"8420",8420,"CanMani11","208-2",8415.4,4,"8",6,209,20,500,0,1,5,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","8_209"
"8421",8421,"CanMani11","208-2",5833,3,"5",7,219,0,207,1,1,4,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","5_219"
"8422",8422,"CanMani11","208-2",8654,4,"8",8,280,0,404,1,1,1,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","8_280"
"8423",8423,"CanMani11","208-2",8653,4,"8",8,280,0,258,1,1,2,"14Par208-2","11/10/14","Par","yucatan","Par_48","landrace","Paradito","Backyard","","8_280"
