"","X.1","sampleid","line","X","rep","run","shelf","plate","trt","end","status","viable","number","pedigree","planting.date","landrace.abb","region","pop","population.type","landrace.name","cultivation","main.use","uniqueplate"
"12559",12559,"CanRose11B","163-1",4243.6,2,"3",7,250,0,157.6,1,1,7,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","3_250"
"12560",12560,"CanRose11B","163-1",4244,2,"3",7,250,0,496,0,0,2,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","3_250"
"12561",12561,"CanRose11B","163-1",4243,2,"3",7,250,0,157.6,1,1,7,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","3_250"
"12562",12562,"CanRose11B","163-1",4243.4,2,"3",7,250,0,157.6,1,1,7,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","3_250"
"12566",12566,"CanRose11B","163-1",2507.1,1,"2",9,323,15,155.1,1,1,6,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","2_323"
"12567",12567,"CanRose11B","163-1",2583.1,2,"3",1,19,10,302.4,1,1,2,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","3_19"
"12571",12571,"CanRose11B","163-1",7636,4,"7",7,233,10,253,1,1,1,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","7_233"
"12572",12572,"CanRose11B","163-1",7591.2,4,"7",7,220,20,203.7,1,1,4,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","7_220"
"12576",12576,"CanRose11B","163-1",1541.4,1,"2",3,80,10,156,1,1,6,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","2_80"
"12578",12578,"CanRose11B","163-1",1542,1,"2",3,80,10,302.9,1,1,1,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","2_80"
"12579",12579,"CanRose11B","163-1",1541.5,1,"2",3,80,10,156,1,1,6,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","2_80"
"12581",12581,"CanRose11B","163-1",2583,2,"3",1,19,10,302.4,1,1,2,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","3_19"
"12583",12583,"CanRose11B","163-1",1541.3,1,"2",3,80,10,156,1,1,6,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","2_80"
"12587",12587,"CanRose11B","163-1",4243.3,2,"3",7,250,0,157.6,1,1,7,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","3_250"
"12590",12590,"CanRose11B","163-1",3131.4,2,"3",6,188,15,156.8,1,1,9,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","3_188"
"12599",12599,"CanRose11B","163-1",3131.3,2,"3",6,188,15,156.8,1,1,9,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","3_188"
"12603",12603,"CanRose11B","163-2",2159,1,"2",7,237,20,107.4,1,1,1,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","2_237"
"12605",12605,"CanRose11B","163-2",6354.1,3,"6",4,118,10,168,1,1,3,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","6_118"
"12607",12607,"CanRose11B","163-2",2160.3,1,"2",7,237,20,155.4,1,1,6,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","2_237"
"12610",12610,"CanRose11B","163-2",8169,4,"8",4,128,20,114.2,1,1,2,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","8_128"
"12615",12615,"CanRose11B","163-2",2160.4,1,"2",7,237,20,155.4,1,1,6,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","2_237"
"12617",12617,"CanRose11B","163-2",2287.1,1,"2",8,268,10,155.3,1,1,2,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","2_268"
"12618",12618,"CanRose11B","163-2",1604,1,"2",3,97,15,108,1,1,2,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","2_97"
"12619",12619,"CanRose11B","163-2",1606.1,1,"2",3,97,15,206.1,1,1,2,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","2_97"
"12623",12623,"CanRose11B","163-2",6354.2,3,"6",4,118,10,168,1,1,3,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","6_118"
"12624",12624,"CanRose11B","163-2",2286,1,"2",8,268,10,107.2,1,1,5,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","2_268"
"12625",12625,"CanRose11B","163-2",2160.2,1,"2",7,237,20,155.4,1,1,6,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","2_237"
"12629",12629,"CanRose11B","163-2",1607,1,"2",3,97,15,253.8,1,1,1,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","2_97"
"12630",12630,"CanRose11B","163-2",2286.1,1,"2",8,268,10,107.2,1,1,5,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","2_268"
"12636",12636,"CanRose11B","163-2",2048,1,"2",6,207,0,349.2,1,1,1,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","2_207"
"12637",12637,"CanRose11B","163-2",2049,1,"2",6,207,0,445.2,1,1,1,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","2_207"
"12638",12638,"CanRose11B","163-2",6354,3,"6",4,118,10,168,1,1,3,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","6_118"
"12639",12639,"CanRose11B","163-2",6736,3,"6",8,287,0,120,1,1,6,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","6_287"
"12640",12640,"CanRose11B","163-2",6353,3,"6",4,118,10,120,1,1,5,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","6_118"
"12641",12641,"CanRose11B","163-2",6736.3,3,"6",8,287,0,120,1,1,6,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","6_287"
"12642",12642,"CanRose11B","163-2",1604.1,1,"2",3,97,15,108,1,1,2,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","2_97"
"12643",12643,"CanRose11B","163-2",1605.3,1,"2",3,97,15,156,1,1,5,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","2_97"
"12646",12646,"CanRose11B","163-2",2289,1,"2",8,268,10,302.4,1,1,1,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","2_268"
"12648",12648,"CanRose11B","163-2",2050,1,"2",6,207,0,542.5,0,0,2,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","2_207"
"12652",12652,"CanRose11B","163-2",6736.2,3,"6",8,287,0,120,1,1,6,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","6_287"
"12654",12654,"CanRose11B","163-2",2287,1,"2",8,268,10,155.3,1,1,2,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","2_268"
"12656",12656,"CanRose11B","163-2",6736.4,3,"6",8,287,0,120,1,1,6,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","6_287"
"12657",12657,"CanRose11B","163-2",1606,1,"2",3,97,15,206.1,1,1,2,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","2_97"
"12660",12660,"CanRose11B","163-2",2288,1,"2",8,268,10,205.5,1,1,1,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","2_268"
"12663",12663,"CanRose11B","163-2",2045.3,1,"2",6,207,0,107.5,1,1,4,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","2_207"
"12665",12665,"CanRose11B","163-2",5212,3,"6",8,287,0,528,0,0,1,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","6_287"
"12666",12666,"CanRose11B","163-2",2045.2,1,"2",6,207,0,107.5,1,1,4,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","2_207"
"12670",12670,"CanRose11B","163-2",6739,3,"6",8,287,0,264.1,1,1,1,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","6_287"
"12674",12674,"CanRose11B","163-2",2290,1,"2",8,268,10,542.5,0,1,1,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","2_268"
"12677",12677,"CanRose11B","163-2",6736.1,3,"6",8,287,0,120,1,1,6,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","6_287"
"12679",12679,"CanRose11B","163-2",8169.1,4,"8",4,128,20,114.2,1,1,2,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","8_128"
"12680",12680,"CanRose11B","163-2",6353.2,3,"6",4,118,10,120,1,1,5,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","6_118"
"12681",12681,"CanRose11B","163-2",8171.1,4,"8",4,128,20,211,1,1,2,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","8_128"
"12687",12687,"CanRose11B","163-2",6353.1,3,"6",4,118,10,120,1,1,5,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","6_118"
"12691",12691,"CanRose11B","163-2",2160.5,1,"2",7,237,20,155.4,1,1,6,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","2_237"
"12694",12694,"CanRose11B","163-1",4243.5,2,"3",7,250,0,157.6,1,1,7,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","3_250"
"12697",12697,"CanRose11B","163-2",1605.2,1,"2",3,97,15,156,1,1,5,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","2_97"
"12699",12699,"CanRose11B","163-2",2050.1,1,"2",6,207,0,542.5,0,0,2,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","2_207"
"12703",12703,"CanRose11B","163-2",2163,1,"2",7,237,20,542.5,0,0,1,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","2_237"
"12704",12704,"CanRose11B","163-2",2162,1,"2",7,237,20,542.5,0,1,1,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","2_237"
"12706",12706,"CanRose11B","163-2",8172.2,4,"8",4,128,20,500,0,1,4,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","8_128"
"12707",12707,"CanRose11B","163-2",2160,1,"2",7,237,20,155.4,1,1,6,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","2_237"
"12710",12710,"CanRose11B","163-2",6738,3,"6",8,287,0,215.7,1,1,1,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","6_287"
"12713",12713,"CanRose11B","163-2",6352,3,"6",4,118,10,72,1,1,1,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","6_118"
"12714",12714,"CanRose11B","163-2",2046,1,"2",6,207,0,155.5,1,1,1,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","2_207"
"12715",12715,"CanRose11B","163-2",2045,1,"2",6,207,0,107.5,1,1,4,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","2_207"
"12716",12716,"CanRose11B","163-2",1605.4,1,"2",3,97,15,156,1,1,5,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","2_97"
"12718",12718,"CanRose11B","163-2",8172,4,"8",4,128,20,500,0,1,4,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","8_128"
"12719",12719,"CanRose11B","163-2",8172.3,4,"8",4,128,20,500,0,1,4,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","8_128"
"12721",12721,"CanRose11B","163-2",2160.1,1,"2",7,237,20,155.4,1,1,6,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","2_237"
"12723",12723,"CanRose11B","163-2",2047,1,"2",6,207,0,253.8,1,1,1,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","2_207"
"12724",12724,"CanRose11B","163-2",2286.2,1,"2",8,268,10,107.2,1,1,5,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","2_268"
"12725",12725,"CanRose11B","163-2",1605,1,"2",3,97,15,156,1,1,5,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","2_97"
"12726",12726,"CanRose11B","163-2",2286.3,1,"2",8,268,10,107.2,1,1,5,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","2_268"
"12729",12729,"CanRose11B","163-2",2045.1,1,"2",6,207,0,107.5,1,1,4,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","2_207"
"12735",12735,"CanRose11B","163-2",2286.4,1,"2",8,268,10,107.2,1,1,5,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","2_268"
"12736",12736,"CanRose11B","163-2",6737,3,"6",8,287,0,168,1,1,1,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","6_287"
"12737",12737,"CanRose11B","163-2",1605.1,1,"2",3,97,15,156,1,1,5,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","2_97"
"12748",12748,"CanRose11B","163-2",5033,3,"6",4,118,10,528,0,0,1,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","6_118"
"12750",12750,"CanRose11B","163-2",6353.4,3,"6",4,118,10,120,1,1,5,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","6_118"
"12752",12752,"CanRose11B","163-2",8172.1,4,"8",4,128,20,500,0,1,4,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","8_128"
"12753",12753,"CanRose11B","163-2",6736.5,3,"6",8,287,0,120,1,1,6,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","6_287"
"12758",12758,"CanRose11B","163-2",8170.1,4,"8",4,128,20,163.7,1,1,2,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","8_128"
"12760",12760,"CanRose11B","163-2",8170,4,"8",4,128,20,163.7,1,1,2,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","8_128"
"12761",12761,"CanRose11B","163-2",8171,4,"8",4,128,20,211,1,1,2,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","8_128"
"12762",12762,"CanRose11B","163-1",7591.3,4,"7",7,220,20,203.7,1,1,4,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","7_220"
"12765",12765,"CanRose11B","163-1",7591,4,"7",7,220,20,203.7,1,1,4,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","7_220"
"12766",12766,"CanRose11B","163-1",7614,4,"7",7,227,15,503,0,0,2,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","7_227"
"12770",12770,"CanRose11B","163-1",1673.4,1,"2",4,112,20,155.8,1,1,7,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","2_112"
"12771",12771,"CanRose11B","163-1",7590.2,4,"7",7,220,20,107.3,1,1,3,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","7_220"
"12772",12772,"CanRose11B","163-1",2584.3,2,"3",1,19,10,158,1,1,7,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","3_19"
"12773",12773,"CanRose11B","163-2",6353.3,3,"6",4,118,10,120,1,1,5,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","6_118"
"12774",12774,"CanRose11B","163-2",2161,1,"2",7,237,20,205.6,1,1,1,"14CRo163-2","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","2_237"
"12776",12776,"CanRose11B","163-1",7609.2,4,"7",7,227,15,107.3,1,1,4,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","7_227"
"12777",12777,"CanRose11B","163-1",7612,4,"7",7,227,15,253,1,1,1,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","7_227"
"12779",12779,"CanRose11B","163-1",7609.1,4,"7",7,227,15,107.3,1,1,4,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","7_227"
"12780",12780,"CanRose11B","163-1",7613,4,"7",7,227,15,298.8,1,1,1,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","7_227"
"12781",12781,"CanRose11B","163-1",1540.2,1,"2",3,80,10,108,1,1,3,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","2_80"
"12782",12782,"CanRose11B","163-1",7609,4,"7",7,227,15,107.3,1,1,4,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","7_227"
"12783",12783,"CanRose11B","163-1",7634.1,4,"7",7,233,10,153.8,1,1,2,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","7_233"
"12784",12784,"CanRose11B","163-1",7611,4,"7",7,227,15,203.7,1,1,1,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","7_227"
"12785",12785,"CanRose11B","163-1",7634,4,"7",7,233,10,153.8,1,1,2,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","7_233"
"12786",12786,"CanRose11B","163-1",7637.1,4,"7",7,233,10,503,0,0,2,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","7_233"
"12787",12787,"CanRose11B","163-1",1540.1,1,"2",3,80,10,108,1,1,3,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","2_80"
"12789",12789,"CanRose11B","163-1",7610,4,"7",7,227,15,153.8,1,1,1,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","7_227"
"12792",12792,"CanRose11B","163-1",7609.3,4,"7",7,227,15,107.3,1,1,4,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","7_227"
"12793",12793,"CanRose11B","163-1",2506,1,"2",9,323,15,107,1,1,2,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","2_323"
"12796",12796,"CanRose11B","163-1",7632.1,4,"7",7,233,10,59.5,1,1,2,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","7_233"
"12797",12797,"CanRose11B","163-1",7614.1,4,"7",7,227,15,503,0,0,2,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","7_227"
"12798",12798,"CanRose11B","163-1",7590,4,"7",7,220,20,107.3,1,1,3,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","7_220"
"12800",12800,"CanRose11B","163-1",7633,4,"7",7,233,10,107.3,1,1,1,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","7_233"
"12802",12802,"CanRose11B","163-1",2507,1,"2",9,323,15,155.1,1,1,6,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","2_323"
"12804",12804,"CanRose11B","163-1",2584,2,"3",1,19,10,158,1,1,7,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","3_19"
"12807",12807,"CanRose11B","163-1",1673.3,1,"2",4,112,20,155.8,1,1,7,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","2_112"
"12808",12808,"CanRose11B","163-1",1673.5,1,"2",4,112,20,155.8,1,1,7,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","2_112"
"12809",12809,"CanRose11B","163-1",3131.8,2,"3",6,188,15,156.8,1,1,9,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","3_188"
"12810",12810,"CanRose11B","163-1",1673,1,"2",4,112,20,155.8,1,1,7,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","2_112"
"12813",12813,"CanRose11B","163-1",1673.1,1,"2",4,112,20,155.8,1,1,7,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","2_112"
"12814",12814,"CanRose11B","163-1",2506.1,1,"2",9,323,15,107,1,1,2,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","2_323"
"12815",12815,"CanRose11B","163-1",7635,4,"7",7,233,10,203.7,1,1,2,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","7_233"
"12816",12816,"CanRose11B","163-1",7635.1,4,"7",7,233,10,203.7,1,1,2,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","7_233"
"12818",12818,"CanRose11B","163-1",2584.6,2,"3",1,19,10,158,1,1,7,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","3_19"
"12819",12819,"CanRose11B","163-1",7592,4,"7",7,220,20,253,1,1,2,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","7_220"
"12820",12820,"CanRose11B","163-1",2507.5,1,"2",9,323,15,155.1,1,1,6,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","2_323"
"12821",12821,"CanRose11B","163-1",3132,2,"3",6,188,15,496,0,0,1,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","3_188"
"12822",12822,"CanRose11B","163-1",7591.1,4,"7",7,220,20,203.7,1,1,4,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","7_220"
"12823",12823,"CanRose11B","163-1",2585,2,"3",1,19,10,496,0,0,1,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","3_19"
"12824",12824,"CanRose11B","163-1",2584.2,2,"3",1,19,10,158,1,1,7,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","3_19"
"12825",12825,"CanRose11B","163-1",1541.2,1,"2",3,80,10,156,1,1,6,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","2_80"
"12826",12826,"CanRose11B","163-1",7590.1,4,"7",7,220,20,107.3,1,1,3,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","7_220"
"12827",12827,"CanRose11B","163-1",2507.4,1,"2",9,323,15,155.1,1,1,6,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","2_323"
"12828",12828,"CanRose11B","163-1",2507.3,1,"2",9,323,15,155.1,1,1,6,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","2_323"
"12830",12830,"CanRose11B","163-1",1673.6,1,"2",4,112,20,155.8,1,1,7,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","2_112"
"12832",12832,"CanRose11B","163-1",1540,1,"2",3,80,10,108,1,1,3,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","2_80"
"12833",12833,"CanRose11B","163-1",7592.1,4,"7",7,220,20,253,1,1,2,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","7_220"
"12834",12834,"CanRose11B","163-1",7593,4,"7",7,220,20,298.8,1,1,1,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","7_220"
"12835",12835,"CanRose11B","163-1",7637,4,"7",7,233,10,503,0,0,2,"14CRo163-1","11/10/14","CRo","ecoast","CRo_32","landrace","Costeno Rojo","Plantation","Dry","7_233"
"12837",12837,"CanRose3","122-1",1668.1,1,"2",4,111,10,254,1,1,3,"14CRo122-1","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","2_111"
