"","X","sampleid","line","rep","run","shelf","plate","trt","read.time","start","end","start.count","end.count","germinated","notes","pedigree","planting.date","landrace.abb","loc_id","region","pop","population.type","landrace.name","cultivation","main.use"
"2546",1576,"CanParaje7","151-2",1,1,8,278,15,"1/30/16 9:56",246.33,295.43,10,10,0,"","14CAg151-2","11/10/14","CAg",22,"Central Valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"2547",1566,"CanParaje7","151-2",1,1,8,278,15,"2/1/16 8:59",295.43,342.48,10,10,0,"","14CAg151-2","11/10/14","CAg",22,"Central Valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"2548",1578,"CanParaje7","151-2",1,1,8,278,15,"2/3/16 8:53",342.48,390.38,10,10,0,"","14CAg151-2","11/10/14","CAg",22,"Central Valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"2549",1569,"CanParaje7","151-2",1,1,8,278,15,"2/5/16 10:54",390.38,440.4,10,10,0,"","14CAg151-2","11/10/14","CAg",22,"Central Valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"2550",1575,"CanParaje7","151-2",1,1,8,278,15,"",440.4,Inf,10,10,0,"","14CAg151-2","11/10/14","CAg",22,"Central Valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"2551",1912,"CanSBalta1","187-2",1,1,8,279,15,"1/20/16 8:38",0,54.13,0,0,0,"","14Tus187-2","11/10/14","Tus",37,"Sierra Madre de la Sur","Tus_39","landrace","Tusta","","Fresh-Dry"
"2552",1927,"CanSBalta1","187-2",1,1,8,279,15,"1/22/16 8:47",54.13,102.28,0,0,0,"","14Tus187-2","11/10/14","Tus",37,"Sierra Madre de la Sur","Tus_39","landrace","Tusta","","Fresh-Dry"
"2553",1901,"CanSBalta1","187-2",1,1,8,279,15,"1/24/16 9:10",102.28,150.67,0,1,1,"","14Tus187-2","11/10/14","Tus",37,"Sierra Madre de la Sur","Tus_39","landrace","Tusta","","Fresh-Dry"
"2554",1892,"CanSBalta1","187-2",1,1,8,279,15,"1/26/16 9:03",150.67,198.55,1,2,1,"","14Tus187-2","11/10/14","Tus",37,"Sierra Madre de la Sur","Tus_39","landrace","Tusta","","Fresh-Dry"
"2555",1929,"CanSBalta1","187-2",1,1,8,279,15,"1/28/16 8:50",198.55,246.33,2,3,1,"","14Tus187-2","11/10/14","Tus",37,"Sierra Madre de la Sur","Tus_39","landrace","Tusta","","Fresh-Dry"
"2556",1908,"CanSBalta1","187-2",1,1,8,279,15,"1/30/16 9:56",246.33,295.43,3,4,1,"","14Tus187-2","11/10/14","Tus",37,"Sierra Madre de la Sur","Tus_39","landrace","Tusta","","Fresh-Dry"
"2557",1911,"CanSBalta1","187-2",1,1,8,279,15,"2/1/16 8:59",295.43,342.48,4,6,2,"","14Tus187-2","11/10/14","Tus",37,"Sierra Madre de la Sur","Tus_39","landrace","Tusta","","Fresh-Dry"
"2558",1900,"CanSBalta1","187-2",1,1,8,279,15,"2/3/16 8:53",342.48,390.38,6,6,0,"","14Tus187-2","11/10/14","Tus",37,"Sierra Madre de la Sur","Tus_39","landrace","Tusta","","Fresh-Dry"
"2559",1907,"CanSBalta1","187-2",1,1,8,279,15,"2/5/16 10:54",390.38,440.4,6,6,0,"","14Tus187-2","11/10/14","Tus",37,"Sierra Madre de la Sur","Tus_39","landrace","Tusta","","Fresh-Dry"
"2560",1917,"CanSBalta1","187-2",1,1,8,279,15,"",440.4,Inf,6,10,4,"","14Tus187-2","11/10/14","Tus",37,"Sierra Madre de la Sur","Tus_39","landrace","Tusta","","Fresh-Dry"
"2561",2231,"CanStaCruz14","173-1",1,1,8,280,0,"1/20/16 8:38",0,54.13,0,0,0,"","14CAg173-1","11/10/14","CAg",41,"Central Valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh"
"2562",2219,"CanStaCruz14","173-1",1,1,8,280,0,"1/22/16 8:47",54.13,102.28,0,1,1,"","14CAg173-1","11/10/14","CAg",41,"Central Valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh"
"2563",2227,"CanStaCruz14","173-1",1,1,8,280,0,"1/24/16 9:10",102.28,150.67,1,6,5,"","14CAg173-1","11/10/14","CAg",41,"Central Valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh"
"2564",2239,"CanStaCruz14","173-1",1,1,8,280,0,"1/26/16 9:03",150.67,198.55,6,6,0,"","14CAg173-1","11/10/14","CAg",41,"Central Valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh"
"2565",2220,"CanStaCruz14","173-1",1,1,8,280,0,"1/28/16 8:50",198.55,246.33,6,6,0,"","14CAg173-1","11/10/14","CAg",41,"Central Valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh"
"2566",2234,"CanStaCruz14","173-1",1,1,8,280,0,"1/30/16 9:56",246.33,295.43,6,6,0,"","14CAg173-1","11/10/14","CAg",41,"Central Valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh"
"2567",2208,"CanStaCruz14","173-1",1,1,8,280,0,"2/1/16 8:59",295.43,342.48,6,6,0,"","14CAg173-1","11/10/14","CAg",41,"Central Valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh"
"2568",2223,"CanStaCruz14","173-1",1,1,8,280,0,"2/3/16 8:53",342.48,390.38,6,6,0,"","14CAg173-1","11/10/14","CAg",41,"Central Valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh"
"2569",2213,"CanStaCruz14","173-1",1,1,8,280,0,"2/5/16 10:54",390.38,440.4,6,6,0,"","14CAg173-1","11/10/14","CAg",41,"Central Valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh"
"2570",2232,"CanStaCruz14","173-1",1,1,8,280,0,"",440.4,Inf,6,10,4,"","14CAg173-1","11/10/14","CAg",41,"Central Valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh"
"2571",1043,"CanLobera1","140-1",1,1,8,281,20,"1/20/16 8:38",0,54.13,0,0,0,"","14CAg140-1","11/10/14","CAg",14,"Central Valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2572",1039,"CanLobera1","140-1",1,1,8,281,20,"1/22/16 8:47",54.13,102.28,0,0,0,"","14CAg140-1","11/10/14","CAg",14,"Central Valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2573",985,"CanLobera1","140-1",1,1,8,281,20,"1/24/16 9:10",102.28,150.67,0,2,2,"","14CAg140-1","11/10/14","CAg",14,"Central Valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2574",1036,"CanLobera1","140-1",1,1,8,281,20,"1/26/16 9:03",150.67,198.55,2,2,0,"","14CAg140-1","11/10/14","CAg",14,"Central Valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2575",1038,"CanLobera1","140-1",1,1,8,281,20,"1/28/16 8:50",198.55,246.33,2,3,1,"","14CAg140-1","11/10/14","CAg",14,"Central Valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2576",988,"CanLobera1","140-1",1,1,8,281,20,"1/30/16 9:56",246.33,295.43,3,4,1,"","14CAg140-1","11/10/14","CAg",14,"Central Valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2577",986,"CanLobera1","140-1",1,1,8,281,20,"2/1/16 8:59",295.43,342.48,4,5,1,"","14CAg140-1","11/10/14","CAg",14,"Central Valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2578",1052,"CanLobera1","140-1",1,1,8,281,20,"2/3/16 8:53",342.48,390.38,5,5,0,"","14CAg140-1","11/10/14","CAg",14,"Central Valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2579",1045,"CanLobera1","140-1",1,1,8,281,20,"2/5/16 10:54",390.38,440.4,5,5,0,"","14CAg140-1","11/10/14","CAg",14,"Central Valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2580",1024,"CanLobera1","140-1",1,1,8,281,20,"",440.4,Inf,5,10,5,"","14CAg140-1","11/10/14","CAg",14,"Central Valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2581",533,"CanEjutla1","190-1",1,1,8,282,15,"1/20/16 8:38",0,54.13,0,0,0,"","14UNK190-1","11/10/14","UNK",NA,"Central Valleys",NA,NA,NA,NA,NA
"2582",535,"CanEjutla1","190-1",1,1,8,282,15,"1/22/16 8:47",54.13,102.28,0,0,0,"","14UNK190-1","11/10/14","UNK",NA,"Central Valleys",NA,NA,NA,NA,NA
"2583",528,"CanEjutla1","190-1",1,1,8,282,15,"1/24/16 9:10",102.28,150.67,0,3,3,"","14UNK190-1","11/10/14","UNK",NA,"Central Valleys",NA,NA,NA,NA,NA
"2584",531,"CanEjutla1","190-1",1,1,8,282,15,"1/26/16 9:03",150.67,198.55,3,4,1,"","14UNK190-1","11/10/14","UNK",NA,"Central Valleys",NA,NA,NA,NA,NA
"2585",523,"CanEjutla1","190-1",1,1,8,282,15,"1/28/16 8:50",198.55,246.33,4,5,1,"","14UNK190-1","11/10/14","UNK",NA,"Central Valleys",NA,NA,NA,NA,NA
"2586",510,"CanEjutla1","190-1",1,1,8,282,15,"1/30/16 9:56",246.33,295.43,5,6,1,"","14UNK190-1","11/10/14","UNK",NA,"Central Valleys",NA,NA,NA,NA,NA
"2587",532,"CanEjutla1","190-1",1,1,8,282,15,"2/1/16 8:59",295.43,342.48,6,6,0,"","14UNK190-1","11/10/14","UNK",NA,"Central Valleys",NA,NA,NA,NA,NA
"2588",539,"CanEjutla1","190-1",1,1,8,282,15,"2/3/16 8:53",342.48,390.38,6,6,0,"","14UNK190-1","11/10/14","UNK",NA,"Central Valleys",NA,NA,NA,NA,NA
"2589",529,"CanEjutla1","190-1",1,1,8,282,15,"2/5/16 10:54",390.38,440.4,6,6,0,"","14UNK190-1","11/10/14","UNK",NA,"Central Valleys",NA,NA,NA,NA,NA
"2590",506,"CanEjutla1","190-1",1,1,8,282,15,"",440.4,Inf,6,10,4,"","14UNK190-1","11/10/14","UNK",NA,"Central Valleys",NA,NA,NA,NA,NA
"2591",1896,"CanSBalta1","187-2",1,1,8,283,0,"1/20/16 8:38",0,54.13,0,0,0,"","14Tus187-2","11/10/14","Tus",37,"Sierra Madre de la Sur","Tus_39","landrace","Tusta","","Fresh-Dry"
"2592",1906,"CanSBalta1","187-2",1,1,8,283,0,"1/22/16 8:47",54.13,102.28,0,0,0,"","14Tus187-2","11/10/14","Tus",37,"Sierra Madre de la Sur","Tus_39","landrace","Tusta","","Fresh-Dry"
"2593",1924,"CanSBalta1","187-2",1,1,8,283,0,"1/24/16 9:10",102.28,150.67,0,0,0,"","14Tus187-2","11/10/14","Tus",37,"Sierra Madre de la Sur","Tus_39","landrace","Tusta","","Fresh-Dry"
"2594",1895,"CanSBalta1","187-2",1,1,8,283,0,"1/26/16 9:03",150.67,198.55,0,8,8,"","14Tus187-2","11/10/14","Tus",37,"Sierra Madre de la Sur","Tus_39","landrace","Tusta","","Fresh-Dry"
"2595",1922,"CanSBalta1","187-2",1,1,8,283,0,"1/28/16 8:50",198.55,246.33,8,9,1,"","14Tus187-2","11/10/14","Tus",37,"Sierra Madre de la Sur","Tus_39","landrace","Tusta","","Fresh-Dry"
"2596",1930,"CanSBalta1","187-2",1,1,8,283,0,"1/30/16 9:56",246.33,295.43,9,10,1,"","14Tus187-2","11/10/14","Tus",37,"Sierra Madre de la Sur","Tus_39","landrace","Tusta","","Fresh-Dry"
"2597",1905,"CanSBalta1","187-2",1,1,8,283,0,"2/1/16 8:59",295.43,342.48,10,10,0,"","14Tus187-2","11/10/14","Tus",37,"Sierra Madre de la Sur","Tus_39","landrace","Tusta","","Fresh-Dry"
"2598",1899,"CanSBalta1","187-2",1,1,8,283,0,"2/3/16 8:53",342.48,390.38,10,10,0,"","14Tus187-2","11/10/14","Tus",37,"Sierra Madre de la Sur","Tus_39","landrace","Tusta","","Fresh-Dry"
"2599",1902,"CanSBalta1","187-2",1,1,8,283,0,"2/5/16 10:54",390.38,440.4,10,10,0,"","14Tus187-2","11/10/14","Tus",37,"Sierra Madre de la Sur","Tus_39","landrace","Tusta","","Fresh-Dry"
"2600",1914,"CanSBalta1","187-2",1,1,8,283,0,"",440.4,Inf,10,10,0,"","14Tus187-2","11/10/14","Tus",37,"Sierra Madre de la Sur","Tus_39","landrace","Tusta","","Fresh-Dry"
"2601",1766,"CanRose7B","165-1",1,1,8,284,0,"1/20/16 8:38",0,54.13,0,0,0,"","14CRo165-1","11/10/14","CRo",33,"E Coast","CRo_32","landrace","Costeno Rojo","Plantation","Dry"
"2602",1752,"CanRose7B","165-1",1,1,8,284,0,"1/22/16 8:47",54.13,102.28,0,3,3,"","14CRo165-1","11/10/14","CRo",33,"E Coast","CRo_32","landrace","Costeno Rojo","Plantation","Dry"
"2603",1749,"CanRose7B","165-1",1,1,8,284,0,"1/24/16 9:10",102.28,150.67,3,7,4,"","14CRo165-1","11/10/14","CRo",33,"E Coast","CRo_32","landrace","Costeno Rojo","Plantation","Dry"
"2604",1751,"CanRose7B","165-1",1,1,8,284,0,"1/26/16 9:03",150.67,198.55,7,7,0,"","14CRo165-1","11/10/14","CRo",33,"E Coast","CRo_32","landrace","Costeno Rojo","Plantation","Dry"
"2605",1763,"CanRose7B","165-1",1,1,8,284,0,"1/28/16 8:50",198.55,246.33,7,7,0,"","14CRo165-1","11/10/14","CRo",33,"E Coast","CRo_32","landrace","Costeno Rojo","Plantation","Dry"
"2606",1761,"CanRose7B","165-1",1,1,8,284,0,"1/30/16 9:56",246.33,295.43,7,8,1,"","14CRo165-1","11/10/14","CRo",33,"E Coast","CRo_32","landrace","Costeno Rojo","Plantation","Dry"
"2607",1769,"CanRose7B","165-1",1,1,8,284,0,"2/1/16 8:59",295.43,342.48,8,8,0,"","14CRo165-1","11/10/14","CRo",33,"E Coast","CRo_32","landrace","Costeno Rojo","Plantation","Dry"
"2608",1764,"CanRose7B","165-1",1,1,8,284,0,"2/3/16 8:53",342.48,390.38,8,8,0,"","14CRo165-1","11/10/14","CRo",33,"E Coast","CRo_32","landrace","Costeno Rojo","Plantation","Dry"
"2609",1733,"CanRose7B","165-1",1,1,8,284,0,"2/5/16 10:54",390.38,440.4,8,8,0,"","14CRo165-1","11/10/14","CRo",33,"E Coast","CRo_32","landrace","Costeno Rojo","Plantation","Dry"
"2610",1755,"CanRose7B","165-1",1,1,8,284,0,"",440.4,Inf,8,10,2,"","14CRo165-1","11/10/14","CRo",33,"E Coast","CRo_32","landrace","Costeno Rojo","Plantation","Dry"
"2611",2299,"CanStaCruz15","174-1",1,1,8,285,10,"1/20/16 8:38",0,54.13,0,0,0,"","14CAg174-1","11/10/14","CAg",41,"Central Valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh"
"2612",2313,"CanStaCruz15","174-1",1,1,8,285,10,"1/22/16 8:47",54.13,102.28,0,1,1,"","14CAg174-1","11/10/14","CAg",41,"Central Valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh"
"2613",2289,"CanStaCruz15","174-1",1,1,8,285,10,"1/24/16 9:10",102.28,150.67,1,6,5,"","14CAg174-1","11/10/14","CAg",41,"Central Valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh"
"2614",2306,"CanStaCruz15","174-1",1,1,8,285,10,"1/26/16 9:03",150.67,198.55,6,7,1,"","14CAg174-1","11/10/14","CAg",41,"Central Valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh"
"2615",2305,"CanStaCruz15","174-1",1,1,8,285,10,"1/28/16 8:50",198.55,246.33,7,8,1,"","14CAg174-1","11/10/14","CAg",41,"Central Valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh"
"2616",2309,"CanStaCruz15","174-1",1,1,8,285,10,"1/30/16 9:56",246.33,295.43,8,8,0,"","14CAg174-1","11/10/14","CAg",41,"Central Valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh"
"2617",2300,"CanStaCruz15","174-1",1,1,8,285,10,"2/1/16 8:59",295.43,342.48,8,8,0,"","14CAg174-1","11/10/14","CAg",41,"Central Valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh"
"2618",2319,"CanStaCruz15","174-1",1,1,8,285,10,"2/3/16 8:53",342.48,390.38,8,8,0,"","14CAg174-1","11/10/14","CAg",41,"Central Valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh"
"2619",2318,"CanStaCruz15","174-1",1,1,8,285,10,"2/5/16 10:54",390.38,440.4,8,8,0,"","14CAg174-1","11/10/14","CAg",41,"Central Valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh"
"2620",2286,"CanStaCruz15","174-1",1,1,8,285,10,"",440.4,Inf,8,10,2,"","14CAg174-1","11/10/14","CAg",41,"Central Valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh"
"2621",2335,"CanStaCruz19","177-2",1,1,8,286,15,"1/20/16 8:38",0,54.13,0,0,0,"","14CAg177-2","11/10/14","CAg",41,"Central Valleys","CAg_36","landrace","Chile de Agua","Plantation","Fresh"
"2622",2345,"CanStaCruz19","177-2",1,1,8,286,15,"1/22/16 8:47",54.13,102.28,0,0,0,"","14CAg177-2","11/10/14","CAg",41,"Central Valleys","CAg_36","landrace","Chile de Agua","Plantation","Fresh"
"2623",2357,"CanStaCruz19","177-2",1,1,8,286,15,"1/24/16 9:10",102.28,150.67,0,3,3,"","14CAg177-2","11/10/14","CAg",41,"Central Valleys","CAg_36","landrace","Chile de Agua","Plantation","Fresh"
"2624",2326,"CanStaCruz19","177-2",1,1,8,286,15,"1/26/16 9:03",150.67,198.55,3,4,1,"","14CAg177-2","11/10/14","CAg",41,"Central Valleys","CAg_36","landrace","Chile de Agua","Plantation","Fresh"
"2625",2352,"CanStaCruz19","177-2",1,1,8,286,15,"1/28/16 8:50",198.55,246.33,4,4,0,"","14CAg177-2","11/10/14","CAg",41,"Central Valleys","CAg_36","landrace","Chile de Agua","Plantation","Fresh"
"2626",2342,"CanStaCruz19","177-2",1,1,8,286,15,"1/30/16 9:56",246.33,295.43,4,4,0,"","14CAg177-2","11/10/14","CAg",41,"Central Valleys","CAg_36","landrace","Chile de Agua","Plantation","Fresh"
"2627",2337,"CanStaCruz19","177-2",1,1,8,286,15,"2/1/16 8:59",295.43,342.48,4,4,0,"","14CAg177-2","11/10/14","CAg",41,"Central Valleys","CAg_36","landrace","Chile de Agua","Plantation","Fresh"
"2628",2327,"CanStaCruz19","177-2",1,1,8,286,15,"2/3/16 8:53",342.48,390.38,4,4,0,"","14CAg177-2","11/10/14","CAg",41,"Central Valleys","CAg_36","landrace","Chile de Agua","Plantation","Fresh"
"2629",2334,"CanStaCruz19","177-2",1,1,8,286,15,"2/5/16 10:54",390.38,440.4,4,4,0,"","14CAg177-2","11/10/14","CAg",41,"Central Valleys","CAg_36","landrace","Chile de Agua","Plantation","Fresh"
"2630",2348,"CanStaCruz19","177-2",1,1,8,286,15,"",440.4,Inf,4,10,6,"","14CAg177-2","11/10/14","CAg",41,"Central Valleys","CAg_36","landrace","Chile de Agua","Plantation","Fresh"
"2631",803,"CanLabor2","135-2",1,1,8,287,20,"1/20/16 8:38",0,54.13,0,0,0,"","14CAg135-2","11/10/14","CAg",13,"Central Valleys","CAg_25","landrace","Chile de Agua","Plantation","Fresh"
"2632",795,"CanLabor2","135-2",1,1,8,287,20,"1/22/16 8:47",54.13,102.28,0,0,0,"","14CAg135-2","11/10/14","CAg",13,"Central Valleys","CAg_25","landrace","Chile de Agua","Plantation","Fresh"
"2633",816,"CanLabor2","135-2",1,1,8,287,20,"1/24/16 9:10",102.28,150.67,0,0,0,"","14CAg135-2","11/10/14","CAg",13,"Central Valleys","CAg_25","landrace","Chile de Agua","Plantation","Fresh"
"2634",791,"CanLabor2","135-2",1,1,8,287,20,"1/26/16 9:03",150.67,198.55,0,1,1,"","14CAg135-2","11/10/14","CAg",13,"Central Valleys","CAg_25","landrace","Chile de Agua","Plantation","Fresh"
"2635",793,"CanLabor2","135-2",1,1,8,287,20,"1/28/16 8:50",198.55,246.33,1,4,3,"","14CAg135-2","11/10/14","CAg",13,"Central Valleys","CAg_25","landrace","Chile de Agua","Plantation","Fresh"
"2636",785,"CanLabor2","135-2",1,1,8,287,20,"1/30/16 9:56",246.33,295.43,4,5,1,"","14CAg135-2","11/10/14","CAg",13,"Central Valleys","CAg_25","landrace","Chile de Agua","Plantation","Fresh"
"2637",815,"CanLabor2","135-2",1,1,8,287,20,"2/1/16 8:59",295.43,342.48,5,5,0,"","14CAg135-2","11/10/14","CAg",13,"Central Valleys","CAg_25","landrace","Chile de Agua","Plantation","Fresh"
"2638",820,"CanLabor2","135-2",1,1,8,287,20,"2/3/16 8:53",342.48,390.38,5,5,0,"","14CAg135-2","11/10/14","CAg",13,"Central Valleys","CAg_25","landrace","Chile de Agua","Plantation","Fresh"
"2639",784,"CanLabor2","135-2",1,1,8,287,20,"2/5/16 10:54",390.38,440.4,5,6,1,"","14CAg135-2","11/10/14","CAg",13,"Central Valleys","CAg_25","landrace","Chile de Agua","Plantation","Fresh"
"2640",802,"CanLabor2","135-2",1,1,8,287,20,"",440.4,Inf,6,10,4,"","14CAg135-2","11/10/14","CAg",13,"Central Valleys","CAg_25","landrace","Chile de Agua","Plantation","Fresh"
"2641",2217,"CanStaCruz14","173-1",1,1,8,288,15,"1/20/16 8:38",0,54.13,0,0,0,"","14CAg173-1","11/10/14","CAg",41,"Central Valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh"
"2642",2224,"CanStaCruz14","173-1",1,1,8,288,15,"1/22/16 8:47",54.13,102.28,0,0,0,"","14CAg173-1","11/10/14","CAg",41,"Central Valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh"
"2643",2221,"CanStaCruz14","173-1",1,1,8,288,15,"1/24/16 9:10",102.28,150.67,0,8,8,"","14CAg173-1","11/10/14","CAg",41,"Central Valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh"
"2644",2207,"CanStaCruz14","173-1",1,1,8,288,15,"1/26/16 9:03",150.67,198.55,8,8,0,"","14CAg173-1","11/10/14","CAg",41,"Central Valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh"
"2645",2228,"CanStaCruz14","173-1",1,1,8,288,15,"1/28/16 8:50",198.55,246.33,8,8,0,"","14CAg173-1","11/10/14","CAg",41,"Central Valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh"
"2646",2215,"CanStaCruz14","173-1",1,1,8,288,15,"1/30/16 9:56",246.33,295.43,8,8,0,"","14CAg173-1","11/10/14","CAg",41,"Central Valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh"
"2647",2218,"CanStaCruz14","173-1",1,1,8,288,15,"2/1/16 8:59",295.43,342.48,8,8,0,"","14CAg173-1","11/10/14","CAg",41,"Central Valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh"
"2648",2216,"CanStaCruz14","173-1",1,1,8,288,15,"2/3/16 8:53",342.48,390.38,8,8,0,"","14CAg173-1","11/10/14","CAg",41,"Central Valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh"
"2649",2205,"CanStaCruz14","173-1",1,1,8,288,15,"2/5/16 10:54",390.38,440.4,8,8,0,"","14CAg173-1","11/10/14","CAg",41,"Central Valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh"
"2650",2204,"CanStaCruz14","173-1",1,1,8,288,15,"",440.4,Inf,8,10,2,"","14CAg173-1","11/10/14","CAg",41,"Central Valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh"
"2651",706,"CanJuan1","93-1",1,1,9,289,10,"1/20/16 8:38",0,54.13,0,0,0,"","14Tus93-1","11/10/14","Tus",12,"E Coast","Tus_7","landrace","Tusta","Milpa","Fresh-Dry"
"2652",723,"CanJuan1","93-1",1,1,9,289,10,"1/22/16 8:49",54.13,102.32,0,3,3,"","14Tus93-1","11/10/14","Tus",12,"E Coast","Tus_7","landrace","Tusta","Milpa","Fresh-Dry"
"2653",724,"CanJuan1","93-1",1,1,9,289,10,"1/24/16 9:14",102.32,150.73,3,7,4,"","14Tus93-1","11/10/14","Tus",12,"E Coast","Tus_7","landrace","Tusta","Milpa","Fresh-Dry"
"2654",708,"CanJuan1","93-1",1,1,9,289,10,"1/26/16 9:07",150.73,198.62,7,8,1,"","14Tus93-1","11/10/14","Tus",12,"E Coast","Tus_7","landrace","Tusta","Milpa","Fresh-Dry"
"2655",707,"CanJuan1","93-1",1,1,9,289,10,"1/28/16 8:50",198.62,246.33,8,8,0,"","14Tus93-1","11/10/14","Tus",12,"E Coast","Tus_7","landrace","Tusta","Milpa","Fresh-Dry"
"2656",704,"CanJuan1","93-1",1,1,9,289,10,"1/30/16 9:56",246.33,295.43,8,9,1,"","14Tus93-1","11/10/14","Tus",12,"E Coast","Tus_7","landrace","Tusta","Milpa","Fresh-Dry"
"2657",714,"CanJuan1","93-1",1,1,9,289,10,"2/1/16 8:59",295.43,342.48,9,9,0,"","14Tus93-1","11/10/14","Tus",12,"E Coast","Tus_7","landrace","Tusta","Milpa","Fresh-Dry"
"2658",705,"CanJuan1","93-1",1,1,9,289,10,"2/3/16 8:58",342.48,390.47,9,9,0,"","14Tus93-1","11/10/14","Tus",12,"E Coast","Tus_7","landrace","Tusta","Milpa","Fresh-Dry"
"2659",709,"CanJuan1","93-1",1,1,9,289,10,"2/5/16 11:07",390.47,440.62,9,9,0,"","14Tus93-1","11/10/14","Tus",12,"E Coast","Tus_7","landrace","Tusta","Milpa","Fresh-Dry"
"2660",702,"CanJuan1","93-1",1,1,9,289,10,"",440.62,Inf,9,10,1,"","14Tus93-1","11/10/14","Tus",12,"E Coast","Tus_7","landrace","Tusta","Milpa","Fresh-Dry"
"2661",1833,"CanSaa2","125-2",1,1,9,290,10,"1/20/16 8:38",0,54.13,0,0,0,"","14Slt125-2","11/10/14","Slt",36,"E Coast","Slt_23","landrace","Solterito","Backyard","Dry"
"2662",1811,"CanSaa2","125-2",1,1,9,290,10,"1/22/16 8:49",54.13,102.32,0,0,0,"","14Slt125-2","11/10/14","Slt",36,"E Coast","Slt_23","landrace","Solterito","Backyard","Dry"
"2663",1828,"CanSaa2","125-2",1,1,9,290,10,"1/24/16 9:14",102.32,150.73,0,0,0,"","14Slt125-2","11/10/14","Slt",36,"E Coast","Slt_23","landrace","Solterito","Backyard","Dry"
"2664",1820,"CanSaa2","125-2",1,1,9,290,10,"1/26/16 9:07",150.73,198.62,0,0,0,"","14Slt125-2","11/10/14","Slt",36,"E Coast","Slt_23","landrace","Solterito","Backyard","Dry"
"2665",1812,"CanSaa2","125-2",1,1,9,290,10,"1/28/16 8:50",198.62,246.33,0,0,0,"","14Slt125-2","11/10/14","Slt",36,"E Coast","Slt_23","landrace","Solterito","Backyard","Dry"
"2666",1848,"CanSaa2","125-2",1,1,9,290,10,"1/30/16 9:56",246.33,295.43,0,1,1,"","14Slt125-2","11/10/14","Slt",36,"E Coast","Slt_23","landrace","Solterito","Backyard","Dry"
"2667",1830,"CanSaa2","125-2",1,1,9,290,10,"2/1/16 8:59",295.43,342.48,1,1,0,"","14Slt125-2","11/10/14","Slt",36,"E Coast","Slt_23","landrace","Solterito","Backyard","Dry"
"2668",1815,"CanSaa2","125-2",1,1,9,290,10,"2/3/16 8:58",342.48,390.47,1,1,0,"","14Slt125-2","11/10/14","Slt",36,"E Coast","Slt_23","landrace","Solterito","Backyard","Dry"
"2669",1843,"CanSaa2","125-2",1,1,9,290,10,"2/5/16 11:07",390.47,440.62,1,1,0,"","14Slt125-2","11/10/14","Slt",36,"E Coast","Slt_23","landrace","Solterito","Backyard","Dry"
"2670",1835,"CanSaa2","125-2",1,1,9,290,10,"",440.62,Inf,1,10,9,"","14Slt125-2","11/10/14","Slt",36,"E Coast","Slt_23","landrace","Solterito","Backyard","Dry"
