,sampleid,line,rep,run,shelf,plate,trt,read.time,start,end,start.count,end.count,germinated,notes,pedigree,planting.date,landrace.abb,loc_id,region,pop,population.type,landrace.name,cultivation,main.use
1411,CanParaje9,152-1,1,2,1,34,0,2/8/16 20:00,206.3333333,254.0666667,9,9,0,,14CAg152-1,11/10/14,CAg,22,Central Valleys,CAg_28,landrace,Chile de Agua,Plantation,Fresh
1428,CanParaje9,152-1,1,2,1,34,0,2/8/16 20:00,254.0666667,303.3333333,9,10,1,,14CAg152-1,11/10/14,CAg,22,Central Valleys,CAg_28,landrace,Chile de Agua,Plantation,Fresh
1435,CanParaje9,152-1,1,2,1,34,0,2/8/16 20:00,303.3333333,349.95,10,10,0,,14CAg152-1,11/10/14,CAg,22,Central Valleys,CAg_28,landrace,Chile de Agua,Plantation,Fresh
1449,CanParaje9,152-1,1,2,1,34,0,2/8/16 20:00,349.95,396.2833333,10,10,0,,14CAg152-1,11/10/14,CAg,22,Central Valleys,CAg_28,landrace,Chile de Agua,Plantation,Fresh
1439,CanParaje9,152-1,1,2,1,34,0,2/8/16 20:00,396.2833333,446,10,10,0,,14CAg152-1,11/10/14,CAg,22,Central Valleys,CAg_28,landrace,Chile de Agua,Plantation,Fresh
1418,CanParaje9,152-1,1,2,1,34,0,2/8/16 20:00,446,495.1166667,10,10,0,,14CAg152-1,11/10/14,CAg,22,Central Valleys,CAg_28,landrace,Chile de Agua,Plantation,Fresh
1444,CanParaje9,152-1,1,2,1,34,0,,495.1166667,Inf,10,10,0,,14CAg152-1,11/10/14,CAg,22,Central Valleys,CAg_28,landrace,Chile de Agua,Plantation,Fresh
1308,CanParaje4,148-2,1,2,2,54,0,2/8/16 20:15,0,60.36666667,0,0,0,,14CAg148-2,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
1244,CanParaje4,148-2,1,2,2,54,0,2/8/16 20:15,60.36666667,108.2333333,0,1,1,,14CAg148-2,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
1251,CanParaje4,148-2,1,2,2,54,0,2/8/16 20:15,108.2333333,156.1666667,1,4,3,,14CAg148-2,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
1239,CanParaje4,148-2,1,2,2,54,0,2/8/16 20:15,156.1666667,206.1833333,4,4,0,,14CAg148-2,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
1310,CanParaje4,148-2,1,2,2,54,0,2/8/16 20:15,206.1833333,253.9833333,4,5,1,,14CAg148-2,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
1263,CanParaje4,148-2,1,2,2,54,0,2/8/16 20:15,253.9833333,303.15,5,5,0,,14CAg148-2,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
1249,CanParaje4,148-2,1,2,2,54,0,2/8/16 20:15,303.15,349.8,5,5,0,,14CAg148-2,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
1261,CanParaje4,148-2,1,2,2,54,0,2/8/16 20:15,349.8,396.1,5,5,0,,14CAg148-2,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
1298,CanParaje4,148-2,1,2,2,54,0,2/8/16 20:15,396.1,445.8,5,5,0,,14CAg148-2,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
1250,CanParaje4,148-2,1,2,2,54,0,2/8/16 20:15,445.8,494.9166667,5,5,0,,14CAg148-2,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
1314,CanParaje4,148-2,1,2,2,54,0,,494.9166667,Inf,5,10,5,,14CAg148-2,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
1288,CanParaje4,148-1,1,2,2,71,0,2/8/16 20:15,0,60.36666667,0,0,0,,14CAg148-1,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
1292,CanParaje4,148-1,1,2,2,71,0,2/8/16 20:15,60.36666667,108.2333333,0,0,0,,14CAg148-1,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
1273,CanParaje4,148-1,1,2,2,71,0,2/8/16 20:15,108.2333333,156.1666667,0,2,2,,14CAg148-1,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
1289,CanParaje4,148-1,1,2,2,71,0,2/8/16 20:15,156.1666667,206.1833333,2,4,2,,14CAg148-1,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
1304,CanParaje4,148-1,1,2,2,71,0,2/8/16 20:15,206.1833333,253.9833333,4,4,0,,14CAg148-1,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
1286,CanParaje4,148-1,1,2,2,71,0,2/8/16 20:15,253.9833333,303.15,4,4,0,,14CAg148-1,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
1277,CanParaje4,148-1,1,2,2,71,0,2/8/16 20:15,303.15,349.8,4,4,0,,14CAg148-1,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
1281,CanParaje4,148-1,1,2,2,71,0,2/8/16 20:15,349.8,396.1,4,4,0,,14CAg148-1,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
1290,CanParaje4,148-1,1,2,2,71,0,2/8/16 20:15,396.1,445.8,4,4,0,,14CAg148-1,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
1272,CanParaje4,148-1,1,2,2,71,0,2/8/16 20:15,445.8,494.9166667,4,4,0,,14CAg148-1,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
1235,CanParaje4,148-1,1,2,2,71,0,,494.9166667,Inf,4,10,6,,14CAg148-1,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
560,CanLabor1,134-2,1,2,3,75,0,2/8/16 20:30,0,60.15,0,0,0,,14CAg134-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
515,CanLabor1,134-2,1,2,3,75,0,2/8/16 20:30,60.15,108.0166667,0,0,0,,14CAg134-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
505,CanLabor1,134-2,1,2,3,75,0,2/8/16 20:30,108.0166667,155.9833333,0,3,3,,14CAg134-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
559,CanLabor1,134-2,1,2,3,75,0,2/8/16 20:30,155.9833333,206.1,3,6,3,,14CAg134-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
504,CanLabor1,134-2,1,2,3,75,0,2/8/16 20:30,206.1,253.8333333,6,8,2,,14CAg134-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
522,CanLabor1,134-2,1,2,3,75,0,2/8/16 20:30,253.8333333,302.9,8,8,0,,14CAg134-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
557,CanLabor1,134-2,1,2,3,75,0,2/8/16 20:30,302.9,349.6,8,8,0,,14CAg134-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
558,CanLabor1,134-2,1,2,3,75,0,2/8/16 20:30,349.6,395.9,8,8,0,,14CAg134-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
498,CanLabor1,134-2,1,2,3,75,0,2/8/16 20:30,395.9,445.55,8,8,0,,14CAg134-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
506,CanLabor1,134-2,1,2,3,75,0,2/8/16 20:30,445.55,494.7166667,8,8,0,,14CAg134-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
488,CanLabor1,134-2,1,2,3,75,0,,494.7166667,Inf,8,10,2,,14CAg134-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
786,CanLabor6,139-2,1,2,3,78,0,2/8/16 20:30,0,60.15,0,0,0,,14CAg139-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
779,CanLabor6,139-2,1,2,3,78,0,2/8/16 20:30,60.15,108.0166667,0,0,0,,14CAg139-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
781,CanLabor6,139-2,1,2,3,78,0,2/8/16 20:30,108.0166667,155.9833333,0,2,2,,14CAg139-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
749,CanLabor6,139-2,1,2,3,78,0,2/8/16 20:30,155.9833333,206.1,2,5,3,,14CAg139-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
773,CanLabor6,139-2,1,2,3,78,0,2/8/16 20:30,206.1,253.8333333,5,6,1,,14CAg139-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
767,CanLabor6,139-2,1,2,3,78,0,2/8/16 20:30,253.8333333,302.9,6,6,0,,14CAg139-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
769,CanLabor6,139-2,1,2,3,78,0,2/8/16 20:30,302.9,349.6,6,6,0,,14CAg139-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
791,CanLabor6,139-2,1,2,3,78,0,2/8/16 20:30,349.6,395.9,6,6,0,,14CAg139-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
780,CanLabor6,139-2,1,2,3,78,0,2/8/16 20:30,395.9,445.55,6,6,0,,14CAg139-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
792,CanLabor6,139-2,1,2,3,78,0,2/8/16 20:30,445.55,494.7166667,6,6,0,,14CAg139-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
765,CanLabor6,139-2,1,2,3,78,0,,494.7166667,Inf,6,10,4,,14CAg139-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
323,CanCoat6,131-2,1,2,3,81,0,2/8/16 20:30,0,60.15,0,0,0,,14CAg131-2,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
324,CanCoat6,131-2,1,2,3,81,0,2/8/16 20:30,60.15,108.0166667,0,3,3,,14CAg131-2,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
346,CanCoat6,131-2,1,2,3,81,0,2/8/16 20:30,108.0166667,155.9833333,3,4,1,,14CAg131-2,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
338,CanCoat6,131-2,1,2,3,81,0,2/8/16 20:30,155.9833333,206.1,4,5,1,,14CAg131-2,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
320,CanCoat6,131-2,1,2,3,81,0,2/8/16 20:30,206.1,253.8333333,5,7,2,,14CAg131-2,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
337,CanCoat6,131-2,1,2,3,81,0,2/8/16 20:30,253.8333333,302.9,7,7,0,,14CAg131-2,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
340,CanCoat6,131-2,1,2,3,81,0,2/8/16 20:30,302.9,349.6,7,7,0,,14CAg131-2,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
351,CanCoat6,131-2,1,2,3,81,0,2/8/16 20:30,349.6,395.9,7,7,0,,14CAg131-2,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
315,CanCoat6,131-2,1,2,3,81,0,2/8/16 20:30,395.9,445.55,7,7,0,,14CAg131-2,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
347,CanCoat6,131-2,1,2,3,81,0,2/8/16 20:30,445.55,494.7166667,7,7,0,,14CAg131-2,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
331,CanCoat6,131-2,1,2,3,81,0,,494.7166667,Inf,7,10,3,,14CAg131-2,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
2664,CanStaCruz6,169-1,1,2,3,92,0,2/8/16 20:30,0,60.15,0,0,0,,14CAg169-1,11/10/14,CAg,41,Central Valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh
2662,CanStaCruz6,169-1,1,2,3,92,0,2/8/16 20:30,60.15,108.0166667,0,1,1,,14CAg169-1,11/10/14,CAg,41,Central Valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh
2663,CanStaCruz6,169-1,1,2,3,92,0,2/8/16 20:30,108.0166667,155.9833333,1,5,4,,14CAg169-1,11/10/14,CAg,41,Central Valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh
2698,CanStaCruz6,169-1,1,2,3,92,0,2/8/16 20:30,155.9833333,206.1,5,8,3,,14CAg169-1,11/10/14,CAg,41,Central Valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh
2715,CanStaCruz6,169-1,1,2,3,92,0,2/8/16 20:30,206.1,253.8333333,8,8,0,,14CAg169-1,11/10/14,CAg,41,Central Valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh
2714,CanStaCruz6,169-1,1,2,3,92,0,2/8/16 20:30,253.8333333,302.9,8,8,0,,14CAg169-1,11/10/14,CAg,41,Central Valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh
2699,CanStaCruz6,169-1,1,2,3,92,0,2/8/16 20:30,302.9,349.6,8,8,0,,14CAg169-1,11/10/14,CAg,41,Central Valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh
2690,CanStaCruz6,169-1,1,2,3,92,0,2/8/16 20:30,349.6,395.9,8,8,0,,14CAg169-1,11/10/14,CAg,41,Central Valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh
2684,CanStaCruz6,169-1,1,2,3,92,0,2/8/16 20:30,395.9,445.55,8,8,0,,14CAg169-1,11/10/14,CAg,41,Central Valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh
2697,CanStaCruz6,169-1,1,2,3,92,0,2/8/16 20:30,445.55,494.7166667,8,8,0,,14CAg169-1,11/10/14,CAg,41,Central Valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh
2688,CanStaCruz6,169-1,1,2,3,92,0,,494.7166667,Inf,8,10,2,,14CAg169-1,11/10/14,CAg,41,Central Valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh
2631,CanStaCruz19,177-1,1,2,3,98,0,2/8/16 20:30,0,60.15,0,0,0,,14CAg177-1,11/10/14,CAg,41,Central Valleys,CAg_36,landrace,Chile de Agua,Plantation,Fresh
2640,CanStaCruz19,177-1,1,2,3,98,0,2/8/16 20:30,60.15,108.0166667,0,5,5,,14CAg177-1,11/10/14,CAg,41,Central Valleys,CAg_36,landrace,Chile de Agua,Plantation,Fresh
2607,CanStaCruz19,177-1,1,2,3,98,0,2/8/16 20:30,108.0166667,155.9833333,5,5,0,,14CAg177-1,11/10/14,CAg,41,Central Valleys,CAg_36,landrace,Chile de Agua,Plantation,Fresh
2606,CanStaCruz19,177-1,1,2,3,98,0,2/8/16 20:30,155.9833333,206.1,5,5,0,,14CAg177-1,11/10/14,CAg,41,Central Valleys,CAg_36,landrace,Chile de Agua,Plantation,Fresh
2638,CanStaCruz19,177-1,1,2,3,98,0,2/8/16 20:30,206.1,253.8333333,5,6,1,,14CAg177-1,11/10/14,CAg,41,Central Valleys,CAg_36,landrace,Chile de Agua,Plantation,Fresh
2628,CanStaCruz19,177-1,1,2,3,98,0,2/8/16 20:30,253.8333333,302.9,6,6,0,,14CAg177-1,11/10/14,CAg,41,Central Valleys,CAg_36,landrace,Chile de Agua,Plantation,Fresh
2609,CanStaCruz19,177-1,1,2,3,98,0,2/8/16 20:30,302.9,349.6,6,6,0,,14CAg177-1,11/10/14,CAg,41,Central Valleys,CAg_36,landrace,Chile de Agua,Plantation,Fresh
2612,CanStaCruz19,177-1,1,2,3,98,0,2/8/16 20:30,349.6,395.9,6,6,0,,14CAg177-1,11/10/14,CAg,41,Central Valleys,CAg_36,landrace,Chile de Agua,Plantation,Fresh
2624,CanStaCruz19,177-1,1,2,3,98,0,2/8/16 20:30,395.9,445.55,6,6,0,,14CAg177-1,11/10/14,CAg,41,Central Valleys,CAg_36,landrace,Chile de Agua,Plantation,Fresh
2613,CanStaCruz19,177-1,1,2,3,98,0,2/8/16 20:30,445.55,494.7166667,6,6,0,,14CAg177-1,11/10/14,CAg,41,Central Valleys,CAg_36,landrace,Chile de Agua,Plantation,Fresh
2610,CanStaCruz19,177-1,1,2,3,98,0,,494.7166667,Inf,6,10,4,,14CAg177-1,11/10/14,CAg,41,Central Valleys,CAg_36,landrace,Chile de Agua,Plantation,Fresh
890,CanLobera2,141-2,1,2,3,101,0,2/8/16 20:30,0,60.15,0,0,0,,14CAg141-2,11/10/14,CAg,14,Central Valleys,CAg_26,landrace,Chile de Agua,Milpa,Fresh
868,CanLobera2,141-2,1,2,3,101,0,2/8/16 20:30,60.15,108.0166667,0,0,0,,14CAg141-2,11/10/14,CAg,14,Central Valleys,CAg_26,landrace,Chile de Agua,Milpa,Fresh
889,CanLobera2,141-2,1,2,3,101,0,2/8/16 20:30,108.0166667,155.9833333,0,3,3,,14CAg141-2,11/10/14,CAg,14,Central Valleys,CAg_26,landrace,Chile de Agua,Milpa,Fresh
874,CanLobera2,141-2,1,2,3,101,0,2/8/16 20:30,155.9833333,206.1,3,5,2,,14CAg141-2,11/10/14,CAg,14,Central Valleys,CAg_26,landrace,Chile de Agua,Milpa,Fresh
878,CanLobera2,141-2,1,2,3,101,0,2/8/16 20:30,206.1,253.8333333,5,6,1,,14CAg141-2,11/10/14,CAg,14,Central Valleys,CAg_26,landrace,Chile de Agua,Milpa,Fresh
920,CanLobera2,141-2,1,2,3,101,0,2/8/16 20:30,253.8333333,302.9,6,6,0,,14CAg141-2,11/10/14,CAg,14,Central Valleys,CAg_26,landrace,Chile de Agua,Milpa,Fresh
857,CanLobera2,141-2,1,2,3,101,0,2/8/16 20:30,302.9,349.6,6,6,0,,14CAg141-2,11/10/14,CAg,14,Central Valleys,CAg_26,landrace,Chile de Agua,Milpa,Fresh
907,CanLobera2,141-2,1,2,3,101,0,2/8/16 20:30,349.6,395.9,6,7,1,,14CAg141-2,11/10/14,CAg,14,Central Valleys,CAg_26,landrace,Chile de Agua,Milpa,Fresh
910,CanLobera2,141-2,1,2,3,101,0,2/8/16 20:30,395.9,445.55,7,7,0,,14CAg141-2,11/10/14,CAg,14,Central Valleys,CAg_26,landrace,Chile de Agua,Milpa,Fresh
876,CanLobera2,141-2,1,2,3,101,0,2/8/16 20:30,445.55,494.7166667,7,7,0,,14CAg141-2,11/10/14,CAg,14,Central Valleys,CAg_26,landrace,Chile de Agua,Milpa,Fresh
924,CanLobera2,141-2,1,2,3,101,0,,494.7166667,Inf,7,10,3,,14CAg141-2,11/10/14,CAg,14,Central Valleys,CAg_26,landrace,Chile de Agua,Milpa,Fresh
1121,CanParaje10,153-1,1,2,4,116,0,2/8/16 20:45,0,59.93333333,0,0,0,,14CAg153-1,11/10/14,CAg,22,Central Valleys,CAg_29,landrace,Chile de Agua,Plantation,Fresh
1108,CanParaje10,153-1,1,2,4,116,0,2/8/16 20:45,59.93333333,107.8,0,1,1,,14CAg153-1,11/10/14,CAg,22,Central Valleys,CAg_29,landrace,Chile de Agua,Plantation,Fresh
1107,CanParaje10,153-1,1,2,4,116,0,2/8/16 20:45,107.8,155.7833333,1,2,1,,14CAg153-1,11/10/14,CAg,22,Central Valleys,CAg_29,landrace,Chile de Agua,Plantation,Fresh
1117,CanParaje10,153-1,1,2,4,116,0,2/8/16 20:45,155.7833333,205.85,2,3,1,,14CAg153-1,11/10/14,CAg,22,Central Valleys,CAg_29,landrace,Chile de Agua,Plantation,Fresh
1109,CanParaje10,153-1,1,2,4,116,0,2/8/16 20:45,205.85,253.9666667,3,3,0,,14CAg153-1,11/10/14,CAg,22,Central Valleys,CAg_29,landrace,Chile de Agua,Plantation,Fresh
1125,CanParaje10,153-1,1,2,4,116,0,2/8/16 20:45,253.9666667,302.8333333,3,3,0,,14CAg153-1,11/10/14,CAg,22,Central Valleys,CAg_29,landrace,Chile de Agua,Plantation,Fresh
1142,CanParaje10,153-1,1,2,4,116,0,2/8/16 20:45,302.8333333,349.45,3,3,0,,14CAg153-1,11/10/14,CAg,22,Central Valleys,CAg_29,landrace,Chile de Agua,Plantation,Fresh
1120,CanParaje10,153-1,1,2,4,116,0,2/8/16 20:45,349.45,395.7333333,3,3,0,,14CAg153-1,11/10/14,CAg,22,Central Valleys,CAg_29,landrace,Chile de Agua,Plantation,Fresh
1140,CanParaje10,153-1,1,2,4,116,0,2/8/16 20:45,395.7333333,445.4333333,3,3,0,,14CAg153-1,11/10/14,CAg,22,Central Valleys,CAg_29,landrace,Chile de Agua,Plantation,Fresh
1129,CanParaje10,153-1,1,2,4,116,0,2/8/16 20:45,445.4333333,494.5166667,3,3,0,,14CAg153-1,11/10/14,CAg,22,Central Valleys,CAg_29,landrace,Chile de Agua,Plantation,Fresh
1136,CanParaje10,153-1,1,2,4,116,0,,494.5166667,Inf,3,10,7,,14CAg153-1,11/10/14,CAg,22,Central Valleys,CAg_29,landrace,Chile de Agua,Plantation,Fresh
998,CanLobera6,145-2,1,2,4,136,0,2/8/16 20:45,0,59.93333333,0,0,0,,14CAg145-2,11/10/14,CAg,14,Central Valleys,CAg_26,landrace,Chile de Agua,Milpa,Fresh
973,CanLobera6,145-2,1,2,4,136,0,2/8/16 20:45,59.93333333,107.8,0,0,0,,14CAg145-2,11/10/14,CAg,14,Central Valleys,CAg_26,landrace,Chile de Agua,Milpa,Fresh
982,CanLobera6,145-2,1,2,4,136,0,2/8/16 20:45,107.8,155.7833333,0,4,4,,14CAg145-2,11/10/14,CAg,14,Central Valleys,CAg_26,landrace,Chile de Agua,Milpa,Fresh
1007,CanLobera6,145-2,1,2,4,136,0,2/8/16 20:45,155.7833333,205.85,4,6,2,,14CAg145-2,11/10/14,CAg,14,Central Valleys,CAg_26,landrace,Chile de Agua,Milpa,Fresh
981,CanLobera6,145-2,1,2,4,136,0,2/8/16 20:45,205.85,253.9666667,6,6,0,,14CAg145-2,11/10/14,CAg,14,Central Valleys,CAg_26,landrace,Chile de Agua,Milpa,Fresh
971,CanLobera6,145-2,1,2,4,136,0,2/8/16 20:45,253.9666667,302.8333333,6,7,1,,14CAg145-2,11/10/14,CAg,14,Central Valleys,CAg_26,landrace,Chile de Agua,Milpa,Fresh
977,CanLobera6,145-2,1,2,4,136,0,2/8/16 20:45,302.8333333,349.45,7,7,0,,14CAg145-2,11/10/14,CAg,14,Central Valleys,CAg_26,landrace,Chile de Agua,Milpa,Fresh
972,CanLobera6,145-2,1,2,4,136,0,2/8/16 20:45,349.45,395.7333333,7,7,0,,14CAg145-2,11/10/14,CAg,14,Central Valleys,CAg_26,landrace,Chile de Agua,Milpa,Fresh
992,CanLobera6,145-2,1,2,4,136,0,2/8/16 20:45,395.7333333,445.4333333,7,7,0,,14CAg145-2,11/10/14,CAg,14,Central Valleys,CAg_26,landrace,Chile de Agua,Milpa,Fresh
1001,CanLobera6,145-2,1,2,4,136,0,2/8/16 20:45,445.4333333,494.5166667,7,7,0,,14CAg145-2,11/10/14,CAg,14,Central Valleys,CAg_26,landrace,Chile de Agua,Milpa,Fresh
1011,CanLobera6,145-2,1,2,4,136,0,,494.5166667,Inf,7,10,3,,14CAg145-2,11/10/14,CAg,14,Central Valleys,CAg_26,landrace,Chile de Agua,Milpa,Fresh
